s,,,,C,C,C,C,C,C,C,C,C
 4.0000653E+002, 3.0213674E+002, 2.7602946E+002, 2.4824129E+002, 2.8219437E+002, 3.3239032E+002, 3.0210696E+002, 2.7147248E+002, 2.7859539E+002, 2.6599929E+002, 2.4640110E+002, 2.4489609E+002, 2.3881107E+002
 4.1000164E+002, 3.1847269E+002, 2.8696864E+002, 2.5663684E+002, 2.9845358E+002, 3.4434552E+002, 2.9861828E+002, 2.8609700E+002, 2.8671723E+002, 2.7235768E+002, 2.5749800E+002, 2.5445216E+002, 2.4705574E+002
 4.2000508E+002, 3.4305398E+002, 3.0129950E+002, 2.6612046E+002, 3.0246539E+002, 3.6610288E+002, 3.2666711E+002, 2.9697031E+002, 2.9647602E+002, 2.8683748E+002, 2.6884867E+002, 2.6423908E+002, 2.5730318E+002
 4.3000219E+002, 3.5298396E+002, 3.1180983E+002, 2.7833202E+002, 3.2517269E+002, 3.8093912E+002, 3.4175964E+002, 3.1595645E+002, 3.1278447E+002, 2.9648786E+002, 2.8146728E+002, 2.7485285E+002, 2.6525173E+002
 4.4000608E+002, 3.8667176E+002, 3.2450932E+002, 2.9146756E+002, 3.5188648E+002, 3.9410061E+002, 3.6149985E+002, 3.2707233E+002, 3.2405105E+002, 3.1076991E+002, 2.9319528E+002, 2.8636656E+002, 2.7664669E+002
 4.5001071E+002, 3.8703699E+002, 3.4609434E+002, 3.0262273E+002, 3.6660112E+002, 4.1866617E+002, 3.7977474E+002, 3.4277355E+002, 3.3903811E+002, 3.2294300E+002, 3.0453073E+002, 2.9647517E+002, 2.8638774E+002
 4.6000623E+002, 4.2178919E+002, 3.5299965E+002, 3.1120887E+002, 3.7955227E+002, 4.2136793E+002, 4.0939430E+002, 3.4703926E+002, 3.5113666E+002, 3.4312905E+002, 3.1457825E+002, 3.0959320E+002, 3.0122267E+002
 4.7000769E+002, 4.2564700E+002, 3.6800164E+002, 3.2371273E+002, 3.8745246E+002, 4.4155977E+002, 4.4066661E+002, 3.6457551E+002, 3.6612647E+002, 3.5723013E+002, 3.2452432E+002, 3.1838860E+002, 3.1062190E+002
 4.8000547E+002, 4.4748315E+002, 3.8640328E+002, 3.3409231E+002, 4.1990978E+002, 4.6338163E+002, 4.5459370E+002, 3.7965676E+002, 3.7963460E+002, 3.6521199E+002, 3.3317092E+002, 3.3035156E+002, 3.1890944E+002
 4.9000220E+002, 4.8257213E+002, 3.9734893E+002, 3.4622693E+002, 4.4918772E+002, 4.8019013E+002, 4.9051520E+002, 3.9300389E+002, 3.9594628E+002, 3.8471173E+002, 3.5090841E+002, 3.4369492E+002, 3.3307473E+002
 5.0000895E+002, 4.9965595E+002, 4.1422693E+002, 3.5737098E+002, 4.4923993E+002, 5.1345237E+002, 5.1863881E+002, 4.0548825E+002, 4.0573391E+002, 4.0023513E+002, 3.6026197E+002, 3.5397051E+002, 3.4382773E+002
 5.1000938E+002, 5.1607393E+002, 4.3297396E+002, 3.7342583E+002, 4.8656864E+002, 5.5158786E+002, 5.3165742E+002, 4.1969052E+002, 4.2752525E+002, 4.2255992E+002, 3.7096818E+002, 3.6677629E+002, 3.6058989E+002
 5.2000626E+002, 5.4360058E+002, 4.4562418E+002, 3.8120068E+002, 4.9427266E+002, 5.4975407E+002, 5.7150028E+002, 4.3103336E+002, 4.4231564E+002, 4.4132557E+002, 3.8317793E+002, 3.7977738E+002, 3.7297480E+002
 5.3000049E+002, 5.9485858E+002, 4.6366987E+002, 3.9513321E+002, 5.2618499E+002, 5.9152027E+002, 6.1161696E+002, 4.4997421E+002, 4.5870565E+002, 4.5683664E+002, 3.9507074E+002, 3.8843331E+002, 3.8119336E+002
 5.4000825E+002, 6.1058745E+002, 4.7256497E+002, 4.0598888E+002, 5.4938184E+002, 6.1023946E+002, 6.3885170E+002, 4.6415489E+002, 4.6834474E+002, 4.7169196E+002, 4.0529626E+002, 4.0149955E+002, 3.9612688E+002
 5.5000806E+002, 6.3456004E+002, 4.8994831E+002, 4.1909847E+002, 5.8923946E+002, 6.3290017E+002, 6.6044416E+002, 4.8278726E+002, 4.8596938E+002, 4.8921635E+002, 4.1741504E+002, 4.1056735E+002, 4.0782808E+002
 5.6000095E+002, 6.8655483E+002, 5.1102152E+002, 4.2882677E+002, 6.2471845E+002, 6.6046313E+002, 7.1087271E+002, 4.9765881E+002, 5.0102573E+002, 5.0300634E+002, 4.2802408E+002, 4.2227172E+002, 4.1893787E+002
 5.7000304E+002, 7.2795380E+002, 5.2572623E+002, 4.4372007E+002, 6.6770944E+002, 6.7371795E+002, 7.6608270E+002, 5.1258612E+002, 5.2298485E+002, 5.2646835E+002, 4.4386959E+002, 4.3691143E+002, 4.2933076E+002
 5.8000458E+002, 7.6641830E+002, 5.5571182E+002, 4.4963063E+002, 7.0771157E+002, 7.1294354E+002, 8.2637352E+002, 5.2837587E+002, 5.4477829E+002, 5.4306870E+002, 4.5261275E+002, 4.4944300E+002, 4.4253449E+002
 5.9000477E+002, 9.1515891E+002, 5.9012017E+002, 4.7724578E+002, 7.6555756E+002, 8.1197305E+002, 9.0280990E+002, 5.5613000E+002, 5.7487905E+002, 5.6676718E+002, 4.6706774E+002, 4.7041344E+002, 4.6129224E+002
 6.0000967E+002, 1.1047367E+003, 7.9830314E+002, 5.9770923E+002, 9.4098544E+002, 1.0038736E+003, 1.0853312E+003, 6.5449481E+002, 6.8005063E+002, 6.9391673E+002, 5.2249516E+002, 5.2038744E+002, 5.2361718E+002
 6.1000655E+002, 9.7461459E+002, 9.9863852E+002, 8.1705977E+002, 1.0916419E+003, 1.0965143E+003, 1.0879145E+003, 9.3052508E+002, 9.4814579E+002, 9.3724729E+002, 6.8783923E+002, 7.1898921E+002, 7.2463010E+002
 6.2000715E+002, 7.6596876E+002, 8.7259050E+002, 8.5995124E+002, 8.6085969E+002, 8.5481596E+002, 8.5475835E+002, 9.5848107E+002, 9.6395793E+002, 9.3557049E+002, 8.3816666E+002, 8.4990044E+002, 8.4162930E+002
 6.3000511E+002, 6.7020163E+002, 6.9715462E+002, 8.3812155E+002, 7.1161146E+002, 7.1071056E+002, 7.2278802E+002, 7.8320302E+002, 7.7601875E+002, 7.6105674E+002, 8.5734704E+002, 8.6472121E+002, 8.3626423E+002
 6.4000470E+002, 6.0521121E+002, 6.1520350E+002, 7.9020212E+002, 6.3120446E+002, 6.3542074E+002, 6.4438848E+002, 6.6079607E+002, 6.5620842E+002, 6.5114790E+002, 8.4953163E+002, 8.2051694E+002, 7.7823007E+002
 6.5000319E+002, 5.5797421E+002, 5.6911004E+002, 6.7350033E+002, 5.7770204E+002, 5.7355462E+002, 5.8960765E+002, 5.9390120E+002, 5.8506576E+002, 5.7913487E+002, 7.7478756E+002, 7.6559236E+002, 6.9320611E+002
 6.6000465E+002, 5.2589111E+002, 5.3146156E+002, 6.7915017E+002, 5.3483996E+002, 5.3424084E+002, 5.5320053E+002, 5.5812545E+002, 5.5411946E+002, 5.4434582E+002, 7.0247475E+002, 6.5996884E+002, 5.9446791E+002
 6.7000506E+002, 5.0094319E+002, 5.1998435E+002, 6.4680127E+002, 5.0651569E+002, 5.0857045E+002, 5.2760939E+002, 5.2623797E+002, 5.1999254E+002, 5.2830806E+002, 7.4621303E+002, 6.7576075E+002, 6.0975347E+002
 6.8000247E+002, 4.7835396E+002, 5.0614809E+002, 6.3564797E+002, 4.8394790E+002, 4.8647425E+002, 5.0162521E+002, 5.1353509E+002, 5.0722753E+002, 5.1469419E+002, 6.5979936E+002, 6.3147749E+002, 5.8852372E+002
 6.9000374E+002, 4.6181046E+002, 4.9660599E+002, 6.3373718E+002, 4.6685098E+002, 4.6795799E+002, 4.7482389E+002, 5.1070110E+002, 4.9830826E+002, 4.9918062E+002, 7.0041664E+002, 6.2110926E+002, 6.0022719E+002
 7.0000826E+002, 4.5203588E+002, 4.9456458E+002, 5.7555122E+002, 4.5630659E+002, 4.5493597E+002, 4.6173777E+002, 4.8695669E+002, 4.9588117E+002, 5.0439687E+002, 6.2366916E+002, 6.2842654E+002, 5.5141167E+002
 7.1000036E+002, 4.4395613E+002, 4.8062950E+002, 5.8661604E+002, 4.4369119E+002, 4.4959919E+002, 4.5320848E+002, 4.9367501E+002, 4.8315168E+002, 4.8153629E+002, 6.1047939E+002, 5.8091957E+002, 5.5643526E+002
 7.2000280E+002, 4.3554079E+002, 4.8472872E+002, 5.9715402E+002, 4.3620833E+002, 4.4034961E+002, 4.4271617E+002, 4.6878850E+002, 4.7910947E+002, 4.9280417E+002, 6.1356898E+002, 6.0588186E+002, 5.8521869E+002
 7.3000486E+002, 4.3234853E+002, 4.8066186E+002, 5.9614820E+002, 4.3034575E+002, 4.3627377E+002, 4.3997100E+002, 4.7554558E+002, 4.8656200E+002, 4.8774572E+002, 5.9560305E+002, 6.0514419E+002, 5.7403310E+002
 7.4000707E+002, 4.3257542E+002, 4.8833779E+002, 5.8739409E+002, 4.2805059E+002, 4.3606413E+002, 4.3600651E+002, 4.7813713E+002, 4.8532629E+002, 4.9119707E+002, 5.9889224E+002, 5.9369334E+002, 5.8467514E+002
 7.5000469E+002, 4.3597062E+002, 4.7848546E+002, 5.7080374E+002, 4.3457506E+002, 4.3569414E+002, 4.3309131E+002, 4.9080057E+002, 4.7995707E+002, 4.8095012E+002, 5.8787766E+002, 5.6965000E+002, 5.7705586E+002
 7.6000343E+002, 4.3117915E+002, 4.7454927E+002, 5.7669374E+002, 4.4037972E+002, 4.3376358E+002, 4.2688317E+002, 4.7697870E+002, 4.7394519E+002, 4.7730258E+002, 5.8431635E+002, 5.6671650E+002, 5.7366403E+002
 7.7000717E+002, 4.3079143E+002, 4.7698887E+002, 5.8180291E+002, 4.3289096E+002, 4.3084665E+002, 4.3019106E+002, 4.7352245E+002, 4.7298701E+002, 4.7834374E+002, 5.8750717E+002, 5.6719926E+002, 5.8332444E+002
 7.8000379E+002, 4.3148839E+002, 4.7011094E+002, 5.7018188E+002, 4.3058408E+002, 4.3085512E+002, 4.2993840E+002, 4.8036170E+002, 4.7684666E+002, 4.7612644E+002, 5.7799921E+002, 5.7325381E+002, 5.7973625E+002
 7.9000318E+002, 4.2765433E+002, 4.8243989E+002, 5.9946569E+002, 4.3645243E+002, 4.3214801E+002, 4.2614754E+002, 4.8088035E+002, 4.7307869E+002, 4.7061989E+002, 6.0515716E+002, 5.8258466E+002, 5.8102473E+002
 8.0000685E+002, 4.3286162E+002, 4.8657451E+002, 5.9783654E+002, 4.3290613E+002, 4.2614412E+002, 4.2210262E+002, 4.8728664E+002, 4.8021993E+002, 4.9049573E+002, 5.9481537E+002, 5.8030550E+002, 6.0077648E+002
 8.1000565E+002, 4.3528648E+002, 4.8989334E+002, 5.9902750E+002, 4.3317389E+002, 4.3704889E+002, 4.3630956E+002, 4.8640203E+002, 4.8099784E+002, 4.8862261E+002, 6.0902256E+002, 5.8966760E+002, 6.0488571E+002
 8.2000162E+002, 4.3960525E+002, 4.9213077E+002, 5.9617751E+002, 4.3457871E+002, 4.3890308E+002, 4.3862904E+002, 4.8864871E+002, 4.8952461E+002, 4.9340473E+002, 5.9902607E+002, 5.9747175E+002, 6.0594233E+002
 8.3000430E+002, 4.4077056E+002, 4.9731874E+002, 6.1229846E+002, 4.3870605E+002, 4.3947119E+002, 4.4355222E+002, 4.8754801E+002, 4.9105553E+002, 4.9829023E+002, 6.1864979E+002, 6.0030868E+002, 6.1735568E+002
 8.4000663E+002, 4.4232002E+002, 4.9919044E+002, 6.1787510E+002, 4.4273760E+002, 4.4169641E+002, 4.4284221E+002, 4.9924127E+002, 4.9836301E+002, 4.9198550E+002, 6.2616322E+002, 6.0648265E+002, 5.9927582E+002
 8.5000007E+002, 4.4776552E+002, 5.0104447E+002, 6.3911906E+002, 4.4301895E+002, 4.4407195E+002, 4.4548411E+002, 5.0007540E+002, 4.9869044E+002, 5.0595883E+002, 6.2634150E+002, 6.2892675E+002, 6.3203902E+002
 8.6000242E+002, 4.5034428E+002, 5.0500627E+002, 6.1972555E+002, 4.4624826E+002, 4.4884037E+002, 4.5252938E+002, 5.0354980E+002, 5.0693345E+002, 5.1214373E+002, 6.2807889E+002, 6.2093996E+002, 6.3572630E+002
 8.7000070E+002, 4.4812037E+002, 5.1070626E+002, 6.4252168E+002, 4.5067322E+002, 4.5070333E+002, 4.4422060E+002, 5.0448125E+002, 5.0680407E+002, 5.0742549E+002, 6.1911481E+002, 6.4648134E+002, 6.5037293E+002
 8.8000832E+002, 4.4935244E+002, 5.1403921E+002, 6.5197314E+002, 4.5680044E+002, 4.5176284E+002, 4.4855305E+002, 5.1752071E+002, 5.0582187E+002, 5.0943462E+002, 6.4079142E+002, 6.3168788E+002, 6.4148094E+002
 8.9000352E+002, 4.5795623E+002, 5.1839984E+002, 6.3990814E+002, 4.5452818E+002, 4.5501564E+002, 4.4851427E+002, 5.1274022E+002, 5.1509496E+002, 5.2010164E+002, 6.4458194E+002, 6.3473464E+002, 6.4200168E+002
 9.0000637E+002, 4.5555373E+002, 5.1355739E+002, 6.3696300E+002, 4.5330132E+002, 4.5969600E+002, 4.5920681E+002, 5.0897182E+002, 5.1278715E+002, 5.2279976E+002, 6.4300986E+002, 6.3723424E+002, 6.4121951E+002
 9.1000747E+002, 4.5874747E+002, 5.1922785E+002, 6.4431874E+002, 4.5356298E+002, 4.5779213E+002, 4.6330297E+002, 5.1131192E+002, 5.1355354E+002, 5.1873416E+002, 6.3996332E+002, 6.3273546E+002, 6.3376713E+002
 9.2000556E+002, 4.5926793E+002, 5.1657571E+002, 6.7255969E+002, 4.5918629E+002, 4.5763928E+002, 4.5534810E+002, 5.1778120E+002, 5.1853106E+002, 5.2234140E+002, 6.5654171E+002, 6.3912439E+002, 6.4001120E+002
 9.3000646E+002, 4.6429381E+002, 5.2218486E+002, 6.4403866E+002, 4.5593303E+002, 4.6512488E+002, 4.6088044E+002, 5.1515663E+002, 5.2414287E+002, 5.3015394E+002, 6.6133494E+002, 6.4742994E+002, 6.5591127E+002
 9.4000567E+002, 4.6342384E+002, 5.1992725E+002, 6.4567788E+002, 4.5826912E+002, 4.6643247E+002, 4.6575185E+002, 5.1812868E+002, 5.1839603E+002, 5.1829669E+002, 6.4982238E+002, 6.4241784E+002, 6.4986536E+002
 9.5000721E+002, 4.5818139E+002, 5.2611096E+002, 6.4762295E+002, 4.6387451E+002, 4.6110208E+002, 4.5747778E+002, 5.2429563E+002, 5.1980147E+002, 5.2635838E+002, 6.5655823E+002, 6.3983359E+002, 6.4914999E+002
 9.6000333E+002, 4.6368372E+002, 5.2582070E+002, 6.6288634E+002, 4.6089934E+002, 4.6453441E+002, 4.6397026E+002, 5.2061226E+002, 5.2147657E+002, 5.3004820E+002, 6.6516903E+002, 6.5356507E+002, 6.5498483E+002
 9.7000294E+002, 4.6272495E+002, 5.3130879E+002, 6.3874116E+002, 4.5815021E+002, 4.6730667E+002, 4.6391827E+002, 5.2373080E+002, 5.2754703E+002, 5.2970814E+002, 6.6034162E+002, 6.6704098E+002, 6.5576826E+002
 9.8000741E+002, 4.6550266E+002, 5.2152759E+002, 6.5282785E+002, 4.6208390E+002, 4.6715692E+002, 4.6426880E+002, 5.2539750E+002, 5.2851850E+002, 5.2851585E+002, 6.5108947E+002, 6.4732107E+002, 6.6787975E+002
 9.9000059E+002, 4.6326596E+002, 5.2148432E+002, 6.5223369E+002, 4.6816854E+002, 4.6776089E+002, 4.6134246E+002, 5.2064818E+002, 5.2058155E+002, 5.2277027E+002, 6.4054549E+002, 6.6706762E+002, 6.6538415E+002
 1.0000046E+003, 4.6163945E+002, 5.1769553E+002, 6.5141805E+002, 4.6761500E+002, 4.6197658E+002, 4.5993202E+002, 5.2675092E+002, 5.1941010E+002, 5.2185244E+002, 6.7504709E+002, 6.5156635E+002, 6.1308579E+002
 1.0100029E+003, 4.5933507E+002, 5.3099799E+002, 6.4340835E+002, 4.7001298E+002, 4.5752748E+002, 4.5298830E+002, 5.2472632E+002, 5.2173534E+002, 5.2703773E+002, 6.6275157E+002, 6.5629520E+002, 6.5164083E+002
 1.0200027E+003, 4.6401766E+002, 5.2668400E+002, 6.6917563E+002, 4.5936951E+002, 4.5675246E+002, 4.6997544E+002, 5.2183163E+002, 5.2298070E+002, 5.3633072E+002, 6.5339861E+002, 6.5162117E+002, 6.6619613E+002
 1.0300079E+003, 4.6605488E+002, 5.2855699E+002, 6.7091988E+002, 4.6359381E+002, 4.6374952E+002, 4.6943516E+002, 5.2128242E+002, 5.2212278E+002, 5.3590295E+002, 6.5714406E+002, 6.5144266E+002, 6.5658395E+002
 1.0400024E+003, 4.6967608E+002, 5.3286854E+002, 6.4805789E+002, 4.6248544E+002, 4.6625985E+002, 4.7098059E+002, 5.2409433E+002, 5.3249548E+002, 5.3324997E+002, 6.5525866E+002, 6.6610020E+002, 6.5825268E+002
 1.0500013E+003, 4.6673378E+002, 5.2970150E+002, 6.5477404E+002, 4.6649796E+002, 4.7081705E+002, 4.6995512E+002, 5.2867273E+002, 5.2799340E+002, 5.4040554E+002, 6.4670996E+002, 6.6133196E+002, 6.5860842E+002
