s,,,,C,C,C,C,C,C,C,C,C
 9.0017172E+001, 5.6769632E+001, 5.3040031E+001, 4.8758084E+001, 5.5754114E+001, 5.8625646E+001, 5.2248575E+001, 5.3331790E+001, 5.1997433E+001, 5.0991224E+001, 4.8388724E+001, 4.7431929E+001, 4.5605574E+001
 1.0000456E+002, 5.8201208E+001, 5.5123013E+001, 5.0717678E+001, 5.6262956E+001, 6.2984696E+001, 5.5453238E+001, 5.4259915E+001, 5.4344875E+001, 5.3190514E+001, 5.1176354E+001, 4.9969347E+001, 4.8728472E+001
 1.1000168E+002, 6.0244335E+001, 5.7765377E+001, 5.3168503E+001, 5.6480949E+001, 6.4256947E+001, 5.7303228E+001, 5.6102935E+001, 5.7114134E+001, 5.5941233E+001, 5.2154603E+001, 5.1981859E+001, 5.1574201E+001
 1.2001291E+002, 6.3028299E+001, 5.9954670E+001, 5.4762151E+001, 6.2273441E+001, 6.4249592E+001, 5.8696189E+001, 5.9005892E+001, 5.9217485E+001, 5.8144656E+001, 5.4311052E+001, 5.4329761E+001, 5.3414353E+001
 1.3000020E+002, 6.5894448E+001, 6.2814301E+001, 5.6890368E+001, 6.2819889E+001, 6.8889493E+001, 6.2952817E+001, 6.2044562E+001, 6.1949937E+001, 5.9774885E+001, 5.6815108E+001, 5.5744028E+001, 5.4718521E+001
 1.4001416E+002, 7.4098230E+001, 6.5461310E+001, 5.9268497E+001, 6.4585541E+001, 7.4153605E+001, 7.1062798E+001, 6.2491305E+001, 6.5211502E+001, 6.2696905E+001, 5.8591705E+001, 5.8475058E+001, 5.7297037E+001
 1.5001448E+002, 7.9263408E+001, 7.0945206E+001, 6.2730163E+001, 7.3100736E+001, 7.7787312E+001, 7.9097649E+001, 6.9295298E+001, 7.0551935E+001, 6.6264032E+001, 6.0628360E+001, 6.1397264E+001, 5.9503064E+001
 1.6000442E+002, 8.4501493E+001, 7.6033790E+001, 6.7720142E+001, 7.6932236E+001, 8.3221656E+001, 8.3339521E+001, 7.3390033E+001, 7.5377278E+001, 7.1888311E+001, 6.7104693E+001, 6.6421344E+001, 6.3197535E+001
 1.7000384E+002, 8.7002595E+001, 8.1241341E+001, 7.4149243E+001, 8.2009924E+001, 8.9115518E+001, 8.7351480E+001, 7.8201676E+001, 8.0703786E+001, 7.8492455E+001, 7.1610547E+001, 7.1689317E+001, 7.0114898E+001
 1.8000930E+002, 9.3017587E+001, 8.5431519E+001, 7.7794653E+001, 8.8304165E+001, 9.6146654E+001, 9.0292191E+001, 8.3160044E+001, 8.5041221E+001, 8.2366844E+001, 7.6201946E+001, 7.6112933E+001, 7.4947992E+001
 1.9000486E+002, 1.0169859E+002, 9.0529966E+001, 8.2548553E+001, 9.3389732E+001, 9.7968471E+001, 1.0102493E+002, 8.9586311E+001, 9.0520440E+001, 8.5498495E+001, 8.1560847E+001, 8.0570442E+001, 7.7362716E+001
 2.0001236E+002, 1.0358110E+002, 9.5124199E+001, 8.7810434E+001, 9.8980879E+001, 1.0550251E+002, 1.0269782E+002, 9.2772488E+001, 9.5520416E+001, 9.0748412E+001, 8.6922668E+001, 8.6190413E+001, 8.2425853E+001
 2.1001169E+002, 1.1301810E+002, 1.0615423E+002, 9.3962786E+001, 1.0354230E+002, 1.1263751E+002, 1.1177216E+002, 1.0121620E+002, 1.0244653E+002, 9.8906948E+001, 9.0943746E+001, 9.0368375E+001, 8.7476263E+001
 2.2000031E+002, 1.2006689E+002, 1.0946038E+002, 1.0009235E+002, 1.1131444E+002, 1.2056077E+002, 1.1747001E+002, 1.0594064E+002, 1.0862761E+002, 1.0690632E+002, 9.8654748E+001, 9.9050339E+001, 9.6870585E+001
 2.3001450E+002, 1.3138953E+002, 1.1690742E+002, 1.0508007E+002, 1.1934738E+002, 1.3212675E+002, 1.2953542E+002, 1.1252590E+002, 1.1530434E+002, 1.1098268E+002, 1.0254053E+002, 1.0326971E+002, 9.9914914E+001
 2.4000045E+002, 1.3819430E+002, 1.2191449E+002, 1.1304124E+002, 1.2510532E+002, 1.3897663E+002, 1.3420155E+002, 1.1739676E+002, 1.2185965E+002, 1.2035791E+002, 1.0842935E+002, 1.1052664E+002, 1.0735333E+002
 2.5001171E+002, 1.3788286E+002, 1.3381741E+002, 1.1833056E+002, 1.3332290E+002, 1.4754238E+002, 1.3904051E+002, 1.2415434E+002, 1.3165760E+002, 1.2710430E+002, 1.1453609E+002, 1.1502375E+002, 1.1382020E+002
 2.6000382E+002, 1.5217941E+002, 1.3440265E+002, 1.2356365E+002, 1.4106542E+002, 1.4734049E+002, 1.4649237E+002, 1.3409159E+002, 1.3405667E+002, 1.3073539E+002, 1.2356040E+002, 1.2423692E+002, 1.2065978E+002
 2.7000783E+002, 1.6012636E+002, 1.4604699E+002, 1.3046370E+002, 1.4931175E+002, 1.6383481E+002, 1.5545973E+002, 1.3970649E+002, 1.4181229E+002, 1.3848794E+002, 1.2657770E+002, 1.2794967E+002, 1.2441677E+002
 2.8000499E+002, 1.6733573E+002, 1.5402343E+002, 1.4000381E+002, 1.5798332E+002, 1.7791841E+002, 1.5843547E+002, 1.5243593E+002, 1.5271925E+002, 1.4495413E+002, 1.3669264E+002, 1.3697221E+002, 1.3277229E+002
 2.9000150E+002, 1.6981182E+002, 1.6309557E+002, 1.4618109E+002, 1.6028448E+002, 1.8107974E+002, 1.6812097E+002, 1.6273908E+002, 1.5948391E+002, 1.5343090E+002, 1.4707795E+002, 1.4417753E+002, 1.4011137E+002
 3.0000536E+002, 1.8366686E+002, 1.6397704E+002, 1.5061393E+002, 1.6852565E+002, 1.8653078E+002, 1.8104181E+002, 1.6368480E+002, 1.6465105E+002, 1.5868672E+002, 1.5260234E+002, 1.5005425E+002, 1.4637853E+002
 3.1000688E+002, 1.8839781E+002, 1.7188706E+002, 1.5789380E+002, 1.8231936E+002, 1.9169085E+002, 1.8684932E+002, 1.6854957E+002, 1.7099416E+002, 1.6789500E+002, 1.5508692E+002, 1.5479361E+002, 1.5126525E+002
 3.2000147E+002, 2.0450224E+002, 1.8289544E+002, 1.6613668E+002, 1.8359739E+002, 2.0940088E+002, 2.0390612E+002, 1.7891615E+002, 1.8152276E+002, 1.7247702E+002, 1.6286158E+002, 1.6245318E+002, 1.5862898E+002
 3.3000885E+002, 2.1771496E+002, 1.9766207E+002, 1.7487310E+002, 1.9554748E+002, 2.2228473E+002, 2.2003217E+002, 1.9037761E+002, 1.9420578E+002, 1.8643019E+002, 1.7321185E+002, 1.7246345E+002, 1.6773677E+002
 3.4000952E+002, 2.3453311E+002, 2.0598888E+002, 1.8464566E+002, 2.0945722E+002, 2.2548033E+002, 2.3564500E+002, 2.0131640E+002, 2.0509187E+002, 1.9773436E+002, 1.8495242E+002, 1.8334977E+002, 1.7709606E+002
 3.5000006E+002, 2.5341774E+002, 2.1888038E+002, 1.9440225E+002, 2.2586374E+002, 2.4388076E+002, 2.4984230E+002, 2.0917258E+002, 2.1648206E+002, 2.0967537E+002, 1.9144023E+002, 1.9249313E+002, 1.8573850E+002
 3.6000113E+002, 2.5399608E+002, 2.3165093E+002, 2.0904886E+002, 2.3515134E+002, 2.6557967E+002, 2.5566227E+002, 2.2707763E+002, 2.3170877E+002, 2.2244696E+002, 2.0415590E+002, 2.0558836E+002, 1.9937641E+002
 3.7001000E+002, 2.7249994E+002, 2.4556707E+002, 2.1751758E+002, 2.3727063E+002, 2.8266272E+002, 2.6926712E+002, 2.3725809E+002, 2.4089282E+002, 2.3280201E+002, 2.1702865E+002, 2.1364578E+002, 2.0883642E+002
 3.8000533E+002, 2.8162084E+002, 2.5303026E+002, 2.3005003E+002, 2.5635086E+002, 3.0836423E+002, 2.8150799E+002, 2.4947791E+002, 2.5748501E+002, 2.4592034E+002, 2.2753144E+002, 2.2694962E+002, 2.2156252E+002
 3.9000082E+002, 3.1163603E+002, 2.6579275E+002, 2.3688906E+002, 2.7477173E+002, 3.1420382E+002, 3.0062715E+002, 2.6243661E+002, 2.6342469E+002, 2.5040960E+002, 2.3779837E+002, 2.3276538E+002, 2.2539713E+002
 4.0000086E+002, 3.3519973E+002, 2.8815516E+002, 2.5362730E+002, 3.0130815E+002, 3.5018791E+002, 3.3398396E+002, 2.8537361E+002, 2.8011030E+002, 2.7076189E+002, 2.5243318E+002, 2.4666658E+002, 2.3787456E+002
 4.1000273E+002, 3.3624213E+002, 3.0041757E+002, 2.6730565E+002, 3.0653002E+002, 3.6963066E+002, 3.3713850E+002, 2.9868165E+002, 2.9891275E+002, 2.8835855E+002, 2.6766727E+002, 2.6310081E+002, 2.5759802E+002
 4.2000973E+002, 3.5746009E+002, 3.1140358E+002, 2.7703122E+002, 3.1694399E+002, 3.8302470E+002, 3.5621885E+002, 3.0969145E+002, 3.1198009E+002, 2.9889447E+002, 2.7563516E+002, 2.7222777E+002, 2.6400213E+002
 4.3000880E+002, 3.8365893E+002, 3.3029366E+002, 2.8993161E+002, 3.4762815E+002, 4.1252422E+002, 3.6611281E+002, 3.2763519E+002, 3.2604812E+002, 3.1353633E+002, 2.8807458E+002, 2.8422080E+002, 2.7529218E+002
 4.4000277E+002, 3.9111154E+002, 3.4303985E+002, 3.0165958E+002, 3.5430730E+002, 4.1393061E+002, 3.9152845E+002, 3.4312088E+002, 3.3926702E+002, 3.2708588E+002, 3.0040905E+002, 2.9664155E+002, 2.8923400E+002
 4.5000786E+002, 4.2031017E+002, 3.5546009E+002, 3.1382982E+002, 3.7638158E+002, 4.3434247E+002, 4.1592789E+002, 3.5508000E+002, 3.5585549E+002, 3.4246147E+002, 3.1297160E+002, 3.0913837E+002, 3.0023136E+002
 4.6000954E+002, 4.4016117E+002, 3.7223151E+002, 3.2911815E+002, 4.1700300E+002, 4.6124047E+002, 4.4164998E+002, 3.7494536E+002, 3.6968690E+002, 3.5482441E+002, 3.3019496E+002, 3.2261401E+002, 3.1084244E+002
 4.7000849E+002, 4.6710854E+002, 3.8797225E+002, 3.3566786E+002, 4.2320143E+002, 4.7343603E+002, 4.6716598E+002, 3.8342308E+002, 3.8285388E+002, 3.7062607E+002, 3.3833873E+002, 3.3592303E+002, 3.2440997E+002
 4.8000025E+002, 4.9473878E+002, 4.0353275E+002, 3.5042372E+002, 4.4720588E+002, 4.9707730E+002, 4.9327678E+002, 3.9845316E+002, 3.9915070E+002, 3.8943456E+002, 3.4827949E+002, 3.4511830E+002, 3.3497088E+002
 4.9000595E+002, 5.3301127E+002, 4.1877577E+002, 3.6457879E+002, 4.7370074E+002, 5.2957880E+002, 5.2477598E+002, 4.1378052E+002, 4.2139319E+002, 4.0828038E+002, 3.6428389E+002, 3.5975363E+002, 3.4997213E+002
 5.0000826E+002, 5.4532168E+002, 4.4490562E+002, 3.7988749E+002, 4.9592158E+002, 5.6275223E+002, 5.6269280E+002, 4.3274734E+002, 4.3261335E+002, 4.2701607E+002, 3.7604475E+002, 3.6960182E+002, 3.5948637E+002
 5.1000412E+002, 5.5188456E+002, 4.5442084E+002, 3.8374859E+002, 5.1729124E+002, 5.7409018E+002, 5.7708476E+002, 4.4604913E+002, 4.4768846E+002, 4.4196977E+002, 3.9007323E+002, 3.8389727E+002, 3.7645683E+002
 5.2000537E+002, 6.1800529E+002, 4.7078577E+002, 4.0358423E+002, 5.4184079E+002, 6.0596778E+002, 6.2670749E+002, 4.5969654E+002, 4.6469577E+002, 4.6459126E+002, 4.0249492E+002, 3.9582061E+002, 3.8610151E+002
 5.3000366E+002, 6.4503487E+002, 4.8277317E+002, 4.0473240E+002, 5.8251543E+002, 6.1282810E+002, 6.5541017E+002, 4.7342936E+002, 4.7778361E+002, 4.7534468E+002, 4.1211699E+002, 4.0847554E+002, 4.0015370E+002
 5.4000926E+002, 6.7504826E+002, 4.9606181E+002, 4.2716325E+002, 5.9977627E+002, 6.5205964E+002, 6.9825615E+002, 4.9097174E+002, 4.9453476E+002, 4.9603337E+002, 4.2651687E+002, 4.2102391E+002, 4.1222872E+002
 5.5001075E+002, 7.0603368E+002, 5.1561720E+002, 4.4016445E+002, 6.3122940E+002, 6.7011996E+002, 7.4620331E+002, 5.0426590E+002, 5.0848588E+002, 5.1263764E+002, 4.3841586E+002, 4.3303823E+002, 4.2690912E+002
 5.6000984E+002, 7.3051487E+002, 5.4061262E+002, 4.4586587E+002, 6.6187220E+002, 7.1072835E+002, 7.5918591E+002, 5.2186280E+002, 5.3235393E+002, 5.3103620E+002, 4.4898724E+002, 4.4502549E+002, 4.3809760E+002
 5.7001047E+002, 7.7650853E+002, 5.5852718E+002, 4.5753928E+002, 7.0937564E+002, 7.6175735E+002, 7.8683518E+002, 5.4039109E+002, 5.4773531E+002, 5.4409880E+002, 4.5884896E+002, 4.5404079E+002, 4.5155030E+002
 5.8000476E+002, 1.0054675E+003, 6.7474340E+002, 5.0609962E+002, 8.1693144E+002, 8.8081263E+002, 9.9436079E+002, 5.8544021E+002, 5.9453687E+002, 5.9798359E+002, 4.8469901E+002, 4.7767016E+002, 4.7341871E+002
 5.9000378E+002, 1.1219585E+003, 1.0093930E+003, 7.8699872E+002, 1.0408924E+003, 1.0953648E+003, 1.1446160E+003, 8.3432560E+002, 8.4871494E+002, 8.6778824E+002, 6.0094831E+002, 6.2168012E+002, 6.4830428E+002
 6.0000785E+002, 8.2595495E+002, 9.6228323E+002, 9.3762763E+002, 9.6660112E+002, 9.5167153E+002, 9.5043500E+002, 1.0244646E+003, 1.0368839E+003, 1.0106224E+003, 8.7634916E+002, 8.7942088E+002, 8.7118271E+002
 6.1000405E+002, 6.9683660E+002, 7.4285847E+002, 9.6634986E+002, 7.5390627E+002, 7.5017287E+002, 7.5747382E+002, 8.4987287E+002, 8.4045264E+002, 8.3557802E+002, 1.0141088E+003, 1.0351203E+003, 1.0000967E+003
 6.2000101E+002, 6.2248765E+002, 6.2841286E+002, 7.3171882E+002, 6.5770501E+002, 6.5499213E+002, 6.6079232E+002, 6.8789584E+002, 6.8031826E+002, 6.6884593E+002, 8.4285949E+002, 8.2634766E+002, 8.1389188E+002
 6.3000007E+002, 5.5964405E+002, 5.7418949E+002, 6.7250356E+002, 5.9107193E+002, 5.8927911E+002, 5.9658471E+002, 5.9320755E+002, 5.9559664E+002, 5.9344263E+002, 6.9795051E+002, 7.0043514E+002, 7.0419926E+002
 6.4000129E+002, 5.2326078E+002, 5.3998547E+002, 6.5836251E+002, 5.3837552E+002, 5.3620885E+002, 5.4199572E+002, 5.6038084E+002, 5.5916277E+002, 5.5558508E+002, 6.6143305E+002, 6.5888674E+002, 6.4646298E+002
 6.5000188E+002, 4.9649127E+002, 5.1419676E+002, 6.4361019E+002, 5.1052534E+002, 5.0824609E+002, 5.1296732E+002, 5.3229396E+002, 5.2964442E+002, 5.2423447E+002, 6.3983146E+002, 6.5551486E+002, 6.7150899E+002
 6.6000040E+002, 4.8333430E+002, 5.0177446E+002, 6.3994062E+002, 4.8922706E+002, 4.8602290E+002, 4.9390905E+002, 5.1196856E+002, 5.1074494E+002, 4.9990724E+002, 6.2253476E+002, 6.4768047E+002, 6.7545462E+002
 6.7000307E+002, 4.6600707E+002, 4.9307578E+002, 6.2065097E+002, 4.7424245E+002, 4.7321321E+002, 4.7989090E+002, 4.9824533E+002, 4.9837914E+002, 4.9338438E+002, 6.2328569E+002, 6.3619070E+002, 6.5673085E+002
 6.8000016E+002, 4.4856892E+002, 4.9777934E+002, 6.3343190E+002, 4.5752065E+002, 4.5763115E+002, 4.5735088E+002, 4.9167701E+002, 5.0048125E+002, 5.0306266E+002, 6.4253129E+002, 6.3795810E+002, 6.1297756E+002
 6.9000779E+002, 4.4477168E+002, 4.9573214E+002, 6.2718789E+002, 4.4594587E+002, 4.4483177E+002, 4.4361458E+002, 4.9169895E+002, 4.9302143E+002, 4.9572309E+002, 6.3839546E+002, 6.3788847E+002, 6.2628694E+002
 7.0000076E+002, 4.4523338E+002, 4.9303739E+002, 6.2699297E+002, 4.4952599E+002, 4.4899898E+002, 4.3772018E+002, 4.9664932E+002, 4.9429815E+002, 4.9113648E+002, 6.2850917E+002, 6.4273862E+002, 6.3154412E+002
 7.1000321E+002, 4.4973484E+002, 4.8693600E+002, 6.4373116E+002, 4.5177908E+002, 4.4885417E+002, 4.4391938E+002, 4.9551382E+002, 4.9131050E+002, 4.8703597E+002, 6.4886456E+002, 6.3317539E+002, 6.0645018E+002
 7.2000345E+002, 4.3996714E+002, 4.8431252E+002, 6.4273703E+002, 4.4649978E+002, 4.4376002E+002, 4.3988174E+002, 4.8751684E+002, 4.9121615E+002, 4.8753029E+002, 6.3483412E+002, 6.3761163E+002, 6.3809098E+002
 7.3000670E+002, 4.3897497E+002, 4.9067879E+002, 6.4408538E+002, 4.4445351E+002, 4.4287811E+002, 4.3323869E+002, 4.9769914E+002, 4.8867650E+002, 4.8027258E+002, 6.4570444E+002, 6.5684916E+002, 6.6821924E+002
 7.4000621E+002, 4.4087865E+002, 4.8828291E+002, 6.4842270E+002, 4.4610595E+002, 4.4250651E+002, 4.3578842E+002, 4.9390460E+002, 4.9253950E+002, 4.8569164E+002, 6.2923776E+002, 6.4321128E+002, 6.3448571E+002
 7.5000037E+002, 4.4031091E+002, 4.8526530E+002, 6.3716755E+002, 4.3968499E+002, 4.3787516E+002, 4.3577874E+002, 4.9215030E+002, 4.9418396E+002, 4.9150152E+002, 6.5550765E+002, 6.3823919E+002, 6.3819839E+002
 7.6000150E+002, 4.4079503E+002, 4.8956980E+002, 6.4805960E+002, 4.4468007E+002, 4.4137384E+002, 4.3990286E+002, 4.9006651E+002, 4.9173259E+002, 4.8301890E+002, 6.2369849E+002, 6.4465184E+002, 6.6206874E+002
 7.7000275E+002, 4.3804033E+002, 4.8806701E+002, 6.3047088E+002, 4.4507194E+002, 4.4282768E+002, 4.3595042E+002, 4.8790596E+002, 4.8357250E+002, 4.7749288E+002, 6.3265477E+002, 6.4367840E+002, 6.3378011E+002
 7.8000504E+002, 4.3331174E+002, 4.8263678E+002, 6.2718898E+002, 4.3941040E+002, 4.3335870E+002, 4.3011893E+002, 4.8425945E+002, 4.8657938E+002, 4.8880807E+002, 6.2546687E+002, 6.2683122E+002, 6.1251166E+002
 7.9000639E+002, 4.3314924E+002, 4.8330723E+002, 6.2860257E+002, 4.3146808E+002, 4.3731906E+002, 4.3035109E+002, 4.7664448E+002, 4.8294478E+002, 4.8678911E+002, 6.3896740E+002, 6.4502351E+002, 6.1869766E+002
 8.0000561E+002, 4.3265192E+002, 4.7368205E+002, 6.2786308E+002, 4.2664455E+002, 4.3470532E+002, 4.3660517E+002, 4.7894364E+002, 4.7709113E+002, 4.7599014E+002, 6.0498811E+002, 6.3067397E+002, 6.7046285E+002
 8.1000380E+002, 4.2584776E+002, 4.7606033E+002, 6.2575156E+002, 4.3679916E+002, 4.2645237E+002, 4.2234841E+002, 4.8330266E+002, 4.7847725E+002, 4.7079934E+002, 6.1166997E+002, 6.3169231E+002, 6.3187250E+002
 8.2000314E+002, 4.2255787E+002, 4.6963310E+002, 6.1097949E+002, 4.3345024E+002, 4.2759008E+002, 4.1760200E+002, 4.7186908E+002, 4.6891892E+002, 4.6676860E+002, 5.9393199E+002, 6.3839079E+002, 6.6729557E+002
 8.3000586E+002, 4.1821014E+002, 4.6740470E+002, 6.1007374E+002, 4.2228424E+002, 4.1937004E+002, 4.1406918E+002, 4.7630602E+002, 4.6925723E+002, 4.7170260E+002, 6.1664280E+002, 6.1799445E+002, 6.1273806E+002
 8.4000410E+002, 4.1959476E+002, 4.6681626E+002, 6.1012526E+002, 4.2306435E+002, 4.2293486E+002, 4.1529177E+002, 4.6203267E+002, 4.7166405E+002, 4.7534549E+002, 6.1635945E+002, 6.0558783E+002, 6.1220965E+002
 8.5000459E+002, 4.1841312E+002, 4.6081327E+002, 6.1786912E+002, 4.1119809E+002, 4.2062151E+002, 4.2443069E+002, 4.6206030E+002, 4.6565225E+002, 4.6578398E+002, 6.0204254E+002, 6.3636215E+002, 6.2439371E+002
 8.6000379E+002, 4.2026645E+002, 4.6634753E+002, 6.3915981E+002, 4.2126292E+002, 4.1702072E+002, 4.1555848E+002, 4.7107507E+002, 4.6873057E+002, 4.6445254E+002, 5.9797116E+002, 6.1017824E+002, 6.2481521E+002
 8.7000475E+002, 4.2097140E+002, 4.5888335E+002, 6.1799944E+002, 4.2278502E+002, 4.2107426E+002, 4.1793856E+002, 4.6359478E+002, 4.6140860E+002, 4.6945193E+002, 5.8172512E+002, 6.2009276E+002, 6.4772411E+002
 8.8000067E+002, 4.1458071E+002, 4.6291539E+002, 6.3020657E+002, 4.1591719E+002, 4.1615901E+002, 4.2004472E+002, 4.6490989E+002, 4.6296756E+002, 4.6171257E+002, 5.8842709E+002, 6.1981898E+002, 6.4376182E+002
 8.9000007E+002, 4.1096444E+002, 4.6022800E+002, 6.2520784E+002, 4.1491756E+002, 4.1334054E+002, 4.1329487E+002, 4.5532130E+002, 4.5475768E+002, 4.6666792E+002, 5.8878577E+002, 6.2298468E+002, 6.4925247E+002
 9.0000500E+002, 4.0996670E+002, 4.5597009E+002, 6.0483753E+002, 4.1075522E+002, 4.0881795E+002, 4.1119904E+002, 4.5978665E+002, 4.5478988E+002, 4.6550963E+002, 5.8023629E+002, 6.0813949E+002, 6.3234059E+002
 9.1000476E+002, 4.0741012E+002, 4.5927176E+002, 6.1512011E+002, 4.0236290E+002, 4.0909269E+002, 4.1656176E+002, 4.5026049E+002, 4.5499832E+002, 4.6933043E+002, 5.8381629E+002, 6.1587253E+002, 6.3474441E+002
 9.2000354E+002, 4.0655268E+002, 4.5182229E+002, 5.9230900E+002, 4.0351396E+002, 4.0610724E+002, 4.0949359E+002, 4.6606243E+002, 4.5020718E+002, 4.5931989E+002, 5.7660241E+002, 6.0253173E+002, 6.3037006E+002
 9.3000117E+002, 4.0068458E+002, 4.4860491E+002, 6.1517084E+002, 4.0680784E+002, 4.0478932E+002, 3.9697941E+002, 4.4383831E+002, 4.4936923E+002, 4.5991740E+002, 5.6032698E+002, 6.0716333E+002, 6.6744170E+002
 9.4000562E+002, 3.9636570E+002, 4.5468587E+002, 5.9553965E+002, 3.9724071E+002, 3.9876764E+002, 4.0377261E+002, 4.5189882E+002, 4.3845330E+002, 4.5688130E+002, 5.7797005E+002, 6.0736949E+002, 6.4665148E+002
 9.5000445E+002, 3.9702162E+002, 4.5640056E+002, 5.9712470E+002, 3.9558663E+002, 3.9736525E+002, 3.9351876E+002, 4.5217593E+002, 4.5288154E+002, 4.6335396E+002, 5.7547251E+002, 5.9287672E+002, 6.3195917E+002
 9.6000293E+002, 4.0335642E+002, 4.4645508E+002, 5.8445037E+002, 3.9618163E+002, 4.0379350E+002, 4.1153626E+002, 4.4411131E+002, 4.4810123E+002, 4.5972214E+002, 5.6212976E+002, 5.9330320E+002, 6.4212025E+002
 9.7000483E+002, 3.9218789E+002, 4.5200954E+002, 5.9415397E+002, 3.9593639E+002, 3.9621094E+002, 4.0319574E+002, 4.5151858E+002, 4.4741717E+002, 4.5161365E+002, 5.7754019E+002, 5.9202572E+002, 6.2619177E+002
 9.8000228E+002, 3.9769087E+002, 4.4758721E+002, 5.9919204E+002, 3.9234457E+002, 3.9943053E+002, 4.0322172E+002, 4.4542337E+002, 4.4933124E+002, 4.5068455E+002, 5.7600627E+002, 5.9995317E+002, 6.4299219E+002
 9.9000299E+002, 3.9804184E+002, 4.4457843E+002, 6.0041795E+002, 3.9154243E+002, 3.9829577E+002, 4.0193362E+002, 4.4051011E+002, 4.4305990E+002, 4.6299258E+002, 5.6624528E+002, 5.9350329E+002, 6.3318851E+002
 1.0000081E+003, 3.9732156E+002, 4.5361609E+002, 6.0403818E+002, 3.9059464E+002, 3.9574825E+002, 4.0396556E+002, 4.3983099E+002, 4.4608902E+002, 4.6102309E+002, 5.8109608E+002, 5.9943102E+002, 6.3133193E+002
 1.0100033E+003, 4.0034939E+002, 4.5069658E+002, 6.0906722E+002, 3.9261294E+002, 3.9860020E+002, 4.0704683E+002, 4.4761685E+002, 4.4550898E+002, 4.7209174E+002, 5.7736008E+002, 5.8987920E+002, 6.3227208E+002
 1.0200009E+003, 3.9910672E+002, 4.4972751E+002, 6.2923443E+002, 3.9398036E+002, 3.9891662E+002, 4.0877648E+002, 4.4583516E+002, 4.4219261E+002, 4.5289354E+002, 5.7168021E+002, 6.1175296E+002, 6.8380775E+002
 1.0300062E+003, 3.9017110E+002, 4.5306575E+002, 6.1554018E+002, 3.9319739E+002, 3.9565270E+002, 3.9477140E+002, 4.4501921E+002, 4.4550499E+002, 4.6279412E+002, 5.8989889E+002, 6.0767247E+002, 6.9171406E+002
 1.0400021E+003, 3.9380487E+002, 4.5347711E+002, 5.8347250E+002, 3.8790277E+002, 3.9467586E+002, 3.9557099E+002, 4.5105940E+002, 4.4885612E+002, 4.5755952E+002, 5.6955147E+002, 5.9217249E+002, 6.3448396E+002
 1.0500048E+003, 3.9873998E+002, 4.5208810E+002, 6.1356476E+002, 3.8689670E+002, 3.9502052E+002, 4.0656133E+002, 4.3633587E+002, 4.4438283E+002, 4.7441338E+002, 5.6818063E+002, 5.9091370E+002, 6.2833026E+002
