s,,,,C,C,C,C,C,C,C,C,C
 2.4000615E+002, 1.1523137E+002, 1.0840318E+002, 1.0179510E+002, 1.1172646E+002, 1.2177775E+002, 1.1404716E+002, 1.0805970E+002, 1.0749073E+002, 1.0481612E+002, 1.0009619E+002, 9.9255647E+001, 9.7880649E+001
 2.5000813E+002, 1.2042811E+002, 1.1258337E+002, 1.0444939E+002, 1.1645379E+002, 1.2352754E+002, 1.1975769E+002, 1.0961330E+002, 1.1223274E+002, 1.1158750E+002, 1.0360035E+002, 1.0432574E+002, 1.0209490E+002
 2.6000384E+002, 1.2908413E+002, 1.1747636E+002, 1.0787499E+002, 1.2642481E+002, 1.2759775E+002, 1.2165219E+002, 1.1417372E+002, 1.1559924E+002, 1.1350043E+002, 1.0697123E+002, 1.0686887E+002, 1.0566381E+002
 2.7000911E+002, 1.3458398E+002, 1.2223766E+002, 1.1216209E+002, 1.3612676E+002, 1.3105532E+002, 1.2946879E+002, 1.2235628E+002, 1.2038562E+002, 1.1548780E+002, 1.1169038E+002, 1.1157315E+002, 1.0839764E+002
 2.8000202E+002, 1.3522877E+002, 1.2648109E+002, 1.1811885E+002, 1.3184895E+002, 1.4427909E+002, 1.3095945E+002, 1.2520274E+002, 1.2484303E+002, 1.2529370E+002, 1.1536508E+002, 1.1590043E+002, 1.1491505E+002
 2.9000589E+002, 1.4189568E+002, 1.3253383E+002, 1.2132206E+002, 1.3785329E+002, 1.4495224E+002, 1.3332702E+002, 1.3015826E+002, 1.3111719E+002, 1.2650080E+002, 1.2003671E+002, 1.1955040E+002, 1.1893133E+002
 3.0000990E+002, 1.4782488E+002, 1.3657815E+002, 1.2653267E+002, 1.4388900E+002, 1.5169497E+002, 1.4190010E+002, 1.3661045E+002, 1.3631762E+002, 1.3050056E+002, 1.2689282E+002, 1.2482917E+002, 1.2252006E+002
 3.1000676E+002, 1.5401302E+002, 1.4169573E+002, 1.3121580E+002, 1.4486615E+002, 1.5625395E+002, 1.4458673E+002, 1.3926803E+002, 1.4158314E+002, 1.3753417E+002, 1.3008696E+002, 1.3040201E+002, 1.2724122E+002
 3.2001025E+002, 1.5850280E+002, 1.4922014E+002, 1.3708604E+002, 1.4758797E+002, 1.6163990E+002, 1.5922749E+002, 1.4688137E+002, 1.4570173E+002, 1.4288026E+002, 1.3682954E+002, 1.3456647E+002, 1.3187663E+002
 3.3000569E+002, 1.6738318E+002, 1.5736199E+002, 1.4313837E+002, 1.5324587E+002, 1.6994746E+002, 1.6593706E+002, 1.5011697E+002, 1.5670924E+002, 1.5345529E+002, 1.3976056E+002, 1.4142143E+002, 1.3987704E+002
 3.4000201E+002, 1.7623164E+002, 1.6612452E+002, 1.5043738E+002, 1.7062763E+002, 1.8033554E+002, 1.7440613E+002, 1.5983049E+002, 1.6117773E+002, 1.5963617E+002, 1.4762961E+002, 1.4792435E+002, 1.4682884E+002
 3.5000673E+002, 1.8376178E+002, 1.7604201E+002, 1.5649971E+002, 1.8525444E+002, 1.9217750E+002, 1.7427722E+002, 1.6986701E+002, 1.6922738E+002, 1.6616164E+002, 1.5671910E+002, 1.5528356E+002, 1.5279039E+002
 3.6000357E+002, 1.9167130E+002, 1.8462212E+002, 1.6811211E+002, 1.8989443E+002, 1.9940780E+002, 1.8446981E+002, 1.8263935E+002, 1.8115318E+002, 1.7720462E+002, 1.6766217E+002, 1.6525750E+002, 1.6170366E+002
 3.7000359E+002, 2.1218008E+002, 1.9282366E+002, 1.7686235E+002, 1.9940224E+002, 2.1031899E+002, 2.0808895E+002, 1.8679064E+002, 1.8963524E+002, 1.8648050E+002, 1.7370274E+002, 1.7257866E+002, 1.6858908E+002
 3.8000870E+002, 2.2167220E+002, 2.0214729E+002, 1.8619115E+002, 2.0914380E+002, 2.2440352E+002, 2.1596233E+002, 1.9937703E+002, 2.0042707E+002, 1.9509326E+002, 1.8308629E+002, 1.8423505E+002, 1.8082962E+002
 3.9000850E+002, 2.3063624E+002, 2.1529990E+002, 1.9409285E+002, 2.1898705E+002, 2.2672665E+002, 2.3774215E+002, 2.0517662E+002, 2.1054111E+002, 2.0583006E+002, 1.9149010E+002, 1.9161312E+002, 1.8652403E+002
 4.0000149E+002, 2.4613800E+002, 2.2204717E+002, 2.0582575E+002, 2.3833849E+002, 2.4366570E+002, 2.4535793E+002, 2.1624286E+002, 2.2337200E+002, 2.1613071E+002, 2.0090472E+002, 2.0170749E+002, 1.9811918E+002
 4.1000259E+002, 2.5944130E+002, 2.3450979E+002, 2.1340226E+002, 2.4732635E+002, 2.6990541E+002, 2.4567908E+002, 2.3044123E+002, 2.3196194E+002, 2.2210900E+002, 2.1010823E+002, 2.1182866E+002, 2.0597441E+002
 4.2000735E+002, 2.6205125E+002, 2.4585134E+002, 2.2944837E+002, 2.5681030E+002, 2.7869543E+002, 2.6731899E+002, 2.4111986E+002, 2.4729426E+002, 2.3643999E+002, 2.2402266E+002, 2.2183187E+002, 2.1217340E+002
 4.3000837E+002, 2.8189261E+002, 2.5629009E+002, 2.3199343E+002, 2.6559603E+002, 2.9131699E+002, 2.6737157E+002, 2.4756575E+002, 2.5013179E+002, 2.4515227E+002, 2.2995323E+002, 2.2963573E+002, 2.2549839E+002
 4.4000177E+002, 2.9962203E+002, 2.6792892E+002, 2.4572545E+002, 2.8435081E+002, 3.0306865E+002, 2.9643562E+002, 2.6150286E+002, 2.6883219E+002, 2.6031483E+002, 2.4106149E+002, 2.4111307E+002, 2.3566753E+002
 4.5000642E+002, 3.0449996E+002, 2.8001005E+002, 2.5176684E+002, 3.0571882E+002, 3.2138127E+002, 3.0668926E+002, 2.7572716E+002, 2.7475017E+002, 2.6214178E+002, 2.5212211E+002, 2.4830213E+002, 2.4029104E+002
 4.6000017E+002, 3.4011477E+002, 2.8743663E+002, 2.5848827E+002, 3.1826616E+002, 3.3875176E+002, 3.1077296E+002, 2.8519329E+002, 2.8435088E+002, 2.7943936E+002, 2.6246269E+002, 2.5816268E+002, 2.5119207E+002
 4.7000586E+002, 3.4771582E+002, 3.0309985E+002, 2.7593912E+002, 3.3488060E+002, 3.5775192E+002, 3.2765637E+002, 3.0609224E+002, 3.0313033E+002, 2.9135887E+002, 2.7618264E+002, 2.6830464E+002, 2.5856630E+002
 4.8000361E+002, 3.5759808E+002, 3.1412484E+002, 2.8374908E+002, 3.4779473E+002, 3.7347228E+002, 3.4831473E+002, 3.1602621E+002, 3.1192921E+002, 3.0318757E+002, 2.8557235E+002, 2.8122715E+002, 2.7319599E+002
 4.9000363E+002, 3.7394690E+002, 3.2501062E+002, 2.9539238E+002, 3.5678217E+002, 3.8447202E+002, 3.7983729E+002, 3.2451536E+002, 3.2512845E+002, 3.2103552E+002, 2.9585282E+002, 2.9191381E+002, 2.8049645E+002
 5.0000725E+002, 3.9879185E+002, 3.4687226E+002, 3.0756465E+002, 3.7355033E+002, 4.0806319E+002, 3.9131563E+002, 3.3538323E+002, 3.4233171E+002, 3.2890229E+002, 3.0458914E+002, 3.0249137E+002, 2.9130314E+002
 5.1000609E+002, 4.3288184E+002, 3.6145882E+002, 3.1772821E+002, 3.9291016E+002, 4.2881502E+002, 4.0823648E+002, 3.4946674E+002, 3.5613413E+002, 3.5204185E+002, 3.1714704E+002, 3.1514595E+002, 3.0675532E+002
 5.2000194E+002, 4.2048826E+002, 3.7083903E+002, 3.2565455E+002, 3.9851635E+002, 4.5803285E+002, 4.2556524E+002, 3.6028187E+002, 3.7105470E+002, 3.6305533E+002, 3.2735381E+002, 3.2600132E+002, 3.1794872E+002
 5.3000032E+002, 4.5777946E+002, 3.8689618E+002, 3.4266610E+002, 4.1214731E+002, 4.5654260E+002, 4.5472074E+002, 3.6589209E+002, 3.8401215E+002, 3.8779378E+002, 3.3294839E+002, 3.3502370E+002, 3.3268035E+002
 5.4000352E+002, 4.9279785E+002, 4.0646832E+002, 3.5458828E+002, 4.4044840E+002, 4.9124350E+002, 5.0165419E+002, 3.8498682E+002, 4.0160209E+002, 3.9938770E+002, 3.4618741E+002, 3.4813071E+002, 3.4350917E+002
 5.5000861E+002, 5.2002882E+002, 4.1476117E+002, 3.6383328E+002, 4.5738257E+002, 5.1549624E+002, 5.2493244E+002, 4.0153046E+002, 4.1252158E+002, 4.1701005E+002, 3.6033403E+002, 3.5913805E+002, 3.5438166E+002
 5.6000742E+002, 5.1523407E+002, 4.2752717E+002, 3.7470087E+002, 4.7892429E+002, 5.1326288E+002, 5.4207307E+002, 4.1540940E+002, 4.2261052E+002, 4.3092964E+002, 3.7146841E+002, 3.6602135E+002, 3.6616831E+002
 5.7000765E+002, 5.4991219E+002, 4.4557271E+002, 3.8357037E+002, 5.1236309E+002, 5.6389047E+002, 5.3990460E+002, 4.3165314E+002, 4.3845132E+002, 4.3675478E+002, 3.8156152E+002, 3.7634724E+002, 3.7393627E+002
 5.8000788E+002, 5.8596247E+002, 4.6421518E+002, 3.9447385E+002, 5.4529463E+002, 5.8890197E+002, 5.8163080E+002, 4.5320301E+002, 4.5194215E+002, 4.5358873E+002, 3.9616899E+002, 3.8578509E+002, 3.8600445E+002
 5.9000223E+002, 6.2980389E+002, 4.7811678E+002, 4.0556875E+002, 5.6614542E+002, 6.0467173E+002, 6.6285310E+002, 4.6000816E+002, 4.7361016E+002, 4.8079931E+002, 4.0432633E+002, 4.0108553E+002, 4.0468705E+002
 6.0000220E+002, 6.4810134E+002, 4.9187966E+002, 4.1851003E+002, 5.9275325E+002, 6.2501066E+002, 6.8031408E+002, 4.7401232E+002, 4.8255279E+002, 4.9215411E+002, 4.1106889E+002, 4.1231036E+002, 4.1152110E+002
 6.1000725E+002, 6.8585057E+002, 5.1406017E+002, 4.2877961E+002, 6.1877787E+002, 6.4247878E+002, 7.1985104E+002, 4.9200599E+002, 5.0201204E+002, 5.1296196E+002, 4.2555786E+002, 4.2251446E+002, 4.2501022E+002
 6.2000435E+002, 7.1320268E+002, 5.2726201E+002, 4.4129160E+002, 6.6226139E+002, 6.6095807E+002, 7.8651454E+002, 5.0493094E+002, 5.1923673E+002, 5.3094289E+002, 4.3759297E+002, 4.3294388E+002, 4.3499619E+002
 6.3000005E+002, 7.6186149E+002, 5.3773647E+002, 4.5475632E+002, 7.0524814E+002, 7.0030378E+002, 7.6778670E+002, 5.2393158E+002, 5.3546928E+002, 5.3658006E+002, 4.4689590E+002, 4.4472418E+002, 4.4609646E+002
 6.4000507E+002, 8.4695705E+002, 5.6207362E+002, 4.6919930E+002, 7.3806077E+002, 7.6920446E+002, 8.4982582E+002, 5.4272727E+002, 5.5610210E+002, 5.5911212E+002, 4.6085580E+002, 4.6097799E+002, 4.6115414E+002
 6.5000264E+002, 1.0668941E+003, 7.1641476E+002, 5.4563835E+002, 8.9289609E+002, 9.1858283E+002, 1.0573916E+003, 6.1135740E+002, 6.3157848E+002, 6.3693987E+002, 4.9925415E+002, 4.9397159E+002, 4.9546462E+002
 6.6000709E+002, 1.1153929E+003, 1.0281186E+003, 8.1859262E+002, 1.1163263E+003, 1.1382384E+003, 1.1709500E+003, 8.9452476E+002, 8.9743231E+002, 9.1185165E+002, 6.5261877E+002, 6.7120951E+002, 6.8924238E+002
 6.7000144E+002, 8.2366354E+002, 9.3182669E+002, 9.0817611E+002, 9.5719958E+002, 9.4426161E+002, 9.4327939E+002, 1.0011035E+003, 1.0082944E+003, 9.7923635E+002, 8.5704748E+002, 8.7047107E+002, 8.5804391E+002
 6.8000082E+002, 7.0009309E+002, 7.5562128E+002, 8.8313392E+002, 7.5817473E+002, 7.5097981E+002, 7.5757206E+002, 8.5668223E+002, 8.4006533E+002, 8.0825318E+002, 8.9296377E+002, 9.1443525E+002, 8.8346014E+002
 6.9000512E+002, 6.2034677E+002, 6.6847523E+002, 8.7815759E+002, 6.6231509E+002, 6.5335572E+002, 6.6185433E+002, 7.0454083E+002, 7.0998171E+002, 6.9247390E+002, 8.8809064E+002, 9.0620774E+002, 8.5729854E+002
 7.0000209E+002, 5.7061459E+002, 6.1680017E+002, 8.6789544E+002, 5.9720365E+002, 5.8965628E+002, 5.9353397E+002, 6.3183306E+002, 6.4702701E+002, 6.3227522E+002, 8.9608373E+002, 8.8370000E+002, 8.4078280E+002
 7.1000626E+002, 5.4278559E+002, 5.9877906E+002, 8.5175696E+002, 5.5837372E+002, 5.5017725E+002, 5.5725305E+002, 6.0065993E+002, 6.0425102E+002, 6.0580006E+002, 9.1180604E+002, 8.6233452E+002, 7.9249280E+002
 7.2000316E+002, 5.2505883E+002, 5.7583054E+002, 8.5673411E+002, 5.3458852E+002, 5.3001585E+002, 5.3939734E+002, 5.9153780E+002, 5.8573892E+002, 5.8634330E+002, 9.2881263E+002, 8.7391805E+002, 7.8289127E+002
 7.3000462E+002, 5.1208680E+002, 5.6485929E+002, 8.6596578E+002, 5.1386000E+002, 5.1689912E+002, 5.2298438E+002, 5.7961947E+002, 5.7283177E+002, 5.6668233E+002, 9.1252228E+002, 8.7786109E+002, 7.8710391E+002
 7.4000009E+002, 5.0237680E+002, 5.6353079E+002, 8.6138815E+002, 5.0405962E+002, 5.0843332E+002, 5.0948698E+002, 5.7225953E+002, 5.6240133E+002, 5.5308904E+002, 8.9507531E+002, 8.6297680E+002, 8.0537450E+002
 7.5000419E+002, 4.9740218E+002, 5.6740370E+002, 8.8748344E+002, 4.9941746E+002, 4.9841203E+002, 5.0230804E+002, 5.6433172E+002, 5.5601013E+002, 5.5905579E+002, 9.2093629E+002, 8.9403314E+002, 8.1137410E+002
 7.6000149E+002, 4.9960494E+002, 5.7169409E+002, 8.8140596E+002, 4.9331840E+002, 4.9907917E+002, 5.0327270E+002, 5.7399717E+002, 5.7336734E+002, 5.6741949E+002, 9.0978130E+002, 9.0046631E+002, 8.4040966E+002
 7.7000440E+002, 5.0324312E+002, 5.7744388E+002, 9.0521088E+002, 4.9779130E+002, 5.0573424E+002, 5.0467932E+002, 5.7480170E+002, 5.7499426E+002, 5.7198612E+002, 9.3366160E+002, 9.0486952E+002, 8.2299279E+002
 7.8000129E+002, 5.0512362E+002, 5.8561809E+002, 8.9612380E+002, 5.0445046E+002, 5.0175121E+002, 5.0870656E+002, 5.7772092E+002, 5.7821349E+002, 5.7925257E+002, 9.6133964E+002, 9.2066027E+002, 8.2860557E+002
 7.9000248E+002, 5.0623624E+002, 5.9188729E+002, 9.0961780E+002, 5.0030522E+002, 5.0465715E+002, 5.0936907E+002, 5.8413969E+002, 5.8114018E+002, 5.9036730E+002, 9.5443002E+002, 9.2956926E+002, 8.5422166E+002
 8.0000479E+002, 5.0777082E+002, 5.8787783E+002, 9.1928761E+002, 5.0516256E+002, 5.0890679E+002, 5.0835262E+002, 5.8779057E+002, 5.8759606E+002, 5.8166657E+002, 9.6443898E+002, 9.4524356E+002, 8.4332752E+002
 8.1000151E+002, 5.0948700E+002, 5.8855692E+002, 9.0642831E+002, 5.0772411E+002, 5.0756791E+002, 5.0470412E+002, 5.8446525E+002, 5.8742521E+002, 5.9203926E+002, 9.8788408E+002, 9.3133787E+002, 8.3546987E+002
 8.2000134E+002, 5.0636269E+002, 5.9238905E+002, 9.2735482E+002, 5.0759309E+002, 5.1116905E+002, 5.0913176E+002, 5.9231998E+002, 5.9105322E+002, 5.8642873E+002, 9.5709686E+002, 9.5848837E+002, 8.5667748E+002
 8.3000268E+002, 5.1486416E+002, 5.8851154E+002, 9.4257726E+002, 5.1284061E+002, 5.1269630E+002, 5.1273018E+002, 5.9057027E+002, 5.9182392E+002, 5.9364600E+002, 9.8427094E+002, 9.4600352E+002, 8.5052055E+002
 8.4000610E+002, 5.1440741E+002, 5.9819383E+002, 9.3508121E+002, 5.0842759E+002, 5.1390670E+002, 5.1459029E+002, 5.9706160E+002, 5.9169846E+002, 5.9228010E+002, 9.9194976E+002, 9.8339999E+002, 8.5773162E+002
 8.5000192E+002, 5.1804384E+002, 6.0095837E+002, 9.5816124E+002, 5.1538292E+002, 5.1647949E+002, 5.1459582E+002, 6.0017214E+002, 5.9910266E+002, 6.0427214E+002, 9.9250275E+002, 9.6316768E+002, 8.6961058E+002
 8.6000294E+002, 5.2047619E+002, 5.9606933E+002, 9.4863037E+002, 5.1415837E+002, 5.1675156E+002, 5.2308557E+002, 6.0318924E+002, 6.0142799E+002, 6.0360316E+002, 1.0099415E+003, 9.6444620E+002, 8.7072913E+002
 8.7000590E+002, 5.1584145E+002, 6.0967341E+002, 9.5188956E+002, 5.1927543E+002, 5.2023405E+002, 5.2007688E+002, 6.0263566E+002, 5.9945345E+002, 6.0021647E+002, 1.0304541E+003, 9.8537348E+002, 8.6134017E+002
 8.8000445E+002, 5.1976687E+002, 6.0231583E+002, 9.6651422E+002, 5.1251057E+002, 5.1776803E+002, 5.2284193E+002, 6.0314705E+002, 6.0805057E+002, 6.1083148E+002, 9.9896637E+002, 9.5638429E+002, 8.8914220E+002
 8.9000183E+002, 5.2045511E+002, 6.0688341E+002, 9.4520051E+002, 5.2064592E+002, 5.2035164E+002, 5.2171993E+002, 6.1487181E+002, 6.0630064E+002, 6.0662825E+002, 1.0448352E+003, 9.7855784E+002, 8.6501431E+002
 9.0000065E+002, 5.1953494E+002, 6.1139322E+002, 9.4803858E+002, 5.1466077E+002, 5.2094098E+002, 5.2687487E+002, 6.1380497E+002, 6.0284818E+002, 6.0852088E+002, 1.0154512E+003, 9.8977618E+002, 8.8312861E+002
 9.1000274E+002, 5.2299076E+002, 6.1085648E+002, 9.6871389E+002, 5.2571468E+002, 5.2311504E+002, 5.1861075E+002, 6.2304295E+002, 6.0844106E+002, 6.0428026E+002, 1.0081639E+003, 9.7436622E+002, 8.8434436E+002
 9.2000042E+002, 5.2230074E+002, 6.1585170E+002, 9.5806291E+002, 5.2981079E+002, 5.2720932E+002, 5.2485975E+002, 6.1907156E+002, 6.0565444E+002, 6.1325065E+002, 1.0272076E+003, 9.7947533E+002, 8.7712332E+002
 9.3000244E+002, 5.2282040E+002, 6.1075523E+002, 9.7347441E+002, 5.2421759E+002, 5.1897499E+002, 5.1855710E+002, 6.1696390E+002, 6.1360168E+002, 6.1339336E+002, 1.0054715E+003, 9.9424957E+002, 8.9540327E+002
 9.4000518E+002, 5.2881378E+002, 6.1318601E+002, 9.7229593E+002, 5.2675128E+002, 5.2664826E+002, 5.2826986E+002, 6.1730754E+002, 6.0594395E+002, 6.1392242E+002, 1.0472878E+003, 1.0046696E+003, 8.8480142E+002
 9.5000410E+002, 5.3090949E+002, 6.0894850E+002, 9.6503070E+002, 5.2837138E+002, 5.2965360E+002, 5.3147634E+002, 6.1955750E+002, 6.1391282E+002, 6.1993983E+002, 1.0064878E+003, 9.8109238E+002, 9.1951590E+002
 9.6000485E+002, 5.2923618E+002, 6.1833495E+002, 9.6351655E+002, 5.3261577E+002, 5.2708980E+002, 5.2650543E+002, 6.1816643E+002, 6.1765473E+002, 6.1622553E+002, 9.9400913E+002, 9.7018691E+002, 9.4044574E+002
 9.7000272E+002, 5.3087989E+002, 6.1506480E+002, 9.6756797E+002, 5.3550319E+002, 5.3041690E+002, 5.2757692E+002, 6.1996776E+002, 6.1566024E+002, 6.1416439E+002, 1.0177678E+003, 9.7466833E+002, 8.9864263E+002
 9.8000110E+002, 5.2825861E+002, 6.0541704E+002, 9.7133120E+002, 5.2740968E+002, 5.2969379E+002, 5.2467507E+002, 6.1605709E+002, 6.1130579E+002, 6.2006419E+002, 1.0334523E+003, 9.8216507E+002, 9.0184779E+002
 9.9000601E+002, 5.2701392E+002, 6.1479932E+002, 9.6131965E+002, 5.2766965E+002, 5.2570303E+002, 5.2553756E+002, 6.1360052E+002, 6.0812176E+002, 6.1674712E+002, 1.0008878E+003, 9.8837948E+002, 9.3823497E+002
 1.0000047E+003, 5.2882448E+002, 6.1992336E+002, 9.5894788E+002, 5.3376883E+002, 5.3010044E+002, 5.2452297E+002, 6.2402988E+002, 6.1323162E+002, 6.1476765E+002, 9.9557998E+002, 9.7435560E+002, 9.3119157E+002
 1.0100043E+003, 5.2998043E+002, 6.1320175E+002, 9.6518503E+002, 5.3196999E+002, 5.2584069E+002, 5.2842402E+002, 6.2283175E+002, 6.1117193E+002, 6.1780459E+002, 9.8594757E+002, 9.5880314E+002, 9.2458819E+002
 1.0200037E+003, 5.2901865E+002, 6.1010591E+002, 9.6863368E+002, 5.3621706E+002, 5.3282110E+002, 5.2481096E+002, 6.1515628E+002, 6.1464718E+002, 6.1214727E+002, 9.6972270E+002, 9.6841828E+002, 9.4621197E+002
 1.0300050E+003, 5.2511556E+002, 6.0943724E+002, 9.7201615E+002, 5.3697860E+002, 5.2794201E+002, 5.1800946E+002, 6.2139723E+002, 6.1153286E+002, 6.0411505E+002, 9.5456965E+002, 9.8865323E+002, 9.7116114E+002
 1.0400006E+003, 5.2680447E+002, 6.0898412E+002, 9.5716600E+002, 5.3798406E+002, 5.2855114E+002, 5.1479008E+002, 6.1811592E+002, 6.1297386E+002, 6.0996983E+002, 9.9956807E+002, 9.6990358E+002, 9.2769223E+002
 1.0500019E+003, 5.2454817E+002, 6.0358869E+002, 9.5089848E+002, 5.2730319E+002, 5.3138252E+002, 5.2873949E+002, 6.1247165E+002, 6.0423573E+002, 6.0463389E+002, 9.4901420E+002, 9.7685302E+002, 9.6185184E+002
