Time, Height, T_lower, T_upper
20.010000, 2.007664, 30.360000, 30.360000
30.020000, 3.393270, 30.959000, 33.056000
40.000000, 3.013472, 31.603500, 36.449408
50.010000, 2.824141, 32.282500, 40.501025
60.010000, 2.251314, 32.899000, 42.089971
70.000000, 2.022659, 34.033000, 47.271305
80.010000, 1.900947, 35.821500, 53.191718
90.010000, 1.731620, 36.752000, 58.843565
100.000000, 1.419933, 36.320000, 63.686722
110.000000, 1.321127, 36.968000, 70.107615
120.000000, 1.254237, 38.543000, 76.824326
130.000000, 1.193843, 40.932000, 84.398645
140.000000, 1.147345, 43.157000, 91.651693
150.000000, 1.123385, 45.990000, 99.145402
160.000000, 1.089501, 48.083500, 107.914949
170.000000, 1.051025, 50.484000, 115.621872
180.000000, 1.018264, 52.894000, 124.959020
190.000000, 0.993626, 55.659000, 134.106251
200.000000, 0.961402, 57.756500, 142.633695
210.000000, 0.940913, 59.284500, 148.185184
220.000000, 0.933104, 63.510000, 154.524057
230.000000, 0.920109, 65.380500, 159.562852
240.000000, 0.926979, 65.980000, 162.857929
250.000000, 0.911604, 66.736500, 165.147208
260.000000, 0.923991, 68.549000, 169.479933
270.000000, 0.918425, 70.080000, 172.298064
280.000000, 0.905265, 71.141500, 174.623272
290.000000, 0.907611, 71.944500, 176.296742
300.000000, 0.903608, 73.900000, 177.994578
310.000000, 0.896871, 75.461500, 180.217012
320.000000, 0.908131, 76.580000, 181.454163
330.000000, 0.897510, 79.220000, 185.345918
340.000000, 0.890919, 78.547000, 187.643405
350.000000, 0.887893, 80.956500, 189.210361
360.000000, 0.899996, 81.557500, 190.783551
370.000000, 0.876949, 83.422000, 194.296477
380.000000, 0.877138, 83.088500, 194.231011
390.000000, 0.867117, 84.710000, 196.532322
400.000000, 0.880618, 86.238500, 197.660723
410.000000, 0.874002, 86.249000, 199.086010
420.000000, 0.894461, 88.158500, 199.584702
430.000000, 0.872429, 88.606500, 201.529284
440.000000, 0.871551, 88.493500, 201.590933
450.000000, 0.878750, 92.307500, 204.129669
460.000000, 0.884166, 90.608500, 202.496711
470.000000, 0.877763, 90.483000, 204.348628
480.000000, 0.831564, 92.767500, 207.592811
490.000000, 0.861011, 93.394500, 207.723436
500.000000, 0.868176, 90.851500, 208.209936
510.000000, 0.863689, 95.429000, 208.082939
520.000000, 0.844325, 100.049500, 210.716428
530.000000, 0.862486, 94.533000, 209.002361
540.000000, 0.839912, 97.162000, 211.328639
550.000000, 0.848766, 96.134500, 213.288161
560.000000, 0.879122, 100.825500, 214.430337
570.000000, 0.864361, 97.690500, 213.580679
580.000000, 0.867276, 97.903000, 214.661419
590.000000, 0.830970, 97.619500, 215.782135
600.000000, 0.862292, 101.309500, 216.497280
610.000000, 0.870281, 99.598500, 216.831030
620.000000, 0.868666, 100.920000, 217.459661
630.000000, 0.872596, 99.173000, 217.426553
