m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s,m,m/s*m/s,m,m/s*m/s,m,m/s*m/s,m,m/s*m/s,m,m/s*m/s,m,m/s*m/s,m,m/s*m/s,m,m/s*m/s,m,m/s*m/s,m,m/s*m/s,m,m/s*m/s,m,m/s*m/s,m,m/s*m/s,m,m/s*m/s,m,m/s*m/s,m,kg/m3,m,m/s,m,m/s,m,m/s,m,kg/m/s,m,m/s,m,m/s,m,,m,,m,
 1.9110000E-002, 7.3973060E+000, 9.3100000E-003, 3.9094930E+000, 9.3100000E-003, 4.1942921E+000, 9.3100000E-003, 4.5502358E+000, 9.3100000E-003, 4.9775623E+000, 1.9110000E-002,-7.3421846E-003, 9.3100000E-003,-4.7032185E-001, 9.3100000E-003,-5.5747266E-001, 9.3100000E-003,-1.9410742E-001, 9.3100000E-003,-3.3272655E-002, 1.9110000E-002, 1.5205497E-001, 9.3100000E-003, 1.6093918E+000, 9.3100000E-003, 1.6735043E+000, 9.3100000E-003, 1.1603007E+000, 9.3100000E-003, 6.1831931E-001, 1.9110000E-002, 1.5951548E-001, 9.3100000E-003, 7.3494419E-001, 9.3100000E-003, 7.8241575E-001, 9.3100000E-003, 5.9807628E-001, 9.3100000E-003, 3.4634627E-001, 1.9110000E-002, 1.6016607E-002, 9.3100000E-003,-6.0729044E-001, 9.3100000E-003,-6.2642275E-001, 9.3100000E-003,-4.5410510E-001, 9.3100000E-003,-2.0434775E-001, 9.3100000E-003, 1.1645493E+000, 9.3100000E-003, 2.5586871E-003, 9.3100000E-003,-7.7355711E-002, 9.3100000E-003,-1.6271988E-001, 9.3100000E-003, 1.7980772E-005, 9.3100000E-003, 2.5586871E-003, 9.3100000E-003, 7.6552775E-002, 9.3100000E-003,-1.4745895E+001, 9.3100000E-003,-1.4795556E+001, 9.3100000E-003, 2.4539742E+000
 2.0090000E-002, 7.5957834E+000, 1.0290000E-002, 4.7555988E+000, 1.0290000E-002, 4.7122189E+000, 1.0290000E-002, 4.8588801E+000, 1.0290000E-002, 5.1488177E+000, 2.0090000E-002,-6.3413337E-003, 1.0290000E-002,-4.7729060E-001, 1.0290000E-002,-5.5583592E-001, 1.0290000E-002,-1.9758905E-001, 1.0290000E-002,-3.6626191E-002, 2.0090000E-002, 1.3199091E-001, 1.0290000E-002, 1.3817962E+000, 1.0290000E-002, 1.4145673E+000, 1.0290000E-002, 1.0931202E+000, 1.0290000E-002, 6.0931933E-001, 2.0090000E-002, 2.7130329E-001, 1.0290000E-002, 5.8501953E-001, 1.0290000E-002, 6.4475243E-001, 1.0290000E-002, 5.6004184E-001, 1.0290000E-002, 3.4220130E-001, 2.0090000E-002,-2.9663280E-002, 1.0290000E-002,-4.9767211E-001, 1.0290000E-002,-5.1434362E-001, 1.0290000E-002,-4.2924206E-001, 1.0290000E-002,-2.0617993E-001, 1.0290000E-002, 1.1645493E+000, 1.0290000E-002,-1.3156664E-002, 1.0290000E-002,-1.0002782E-001, 1.0290000E-002,-1.7621543E-001, 1.0290000E-002, 1.8014900E-005, 1.0290000E-002,-1.3156664E-002, 1.0290000E-002, 8.0290419E-002, 1.0290000E-002,-1.4764642E+001, 1.0290000E-002,-1.4814496E+001, 1.0290000E-002, 2.5737879E+000
 2.1070000E-002, 7.6638296E+000, 1.1270000E-002, 5.3333184E+000, 1.1270000E-002, 5.2017826E+000, 1.1270000E-002, 5.1442662E+000, 1.1270000E-002, 5.3230528E+000, 2.1070000E-002,-6.2192579E-003, 1.1270000E-002,-4.7461868E-001, 1.1270000E-002,-5.4897931E-001, 1.1270000E-002,-2.0220078E-001, 1.1270000E-002,-4.0853787E-002, 2.1070000E-002, 1.4746911E-001, 1.1270000E-002, 1.0130533E+000, 1.1270000E-002, 1.0625208E+000, 1.1270000E-002, 1.0146590E+000, 1.1270000E-002, 6.2057008E-001, 2.1070000E-002, 4.4075026E-001, 1.1270000E-002, 4.2664926E-001, 1.1270000E-002, 5.1208720E-001, 1.1270000E-002, 5.0370640E-001, 1.1270000E-002, 3.4196874E-001, 2.1070000E-002,-4.2974863E-002, 1.1270000E-002,-3.5133497E-001, 1.1270000E-002,-3.8688879E-001, 1.1270000E-002,-3.8164669E-001, 1.1270000E-002,-2.1560942E-001, 1.1270000E-002, 1.1645493E+000, 1.1270000E-002,-2.9663640E-002, 1.1270000E-002,-1.2052400E-001, 1.1270000E-002,-1.8437358E-001, 1.1270000E-002, 1.8052606E-005, 1.1270000E-002,-2.9663640E-002, 1.1270000E-002, 8.4148325E-002, 1.1270000E-002,-1.4784350E+001, 1.1270000E-002,-1.4834417E+001, 1.1270000E-002, 2.6974567E+000
 2.2050000E-002, 7.7058132E+000, 1.2250000E-002, 5.8656418E+000, 1.2250000E-002, 5.6178681E+000, 1.2250000E-002, 5.4283034E+000, 1.2250000E-002, 5.4932088E+000, 2.2050000E-002,-9.6854662E-003, 1.2250000E-002,-4.6829586E-001, 1.2250000E-002,-5.4008098E-001, 1.2250000E-002,-2.0370847E-001, 1.2250000E-002,-4.3625814E-002, 2.2050000E-002, 1.7600802E-001, 1.2250000E-002, 6.5093687E-001, 1.2250000E-002, 7.7087311E-001, 1.2250000E-002, 8.9068427E-001, 1.2250000E-002, 6.0952601E-001, 2.2050000E-002, 5.4121317E-001, 1.2250000E-002, 3.1797945E-001, 1.2250000E-002, 3.9577879E-001, 1.2250000E-002, 4.3794358E-001, 1.2250000E-002, 3.3891683E-001, 2.2050000E-002,-5.4498161E-002, 1.2250000E-002,-2.2834534E-001, 1.2250000E-002,-2.7111908E-001, 1.2250000E-002,-3.2795572E-001, 1.2250000E-002,-2.1181750E-001, 1.2250000E-002, 1.1645493E+000, 1.2250000E-002,-4.9445294E-002, 1.2250000E-002,-1.3908454E-001, 1.2250000E-002,-1.9524110E-001, 1.2250000E-002, 1.8098300E-005, 1.2250000E-002,-4.9445294E-002, 1.2250000E-002, 8.7684503E-002, 1.2250000E-002,-1.4804214E+001, 1.2250000E-002,-1.4854541E+001, 1.2250000E-002, 2.8108122E+000
 2.3030000E-002, 7.7239280E+000, 1.3230000E-002, 6.2528870E+000, 1.3230000E-002, 5.9255899E+000, 1.3230000E-002, 5.7120441E+000, 1.3230000E-002, 5.6722376E+000, 2.3030000E-002,-1.1618735E-002, 1.3230000E-002,-4.6059002E-001, 1.3230000E-002,-5.3136971E-001, 1.3230000E-002,-2.0436066E-001, 1.3230000E-002,-4.5487337E-002, 2.3030000E-002, 1.8244790E-001, 1.3230000E-002, 4.3445990E-001, 1.3230000E-002, 5.5535506E-001, 1.3230000E-002, 7.3956836E-001, 1.3230000E-002, 5.7539378E-001, 2.3030000E-002, 5.2313792E-001, 1.3230000E-002, 2.3914357E-001, 1.3230000E-002, 3.0582348E-001, 1.3230000E-002, 3.8144926E-001, 1.3230000E-002, 3.2727637E-001, 2.3030000E-002,-3.5554642E-002, 1.3230000E-002,-1.3450772E-001, 1.3230000E-002,-1.9118664E-001, 1.3230000E-002,-2.7518820E-001, 1.3230000E-002,-2.0470811E-001, 1.3230000E-002, 1.1645493E+000, 1.3230000E-002,-7.2415377E-002, 1.3230000E-002,-1.6051006E-001, 1.3230000E-002,-2.1620641E-001, 1.3230000E-002, 1.8148846E-005, 1.3230000E-002,-7.2415377E-002, 1.3230000E-002, 9.1338005E-002, 1.3230000E-002,-1.4828555E+001, 1.3230000E-002,-1.4879171E+001, 1.3230000E-002, 2.9279286E+000
 2.4010000E-002, 7.7234886E+000, 1.4210000E-002, 6.5286254E+000, 1.4210000E-002, 6.2015342E+000, 1.4210000E-002, 5.9924341E+000, 1.4210000E-002, 5.8450779E+000, 2.4010000E-002,-1.3992538E-002, 1.4210000E-002,-4.5093080E-001, 1.4210000E-002,-5.1810568E-001, 1.4210000E-002,-2.0244141E-001, 1.4210000E-002,-4.2398134E-002, 2.4010000E-002, 2.0519298E-001, 1.4210000E-002, 3.0205138E-001, 1.4210000E-002, 3.7568991E-001, 1.4210000E-002, 5.8976886E-001, 1.4210000E-002, 5.4537082E-001, 2.4010000E-002, 4.8730608E-001, 1.4210000E-002, 1.9675157E-001, 1.4210000E-002, 2.4321896E-001, 1.4210000E-002, 3.3176827E-001, 1.4210000E-002, 3.1508564E-001, 2.4010000E-002,-3.6584690E-002, 1.4210000E-002,-8.1651351E-002, 1.4210000E-002,-1.2900839E-001, 1.4210000E-002,-2.2595076E-001, 1.4210000E-002,-1.9551371E-001, 1.4210000E-002, 1.1645493E+000, 1.4210000E-002,-9.3303261E-002, 1.4210000E-002,-1.9328595E-001, 1.4210000E-002,-2.3863897E-001, 1.4210000E-002, 1.8209773E-005, 1.4210000E-002,-9.3303261E-002, 1.4210000E-002, 9.5640219E-002, 1.4210000E-002,-1.4857554E+001, 1.4210000E-002,-1.4908522E+001, 1.4210000E-002, 3.0658400E+000
 2.4990000E-002, 7.7196364E+000, 1.5190000E-002, 6.7323142E+000, 1.5190000E-002, 6.4273612E+000, 1.5190000E-002, 6.2357892E+000, 1.5190000E-002, 5.9987481E+000, 2.4990000E-002,-1.3464825E-002, 1.5190000E-002,-4.4036598E-001, 1.5190000E-002,-5.0553099E-001, 1.5190000E-002,-1.9843703E-001, 1.5190000E-002,-4.1828349E-002, 2.4990000E-002, 2.1653305E-001, 1.5190000E-002, 2.2396126E-001, 1.5190000E-002, 2.5618789E-001, 1.5190000E-002, 4.5930712E-001, 1.5190000E-002, 5.0634379E-001, 2.4990000E-002, 4.8396501E-001, 1.5190000E-002, 1.8013522E-001, 1.5190000E-002, 2.0782869E-001, 1.5190000E-002, 2.8520744E-001, 1.5190000E-002, 3.0063041E-001, 2.4990000E-002,-4.4565702E-002, 1.5190000E-002,-5.1960220E-002, 1.5190000E-002,-8.2719589E-002, 1.5190000E-002,-1.7780124E-001, 1.5190000E-002,-1.7932371E-001, 1.5190000E-002, 1.1645493E+000, 1.5190000E-002,-1.2448696E-001, 1.5190000E-002,-2.3067355E-001, 1.5190000E-002,-2.6320985E-001, 1.5190000E-002, 1.8274089E-005, 1.5190000E-002,-1.2448696E-001, 1.5190000E-002, 9.9642712E-002, 1.5190000E-002,-1.4889551E+001, 1.5190000E-002,-1.4940893E+001, 1.5190000E-002, 3.1941436E+000
 2.5970000E-002, 7.7213119E+000, 1.6170000E-002, 6.8958219E+000, 1.6170000E-002, 6.6331251E+000, 1.6170000E-002, 6.4609799E+000, 1.6170000E-002, 6.1365409E+000, 2.5970000E-002,-1.0562886E-002, 1.6170000E-002,-4.3061943E-001, 1.6170000E-002,-4.9664751E-001, 1.6170000E-002,-1.9596826E-001, 1.6170000E-002,-3.9943100E-002, 2.5970000E-002, 2.0366299E-001, 1.6170000E-002, 1.8754675E-001, 1.6170000E-002, 2.0531942E-001, 1.6170000E-002, 3.5172904E-001, 1.6170000E-002, 4.6252257E-001, 2.5970000E-002, 4.8467890E-001, 1.6170000E-002, 1.9216892E-001, 1.6170000E-002, 2.0194232E-001, 1.6170000E-002, 2.4768427E-001, 1.6170000E-002, 2.8530091E-001, 2.5970000E-002,-3.2370297E-002, 1.6170000E-002,-3.7089336E-002, 1.6170000E-002,-5.7218267E-002, 1.6170000E-002,-1.3204408E-001, 1.6170000E-002,-1.5942143E-001, 1.6170000E-002, 1.1645493E+000, 1.6170000E-002,-1.6421609E-001, 1.6170000E-002,-2.6377188E-001, 1.6170000E-002,-2.8960134E-001, 1.6170000E-002, 1.8362945E-005, 1.6170000E-002,-1.6421609E-001, 1.6170000E-002, 1.0385424E-001, 1.6170000E-002,-1.4917133E+001, 1.6170000E-002,-1.4968995E+001, 1.6170000E-002, 3.3291482E+000
 2.6950000E-002, 7.7175852E+000, 1.7150000E-002, 7.0644103E+000, 1.7150000E-002, 6.8340110E+000, 1.7150000E-002, 6.6436600E+000, 1.7150000E-002, 6.2532432E+000, 2.6950000E-002,-1.0516582E-002, 1.7150000E-002,-4.2268795E-001, 1.7150000E-002,-4.9084197E-001, 1.7150000E-002,-1.9301461E-001, 1.7150000E-002,-3.6206335E-002, 2.6950000E-002, 2.1257521E-001, 1.7150000E-002, 1.7788507E-001, 1.7150000E-002, 1.8461038E-001, 1.7150000E-002, 2.7206312E-001, 1.7150000E-002, 4.2043663E-001, 2.6950000E-002, 4.5996194E-001, 1.7150000E-002, 2.3163623E-001, 1.7150000E-002, 2.0811887E-001, 1.7150000E-002, 2.2061740E-001, 1.7150000E-002, 2.6926531E-001, 2.6950000E-002,-2.6566839E-002, 1.7150000E-002,-2.7447003E-002, 1.7150000E-002,-3.9753329E-002, 1.7150000E-002,-9.4008920E-002, 1.7150000E-002,-1.4319173E-001, 1.7150000E-002, 1.1645493E+000, 1.7150000E-002,-2.1194608E-001, 1.7150000E-002,-2.9836968E-001, 1.7150000E-002,-3.1571895E-001, 1.7150000E-002, 1.8471531E-005, 1.7150000E-002,-2.1194608E-001, 1.7150000E-002, 1.0940676E-001, 1.7150000E-002,-1.4945380E+001, 1.7150000E-002,-1.4997881E+001, 1.7150000E-002, 3.5071392E+000
 2.7930000E-002, 7.7117380E+000, 1.8130000E-002, 7.2314686E+000, 1.8130000E-002, 7.0227934E+000, 1.8130000E-002, 6.7754325E+000, 1.8130000E-002, 6.3608855E+000, 2.7930000E-002,-8.9048090E-003, 1.8130000E-002,-4.1694220E-001, 1.8130000E-002,-4.8390426E-001, 1.8130000E-002,-1.9060347E-001, 1.8130000E-002,-2.8610373E-002, 2.7930000E-002, 2.2721545E-001, 1.8130000E-002, 1.8087684E-001, 1.8130000E-002, 1.7905838E-001, 1.8130000E-002, 2.0418345E-001, 1.8130000E-002, 3.6196895E-001, 2.7930000E-002, 4.5922832E-001, 1.8130000E-002, 2.8844376E-001, 1.8130000E-002, 2.1637083E-001, 1.8130000E-002, 1.9611267E-001, 1.8130000E-002, 2.5883178E-001, 2.7930000E-002,-4.0836249E-002, 1.8130000E-002,-1.8747725E-002, 1.8130000E-002,-2.4423031E-002, 1.8130000E-002,-5.8356968E-002, 1.8130000E-002,-1.2307785E-001, 1.8130000E-002, 1.1645493E+000, 1.8130000E-002,-2.6097235E-001, 1.8130000E-002,-3.3529288E-001, 1.8130000E-002,-3.4487179E-001, 1.8130000E-002, 1.8600801E-005, 1.8130000E-002,-2.6097235E-001, 1.8130000E-002, 1.1596521E-001, 1.8130000E-002,-1.4982732E+001, 1.8130000E-002,-1.5035997E+001, 1.8130000E-002, 3.7173764E+000
 2.8910000E-002, 7.7120294E+000, 1.9110000E-002, 7.4191573E+000, 1.9110000E-002, 7.1746971E+000, 1.9110000E-002, 6.8527157E+000, 1.9110000E-002, 6.4515164E+000, 2.8910000E-002,-1.0293428E-002, 1.9110000E-002,-4.0877240E-001, 1.9110000E-002,-4.6980805E-001, 1.9110000E-002,-1.8868304E-001, 1.9110000E-002,-2.5762698E-002, 2.8910000E-002, 2.1339769E-001, 1.9110000E-002, 2.0120448E-001, 1.9110000E-002, 1.7516525E-001, 1.9110000E-002, 1.6764179E-001, 1.9110000E-002, 3.0621687E-001, 2.8910000E-002, 4.9366731E-001, 1.9110000E-002, 3.2606328E-001, 1.9110000E-002, 2.1822918E-001, 1.9110000E-002, 1.8009301E-001, 1.9110000E-002, 2.4488214E-001, 2.8910000E-002,-4.6440030E-002, 1.9110000E-002,-1.0518906E-002, 1.9110000E-002,-1.2528653E-002, 1.9110000E-002,-3.0748067E-002, 1.9110000E-002,-1.0285605E-001, 1.9110000E-002, 1.1645493E+000, 1.9110000E-002,-3.0933734E-001, 1.9110000E-002,-3.7777778E-001, 1.9110000E-002,-3.7702466E-001, 1.9110000E-002, 1.8761941E-005, 1.9110000E-002,-3.0933734E-001, 1.9110000E-002, 1.2313928E-001, 1.9110000E-002,-1.5022684E+001, 1.9110000E-002,-1.5076913E+001, 1.9110000E-002, 3.9473477E+000
 2.9890000E-002, 7.7176363E+000, 2.0090000E-002, 7.5702871E+000, 2.0090000E-002, 7.2484078E+000, 2.0090000E-002, 6.8764438E+000, 2.0090000E-002, 6.5265276E+000, 2.9890000E-002,-9.2392171E-003, 2.0090000E-002,-3.9743904E-001, 2.0090000E-002,-4.5407588E-001, 2.0090000E-002,-1.8417430E-001, 2.0090000E-002,-2.3127821E-002, 2.9890000E-002, 2.2351220E-001, 2.0090000E-002, 2.1574559E-001, 2.0090000E-002, 1.6868709E-001, 2.0090000E-002, 1.4925012E-001, 2.0090000E-002, 2.5364648E-001, 2.9890000E-002, 5.0711346E-001, 2.0090000E-002, 3.4323914E-001, 2.0090000E-002, 2.1260099E-001, 2.0090000E-002, 1.6721308E-001, 2.0090000E-002, 2.2392658E-001, 2.9890000E-002,-4.3504209E-002, 2.0090000E-002,-6.2523826E-003, 2.0090000E-002,-1.4894037E-003, 2.0090000E-002,-1.2283970E-002, 2.0090000E-002,-7.9915864E-002, 2.0090000E-002, 1.1645493E+000, 2.0090000E-002,-3.7206520E-001, 2.0090000E-002,-4.2403529E-001, 2.0090000E-002,-4.1254757E-001, 2.0090000E-002, 1.8936762E-005, 2.0090000E-002,-3.7206520E-001, 2.0090000E-002, 1.2969906E-001, 2.0090000E-002,-1.5067291E+001, 2.0090000E-002,-1.5122580E+001, 2.0090000E-002, 4.1576272E+000
 3.0870000E-002, 7.7130757E+000, 2.1070000E-002, 7.6290253E+000, 2.1070000E-002, 7.2558773E+000, 2.1070000E-002, 6.8706513E+000, 2.1070000E-002, 6.5911466E+000, 3.0870000E-002,-7.5886898E-003, 2.1070000E-002,-3.8403406E-001, 2.1070000E-002,-4.3869677E-001, 2.1070000E-002,-1.7743952E-001, 2.1070000E-002,-2.0915818E-002, 3.0870000E-002, 2.5899966E-001, 2.1070000E-002, 2.1228142E-001, 2.1070000E-002, 1.7699486E-001, 2.1070000E-002, 1.4047210E-001, 2.1070000E-002, 2.0837618E-001, 3.0870000E-002, 4.7711040E-001, 2.1070000E-002, 3.3661457E-001, 2.1070000E-002, 2.0291761E-001, 2.1070000E-002, 1.5651459E-001, 2.1070000E-002, 2.1013201E-001, 3.0870000E-002,-6.0578578E-002, 2.1070000E-002, 2.9751942E-003, 2.1070000E-002,-6.0261713E-004, 2.1070000E-002,-4.0307295E-003, 2.1070000E-002,-6.0508861E-002, 2.1070000E-002, 1.1645493E+000, 2.1070000E-002,-4.3640128E-001, 2.1070000E-002,-4.7956697E-001, 2.1070000E-002,-4.5490831E-001, 2.1070000E-002, 1.9134877E-005, 2.1070000E-002,-4.3640128E-001, 2.1070000E-002, 1.3619277E-001, 2.1070000E-002,-1.5118242E+001, 2.1070000E-002,-1.5174753E+001, 2.1070000E-002, 4.3657890E+000
 3.1850000E-002, 7.7086370E+000, 2.2050000E-002, 7.6239410E+000, 2.2050000E-002, 7.2286934E+000, 2.2050000E-002, 6.8576064E+000, 2.2050000E-002, 6.6420830E+000, 3.1850000E-002,-6.9747683E-003, 2.2050000E-002,-3.7067059E-001, 2.2050000E-002,-4.2202763E-001, 2.2050000E-002,-1.7052979E-001, 2.2050000E-002,-1.8432342E-002, 3.1850000E-002, 2.5625603E-001, 2.2050000E-002, 2.1430440E-001, 2.2050000E-002, 1.7575573E-001, 2.2050000E-002, 1.3222499E-001, 2.2050000E-002, 1.7708597E-001, 3.1850000E-002, 4.8582152E-001, 2.2050000E-002, 3.1758514E-001, 2.2050000E-002, 1.9716921E-001, 2.2050000E-002, 1.4201832E-001, 2.2050000E-002, 1.9829162E-001, 3.1850000E-002,-6.4205828E-002, 2.2050000E-002, 4.1267648E-003, 2.2050000E-002, 1.0943219E-003, 2.2050000E-002,-2.8932492E-003, 2.2050000E-002,-4.4670531E-002, 2.2050000E-002, 1.1645493E+000, 2.2050000E-002,-5.0450031E-001, 2.2050000E-002,-5.4091562E-001, 2.2050000E-002,-5.0690914E-001, 2.2050000E-002, 1.9375422E-005, 2.2050000E-002,-5.0450031E-001, 2.2050000E-002, 1.4360488E-001, 2.2050000E-002,-1.5176182E+001, 2.2050000E-002,-1.5234202E+001, 2.2050000E-002, 4.6033908E+000
 3.2830000E-002, 7.7229596E+000, 2.3030000E-002, 7.5856394E+000, 2.3030000E-002, 7.2009167E+000, 2.3030000E-002, 6.8593006E+000, 2.3030000E-002, 6.6820102E+000, 3.2830000E-002,-1.1112520E-002, 2.3030000E-002,-3.5255697E-001, 2.3030000E-002,-4.0311433E-001, 2.3030000E-002,-1.6680291E-001, 2.3030000E-002,-1.7856837E-002, 3.2830000E-002, 2.0770187E-001, 2.3030000E-002, 2.1206519E-001, 2.3030000E-002, 1.6654406E-001, 2.3030000E-002, 1.2428362E-001, 2.3030000E-002, 1.5931621E-001, 3.2830000E-002, 5.1233433E-001, 2.3030000E-002, 3.0890449E-001, 2.3030000E-002, 1.9011198E-001, 2.3030000E-002, 1.2936604E-001, 2.3030000E-002, 1.8951716E-001, 3.2830000E-002,-4.8138854E-002, 2.3030000E-002, 1.4718086E-003, 2.3030000E-002, 5.3804714E-005, 2.3030000E-002,-6.8191406E-003, 2.3030000E-002,-3.5678758E-002, 2.3030000E-002, 1.1645493E+000, 2.3030000E-002,-5.7159041E-001, 2.3030000E-002,-5.9571705E-001, 2.3030000E-002,-5.5770737E-001, 2.3030000E-002, 1.9624739E-005, 2.3030000E-002,-5.7159041E-001, 2.3030000E-002, 1.5033977E-001, 2.3030000E-002,-1.5240680E+001, 2.3030000E-002,-1.5300290E+001, 2.3030000E-002, 4.8192835E+000
 3.3810000E-002, 7.7299228E+000, 2.4010000E-002, 7.5424968E+000, 2.4010000E-002, 7.1954984E+000, 2.4010000E-002, 6.8672066E+000, 2.4010000E-002, 6.7172268E+000, 3.3810000E-002,-1.0665661E-002, 2.4010000E-002,-3.3842275E-001, 2.4010000E-002,-3.8821382E-001, 2.4010000E-002,-1.6239760E-001, 2.4010000E-002,-1.5726443E-002, 3.3810000E-002, 2.0416538E-001, 2.4010000E-002, 2.1031416E-001, 2.4010000E-002, 1.6106510E-001, 2.4010000E-002, 1.1490173E-001, 2.4010000E-002, 1.4028918E-001, 3.3810000E-002, 5.3828013E-001, 2.4010000E-002, 3.0205373E-001, 2.4010000E-002, 1.8842863E-001, 2.4010000E-002, 1.2386137E-001, 2.4010000E-002, 1.8448321E-001, 3.3810000E-002,-4.7452140E-002, 2.4010000E-002,-2.1722491E-003, 2.4010000E-002,-7.4555881E-003, 2.4010000E-002,-6.3034369E-003, 2.4010000E-002,-3.0321023E-002, 2.4010000E-002, 1.1645493E+000, 2.4010000E-002,-6.3725107E-001, 2.4010000E-002,-6.5583163E-001, 2.4010000E-002,-6.0546959E-001, 2.4010000E-002, 1.9881800E-005, 2.4010000E-002,-6.3725107E-001, 2.4010000E-002, 1.5704916E-001, 2.4010000E-002,-1.5307170E+001, 2.4010000E-002,-1.5368435E+001, 2.4010000E-002, 5.0343589E+000
 3.4790000E-002, 7.7296165E+000, 2.4990000E-002, 7.5263990E+000, 2.4990000E-002, 7.2050924E+000, 2.4990000E-002, 6.8757703E+000, 2.4990000E-002, 6.7436098E+000, 3.4790000E-002,-6.2951238E-003, 2.4990000E-002,-3.2801220E-001, 2.4990000E-002,-3.7532517E-001, 2.4990000E-002,-1.5659565E-001, 2.4990000E-002,-1.2914399E-002, 3.4790000E-002, 2.1391814E-001, 2.4990000E-002, 2.0001123E-001, 2.4990000E-002, 1.5432811E-001, 2.4990000E-002, 1.1069957E-001, 2.4990000E-002, 1.2638680E-001, 3.4790000E-002, 5.2391474E-001, 2.4990000E-002, 2.9315583E-001, 2.4990000E-002, 1.9119042E-001, 2.4990000E-002, 1.2586860E-001, 2.4990000E-002, 1.7987397E-001, 3.4790000E-002,-2.9195201E-002, 2.4990000E-002,-2.9608183E-003, 2.4990000E-002,-3.5105563E-003, 2.4990000E-002,-5.3150393E-003, 2.4990000E-002,-2.3409603E-002, 2.4990000E-002, 1.1645493E+000, 2.4990000E-002,-7.1280081E-001, 2.4990000E-002,-7.2119252E-001, 2.4990000E-002,-6.5295948E-001, 2.4990000E-002, 2.0137227E-005, 2.4990000E-002,-7.1280081E-001, 2.4990000E-002, 1.6344147E-001, 2.4990000E-002,-1.5372158E+001, 2.4990000E-002,-1.5435080E+001, 2.4990000E-002, 5.2392702E+000
 3.5770000E-002, 7.7277222E+000, 2.5970000E-002, 7.5188746E+000, 2.5970000E-002, 7.2112238E+000, 2.5970000E-002, 6.8843900E+000, 2.5970000E-002, 6.7612904E+000, 3.5770000E-002,-7.0614526E-003, 2.5970000E-002,-3.2096671E-001, 2.5970000E-002,-3.5917994E-001, 2.5970000E-002,-1.5298709E-001, 2.5970000E-002,-1.2406294E-002, 3.5770000E-002, 2.1032946E-001, 2.5970000E-002, 1.9946695E-001, 2.5970000E-002, 1.5485398E-001, 2.5970000E-002, 1.1133362E-001, 2.5970000E-002, 1.1777509E-001, 3.5770000E-002, 5.0917075E-001, 2.5970000E-002, 2.9598221E-001, 2.5970000E-002, 1.9826242E-001, 2.5970000E-002, 1.2255454E-001, 2.5970000E-002, 1.7424167E-001, 3.5770000E-002,-2.9157864E-002, 2.5970000E-002,-4.1287491E-003, 2.5970000E-002,-2.2558656E-003, 2.5970000E-002,-2.5875934E-003, 2.5970000E-002,-1.6007260E-002, 2.5970000E-002, 1.1645493E+000, 2.5970000E-002,-7.9488202E-001, 2.5970000E-002,-7.9020421E-001, 2.5970000E-002,-7.0359016E-001, 2.5970000E-002, 2.0463646E-005, 2.5970000E-002,-7.9488202E-001, 2.5970000E-002, 1.7020349E-001, 2.5970000E-002,-1.5435728E+001, 2.5970000E-002,-1.5500817E+001, 2.5970000E-002, 5.4560325E+000
 3.6750000E-002, 7.7169055E+000, 2.6950000E-002, 7.5246148E+000, 2.6950000E-002, 7.2192211E+000, 2.6950000E-002, 6.8974435E+000, 2.6950000E-002, 6.7773222E+000, 3.6750000E-002,-1.0154678E-002, 2.6950000E-002,-3.0954785E-001, 2.6950000E-002,-3.4820775E-001, 2.6950000E-002,-1.4936597E-001, 2.6950000E-002,-1.0102398E-002, 3.6750000E-002, 2.3121736E-001, 2.6950000E-002, 1.9714567E-001, 2.6950000E-002, 1.4904888E-001, 2.6950000E-002, 1.1243986E-001, 2.6950000E-002, 1.1522440E-001, 3.6750000E-002, 4.8605404E-001, 2.6950000E-002, 3.0704675E-001, 2.6950000E-002, 1.9358785E-001, 2.6950000E-002, 1.2009162E-001, 2.6950000E-002, 1.7183277E-001, 3.6750000E-002,-5.1774735E-002, 2.6950000E-002,-4.9308598E-003, 2.6950000E-002,-1.0648670E-003, 2.6950000E-002,-1.8299014E-003, 2.6950000E-002,-1.0635086E-002, 2.6950000E-002, 1.1645493E+000, 2.6950000E-002,-8.7418955E-001, 2.6950000E-002,-8.5065272E-001, 2.6950000E-002,-7.5019459E-001, 2.6950000E-002, 2.0807377E-005, 2.6950000E-002,-8.7418955E-001, 2.6950000E-002, 1.7615998E-001, 2.6950000E-002,-1.5498770E+001, 2.6950000E-002,-1.5566209E+001, 2.6950000E-002, 5.6469729E+000
