m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 3.796E+01, 2.750E+00, 1.440E+00, 2.750E+00, 1.557E+01
 2.850E+00, 4.149E+01, 2.850E+00, 1.827E+00, 2.850E+00, 1.833E+01
 2.950E+00, 3.893E+01, 2.950E+00, 1.396E+00, 2.950E+00, 1.852E+01
 3.050E+00, 3.508E+01, 3.050E+00, 7.820E-01, 3.050E+00, 1.801E+01
 3.150E+00, 3.184E+01, 3.150E+00, 2.895E-01, 3.150E+00, 1.735E+01
 3.250E+00, 2.948E+01, 3.250E+00, 4.974E-03, 3.250E+00, 1.673E+01
 3.350E+00, 2.778E+01, 3.350E+00,-1.101E-01, 3.350E+00, 1.615E+01
 3.450E+00, 2.645E+01, 3.450E+00,-1.551E-01, 3.450E+00, 1.564E+01
 3.550E+00, 2.536E+01, 3.550E+00,-1.619E-01, 3.550E+00, 1.517E+01
 3.650E+00, 2.439E+01, 3.650E+00,-1.518E-01, 3.650E+00, 1.473E+01
 3.750E+00, 2.350E+01, 3.750E+00,-1.316E-01, 3.750E+00, 1.430E+01
 3.850E+00, 2.267E+01, 3.850E+00,-1.004E-01, 3.850E+00, 1.388E+01
 3.950E+00, 2.188E+01, 3.950E+00,-6.620E-02, 3.950E+00, 1.347E+01
 4.050E+00, 2.111E+01, 4.050E+00,-2.231E-02, 4.050E+00, 1.305E+01
 4.150E+00, 2.036E+01, 4.150E+00, 3.326E-02, 4.150E+00, 1.263E+01
 4.250E+00, 1.962E+01, 4.250E+00, 9.933E-02, 4.250E+00, 1.219E+01
 4.350E+00, 1.888E+01, 4.350E+00, 1.679E-01, 4.350E+00, 1.174E+01
 4.450E+00, 1.815E+01, 4.450E+00, 2.390E-01, 4.450E+00, 1.128E+01
 4.550E+00, 1.742E+01, 4.550E+00, 3.099E-01, 4.550E+00, 1.081E+01
 4.650E+00, 1.670E+01, 4.650E+00, 3.832E-01, 4.650E+00, 1.033E+01
 4.750E+00, 1.598E+01, 4.750E+00, 4.545E-01, 4.750E+00, 9.857E+00
 4.850E+00, 1.527E+01, 4.850E+00, 5.175E-01, 4.850E+00, 9.387E+00
 4.950E+00, 1.457E+01, 4.950E+00, 5.717E-01, 4.950E+00, 8.923E+00
 5.050E+00, 1.389E+01, 5.050E+00, 6.239E-01, 5.050E+00, 8.467E+00
 5.150E+00, 1.323E+01, 5.150E+00, 6.803E-01, 5.150E+00, 8.023E+00
 5.250E+00, 1.262E+01, 5.250E+00, 7.437E-01, 5.250E+00, 7.588E+00
 5.350E+00, 1.204E+01, 5.350E+00, 8.124E-01, 5.350E+00, 7.165E+00
 5.450E+00, 1.149E+01, 5.450E+00, 8.832E-01, 5.450E+00, 6.754E+00
 5.550E+00, 1.097E+01, 5.550E+00, 9.516E-01, 5.550E+00, 6.358E+00
 5.650E+00, 1.047E+01, 5.650E+00, 1.015E+00, 5.650E+00, 5.978E+00
 5.750E+00, 9.989E+00, 5.750E+00, 1.074E+00, 5.750E+00, 5.615E+00
 5.850E+00, 9.536E+00, 5.850E+00, 1.126E+00, 5.850E+00, 5.271E+00
 5.950E+00, 9.106E+00, 5.950E+00, 1.174E+00, 5.950E+00, 4.945E+00
 6.050E+00, 8.698E+00, 6.050E+00, 1.217E+00, 6.050E+00, 4.638E+00
 6.150E+00, 8.322E+00, 6.150E+00, 1.263E+00, 6.150E+00, 4.347E+00
 6.250E+00, 7.966E+00, 6.250E+00, 1.304E+00, 6.250E+00, 4.074E+00
 6.350E+00, 7.635E+00, 6.350E+00, 1.343E+00, 6.350E+00, 3.816E+00
 6.450E+00, 7.319E+00, 6.450E+00, 1.375E+00, 6.450E+00, 3.576E+00
 6.550E+00, 7.026E+00, 6.550E+00, 1.405E+00, 6.550E+00, 3.351E+00
 6.650E+00, 6.750E+00, 6.650E+00, 1.431E+00, 6.650E+00, 3.142E+00
 6.750E+00, 6.495E+00, 6.750E+00, 1.457E+00, 6.750E+00, 2.945E+00
 6.850E+00, 6.252E+00, 6.850E+00, 1.476E+00, 6.850E+00, 2.762E+00
 6.950E+00, 6.026E+00, 6.950E+00, 1.493E+00, 6.950E+00, 2.593E+00
 7.050E+00, 5.820E+00, 7.050E+00, 1.509E+00, 7.050E+00, 2.436E+00
 7.150E+00, 5.631E+00, 7.150E+00, 1.526E+00, 7.150E+00, 2.292E+00
 7.250E+00, 5.455E+00, 7.250E+00, 1.542E+00, 7.250E+00, 2.158E+00
 7.350E+00, 5.291E+00, 7.350E+00, 1.556E+00, 7.350E+00, 2.033E+00
 7.450E+00, 5.136E+00, 7.450E+00, 1.568E+00, 7.450E+00, 1.916E+00
 7.550E+00, 4.988E+00, 7.550E+00, 1.576E+00, 7.550E+00, 1.807E+00
 7.650E+00, 4.845E+00, 7.650E+00, 1.581E+00, 7.650E+00, 1.705E+00
 7.750E+00, 4.711E+00, 7.750E+00, 1.585E+00, 7.750E+00, 1.610E+00
 7.850E+00, 4.586E+00, 7.850E+00, 1.588E+00, 7.850E+00, 1.521E+00
 7.950E+00, 4.470E+00, 7.950E+00, 1.592E+00, 7.950E+00, 1.439E+00
 8.050E+00, 4.356E+00, 8.050E+00, 1.592E+00, 8.050E+00, 1.362E+00
 8.150E+00, 4.250E+00, 8.150E+00, 1.593E+00, 8.150E+00, 1.290E+00
 8.250E+00, 4.149E+00, 8.250E+00, 1.592E+00, 8.250E+00, 1.222E+00
 8.350E+00, 4.055E+00, 8.350E+00, 1.591E+00, 8.350E+00, 1.158E+00
 8.450E+00, 3.961E+00, 8.450E+00, 1.585E+00, 8.450E+00, 1.099E+00
 8.550E+00, 3.873E+00, 8.550E+00, 1.578E+00, 8.550E+00, 1.042E+00
 8.650E+00, 3.781E+00, 8.650E+00, 1.566E+00, 8.650E+00, 9.899E-01
 8.750E+00, 3.697E+00, 8.750E+00, 1.556E+00, 8.750E+00, 9.400E-01
 8.850E+00, 3.611E+00, 8.850E+00, 1.544E+00, 8.850E+00, 8.937E-01
 8.950E+00, 3.537E+00, 8.950E+00, 1.535E+00, 8.950E+00, 8.500E-01
 9.050E+00, 3.460E+00, 9.050E+00, 1.525E+00, 9.050E+00, 8.095E-01
 9.150E+00, 3.395E+00, 9.150E+00, 1.518E+00, 9.150E+00, 7.709E-01
 9.250E+00, 3.322E+00, 9.250E+00, 1.507E+00, 9.250E+00, 7.348E-01
 9.350E+00, 3.261E+00, 9.350E+00, 1.498E+00, 9.350E+00, 6.997E-01
 9.450E+00, 3.187E+00, 9.450E+00, 1.483E+00, 9.450E+00, 6.668E-01
 9.550E+00, 3.120E+00, 9.550E+00, 1.468E+00, 9.550E+00, 6.346E-01
 9.650E+00, 3.046E+00, 9.650E+00, 1.450E+00, 9.650E+00, 6.040E-01
 9.750E+00, 2.978E+00, 9.750E+00, 1.433E+00, 9.750E+00, 5.739E-01
 9.850E+00, 2.902E+00, 9.850E+00, 1.414E+00, 9.850E+00, 5.447E-01
 9.950E+00, 2.825E+00, 9.950E+00, 1.393E+00, 9.950E+00, 5.160E-01
 1.005E+01, 2.745E+00, 1.005E+01, 1.372E+00, 1.005E+01, 4.868E-01
 1.015E+01, 2.627E+00, 1.015E+01, 1.331E+00, 1.015E+01, 4.588E-01
 1.025E+01, 2.524E+00, 1.025E+01, 1.309E+00, 1.025E+01, 4.256E-01
