m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 2.335E+01, 2.750E+00, 1.557E-01, 2.750E+00, 1.120E+01
 2.850E+00, 1.828E+01, 2.850E+00,-2.594E-01, 2.850E+00, 1.052E+01
 2.950E+00, 1.515E+01, 2.950E+00,-5.340E-01, 2.950E+00, 9.387E+00
 3.050E+00, 1.296E+01, 3.050E+00,-5.644E-01, 3.050E+00, 8.366E+00
 3.150E+00, 1.125E+01, 3.150E+00,-5.726E-01, 3.150E+00, 7.495E+00
 3.250E+00, 9.877E+00, 3.250E+00,-5.371E-01, 3.250E+00, 6.736E+00
 3.350E+00, 8.755E+00, 3.350E+00,-4.902E-01, 3.350E+00, 6.073E+00
 3.450E+00, 7.801E+00, 3.450E+00,-4.565E-01, 3.450E+00, 5.492E+00
 3.550E+00, 6.983E+00, 3.550E+00,-4.242E-01, 3.550E+00, 4.980E+00
 3.650E+00, 6.279E+00, 3.650E+00,-3.887E-01, 3.650E+00, 4.526E+00
 3.750E+00, 5.676E+00, 3.750E+00,-3.453E-01, 3.750E+00, 4.119E+00
 3.850E+00, 5.159E+00, 3.850E+00,-3.064E-01, 3.850E+00, 3.758E+00
 3.950E+00, 4.708E+00, 3.950E+00,-2.683E-01, 3.950E+00, 3.435E+00
 4.050E+00, 4.311E+00, 4.050E+00,-2.354E-01, 4.050E+00, 3.147E+00
 4.150E+00, 3.956E+00, 4.150E+00,-2.060E-01, 4.150E+00, 2.889E+00
 4.250E+00, 3.640E+00, 4.250E+00,-1.799E-01, 4.250E+00, 2.657E+00
 4.350E+00, 3.359E+00, 4.350E+00,-1.565E-01, 4.350E+00, 2.449E+00
 4.450E+00, 3.110E+00, 4.450E+00,-1.340E-01, 4.450E+00, 2.262E+00
 4.550E+00, 2.889E+00, 4.550E+00,-1.116E-01, 4.550E+00, 2.093E+00
 4.650E+00, 2.692E+00, 4.650E+00,-9.044E-02, 4.650E+00, 1.940E+00
 4.750E+00, 2.516E+00, 4.750E+00,-7.205E-02, 4.750E+00, 1.801E+00
 4.850E+00, 2.359E+00, 4.850E+00,-5.411E-02, 4.850E+00, 1.676E+00
 4.950E+00, 2.217E+00, 4.950E+00,-3.606E-02, 4.950E+00, 1.562E+00
 5.050E+00, 2.088E+00, 5.050E+00,-1.977E-02, 5.050E+00, 1.459E+00
 5.150E+00, 1.972E+00, 5.150E+00,-5.953E-03, 5.150E+00, 1.365E+00
 5.250E+00, 1.866E+00, 5.250E+00, 7.604E-03, 5.250E+00, 1.279E+00
 5.350E+00, 1.771E+00, 5.350E+00, 2.046E-02, 5.350E+00, 1.201E+00
 5.450E+00, 1.684E+00, 5.450E+00, 3.215E-02, 5.450E+00, 1.129E+00
 5.550E+00, 1.607E+00, 5.550E+00, 4.461E-02, 5.550E+00, 1.063E+00
 5.650E+00, 1.533E+00, 5.650E+00, 5.416E-02, 5.650E+00, 1.003E+00
 5.750E+00, 1.466E+00, 5.750E+00, 6.314E-02, 5.750E+00, 9.474E-01
 5.850E+00, 1.405E+00, 5.850E+00, 7.214E-02, 5.850E+00, 8.962E-01
