m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 5.533E+01, 2.750E+00, 4.210E-01, 2.750E+00, 1.756E+01
 2.850E+00, 4.635E+01, 2.850E+00,-3.279E-01, 2.850E+00, 1.873E+01
 2.950E+00, 4.018E+01, 2.950E+00,-8.612E-01, 2.950E+00, 1.801E+01
 3.050E+00, 3.579E+01, 3.050E+00,-1.189E+00, 3.050E+00, 1.727E+01
 3.150E+00, 3.231E+01, 3.150E+00,-1.229E+00, 3.150E+00, 1.646E+01
 3.250E+00, 2.952E+01, 3.250E+00,-1.273E+00, 3.250E+00, 1.570E+01
 3.350E+00, 2.721E+01, 3.350E+00,-1.199E+00, 3.350E+00, 1.496E+01
 3.450E+00, 2.525E+01, 3.450E+00,-1.120E+00, 3.450E+00, 1.425E+01
 3.550E+00, 2.363E+01, 3.550E+00,-1.032E+00, 3.550E+00, 1.361E+01
 3.650E+00, 2.222E+01, 3.650E+00,-9.214E-01, 3.650E+00, 1.299E+01
 3.750E+00, 2.094E+01, 3.750E+00,-8.311E-01, 3.750E+00, 1.240E+01
 3.850E+00, 1.978E+01, 3.850E+00,-7.557E-01, 3.850E+00, 1.185E+01
 3.950E+00, 1.875E+01, 3.950E+00,-6.583E-01, 3.950E+00, 1.132E+01
 4.050E+00, 1.781E+01, 4.050E+00,-5.660E-01, 4.050E+00, 1.082E+01
 4.150E+00, 1.696E+01, 4.150E+00,-4.799E-01, 4.150E+00, 1.036E+01
 4.250E+00, 1.620E+01, 4.250E+00,-3.826E-01, 4.250E+00, 9.913E+00
 4.350E+00, 1.549E+01, 4.350E+00,-2.994E-01, 4.350E+00, 9.494E+00
 4.450E+00, 1.483E+01, 4.450E+00,-2.188E-01, 4.450E+00, 9.091E+00
 4.550E+00, 1.421E+01, 4.550E+00,-1.352E-01, 4.550E+00, 8.703E+00
 4.650E+00, 1.363E+01, 4.650E+00,-6.268E-02, 4.650E+00, 8.336E+00
 4.750E+00, 1.310E+01, 4.750E+00, 1.245E-02, 4.750E+00, 7.986E+00
 4.850E+00, 1.264E+01, 4.850E+00, 9.441E-02, 4.850E+00, 7.653E+00
 4.950E+00, 1.222E+01, 4.950E+00, 1.776E-01, 4.950E+00, 7.335E+00
 5.050E+00, 1.182E+01, 5.050E+00, 2.607E-01, 5.050E+00, 7.036E+00
 5.150E+00, 1.145E+01, 5.150E+00, 3.413E-01, 5.150E+00, 6.751E+00
 5.250E+00, 1.109E+01, 5.250E+00, 4.124E-01, 5.250E+00, 6.476E+00
 5.350E+00, 1.075E+01, 5.350E+00, 4.770E-01, 5.350E+00, 6.214E+00
 5.450E+00, 1.043E+01, 5.450E+00, 5.375E-01, 5.450E+00, 5.965E+00
 5.550E+00, 1.013E+01, 5.550E+00, 6.007E-01, 5.550E+00, 5.726E+00
 5.650E+00, 9.846E+00, 5.650E+00, 6.628E-01, 5.650E+00, 5.497E+00
 5.750E+00, 9.587E+00, 5.750E+00, 7.242E-01, 5.750E+00, 5.277E+00
 5.850E+00, 9.333E+00, 5.850E+00, 7.782E-01, 5.850E+00, 5.068E+00
 5.950E+00, 9.094E+00, 5.950E+00, 8.269E-01, 5.950E+00, 4.870E+00
 6.050E+00, 8.856E+00, 6.050E+00, 8.706E-01, 6.050E+00, 4.679E+00
 6.150E+00, 8.630E+00, 6.150E+00, 9.177E-01, 6.150E+00, 4.495E+00
 6.250E+00, 8.414E+00, 6.250E+00, 9.633E-01, 6.250E+00, 4.321E+00
 6.350E+00, 8.211E+00, 6.350E+00, 1.007E+00, 6.350E+00, 4.155E+00
 6.450E+00, 8.019E+00, 6.450E+00, 1.047E+00, 6.450E+00, 3.997E+00
 6.550E+00, 7.840E+00, 6.550E+00, 1.091E+00, 6.550E+00, 3.845E+00
 6.650E+00, 7.666E+00, 6.650E+00, 1.130E+00, 6.650E+00, 3.698E+00
 6.750E+00, 7.503E+00, 6.750E+00, 1.168E+00, 6.750E+00, 3.557E+00
 6.850E+00, 7.340E+00, 6.850E+00, 1.200E+00, 6.850E+00, 3.421E+00
 6.950E+00, 7.185E+00, 6.950E+00, 1.231E+00, 6.950E+00, 3.290E+00
 7.050E+00, 7.031E+00, 7.050E+00, 1.257E+00, 7.050E+00, 3.164E+00
 7.150E+00, 6.884E+00, 7.150E+00, 1.282E+00, 7.150E+00, 3.043E+00
 7.250E+00, 6.742E+00, 7.250E+00, 1.307E+00, 7.250E+00, 2.926E+00
 7.350E+00, 6.608E+00, 7.350E+00, 1.334E+00, 7.350E+00, 2.812E+00
 7.450E+00, 6.478E+00, 7.450E+00, 1.362E+00, 7.450E+00, 2.703E+00
 7.550E+00, 6.355E+00, 7.550E+00, 1.390E+00, 7.550E+00, 2.598E+00
 7.650E+00, 6.240E+00, 7.650E+00, 1.418E+00, 7.650E+00, 2.497E+00
 7.750E+00, 6.123E+00, 7.750E+00, 1.443E+00, 7.750E+00, 2.400E+00
 7.850E+00, 6.009E+00, 7.850E+00, 1.465E+00, 7.850E+00, 2.307E+00
 7.950E+00, 5.903E+00, 7.950E+00, 1.486E+00, 7.950E+00, 2.217E+00
 8.050E+00, 5.792E+00, 8.050E+00, 1.503E+00, 8.050E+00, 2.131E+00
 8.150E+00, 5.691E+00, 8.150E+00, 1.518E+00, 8.150E+00, 2.048E+00
 8.250E+00, 5.586E+00, 8.250E+00, 1.530E+00, 8.250E+00, 1.969E+00
 8.350E+00, 5.490E+00, 8.350E+00, 1.542E+00, 8.350E+00, 1.893E+00
 8.450E+00, 5.388E+00, 8.450E+00, 1.550E+00, 8.450E+00, 1.820E+00
 8.550E+00, 5.298E+00, 8.550E+00, 1.560E+00, 8.550E+00, 1.750E+00
 8.650E+00, 5.197E+00, 8.650E+00, 1.565E+00, 8.650E+00, 1.682E+00
 8.750E+00, 5.110E+00, 8.750E+00, 1.572E+00, 8.750E+00, 1.617E+00
 8.850E+00, 5.011E+00, 8.850E+00, 1.574E+00, 8.850E+00, 1.554E+00
 8.950E+00, 4.928E+00, 8.950E+00, 1.580E+00, 8.950E+00, 1.493E+00
 9.050E+00, 4.834E+00, 9.050E+00, 1.582E+00, 9.050E+00, 1.435E+00
 9.150E+00, 4.752E+00, 9.150E+00, 1.585E+00, 9.150E+00, 1.377E+00
 9.250E+00, 4.658E+00, 9.250E+00, 1.584E+00, 9.250E+00, 1.322E+00
 9.350E+00, 4.575E+00, 9.350E+00, 1.584E+00, 9.350E+00, 1.268E+00
 9.450E+00, 4.485E+00, 9.450E+00, 1.583E+00, 9.450E+00, 1.215E+00
 9.550E+00, 4.401E+00, 9.550E+00, 1.580E+00, 9.550E+00, 1.164E+00
 9.650E+00, 4.309E+00, 9.650E+00, 1.576E+00, 9.650E+00, 1.113E+00
 9.750E+00, 4.214E+00, 9.750E+00, 1.568E+00, 9.750E+00, 1.064E+00
 9.850E+00, 4.121E+00, 9.850E+00, 1.562E+00, 9.850E+00, 1.014E+00
 9.950E+00, 4.004E+00, 9.950E+00, 1.543E+00, 9.950E+00, 9.661E-01
 1.005E+01, 3.901E+00, 1.005E+01, 1.533E+00, 1.005E+01, 9.151E-01
 1.015E+01, 3.730E+00, 1.015E+01, 1.493E+00, 1.015E+01, 8.663E-01
 1.025E+01, 3.583E+00, 1.025E+01, 1.479E+00, 1.025E+01, 8.065E-01
