m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 1.770E+01, 2.750E+00,-2.154E-01, 2.750E+00, 9.689E+00
 2.850E+00, 1.428E+01, 2.850E+00,-4.562E-01, 2.850E+00, 8.964E+00
 2.950E+00, 1.207E+01, 2.950E+00,-5.735E-01, 2.950E+00, 7.953E+00
 3.050E+00, 1.046E+01, 3.050E+00,-5.096E-01, 3.050E+00, 7.066E+00
 3.150E+00, 9.165E+00, 3.150E+00,-4.554E-01, 3.150E+00, 6.321E+00
 3.250E+00, 8.112E+00, 3.250E+00,-4.145E-01, 3.250E+00, 5.683E+00
 3.350E+00, 7.237E+00, 3.350E+00,-3.731E-01, 3.350E+00, 5.128E+00
 3.450E+00, 6.494E+00, 3.450E+00,-3.267E-01, 3.450E+00, 4.639E+00
 3.550E+00, 5.849E+00, 3.550E+00,-2.906E-01, 3.550E+00, 4.211E+00
 3.650E+00, 5.291E+00, 3.650E+00,-2.642E-01, 3.650E+00, 3.834E+00
 3.750E+00, 4.806E+00, 3.750E+00,-2.390E-01, 3.750E+00, 3.500E+00
 3.850E+00, 4.380E+00, 3.850E+00,-2.162E-01, 3.850E+00, 3.202E+00
 3.950E+00, 4.003E+00, 3.950E+00,-1.969E-01, 3.950E+00, 2.936E+00
 4.050E+00, 3.670E+00, 4.050E+00,-1.761E-01, 4.050E+00, 2.698E+00
 4.150E+00, 3.375E+00, 4.150E+00,-1.573E-01, 4.150E+00, 2.484E+00
 4.250E+00, 3.113E+00, 4.250E+00,-1.402E-01, 4.250E+00, 2.292E+00
 4.350E+00, 2.877E+00, 4.350E+00,-1.267E-01, 4.350E+00, 2.120E+00
 4.450E+00, 2.666E+00, 4.450E+00,-1.145E-01, 4.450E+00, 1.964E+00
 4.550E+00, 2.478E+00, 4.550E+00,-1.015E-01, 4.550E+00, 1.823E+00
 4.650E+00, 2.307E+00, 4.650E+00,-8.879E-02, 4.650E+00, 1.695E+00
 4.750E+00, 2.153E+00, 4.750E+00,-7.661E-02, 4.750E+00, 1.578E+00
 4.850E+00, 2.014E+00, 4.850E+00,-6.637E-02, 4.850E+00, 1.472E+00
 4.950E+00, 1.888E+00, 4.950E+00,-5.676E-02, 4.950E+00, 1.375E+00
 5.050E+00, 1.773E+00, 5.050E+00,-4.806E-02, 5.050E+00, 1.287E+00
 5.150E+00, 1.671E+00, 5.150E+00,-3.991E-02, 5.150E+00, 1.206E+00
 5.250E+00, 1.578E+00, 5.250E+00,-3.211E-02, 5.250E+00, 1.132E+00
 5.350E+00, 1.493E+00, 5.350E+00,-2.382E-02, 5.350E+00, 1.064E+00
 5.450E+00, 1.413E+00, 5.450E+00,-1.658E-02, 5.450E+00, 1.002E+00
 5.550E+00, 1.342E+00, 5.550E+00,-8.813E-03, 5.550E+00, 9.444E-01
 5.650E+00, 1.276E+00, 5.650E+00,-2.292E-03, 5.650E+00, 8.912E-01
 5.750E+00, 1.217E+00, 5.750E+00, 4.289E-03, 5.750E+00, 8.420E-01
 5.850E+00, 1.163E+00, 5.850E+00, 1.194E-02, 5.850E+00, 7.963E-01
 5.950E+00, 1.114E+00, 5.950E+00, 1.931E-02, 5.950E+00, 7.538E-01
 6.050E+00, 1.069E+00, 6.050E+00, 2.652E-02, 6.050E+00, 7.142E-01
 6.150E+00, 1.027E+00, 6.150E+00, 3.331E-02, 6.150E+00, 6.774E-01
 6.250E+00, 9.882E-01, 6.250E+00, 4.007E-02, 6.250E+00, 6.431E-01
 6.350E+00, 9.534E-01, 6.350E+00, 4.750E-02, 6.350E+00, 6.109E-01
 6.450E+00, 9.207E-01, 6.450E+00, 5.415E-02, 6.450E+00, 5.808E-01
 6.550E+00, 8.905E-01, 6.550E+00, 6.086E-02, 6.550E+00, 5.527E-01
 6.650E+00, 8.632E-01, 6.650E+00, 6.764E-02, 6.650E+00, 5.264E-01
 6.750E+00, 8.366E-01, 6.750E+00, 7.333E-02, 6.750E+00, 5.017E-01
 6.850E+00, 8.102E-01, 6.850E+00, 7.775E-02, 6.850E+00, 4.786E-01
 6.950E+00, 7.849E-01, 6.950E+00, 8.166E-02, 6.950E+00, 4.568E-01
 7.050E+00, 7.610E-01, 7.050E+00, 8.568E-02, 7.050E+00, 4.362E-01
 7.150E+00, 7.391E-01, 7.150E+00, 8.982E-02, 7.150E+00, 4.168E-01
 7.250E+00, 7.196E-01, 7.250E+00, 9.455E-02, 7.250E+00, 3.985E-01
 7.350E+00, 7.019E-01, 7.350E+00, 9.948E-02, 7.350E+00, 3.811E-01
 7.450E+00, 6.850E-01, 7.450E+00, 1.041E-01, 7.450E+00, 3.648E-01
 7.550E+00, 6.691E-01, 7.550E+00, 1.085E-01, 7.550E+00, 3.492E-01
 7.650E+00, 6.535E-01, 7.650E+00, 1.124E-01, 7.650E+00, 3.345E-01
 7.750E+00, 6.396E-01, 7.750E+00, 1.169E-01, 7.750E+00, 3.205E-01
 7.850E+00, 6.274E-01, 7.850E+00, 1.215E-01, 7.850E+00, 3.072E-01
 7.950E+00, 6.156E-01, 7.950E+00, 1.260E-01, 7.950E+00, 2.946E-01
 8.050E+00, 6.032E-01, 8.050E+00, 1.295E-01, 8.050E+00, 2.826E-01
 8.150E+00, 5.916E-01, 8.150E+00, 1.327E-01, 8.150E+00, 2.712E-01
 8.250E+00, 5.811E-01, 8.250E+00, 1.361E-01, 8.250E+00, 2.601E-01
 8.350E+00, 5.731E-01, 8.350E+00, 1.405E-01, 8.350E+00, 2.494E-01
 8.450E+00, 5.641E-01, 8.450E+00, 1.441E-01, 8.450E+00, 2.393E-01
 8.550E+00, 5.567E-01, 8.550E+00, 1.484E-01, 8.550E+00, 2.296E-01
 8.650E+00, 5.482E-01, 8.650E+00, 1.519E-01, 8.650E+00, 2.203E-01
 8.750E+00, 5.408E-01, 8.750E+00, 1.554E-01, 8.750E+00, 2.113E-01
 8.850E+00, 5.328E-01, 8.850E+00, 1.584E-01, 8.850E+00, 2.026E-01
 8.950E+00, 5.265E-01, 8.950E+00, 1.621E-01, 8.950E+00, 1.942E-01
 9.050E+00, 5.184E-01, 9.050E+00, 1.646E-01, 9.050E+00, 1.863E-01
 9.150E+00, 5.123E-01, 9.150E+00, 1.678E-01, 9.150E+00, 1.785E-01
 9.250E+00, 5.033E-01, 9.250E+00, 1.691E-01, 9.250E+00, 1.713E-01
 9.350E+00, 4.966E-01, 9.350E+00, 1.712E-01, 9.350E+00, 1.642E-01
 9.450E+00, 4.884E-01, 9.450E+00, 1.725E-01, 9.450E+00, 1.573E-01
 9.550E+00, 4.831E-01, 9.550E+00, 1.750E-01, 9.550E+00, 1.506E-01
 9.650E+00, 4.749E-01, 9.650E+00, 1.760E-01, 9.650E+00, 1.443E-01
 9.750E+00, 4.681E-01, 9.750E+00, 1.776E-01, 9.750E+00, 1.380E-01
