m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 3.392E+01, 2.750E+00, 8.187E-01, 2.750E+00, 1.350E+01
 2.850E+00, 2.612E+01, 2.850E+00, 1.506E-01, 2.850E+00, 1.317E+01
 2.950E+00, 2.086E+01, 2.950E+00,-1.894E-01, 2.950E+00, 1.168E+01
 3.050E+00, 1.733E+01, 3.050E+00,-3.925E-01, 3.050E+00, 1.039E+01
 3.150E+00, 1.478E+01, 3.150E+00,-4.278E-01, 3.150E+00, 9.246E+00
 3.250E+00, 1.288E+01, 3.250E+00,-4.064E-01, 3.250E+00, 8.269E+00
 3.350E+00, 1.138E+01, 3.350E+00,-3.763E-01, 3.350E+00, 7.435E+00
 3.450E+00, 1.016E+01, 3.450E+00,-3.327E-01, 3.450E+00, 6.712E+00
 3.550E+00, 9.129E+00, 3.550E+00,-2.908E-01, 3.550E+00, 6.083E+00
 3.650E+00, 8.248E+00, 3.650E+00,-2.538E-01, 3.650E+00, 5.532E+00
 3.750E+00, 7.485E+00, 3.750E+00,-2.211E-01, 3.750E+00, 5.047E+00
 3.850E+00, 6.823E+00, 3.850E+00,-1.895E-01, 3.850E+00, 4.617E+00
 3.950E+00, 6.249E+00, 3.950E+00,-1.552E-01, 3.950E+00, 4.234E+00
 4.050E+00, 5.748E+00, 4.050E+00,-1.217E-01, 4.050E+00, 3.891E+00
 4.150E+00, 5.308E+00, 4.150E+00,-9.058E-02, 4.150E+00, 3.585E+00
 4.250E+00, 4.919E+00, 4.250E+00,-6.147E-02, 4.250E+00, 3.310E+00
 4.350E+00, 4.575E+00, 4.350E+00,-3.489E-02, 4.350E+00, 3.062E+00
 4.450E+00, 4.266E+00, 4.450E+00,-1.127E-02, 4.450E+00, 2.839E+00
 4.550E+00, 3.991E+00, 4.550E+00, 1.112E-02, 4.550E+00, 2.638E+00
 4.650E+00, 3.745E+00, 4.650E+00, 3.468E-02, 4.650E+00, 2.454E+00
 4.750E+00, 3.525E+00, 4.750E+00, 5.806E-02, 4.750E+00, 2.288E+00
 4.850E+00, 3.326E+00, 4.850E+00, 8.071E-02, 4.850E+00, 2.135E+00
 4.950E+00, 3.147E+00, 4.950E+00, 1.023E-01, 4.950E+00, 1.996E+00
 5.050E+00, 2.984E+00, 5.050E+00, 1.222E-01, 5.050E+00, 1.869E+00
 5.150E+00, 2.834E+00, 5.150E+00, 1.398E-01, 5.150E+00, 1.751E+00
 5.250E+00, 2.696E+00, 5.250E+00, 1.560E-01, 5.250E+00, 1.643E+00
 5.350E+00, 2.570E+00, 5.350E+00, 1.717E-01, 5.350E+00, 1.544E+00
 5.450E+00, 2.455E+00, 5.450E+00, 1.876E-01, 5.450E+00, 1.452E+00
 5.550E+00, 2.351E+00, 5.550E+00, 2.035E-01, 5.550E+00, 1.368E+00
 5.650E+00, 2.256E+00, 5.650E+00, 2.191E-01, 5.650E+00, 1.289E+00
 5.750E+00, 2.169E+00, 5.750E+00, 2.343E-01, 5.750E+00, 1.216E+00
 5.850E+00, 2.087E+00, 5.850E+00, 2.481E-01, 5.850E+00, 1.148E+00
 5.950E+00, 2.011E+00, 5.950E+00, 2.604E-01, 5.950E+00, 1.085E+00
 6.050E+00, 1.939E+00, 6.050E+00, 2.711E-01, 6.050E+00, 1.026E+00
 6.150E+00, 1.870E+00, 6.150E+00, 2.809E-01, 6.150E+00, 9.708E-01
 6.250E+00, 1.805E+00, 6.250E+00, 2.894E-01, 6.250E+00, 9.196E-01
 6.350E+00, 1.744E+00, 6.350E+00, 2.974E-01, 6.350E+00, 8.719E-01
 6.450E+00, 1.688E+00, 6.450E+00, 3.052E-01, 6.450E+00, 8.272E-01
 6.550E+00, 1.635E+00, 6.550E+00, 3.121E-01, 6.550E+00, 7.854E-01
 6.650E+00, 1.586E+00, 6.650E+00, 3.185E-01, 6.650E+00, 7.462E-01
 6.750E+00, 1.540E+00, 6.750E+00, 3.248E-01, 6.750E+00, 7.094E-01
 6.850E+00, 1.498E+00, 6.850E+00, 3.312E-01, 6.850E+00, 6.749E-01
 6.950E+00, 1.459E+00, 6.950E+00, 3.384E-01, 6.950E+00, 6.424E-01
 7.050E+00, 1.424E+00, 7.050E+00, 3.454E-01, 7.050E+00, 6.119E-01
 7.150E+00, 1.389E+00, 7.150E+00, 3.507E-01, 7.150E+00, 5.832E-01
 7.250E+00, 1.356E+00, 7.250E+00, 3.550E-01, 7.250E+00, 5.563E-01
 7.350E+00, 1.324E+00, 7.350E+00, 3.580E-01, 7.350E+00, 5.310E-01
 7.450E+00, 1.295E+00, 7.450E+00, 3.618E-01, 7.450E+00, 5.072E-01
 7.550E+00, 1.269E+00, 7.550E+00, 3.656E-01, 7.550E+00, 4.848E-01
