m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 4.435E+01, 2.750E+00, 1.385E+00, 2.750E+00, 1.566E+01
 2.850E+00, 3.605E+01, 2.850E+00, 7.241E-01, 2.850E+00, 1.590E+01
 2.950E+00, 2.945E+01, 2.950E+00, 1.867E-01, 2.950E+00, 1.460E+01
 3.050E+00, 2.468E+01, 3.050E+00,-1.232E-01, 3.050E+00, 1.333E+01
 3.150E+00, 2.133E+01, 3.150E+00,-3.033E-01, 3.150E+00, 1.220E+01
 3.250E+00, 1.888E+01, 3.250E+00,-4.303E-01, 3.250E+00, 1.124E+01
 3.350E+00, 1.699E+01, 3.350E+00,-4.933E-01, 3.350E+00, 1.041E+01
 3.450E+00, 1.549E+01, 3.450E+00,-5.223E-01, 3.450E+00, 9.681E+00
 3.550E+00, 1.423E+01, 3.550E+00,-5.320E-01, 3.550E+00, 9.036E+00
 3.650E+00, 1.316E+01, 3.650E+00,-5.122E-01, 3.650E+00, 8.452E+00
 3.750E+00, 1.222E+01, 3.750E+00,-4.826E-01, 3.750E+00, 7.921E+00
 3.850E+00, 1.139E+01, 3.850E+00,-4.453E-01, 3.850E+00, 7.433E+00
 3.950E+00, 1.065E+01, 3.950E+00,-4.078E-01, 3.950E+00, 6.982E+00
 4.050E+00, 9.975E+00, 4.050E+00,-3.715E-01, 4.050E+00, 6.563E+00
 4.150E+00, 9.353E+00, 4.150E+00,-3.390E-01, 4.150E+00, 6.173E+00
 4.250E+00, 8.783E+00, 4.250E+00,-3.057E-01, 4.250E+00, 5.810E+00
 4.350E+00, 8.261E+00, 4.350E+00,-2.708E-01, 4.350E+00, 5.469E+00
 4.450E+00, 7.784E+00, 4.450E+00,-2.302E-01, 4.450E+00, 5.148E+00
 4.550E+00, 7.344E+00, 4.550E+00,-1.875E-01, 4.550E+00, 4.846E+00
 4.650E+00, 6.939E+00, 4.650E+00,-1.445E-01, 4.650E+00, 4.562E+00
 4.750E+00, 6.564E+00, 4.750E+00,-1.016E-01, 4.750E+00, 4.294E+00
 4.850E+00, 6.217E+00, 4.850E+00,-6.187E-02, 4.850E+00, 4.044E+00
 4.950E+00, 5.895E+00, 4.950E+00,-2.482E-02, 4.950E+00, 3.809E+00
 5.050E+00, 5.599E+00, 5.050E+00, 1.034E-02, 5.050E+00, 3.588E+00
 5.150E+00, 5.325E+00, 5.150E+00, 4.546E-02, 5.150E+00, 3.382E+00
 5.250E+00, 5.071E+00, 5.250E+00, 7.876E-02, 5.250E+00, 3.190E+00
 5.350E+00, 4.836E+00, 5.350E+00, 1.088E-01, 5.350E+00, 3.011E+00
 5.450E+00, 4.623E+00, 5.450E+00, 1.394E-01, 5.450E+00, 2.845E+00
 5.550E+00, 4.429E+00, 5.550E+00, 1.699E-01, 5.550E+00, 2.691E+00
 5.650E+00, 4.249E+00, 5.650E+00, 1.998E-01, 5.650E+00, 2.547E+00
 5.750E+00, 4.083E+00, 5.750E+00, 2.289E-01, 5.750E+00, 2.412E+00
 5.850E+00, 3.934E+00, 5.850E+00, 2.602E-01, 5.850E+00, 2.287E+00
 5.950E+00, 3.801E+00, 5.950E+00, 2.929E-01, 5.950E+00, 2.169E+00
 6.050E+00, 3.679E+00, 6.050E+00, 3.258E-01, 6.050E+00, 2.059E+00
 6.150E+00, 3.568E+00, 6.150E+00, 3.578E-01, 6.150E+00, 1.956E+00
 6.250E+00, 3.465E+00, 6.250E+00, 3.886E-01, 6.250E+00, 1.859E+00
 6.350E+00, 3.370E+00, 6.350E+00, 4.177E-01, 6.350E+00, 1.768E+00
 6.450E+00, 3.281E+00, 6.450E+00, 4.462E-01, 6.450E+00, 1.682E+00
 6.550E+00, 3.199E+00, 6.550E+00, 4.742E-01, 6.550E+00, 1.600E+00
 6.650E+00, 3.121E+00, 6.650E+00, 5.010E-01, 6.650E+00, 1.523E+00
 6.750E+00, 3.046E+00, 6.750E+00, 5.242E-01, 6.750E+00, 1.451E+00
 6.850E+00, 2.969E+00, 6.850E+00, 5.418E-01, 6.850E+00, 1.383E+00
 6.950E+00, 2.897E+00, 6.950E+00, 5.596E-01, 6.950E+00, 1.319E+00
 7.050E+00, 2.831E+00, 7.050E+00, 5.772E-01, 7.050E+00, 1.257E+00
 7.150E+00, 2.770E+00, 7.150E+00, 5.957E-01, 7.150E+00, 1.199E+00
 7.250E+00, 2.713E+00, 7.250E+00, 6.133E-01, 7.250E+00, 1.145E+00
 7.350E+00, 2.659E+00, 7.350E+00, 6.293E-01, 7.350E+00, 1.093E+00
 7.450E+00, 2.606E+00, 7.450E+00, 6.435E-01, 7.450E+00, 1.044E+00
 7.550E+00, 2.555E+00, 7.550E+00, 6.561E-01, 7.550E+00, 9.974E-01
 7.650E+00, 2.506E+00, 7.650E+00, 6.682E-01, 7.650E+00, 9.534E-01
 7.750E+00, 2.459E+00, 7.750E+00, 6.798E-01, 7.750E+00, 9.117E-01
 7.850E+00, 2.413E+00, 7.850E+00, 6.891E-01, 7.850E+00, 8.722E-01
 7.950E+00, 2.374E+00, 7.950E+00, 7.006E-01, 7.950E+00, 8.349E-01
 8.050E+00, 2.336E+00, 8.050E+00, 7.114E-01, 8.050E+00, 7.995E-01
 8.150E+00, 2.302E+00, 8.150E+00, 7.225E-01, 8.150E+00, 7.659E-01
 8.250E+00, 2.264E+00, 8.250E+00, 7.297E-01, 8.250E+00, 7.339E-01
 8.350E+00, 2.230E+00, 8.350E+00, 7.372E-01, 8.350E+00, 7.033E-01
 8.450E+00, 2.194E+00, 8.450E+00, 7.422E-01, 8.450E+00, 6.742E-01
 8.550E+00, 2.164E+00, 8.550E+00, 7.485E-01, 8.550E+00, 6.465E-01
 8.650E+00, 2.128E+00, 8.650E+00, 7.514E-01, 8.650E+00, 6.203E-01
 8.750E+00, 2.098E+00, 8.750E+00, 7.556E-01, 8.750E+00, 5.950E-01
 8.850E+00, 2.065E+00, 8.850E+00, 7.581E-01, 8.850E+00, 5.709E-01
 8.950E+00, 2.040E+00, 8.950E+00, 7.632E-01, 8.950E+00, 5.476E-01
 9.050E+00, 2.010E+00, 9.050E+00, 7.670E-01, 9.050E+00, 5.254E-01
 9.150E+00, 1.986E+00, 9.150E+00, 7.718E-01, 9.150E+00, 5.039E-01
 9.250E+00, 1.958E+00, 9.250E+00, 7.757E-01, 9.250E+00, 4.833E-01
 9.350E+00, 1.936E+00, 9.350E+00, 7.804E-01, 9.350E+00, 4.630E-01
 9.450E+00, 1.906E+00, 9.450E+00, 7.817E-01, 9.450E+00, 4.436E-01
 9.550E+00, 1.883E+00, 9.550E+00, 7.842E-01, 9.550E+00, 4.244E-01
 9.650E+00, 1.853E+00, 9.650E+00, 7.847E-01, 9.650E+00, 4.059E-01
 9.750E+00, 1.823E+00, 9.750E+00, 7.839E-01, 9.750E+00, 3.876E-01
 9.850E+00, 1.791E+00, 9.850E+00, 7.829E-01, 9.850E+00, 3.695E-01
 9.950E+00, 1.755E+00, 9.950E+00, 7.798E-01, 9.950E+00, 3.516E-01
 1.005E+01, 1.723E+00, 1.005E+01, 7.801E-01, 1.005E+01, 3.324E-01
 1.015E+01, 1.660E+00, 1.015E+01, 7.653E-01, 1.015E+01, 3.143E-01
 1.025E+01, 1.620E+00, 1.025E+01, 7.689E-01, 1.025E+01, 2.916E-01
