m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 3.008E+01, 2.750E+00, 2.157E+00, 2.750E+00, 1.124E+01
 2.850E+00, 2.512E+01, 2.850E+00, 1.555E+00, 2.850E+00, 1.145E+01
 2.950E+00, 2.073E+01, 2.950E+00, 9.983E-01, 2.950E+00, 1.048E+01
 3.050E+00, 1.748E+01, 3.050E+00, 5.661E-01, 3.050E+00, 9.555E+00
 3.150E+00, 1.518E+01, 3.150E+00, 3.341E-01, 3.150E+00, 8.728E+00
 3.250E+00, 1.351E+01, 3.250E+00, 2.383E-01, 3.250E+00, 8.008E+00
 3.350E+00, 1.220E+01, 3.350E+00, 1.889E-01, 3.350E+00, 7.385E+00
 3.450E+00, 1.114E+01, 3.450E+00, 1.854E-01, 3.450E+00, 6.831E+00
 3.550E+00, 1.026E+01, 3.550E+00, 1.933E-01, 3.550E+00, 6.334E+00
 3.650E+00, 9.491E+00, 3.650E+00, 1.954E-01, 3.650E+00, 5.885E+00
 3.750E+00, 8.835E+00, 3.750E+00, 2.217E-01, 3.750E+00, 5.473E+00
 3.850E+00, 8.264E+00, 3.850E+00, 2.626E-01, 3.850E+00, 5.097E+00
 3.950E+00, 7.771E+00, 3.950E+00, 3.043E-01, 3.950E+00, 4.755E+00
 4.050E+00, 7.320E+00, 4.050E+00, 3.390E-01, 4.050E+00, 4.446E+00
 4.150E+00, 6.917E+00, 4.150E+00, 3.711E-01, 4.150E+00, 4.163E+00
 4.250E+00, 6.550E+00, 4.250E+00, 3.987E-01, 4.250E+00, 3.904E+00
 4.350E+00, 6.221E+00, 4.350E+00, 4.248E-01, 4.350E+00, 3.666E+00
 4.450E+00, 5.919E+00, 4.450E+00, 4.489E-01, 4.450E+00, 3.448E+00
 4.550E+00, 5.641E+00, 4.550E+00, 4.678E-01, 4.550E+00, 3.249E+00
 4.650E+00, 5.391E+00, 4.650E+00, 4.861E-01, 4.650E+00, 3.069E+00
 4.750E+00, 5.168E+00, 4.750E+00, 5.070E-01, 4.750E+00, 2.903E+00
 4.850E+00, 4.974E+00, 4.850E+00, 5.319E-01, 4.850E+00, 2.750E+00
 4.950E+00, 4.800E+00, 4.950E+00, 5.578E-01, 4.950E+00, 2.609E+00
 5.050E+00, 4.638E+00, 5.050E+00, 5.823E-01, 5.050E+00, 2.477E+00
 5.150E+00, 4.489E+00, 5.150E+00, 6.046E-01, 5.150E+00, 2.354E+00
 5.250E+00, 4.344E+00, 5.250E+00, 6.225E-01, 5.250E+00, 2.241E+00
 5.350E+00, 4.208E+00, 5.350E+00, 6.383E-01, 5.350E+00, 2.135E+00
 5.450E+00, 4.078E+00, 5.450E+00, 6.516E-01, 5.450E+00, 2.035E+00
 5.550E+00, 3.959E+00, 5.550E+00, 6.659E-01, 5.550E+00, 1.940E+00
 5.650E+00, 3.844E+00, 5.650E+00, 6.786E-01, 5.650E+00, 1.851E+00
 5.750E+00, 3.733E+00, 5.750E+00, 6.915E-01, 5.750E+00, 1.766E+00
 5.850E+00, 3.630E+00, 5.850E+00, 7.033E-01, 5.850E+00, 1.686E+00
 5.950E+00, 3.531E+00, 5.950E+00, 7.140E-01, 5.950E+00, 1.608E+00
 6.050E+00, 3.438E+00, 6.050E+00, 7.241E-01, 6.050E+00, 1.535E+00
 6.150E+00, 3.352E+00, 6.150E+00, 7.348E-01, 6.150E+00, 1.466E+00
 6.250E+00, 3.270E+00, 6.250E+00, 7.448E-01, 6.250E+00, 1.400E+00
 6.350E+00, 3.195E+00, 6.350E+00, 7.573E-01, 6.350E+00, 1.337E+00
 6.450E+00, 3.125E+00, 6.450E+00, 7.695E-01, 6.450E+00, 1.277E+00
 6.550E+00, 3.063E+00, 6.550E+00, 7.848E-01, 6.550E+00, 1.221E+00
 6.650E+00, 3.003E+00, 6.650E+00, 7.989E-01, 6.650E+00, 1.167E+00
 6.750E+00, 2.948E+00, 6.750E+00, 8.130E-01, 6.750E+00, 1.117E+00
 6.850E+00, 2.893E+00, 6.850E+00, 8.261E-01, 6.850E+00, 1.069E+00
 6.950E+00, 2.845E+00, 6.950E+00, 8.400E-01, 6.950E+00, 1.024E+00
 7.050E+00, 2.802E+00, 7.050E+00, 8.558E-01, 7.050E+00, 9.797E-01
 7.150E+00, 2.761E+00, 7.150E+00, 8.695E-01, 7.150E+00, 9.376E-01
 7.250E+00, 2.725E+00, 7.250E+00, 8.861E-01, 7.250E+00, 8.973E-01
 7.350E+00, 2.691E+00, 7.350E+00, 9.002E-01, 7.350E+00, 8.589E-01
 7.450E+00, 2.656E+00, 7.450E+00, 9.128E-01, 7.450E+00, 8.227E-01
 7.550E+00, 2.617E+00, 7.550E+00, 9.200E-01, 7.550E+00, 7.886E-01
 7.650E+00, 2.578E+00, 7.650E+00, 9.255E-01, 7.650E+00, 7.564E-01
 7.750E+00, 2.539E+00, 7.750E+00, 9.286E-01, 7.750E+00, 7.256E-01
 7.850E+00, 2.502E+00, 7.850E+00, 9.318E-01, 7.850E+00, 6.962E-01
 7.950E+00, 2.467E+00, 7.950E+00, 9.350E-01, 7.950E+00, 6.677E-01
 8.050E+00, 2.430E+00, 8.050E+00, 9.353E-01, 8.050E+00, 6.408E-01
 8.150E+00, 2.396E+00, 8.150E+00, 9.359E-01, 8.150E+00, 6.152E-01
 8.250E+00, 2.359E+00, 8.250E+00, 9.341E-01, 8.250E+00, 5.914E-01
 8.350E+00, 2.325E+00, 8.350E+00, 9.333E-01, 8.350E+00, 5.685E-01
 8.450E+00, 2.289E+00, 8.450E+00, 9.315E-01, 8.450E+00, 5.472E-01
 8.550E+00, 2.260E+00, 8.550E+00, 9.314E-01, 8.550E+00, 5.264E-01
 8.650E+00, 2.227E+00, 8.650E+00, 9.294E-01, 8.650E+00, 5.068E-01
 8.750E+00, 2.199E+00, 8.750E+00, 9.296E-01, 8.750E+00, 4.875E-01
 8.850E+00, 2.169E+00, 8.850E+00, 9.283E-01, 8.850E+00, 4.692E-01
 8.950E+00, 2.148E+00, 8.950E+00, 9.306E-01, 8.950E+00, 4.510E-01
 9.050E+00, 2.120E+00, 9.050E+00, 9.302E-01, 9.050E+00, 4.340E-01
 9.150E+00, 2.104E+00, 9.150E+00, 9.338E-01, 9.150E+00, 4.168E-01
 9.250E+00, 2.075E+00, 9.250E+00, 9.323E-01, 9.250E+00, 4.009E-01
 9.350E+00, 2.056E+00, 9.350E+00, 9.345E-01, 9.350E+00, 3.847E-01
 9.450E+00, 2.029E+00, 9.450E+00, 9.339E-01, 9.450E+00, 3.694E-01
 9.550E+00, 2.010E+00, 9.550E+00, 9.373E-01, 9.550E+00, 3.540E-01
 9.650E+00, 1.986E+00, 9.650E+00, 9.381E-01, 9.650E+00, 3.392E-01
 9.750E+00, 1.963E+00, 9.750E+00, 9.395E-01, 9.750E+00, 3.244E-01
 9.850E+00, 1.936E+00, 9.850E+00, 9.393E-01, 9.850E+00, 3.096E-01
 9.950E+00, 1.902E+00, 9.950E+00, 9.342E-01, 9.950E+00, 2.951E-01
 1.005E+01, 1.870E+00, 1.005E+01, 9.325E-01, 1.005E+01, 2.792E-01
 1.015E+01, 1.802E+00, 1.015E+01, 9.115E-01, 1.015E+01, 2.649E-01
 1.025E+01, 1.754E+00, 1.025E+01, 9.085E-01, 1.025E+01, 2.458E-01
