m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 7.149E+01, 2.750E+00, 1.540E+00, 2.750E+00, 2.229E+01
 2.850E+00, 7.515E+01, 2.850E+00, 1.741E+00, 2.850E+00, 2.406E+01
 2.950E+00, 7.297E+01, 2.950E+00, 1.452E+00, 2.950E+00, 2.447E+01
 3.050E+00, 6.823E+01, 3.050E+00, 9.722E-01, 3.050E+00, 2.445E+01
 3.150E+00, 6.322E+01, 3.150E+00, 5.153E-01, 3.150E+00, 2.421E+01
 3.250E+00, 5.870E+01, 3.250E+00, 1.812E-01, 3.250E+00, 2.374E+01
 3.350E+00, 5.476E+01, 3.350E+00,-9.817E-02, 3.350E+00, 2.320E+01
 3.450E+00, 5.133E+01, 3.450E+00,-3.245E-01, 3.450E+00, 2.263E+01
 3.550E+00, 4.837E+01, 3.550E+00,-5.134E-01, 3.550E+00, 2.207E+01
 3.650E+00, 4.580E+01, 3.650E+00,-6.691E-01, 3.650E+00, 2.152E+01
 3.750E+00, 4.354E+01, 3.750E+00,-7.833E-01, 3.750E+00, 2.099E+01
 3.850E+00, 4.153E+01, 3.850E+00,-8.606E-01, 3.850E+00, 2.047E+01
 3.950E+00, 3.972E+01, 3.950E+00,-9.070E-01, 3.950E+00, 1.997E+01
 4.050E+00, 3.809E+01, 4.050E+00,-9.241E-01, 4.050E+00, 1.948E+01
 4.150E+00, 3.658E+01, 4.150E+00,-9.219E-01, 4.150E+00, 1.899E+01
 4.250E+00, 3.516E+01, 4.250E+00,-8.991E-01, 4.250E+00, 1.849E+01
 4.350E+00, 3.382E+01, 4.350E+00,-8.596E-01, 4.350E+00, 1.799E+01
 4.450E+00, 3.254E+01, 4.450E+00,-8.010E-01, 4.450E+00, 1.748E+01
 4.550E+00, 3.132E+01, 4.550E+00,-7.286E-01, 4.550E+00, 1.697E+01
 4.650E+00, 3.014E+01, 4.650E+00,-6.513E-01, 4.650E+00, 1.645E+01
 4.750E+00, 2.899E+01, 4.750E+00,-5.697E-01, 4.750E+00, 1.594E+01
 4.850E+00, 2.788E+01, 4.850E+00,-4.840E-01, 4.850E+00, 1.542E+01
 4.950E+00, 2.678E+01, 4.950E+00,-3.919E-01, 4.950E+00, 1.489E+01
 5.050E+00, 2.570E+01, 5.050E+00,-3.002E-01, 5.050E+00, 1.437E+01
 5.150E+00, 2.465E+01, 5.150E+00,-2.116E-01, 5.150E+00, 1.385E+01
 5.250E+00, 2.363E+01, 5.250E+00,-1.232E-01, 5.250E+00, 1.333E+01
 5.350E+00, 2.263E+01, 5.350E+00,-3.889E-02, 5.350E+00, 1.280E+01
 5.450E+00, 2.166E+01, 5.450E+00, 4.490E-02, 5.450E+00, 1.228E+01
 5.550E+00, 2.072E+01, 5.550E+00, 1.356E-01, 5.550E+00, 1.176E+01
 5.650E+00, 1.983E+01, 5.650E+00, 2.292E-01, 5.650E+00, 1.124E+01
 5.750E+00, 1.897E+01, 5.750E+00, 3.270E-01, 5.750E+00, 1.073E+01
 5.850E+00, 1.815E+01, 5.850E+00, 4.234E-01, 5.850E+00, 1.023E+01
 5.950E+00, 1.736E+01, 5.950E+00, 5.194E-01, 5.950E+00, 9.746E+00
 6.050E+00, 1.660E+01, 6.050E+00, 6.100E-01, 6.050E+00, 9.273E+00
 6.150E+00, 1.587E+01, 6.150E+00, 6.936E-01, 6.150E+00, 8.814E+00
 6.250E+00, 1.518E+01, 6.250E+00, 7.691E-01, 6.250E+00, 8.371E+00
 6.350E+00, 1.451E+01, 6.350E+00, 8.405E-01, 6.350E+00, 7.944E+00
 6.450E+00, 1.387E+01, 6.450E+00, 9.053E-01, 6.450E+00, 7.534E+00
 6.550E+00, 1.327E+01, 6.550E+00, 9.680E-01, 6.550E+00, 7.139E+00
 6.650E+00, 1.270E+01, 6.650E+00, 1.028E+00, 6.650E+00, 6.762E+00
 6.750E+00, 1.216E+01, 6.750E+00, 1.084E+00, 6.750E+00, 6.401E+00
 6.850E+00, 1.165E+01, 6.850E+00, 1.138E+00, 6.850E+00, 6.056E+00
 6.950E+00, 1.117E+01, 6.950E+00, 1.187E+00, 6.950E+00, 5.728E+00
 7.050E+00, 1.071E+01, 7.050E+00, 1.234E+00, 7.050E+00, 5.415E+00
 7.150E+00, 1.028E+01, 7.150E+00, 1.280E+00, 7.150E+00, 5.117E+00
 7.250E+00, 9.874E+00, 7.250E+00, 1.323E+00, 7.250E+00, 4.835E+00
 7.350E+00, 9.489E+00, 7.350E+00, 1.364E+00, 7.350E+00, 4.567E+00
 7.450E+00, 9.125E+00, 7.450E+00, 1.400E+00, 7.450E+00, 4.314E+00
 7.550E+00, 8.781E+00, 7.550E+00, 1.433E+00, 7.550E+00, 4.074E+00
 7.650E+00, 8.457E+00, 7.650E+00, 1.465E+00, 7.650E+00, 3.847E+00
 7.750E+00, 8.156E+00, 7.750E+00, 1.497E+00, 7.750E+00, 3.632E+00
 7.850E+00, 7.870E+00, 7.850E+00, 1.525E+00, 7.850E+00, 3.430E+00
 7.950E+00, 7.604E+00, 7.950E+00, 1.551E+00, 7.950E+00, 3.239E+00
 8.050E+00, 7.343E+00, 8.050E+00, 1.569E+00, 8.050E+00, 3.061E+00
 8.150E+00, 7.100E+00, 8.150E+00, 1.586E+00, 8.150E+00, 2.893E+00
 8.250E+00, 6.868E+00, 8.250E+00, 1.601E+00, 8.250E+00, 2.735E+00
 8.350E+00, 6.655E+00, 8.350E+00, 1.616E+00, 8.350E+00, 2.585E+00
 8.450E+00, 6.444E+00, 8.450E+00, 1.624E+00, 8.450E+00, 2.446E+00
 8.550E+00, 6.253E+00, 8.550E+00, 1.635E+00, 8.550E+00, 2.314E+00
 8.650E+00, 6.053E+00, 8.650E+00, 1.636E+00, 8.650E+00, 2.190E+00
 8.750E+00, 5.872E+00, 8.750E+00, 1.640E+00, 8.750E+00, 2.072E+00
 8.850E+00, 5.690E+00, 8.850E+00, 1.639E+00, 8.850E+00, 1.962E+00
 8.950E+00, 5.533E+00, 8.950E+00, 1.642E+00, 8.950E+00, 1.857E+00
 9.050E+00, 5.371E+00, 9.050E+00, 1.641E+00, 9.050E+00, 1.760E+00
 9.150E+00, 5.235E+00, 9.150E+00, 1.646E+00, 9.150E+00, 1.667E+00
 9.250E+00, 5.085E+00, 9.250E+00, 1.645E+00, 9.250E+00, 1.579E+00
 9.350E+00, 4.960E+00, 9.350E+00, 1.648E+00, 9.350E+00, 1.495E+00
 9.450E+00, 4.819E+00, 9.450E+00, 1.644E+00, 9.450E+00, 1.415E+00
 9.550E+00, 4.694E+00, 9.550E+00, 1.639E+00, 9.550E+00, 1.339E+00
 9.650E+00, 4.554E+00, 9.650E+00, 1.628E+00, 9.650E+00, 1.266E+00
 9.750E+00, 4.426E+00, 9.750E+00, 1.617E+00, 9.750E+00, 1.195E+00
 9.850E+00, 4.288E+00, 9.850E+00, 1.605E+00, 9.850E+00, 1.127E+00
 9.950E+00, 4.144E+00, 9.950E+00, 1.585E+00, 9.950E+00, 1.061E+00
 1.005E+01, 4.001E+00, 1.005E+01, 1.568E+00, 1.005E+01, 9.958E-01
 1.015E+01, 3.808E+00, 1.015E+01, 1.526E+00, 1.015E+01, 9.336E-01
 1.025E+01, 3.640E+00, 1.025E+01, 1.512E+00, 1.025E+01, 8.634E-01
