m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 7.843E+01, 2.750E+00, 2.352E+00, 2.750E+00, 1.788E+01
 2.850E+00, 8.213E+01, 2.850E+00, 2.446E+00, 2.850E+00, 2.014E+01
 2.950E+00, 8.447E+01, 2.950E+00, 2.366E+00, 2.950E+00, 2.089E+01
 3.050E+00, 8.647E+01, 3.050E+00, 2.450E+00, 3.050E+00, 2.142E+01
 3.150E+00, 8.727E+01, 3.150E+00, 2.409E+00, 3.150E+00, 2.188E+01
 3.250E+00, 8.753E+01, 3.250E+00, 2.412E+00, 3.250E+00, 2.217E+01
 3.350E+00, 8.742E+01, 3.350E+00, 2.450E+00, 3.350E+00, 2.231E+01
 3.450E+00, 8.712E+01, 3.450E+00, 2.550E+00, 3.450E+00, 2.235E+01
 3.550E+00, 8.668E+01, 3.550E+00, 2.693E+00, 3.550E+00, 2.229E+01
 3.650E+00, 8.605E+01, 3.650E+00, 2.838E+00, 3.650E+00, 2.220E+01
 3.750E+00, 8.522E+01, 3.750E+00, 2.975E+00, 3.750E+00, 2.208E+01
 3.850E+00, 8.419E+01, 3.850E+00, 3.084E+00, 3.850E+00, 2.196E+01
 3.950E+00, 8.298E+01, 3.950E+00, 3.176E+00, 3.950E+00, 2.184E+01
 4.050E+00, 8.160E+01, 4.050E+00, 3.247E+00, 4.050E+00, 2.172E+01
 4.150E+00, 8.008E+01, 4.150E+00, 3.296E+00, 4.150E+00, 2.159E+01
 4.250E+00, 7.845E+01, 4.250E+00, 3.319E+00, 4.250E+00, 2.146E+01
 4.350E+00, 7.674E+01, 4.350E+00, 3.318E+00, 4.350E+00, 2.133E+01
 4.450E+00, 7.496E+01, 4.450E+00, 3.311E+00, 4.450E+00, 2.119E+01
 4.550E+00, 7.314E+01, 4.550E+00, 3.294E+00, 4.550E+00, 2.105E+01
 4.650E+00, 7.127E+01, 4.650E+00, 3.279E+00, 4.650E+00, 2.089E+01
 4.750E+00, 6.937E+01, 4.750E+00, 3.256E+00, 4.750E+00, 2.071E+01
 4.850E+00, 6.746E+01, 4.850E+00, 3.229E+00, 4.850E+00, 2.052E+01
 4.950E+00, 6.553E+01, 4.950E+00, 3.199E+00, 4.950E+00, 2.030E+01
 5.050E+00, 6.359E+01, 5.050E+00, 3.176E+00, 5.050E+00, 2.006E+01
 5.150E+00, 6.162E+01, 5.150E+00, 3.149E+00, 5.150E+00, 1.981E+01
 5.250E+00, 5.965E+01, 5.250E+00, 3.120E+00, 5.250E+00, 1.953E+01
 5.350E+00, 5.769E+01, 5.350E+00, 3.081E+00, 5.350E+00, 1.924E+01
 5.450E+00, 5.573E+01, 5.450E+00, 3.036E+00, 5.450E+00, 1.894E+01
 5.550E+00, 5.380E+01, 5.550E+00, 2.990E+00, 5.550E+00, 1.862E+01
 5.650E+00, 5.192E+01, 5.650E+00, 2.957E+00, 5.650E+00, 1.829E+01
 5.750E+00, 5.008E+01, 5.750E+00, 2.930E+00, 5.750E+00, 1.793E+01
 5.850E+00, 4.828E+01, 5.850E+00, 2.916E+00, 5.850E+00, 1.755E+01
 5.950E+00, 4.655E+01, 5.950E+00, 2.902E+00, 5.950E+00, 1.717E+01
 6.050E+00, 4.489E+01, 6.050E+00, 2.901E+00, 6.050E+00, 1.677E+01
 6.150E+00, 4.329E+01, 6.150E+00, 2.905E+00, 6.150E+00, 1.637E+01
 6.250E+00, 4.172E+01, 6.250E+00, 2.920E+00, 6.250E+00, 1.595E+01
 6.350E+00, 4.019E+01, 6.350E+00, 2.927E+00, 6.350E+00, 1.552E+01
 6.450E+00, 3.870E+01, 6.450E+00, 2.941E+00, 6.450E+00, 1.508E+01
 6.550E+00, 3.726E+01, 6.550E+00, 2.953E+00, 6.550E+00, 1.464E+01
 6.650E+00, 3.586E+01, 6.650E+00, 2.966E+00, 6.650E+00, 1.419E+01
 6.750E+00, 3.451E+01, 6.750E+00, 2.975E+00, 6.750E+00, 1.374E+01
 6.850E+00, 3.321E+01, 6.850E+00, 2.978E+00, 6.850E+00, 1.330E+01
 6.950E+00, 3.194E+01, 6.950E+00, 2.984E+00, 6.950E+00, 1.285E+01
 7.050E+00, 3.073E+01, 7.050E+00, 2.982E+00, 7.050E+00, 1.241E+01
 7.150E+00, 2.956E+01, 7.150E+00, 2.985E+00, 7.150E+00, 1.196E+01
 7.250E+00, 2.845E+01, 7.250E+00, 2.987E+00, 7.250E+00, 1.153E+01
