m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 5.734E+01, 2.750E+00,-1.597E-01, 2.750E+00, 1.736E+01
 2.850E+00, 4.659E+01, 2.850E+00,-1.009E+00, 2.850E+00, 1.852E+01
 2.950E+00, 3.972E+01, 2.950E+00,-1.562E+00, 2.950E+00, 1.772E+01
 3.050E+00, 3.473E+01, 3.050E+00,-1.755E+00, 3.050E+00, 1.676E+01
 3.150E+00, 3.077E+01, 3.150E+00,-1.812E+00, 3.150E+00, 1.582E+01
 3.250E+00, 2.756E+01, 3.250E+00,-1.786E+00, 3.250E+00, 1.489E+01
 3.350E+00, 2.486E+01, 3.350E+00,-1.724E+00, 3.350E+00, 1.400E+01
 3.450E+00, 2.258E+01, 3.450E+00,-1.633E+00, 3.450E+00, 1.316E+01
 3.550E+00, 2.060E+01, 3.550E+00,-1.547E+00, 3.550E+00, 1.236E+01
 3.650E+00, 1.886E+01, 3.650E+00,-1.446E+00, 3.650E+00, 1.161E+01
 3.750E+00, 1.734E+01, 3.750E+00,-1.348E+00, 3.750E+00, 1.090E+01
 3.850E+00, 1.598E+01, 3.850E+00,-1.261E+00, 3.850E+00, 1.024E+01
 3.950E+00, 1.478E+01, 3.950E+00,-1.182E+00, 3.950E+00, 9.628E+00
 4.050E+00, 1.370E+01, 4.050E+00,-1.103E+00, 4.050E+00, 9.056E+00
 4.150E+00, 1.274E+01, 4.150E+00,-1.027E+00, 4.150E+00, 8.523E+00
 4.250E+00, 1.187E+01, 4.250E+00,-9.518E-01, 4.250E+00, 8.025E+00
 4.350E+00, 1.109E+01, 4.350E+00,-8.747E-01, 4.350E+00, 7.559E+00
 4.450E+00, 1.039E+01, 4.450E+00,-8.029E-01, 4.450E+00, 7.123E+00
 4.550E+00, 9.748E+00, 4.550E+00,-7.331E-01, 4.550E+00, 6.717E+00
 4.650E+00, 9.171E+00, 4.650E+00,-6.605E-01, 4.650E+00, 6.337E+00
 4.750E+00, 8.645E+00, 4.750E+00,-5.974E-01, 4.750E+00, 5.985E+00
 4.850E+00, 8.163E+00, 4.850E+00,-5.437E-01, 4.850E+00, 5.658E+00
 4.950E+00, 7.726E+00, 4.950E+00,-4.947E-01, 4.950E+00, 5.355E+00
 5.050E+00, 7.328E+00, 5.050E+00,-4.510E-01, 5.050E+00, 5.073E+00
 5.150E+00, 6.961E+00, 5.150E+00,-4.075E-01, 5.150E+00, 4.810E+00
 5.250E+00, 6.622E+00, 5.250E+00,-3.673E-01, 5.250E+00, 4.564E+00
 5.350E+00, 6.304E+00, 5.350E+00,-3.316E-01, 5.350E+00, 4.333E+00
 5.450E+00, 6.003E+00, 5.450E+00,-2.974E-01, 5.450E+00, 4.117E+00
 5.550E+00, 5.726E+00, 5.550E+00,-2.648E-01, 5.550E+00, 3.915E+00
 5.650E+00, 5.472E+00, 5.650E+00,-2.315E-01, 5.650E+00, 3.725E+00
 5.750E+00, 5.240E+00, 5.750E+00,-1.965E-01, 5.750E+00, 3.547E+00
 5.850E+00, 5.024E+00, 5.850E+00,-1.638E-01, 5.850E+00, 3.379E+00
 5.950E+00, 4.821E+00, 5.950E+00,-1.322E-01, 5.950E+00, 3.221E+00
 6.050E+00, 4.631E+00, 6.050E+00,-1.025E-01, 6.050E+00, 3.072E+00
 6.150E+00, 4.454E+00, 6.150E+00,-7.152E-02, 6.150E+00, 2.932E+00
 6.250E+00, 4.286E+00, 6.250E+00,-4.414E-02, 6.250E+00, 2.799E+00
 6.350E+00, 4.128E+00, 6.350E+00,-1.675E-02, 6.350E+00, 2.673E+00
 6.450E+00, 3.979E+00, 6.450E+00, 8.209E-03, 6.450E+00, 2.553E+00
 6.550E+00, 3.842E+00, 6.550E+00, 3.416E-02, 6.550E+00, 2.440E+00
 6.650E+00, 3.712E+00, 6.650E+00, 5.733E-02, 6.650E+00, 2.331E+00
 6.750E+00, 3.591E+00, 6.750E+00, 8.061E-02, 6.750E+00, 2.228E+00
 6.850E+00, 3.475E+00, 6.850E+00, 1.044E-01, 6.850E+00, 2.128E+00
 6.950E+00, 3.365E+00, 6.950E+00, 1.267E-01, 6.950E+00, 2.033E+00
 7.050E+00, 3.254E+00, 7.050E+00, 1.445E-01, 7.050E+00, 1.943E+00
 7.150E+00, 3.153E+00, 7.150E+00, 1.641E-01, 7.150E+00, 1.856E+00
 7.250E+00, 3.054E+00, 7.250E+00, 1.825E-01, 7.250E+00, 1.773E+00
 7.350E+00, 2.964E+00, 7.350E+00, 2.013E-01, 7.350E+00, 1.695E+00
 7.450E+00, 2.880E+00, 7.450E+00, 2.209E-01, 7.450E+00, 1.620E+00
 7.550E+00, 2.803E+00, 7.550E+00, 2.420E-01, 7.550E+00, 1.548E+00
 7.650E+00, 2.730E+00, 7.650E+00, 2.616E-01, 7.650E+00, 1.480E+00
 7.750E+00, 2.661E+00, 7.750E+00, 2.799E-01, 7.750E+00, 1.416E+00
 7.850E+00, 2.590E+00, 7.850E+00, 2.938E-01, 7.850E+00, 1.355E+00
 7.950E+00, 2.525E+00, 7.950E+00, 3.090E-01, 7.950E+00, 1.296E+00
 8.050E+00, 2.458E+00, 8.050E+00, 3.221E-01, 8.050E+00, 1.241E+00
 8.150E+00, 2.398E+00, 8.150E+00, 3.383E-01, 8.150E+00, 1.188E+00
 8.250E+00, 2.339E+00, 8.250E+00, 3.526E-01, 8.250E+00, 1.137E+00
 8.350E+00, 2.284E+00, 8.350E+00, 3.669E-01, 8.350E+00, 1.089E+00
 8.450E+00, 2.227E+00, 8.450E+00, 3.782E-01, 8.450E+00, 1.043E+00
 8.550E+00, 2.177E+00, 8.550E+00, 3.908E-01, 8.550E+00, 9.987E-01
 8.650E+00, 2.124E+00, 8.650E+00, 4.000E-01, 8.650E+00, 9.565E-01
 8.750E+00, 2.078E+00, 8.750E+00, 4.109E-01, 8.750E+00, 9.155E-01
 8.850E+00, 2.029E+00, 8.850E+00, 4.194E-01, 8.850E+00, 8.764E-01
 8.950E+00, 1.989E+00, 8.950E+00, 4.303E-01, 8.950E+00, 8.384E-01
 9.050E+00, 1.943E+00, 9.050E+00, 4.378E-01, 9.050E+00, 8.022E-01
 9.150E+00, 1.908E+00, 9.150E+00, 4.489E-01, 9.150E+00, 7.667E-01
 9.250E+00, 1.869E+00, 9.250E+00, 4.583E-01, 9.250E+00, 7.328E-01
 9.350E+00, 1.838E+00, 9.350E+00, 4.702E-01, 9.350E+00, 6.998E-01
 9.450E+00, 1.804E+00, 9.450E+00, 4.808E-01, 9.450E+00, 6.682E-01
 9.550E+00, 1.774E+00, 9.550E+00, 4.912E-01, 9.550E+00, 6.375E-01
 9.650E+00, 1.739E+00, 9.650E+00, 5.003E-01, 9.650E+00, 6.081E-01
 9.750E+00, 1.705E+00, 9.750E+00, 5.085E-01, 9.750E+00, 5.796E-01
 9.850E+00, 1.673E+00, 9.850E+00, 5.181E-01, 9.850E+00, 5.513E-01
 9.950E+00, 1.630E+00, 9.950E+00, 5.212E-01, 9.950E+00, 5.239E-01
 1.005E+01, 1.601E+00, 1.005E+01, 5.325E-01, 1.005E+01, 4.947E-01
 1.015E+01, 1.535E+00, 1.015E+01, 5.257E-01, 1.015E+01, 4.670E-01
 1.025E+01, 1.501E+00, 1.025E+01, 5.402E-01, 1.025E+01, 4.345E-01
