m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 3.005E+01, 2.750E+00,-6.632E-01, 2.750E+00, 1.361E+01
 2.850E+00, 2.416E+01, 2.850E+00,-9.596E-01, 2.850E+00, 1.325E+01
 2.950E+00, 2.043E+01, 2.950E+00,-1.130E+00, 2.950E+00, 1.204E+01
 3.050E+00, 1.765E+01, 3.050E+00,-1.096E+00, 3.050E+00, 1.091E+01
 3.150E+00, 1.547E+01, 3.150E+00,-1.056E+00, 3.150E+00, 9.931E+00
 3.250E+00, 1.370E+01, 3.250E+00,-9.554E-01, 3.250E+00, 9.036E+00
 3.350E+00, 1.222E+01, 3.350E+00,-8.639E-01, 3.350E+00, 8.240E+00
 3.450E+00, 1.096E+01, 3.450E+00,-7.869E-01, 3.450E+00, 7.529E+00
 3.550E+00, 9.871E+00, 3.550E+00,-7.136E-01, 3.550E+00, 6.888E+00
 3.650E+00, 8.936E+00, 3.650E+00,-6.462E-01, 3.650E+00, 6.310E+00
 3.750E+00, 8.120E+00, 3.750E+00,-5.719E-01, 3.750E+00, 5.786E+00
 3.850E+00, 7.404E+00, 3.850E+00,-5.108E-01, 3.850E+00, 5.316E+00
 3.950E+00, 6.770E+00, 3.950E+00,-4.619E-01, 3.950E+00, 4.893E+00
 4.050E+00, 6.204E+00, 4.050E+00,-4.226E-01, 4.050E+00, 4.512E+00
 4.150E+00, 5.701E+00, 4.150E+00,-3.842E-01, 4.150E+00, 4.167E+00
 4.250E+00, 5.253E+00, 4.250E+00,-3.458E-01, 4.250E+00, 3.853E+00
 4.350E+00, 4.852E+00, 4.350E+00,-3.115E-01, 4.350E+00, 3.568E+00
 4.450E+00, 4.492E+00, 4.450E+00,-2.792E-01, 4.450E+00, 3.308E+00
 4.550E+00, 4.169E+00, 4.550E+00,-2.492E-01, 4.550E+00, 3.071E+00
 4.650E+00, 3.876E+00, 4.650E+00,-2.215E-01, 4.650E+00, 2.855E+00
 4.750E+00, 3.613E+00, 4.750E+00,-1.954E-01, 4.750E+00, 2.657E+00
 4.850E+00, 3.375E+00, 4.850E+00,-1.701E-01, 4.850E+00, 2.476E+00
 4.950E+00, 3.162E+00, 4.950E+00,-1.482E-01, 4.950E+00, 2.310E+00
 5.050E+00, 2.968E+00, 5.050E+00,-1.278E-01, 5.050E+00, 2.159E+00
 5.150E+00, 2.791E+00, 5.150E+00,-1.084E-01, 5.150E+00, 2.021E+00
 5.250E+00, 2.629E+00, 5.250E+00,-9.079E-02, 5.250E+00, 1.894E+00
 5.350E+00, 2.481E+00, 5.350E+00,-7.299E-02, 5.350E+00, 1.777E+00
 5.450E+00, 2.347E+00, 5.450E+00,-5.452E-02, 5.450E+00, 1.669E+00
 5.550E+00, 2.226E+00, 5.550E+00,-3.723E-02, 5.550E+00, 1.569E+00
 5.650E+00, 2.117E+00, 5.650E+00,-2.097E-02, 5.650E+00, 1.477E+00
 5.750E+00, 2.018E+00, 5.750E+00,-4.923E-03, 5.750E+00, 1.393E+00
 5.850E+00, 1.927E+00, 5.850E+00, 1.157E-02, 5.850E+00, 1.314E+00
 5.950E+00, 1.846E+00, 5.950E+00, 2.892E-02, 5.950E+00, 1.241E+00
 6.050E+00, 1.772E+00, 6.050E+00, 4.581E-02, 6.050E+00, 1.173E+00
 6.150E+00, 1.700E+00, 6.150E+00, 5.837E-02, 6.150E+00, 1.110E+00
 6.250E+00, 1.630E+00, 6.250E+00, 6.783E-02, 6.250E+00, 1.051E+00
 6.350E+00, 1.564E+00, 6.350E+00, 7.652E-02, 6.350E+00, 9.968E-01
 6.450E+00, 1.504E+00, 6.450E+00, 8.580E-02, 6.450E+00, 9.457E-01
 6.550E+00, 1.449E+00, 6.550E+00, 9.650E-02, 6.550E+00, 8.977E-01
 6.650E+00, 1.400E+00, 6.650E+00, 1.067E-01, 6.650E+00, 8.529E-01
 6.750E+00, 1.354E+00, 6.750E+00, 1.168E-01, 6.750E+00, 8.110E-01
 6.850E+00, 1.311E+00, 6.850E+00, 1.261E-01, 6.850E+00, 7.716E-01
 6.950E+00, 1.270E+00, 6.950E+00, 1.349E-01, 6.950E+00, 7.347E-01
 7.050E+00, 1.231E+00, 7.050E+00, 1.423E-01, 7.050E+00, 7.000E-01
 7.150E+00, 1.195E+00, 7.150E+00, 1.504E-01, 7.150E+00, 6.674E-01
 7.250E+00, 1.163E+00, 7.250E+00, 1.592E-01, 7.250E+00, 6.365E-01
 7.350E+00, 1.136E+00, 7.350E+00, 1.700E-01, 7.350E+00, 6.073E-01
 7.450E+00, 1.110E+00, 7.450E+00, 1.794E-01, 7.450E+00, 5.798E-01
 7.550E+00, 1.086E+00, 7.550E+00, 1.893E-01, 7.550E+00, 5.537E-01
 7.650E+00, 1.063E+00, 7.650E+00, 1.982E-01, 7.650E+00, 5.291E-01
 7.750E+00, 1.042E+00, 7.750E+00, 2.071E-01, 7.750E+00, 5.059E-01
 7.850E+00, 1.023E+00, 7.850E+00, 2.163E-01, 7.850E+00, 4.839E-01
 7.950E+00, 1.006E+00, 7.950E+00, 2.245E-01, 7.950E+00, 4.629E-01
 8.050E+00, 9.866E-01, 8.050E+00, 2.305E-01, 8.050E+00, 4.432E-01
 8.150E+00, 9.686E-01, 8.150E+00, 2.363E-01, 8.150E+00, 4.244E-01
 8.250E+00, 9.508E-01, 8.250E+00, 2.417E-01, 8.250E+00, 4.066E-01
 8.350E+00, 9.348E-01, 8.350E+00, 2.472E-01, 8.350E+00, 3.895E-01
 8.450E+00, 9.195E-01, 8.450E+00, 2.530E-01, 8.450E+00, 3.733E-01
 8.550E+00, 9.046E-01, 8.550E+00, 2.581E-01, 8.550E+00, 3.579E-01
 8.650E+00, 8.882E-01, 8.650E+00, 2.617E-01, 8.650E+00, 3.433E-01
 8.750E+00, 8.721E-01, 8.750E+00, 2.646E-01, 8.750E+00, 3.293E-01
 8.850E+00, 8.536E-01, 8.850E+00, 2.658E-01, 8.850E+00, 3.160E-01
 8.950E+00, 8.398E-01, 8.950E+00, 2.688E-01, 8.950E+00, 3.030E-01
 9.050E+00, 8.231E-01, 9.050E+00, 2.702E-01, 9.050E+00, 2.907E-01
 9.150E+00, 8.101E-01, 9.150E+00, 2.728E-01, 9.150E+00, 2.786E-01
 9.250E+00, 7.955E-01, 9.250E+00, 2.749E-01, 9.250E+00, 2.672E-01
 9.350E+00, 7.835E-01, 9.350E+00, 2.776E-01, 9.350E+00, 2.559E-01
 9.450E+00, 7.684E-01, 9.450E+00, 2.788E-01, 9.450E+00, 2.454E-01
 9.550E+00, 7.580E-01, 9.550E+00, 2.822E-01, 9.550E+00, 2.350E-01
 9.650E+00, 7.448E-01, 9.650E+00, 2.842E-01, 9.650E+00, 2.250E-01
 9.750E+00, 7.313E-01, 9.750E+00, 2.850E-01, 9.750E+00, 2.153E-01
 9.850E+00, 7.172E-01, 9.850E+00, 2.861E-01, 9.850E+00, 2.056E-01
 9.950E+00, 6.997E-01, 9.950E+00, 2.846E-01, 9.950E+00, 1.961E-01
 1.005E+01, 6.876E-01, 1.005E+01, 2.872E-01, 1.005E+01, 1.857E-01
 1.015E+01, 6.603E-01, 1.015E+01, 2.808E-01, 1.015E+01, 1.759E-01
 1.025E+01, 6.460E-01, 1.025E+01, 2.851E-01, 1.025E+01, 1.640E-01
