m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 4.715E+01, 2.750E+00, 1.332E+00, 2.750E+00, 1.555E+01
 2.850E+00, 3.948E+01, 2.850E+00, 7.832E-01, 2.850E+00, 1.589E+01
 2.950E+00, 3.348E+01, 2.950E+00, 2.951E-01, 2.950E+00, 1.506E+01
 3.050E+00, 2.928E+01, 3.050E+00,-1.018E-01, 3.050E+00, 1.431E+01
 3.150E+00, 2.632E+01, 3.150E+00,-3.504E-01, 3.150E+00, 1.363E+01
 3.250E+00, 2.416E+01, 3.250E+00,-5.209E-01, 3.250E+00, 1.301E+01
 3.350E+00, 2.246E+01, 3.350E+00,-6.369E-01, 3.350E+00, 1.245E+01
 3.450E+00, 2.104E+01, 3.450E+00,-7.063E-01, 3.450E+00, 1.193E+01
 3.550E+00, 1.980E+01, 3.550E+00,-7.338E-01, 3.550E+00, 1.144E+01
 3.650E+00, 1.869E+01, 3.650E+00,-7.389E-01, 3.650E+00, 1.096E+01
 3.750E+00, 1.769E+01, 3.750E+00,-7.228E-01, 3.750E+00, 1.049E+01
 3.850E+00, 1.677E+01, 3.850E+00,-6.977E-01, 3.850E+00, 1.003E+01
 3.950E+00, 1.590E+01, 3.950E+00,-6.636E-01, 3.950E+00, 9.589E+00
 4.050E+00, 1.509E+01, 4.050E+00,-6.203E-01, 4.050E+00, 9.157E+00
 4.150E+00, 1.433E+01, 4.150E+00,-5.698E-01, 4.150E+00, 8.736E+00
 4.250E+00, 1.362E+01, 4.250E+00,-5.112E-01, 4.250E+00, 8.327E+00
 4.350E+00, 1.296E+01, 4.350E+00,-4.528E-01, 4.350E+00, 7.932E+00
 4.450E+00, 1.234E+01, 4.450E+00,-3.986E-01, 4.450E+00, 7.554E+00
 4.550E+00, 1.176E+01, 4.550E+00,-3.454E-01, 4.550E+00, 7.195E+00
 4.650E+00, 1.122E+01, 4.650E+00,-2.892E-01, 4.650E+00, 6.851E+00
 4.750E+00, 1.071E+01, 4.750E+00,-2.301E-01, 4.750E+00, 6.521E+00
 4.850E+00, 1.024E+01, 4.850E+00,-1.677E-01, 4.850E+00, 6.204E+00
 4.950E+00, 9.788E+00, 4.950E+00,-1.061E-01, 4.950E+00, 5.901E+00
 5.050E+00, 9.367E+00, 5.050E+00,-4.631E-02, 5.050E+00, 5.614E+00
 5.150E+00, 8.971E+00, 5.150E+00, 8.659E-03, 5.150E+00, 5.341E+00
 5.250E+00, 8.598E+00, 5.250E+00, 6.154E-02, 5.250E+00, 5.082E+00
 5.350E+00, 8.251E+00, 5.350E+00, 1.141E-01, 5.350E+00, 4.836E+00
 5.450E+00, 7.926E+00, 5.450E+00, 1.663E-01, 5.450E+00, 4.603E+00
 5.550E+00, 7.624E+00, 5.550E+00, 2.165E-01, 5.550E+00, 4.382E+00
 5.650E+00, 7.343E+00, 5.650E+00, 2.663E-01, 5.650E+00, 4.173E+00
 5.750E+00, 7.078E+00, 5.750E+00, 3.140E-01, 5.750E+00, 3.974E+00
 5.850E+00, 6.827E+00, 5.850E+00, 3.581E-01, 5.850E+00, 3.784E+00
 5.950E+00, 6.591E+00, 5.950E+00, 4.026E-01, 5.950E+00, 3.604E+00
 6.050E+00, 6.374E+00, 6.050E+00, 4.490E-01, 6.050E+00, 3.433E+00
 6.150E+00, 6.179E+00, 6.150E+00, 4.986E-01, 6.150E+00, 3.269E+00
 6.250E+00, 5.998E+00, 6.250E+00, 5.476E-01, 6.250E+00, 3.115E+00
 6.350E+00, 5.830E+00, 6.350E+00, 5.943E-01, 6.350E+00, 2.969E+00
 6.450E+00, 5.665E+00, 6.450E+00, 6.365E-01, 6.450E+00, 2.831E+00
 6.550E+00, 5.512E+00, 6.550E+00, 6.765E-01, 6.550E+00, 2.702E+00
 6.650E+00, 5.363E+00, 6.650E+00, 7.110E-01, 6.650E+00, 2.581E+00
 6.750E+00, 5.230E+00, 6.750E+00, 7.465E-01, 6.750E+00, 2.466E+00
 6.850E+00, 5.101E+00, 6.850E+00, 7.789E-01, 6.850E+00, 2.359E+00
 6.950E+00, 4.985E+00, 6.950E+00, 8.137E-01, 6.950E+00, 2.256E+00
 7.050E+00, 4.876E+00, 7.050E+00, 8.461E-01, 7.050E+00, 2.159E+00
 7.150E+00, 4.776E+00, 7.150E+00, 8.791E-01, 7.150E+00, 2.065E+00
 7.250E+00, 4.678E+00, 7.250E+00, 9.093E-01, 7.250E+00, 1.975E+00
 7.350E+00, 4.585E+00, 7.350E+00, 9.376E-01, 7.350E+00, 1.888E+00
 7.450E+00, 4.492E+00, 7.450E+00, 9.627E-01, 7.450E+00, 1.805E+00
 7.550E+00, 4.405E+00, 7.550E+00, 9.871E-01, 7.550E+00, 1.726E+00
 7.650E+00, 4.317E+00, 7.650E+00, 1.008E+00, 7.650E+00, 1.651E+00
 7.750E+00, 4.236E+00, 7.750E+00, 1.029E+00, 7.750E+00, 1.579E+00
 7.850E+00, 4.152E+00, 7.850E+00, 1.045E+00, 7.850E+00, 1.512E+00
 7.950E+00, 4.069E+00, 7.950E+00, 1.058E+00, 7.950E+00, 1.447E+00
 8.050E+00, 3.986E+00, 8.050E+00, 1.068E+00, 8.050E+00, 1.386E+00
 8.150E+00, 3.907E+00, 8.150E+00, 1.077E+00, 8.150E+00, 1.328E+00
 8.250E+00, 3.833E+00, 8.250E+00, 1.087E+00, 8.250E+00, 1.272E+00
 8.350E+00, 3.762E+00, 8.350E+00, 1.094E+00, 8.350E+00, 1.219E+00
 8.450E+00, 3.692E+00, 8.450E+00, 1.102E+00, 8.450E+00, 1.169E+00
 8.550E+00, 3.625E+00, 8.550E+00, 1.107E+00, 8.550E+00, 1.121E+00
 8.650E+00, 3.557E+00, 8.650E+00, 1.111E+00, 8.650E+00, 1.076E+00
 8.750E+00, 3.503E+00, 8.750E+00, 1.121E+00, 8.750E+00, 1.031E+00
 8.850E+00, 3.440E+00, 8.850E+00, 1.126E+00, 8.850E+00, 9.888E-01
 8.950E+00, 3.394E+00, 8.950E+00, 1.136E+00, 8.950E+00, 9.474E-01
 9.050E+00, 3.336E+00, 9.050E+00, 1.142E+00, 9.050E+00, 9.081E-01
 9.150E+00, 3.295E+00, 9.150E+00, 1.153E+00, 9.150E+00, 8.694E-01
 9.250E+00, 3.236E+00, 9.250E+00, 1.155E+00, 9.250E+00, 8.330E-01
 9.350E+00, 3.191E+00, 9.350E+00, 1.159E+00, 9.350E+00, 7.975E-01
 9.450E+00, 3.133E+00, 9.450E+00, 1.161E+00, 9.450E+00, 7.640E-01
 9.550E+00, 3.086E+00, 9.550E+00, 1.164E+00, 9.550E+00, 7.308E-01
 9.650E+00, 3.029E+00, 9.650E+00, 1.165E+00, 9.650E+00, 6.987E-01
 9.750E+00, 2.976E+00, 9.750E+00, 1.164E+00, 9.750E+00, 6.671E-01
 9.850E+00, 2.916E+00, 9.850E+00, 1.162E+00, 9.850E+00, 6.353E-01
 9.950E+00, 2.842E+00, 9.950E+00, 1.152E+00, 9.950E+00, 6.041E-01
 1.005E+01, 2.776E+00, 1.005E+01, 1.146E+00, 1.005E+01, 5.710E-01
 1.015E+01, 2.658E+00, 1.015E+01, 1.117E+00, 1.015E+01, 5.400E-01
 1.025E+01, 2.574E+00, 1.025E+01, 1.116E+00, 1.025E+01, 5.016E-01
