m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 6.200E+01, 2.750E+00, 1.576E+00, 2.750E+00, 1.730E+01
 2.850E+00, 5.799E+01, 2.850E+00, 1.286E+00, 2.850E+00, 1.819E+01
 2.950E+00, 5.158E+01, 2.950E+00, 6.434E-01, 2.950E+00, 1.787E+01
 3.050E+00, 4.606E+01, 3.050E+00,-5.980E-02, 3.050E+00, 1.765E+01
 3.150E+00, 4.198E+01, 3.150E+00,-6.231E-01, 3.150E+00, 1.742E+01
 3.250E+00, 3.905E+01, 3.250E+00,-1.062E+00, 3.250E+00, 1.721E+01
 3.350E+00, 3.688E+01, 3.350E+00,-1.352E+00, 3.350E+00, 1.695E+01
 3.450E+00, 3.516E+01, 3.450E+00,-1.526E+00, 3.450E+00, 1.666E+01
 3.550E+00, 3.377E+01, 3.550E+00,-1.614E+00, 3.550E+00, 1.635E+01
 3.650E+00, 3.257E+01, 3.650E+00,-1.655E+00, 3.650E+00, 1.604E+01
 3.750E+00, 3.152E+01, 3.750E+00,-1.671E+00, 3.750E+00, 1.573E+01
 3.850E+00, 3.057E+01, 3.850E+00,-1.659E+00, 3.850E+00, 1.542E+01
 3.950E+00, 2.967E+01, 3.950E+00,-1.643E+00, 3.950E+00, 1.511E+01
 4.050E+00, 2.881E+01, 4.050E+00,-1.618E+00, 4.050E+00, 1.481E+01
 4.150E+00, 2.797E+01, 4.150E+00,-1.585E+00, 4.150E+00, 1.450E+01
 4.250E+00, 2.715E+01, 4.250E+00,-1.545E+00, 4.250E+00, 1.418E+01
 4.350E+00, 2.634E+01, 4.350E+00,-1.502E+00, 4.350E+00, 1.385E+01
 4.450E+00, 2.552E+01, 4.450E+00,-1.449E+00, 4.450E+00, 1.350E+01
 4.550E+00, 2.470E+01, 4.550E+00,-1.394E+00, 4.550E+00, 1.315E+01
 4.650E+00, 2.388E+01, 4.650E+00,-1.331E+00, 4.650E+00, 1.278E+01
 4.750E+00, 2.306E+01, 4.750E+00,-1.262E+00, 4.750E+00, 1.241E+01
 4.850E+00, 2.225E+01, 4.850E+00,-1.180E+00, 4.850E+00, 1.202E+01
 4.950E+00, 2.147E+01, 4.950E+00,-1.092E+00, 4.950E+00, 1.164E+01
 5.050E+00, 2.071E+01, 5.050E+00,-9.944E-01, 5.050E+00, 1.125E+01
 5.150E+00, 1.997E+01, 5.150E+00,-8.970E-01, 5.150E+00, 1.087E+01
 5.250E+00, 1.925E+01, 5.250E+00,-7.961E-01, 5.250E+00, 1.048E+01
 5.350E+00, 1.855E+01, 5.350E+00,-6.981E-01, 5.350E+00, 1.010E+01
 5.450E+00, 1.787E+01, 5.450E+00,-5.993E-01, 5.450E+00, 9.733E+00
 5.550E+00, 1.722E+01, 5.550E+00,-4.934E-01, 5.550E+00, 9.364E+00
 5.650E+00, 1.660E+01, 5.650E+00,-3.899E-01, 5.650E+00, 9.002E+00
 5.750E+00, 1.600E+01, 5.750E+00,-2.886E-01, 5.750E+00, 8.646E+00
 5.850E+00, 1.541E+01, 5.850E+00,-1.937E-01, 5.850E+00, 8.298E+00
 5.950E+00, 1.484E+01, 5.950E+00,-1.032E-01, 5.950E+00, 7.958E+00
 6.050E+00, 1.429E+01, 6.050E+00,-1.704E-02, 6.050E+00, 7.628E+00
 6.150E+00, 1.377E+01, 6.150E+00, 6.283E-02, 6.150E+00, 7.309E+00
 6.250E+00, 1.327E+01, 6.250E+00, 1.397E-01, 6.250E+00, 7.001E+00
 6.350E+00, 1.279E+01, 6.350E+00, 2.072E-01, 6.350E+00, 6.707E+00
 6.450E+00, 1.234E+01, 6.450E+00, 2.749E-01, 6.450E+00, 6.425E+00
 6.550E+00, 1.192E+01, 6.550E+00, 3.374E-01, 6.550E+00, 6.156E+00
 6.650E+00, 1.152E+01, 6.650E+00, 4.010E-01, 6.650E+00, 5.897E+00
 6.750E+00, 1.114E+01, 6.750E+00, 4.604E-01, 6.750E+00, 5.649E+00
 6.850E+00, 1.078E+01, 6.850E+00, 5.195E-01, 6.850E+00, 5.412E+00
 6.950E+00, 1.044E+01, 6.950E+00, 5.735E-01, 6.950E+00, 5.185E+00
 7.050E+00, 1.012E+01, 7.050E+00, 6.279E-01, 7.050E+00, 4.968E+00
 7.150E+00, 9.822E+00, 7.150E+00, 6.850E-01, 7.150E+00, 4.762E+00
 7.250E+00, 9.537E+00, 7.250E+00, 7.369E-01, 7.250E+00, 4.567E+00
 7.350E+00, 9.276E+00, 7.350E+00, 7.907E-01, 7.350E+00, 4.379E+00
 7.450E+00, 9.019E+00, 7.450E+00, 8.391E-01, 7.450E+00, 4.199E+00
