m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 8.857E+01, 2.750E+00, 1.314E+00, 2.750E+00, 2.256E+01
 2.850E+00, 9.627E+01, 2.850E+00, 1.755E+00, 2.850E+00, 2.467E+01
 2.950E+00, 9.915E+01, 2.950E+00, 1.867E+00, 2.950E+00, 2.572E+01
 3.050E+00, 9.774E+01, 3.050E+00, 1.611E+00, 3.050E+00, 2.651E+01
 3.150E+00, 9.447E+01, 3.150E+00, 1.264E+00, 3.150E+00, 2.703E+01
 3.250E+00, 9.037E+01, 3.250E+00, 8.991E-01, 3.250E+00, 2.724E+01
 3.350E+00, 8.649E+01, 3.350E+00, 5.465E-01, 3.350E+00, 2.732E+01
 3.450E+00, 8.296E+01, 3.450E+00, 2.371E-01, 3.450E+00, 2.730E+01
 3.550E+00, 7.981E+01, 3.550E+00,-7.427E-03, 3.550E+00, 2.724E+01
 3.650E+00, 7.696E+01, 3.650E+00,-1.988E-01, 3.650E+00, 2.712E+01
 3.750E+00, 7.434E+01, 3.750E+00,-3.605E-01, 3.750E+00, 2.696E+01
 3.850E+00, 7.189E+01, 3.850E+00,-4.999E-01, 3.850E+00, 2.677E+01
 3.950E+00, 6.959E+01, 3.950E+00,-6.268E-01, 3.950E+00, 2.653E+01
 4.050E+00, 6.740E+01, 4.050E+00,-7.287E-01, 4.050E+00, 2.626E+01
 4.150E+00, 6.533E+01, 4.150E+00,-8.085E-01, 4.150E+00, 2.598E+01
 4.250E+00, 6.334E+01, 4.250E+00,-8.626E-01, 4.250E+00, 2.567E+01
 4.350E+00, 6.140E+01, 4.350E+00,-8.947E-01, 4.350E+00, 2.535E+01
 4.450E+00, 5.950E+01, 4.450E+00,-9.076E-01, 4.450E+00, 2.500E+01
 4.550E+00, 5.764E+01, 4.550E+00,-9.070E-01, 4.550E+00, 2.463E+01
 4.650E+00, 5.582E+01, 4.650E+00,-8.905E-01, 4.650E+00, 2.424E+01
 4.750E+00, 5.403E+01, 4.750E+00,-8.553E-01, 4.750E+00, 2.381E+01
 4.850E+00, 5.228E+01, 4.850E+00,-8.057E-01, 4.850E+00, 2.337E+01
 4.950E+00, 5.058E+01, 4.950E+00,-7.425E-01, 4.950E+00, 2.291E+01
 5.050E+00, 4.891E+01, 5.050E+00,-6.734E-01, 5.050E+00, 2.244E+01
 5.150E+00, 4.729E+01, 5.150E+00,-5.955E-01, 5.150E+00, 2.197E+01
 5.250E+00, 4.571E+01, 5.250E+00,-5.116E-01, 5.250E+00, 2.148E+01
 5.350E+00, 4.417E+01, 5.350E+00,-4.253E-01, 5.350E+00, 2.098E+01
 5.450E+00, 4.267E+01, 5.450E+00,-3.377E-01, 5.450E+00, 2.047E+01
 5.550E+00, 4.119E+01, 5.550E+00,-2.458E-01, 5.550E+00, 1.995E+01
 5.650E+00, 3.974E+01, 5.650E+00,-1.526E-01, 5.650E+00, 1.942E+01
 5.750E+00, 3.831E+01, 5.750E+00,-5.688E-02, 5.750E+00, 1.887E+01
 5.850E+00, 3.690E+01, 5.850E+00, 3.795E-02, 5.850E+00, 1.831E+01
 5.950E+00, 3.551E+01, 5.950E+00, 1.286E-01, 5.950E+00, 1.775E+01
