s,m3/s,m3/s,kg/s,kg/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,Pa
 9.0007784E+001,-3.4910370E-002, 3.5907962E-001,-3.3019898E-002, 3.4588488E-001, 3.8481298E+001, 3.9360949E+001, 3.9816238E+001, 4.0597698E+001, 4.0882165E+001, 4.1642349E+001, 4.2583598E+001, 4.8779199E+001, 5.3536946E+001, 6.0070514E+001, 6.4055437E+001, 7.0043595E+001, 7.7223796E+001, 8.5382718E+001, 8.6322500E+001, 9.7414493E+001, 9.7414493E+001, 1.1236246E+002, 3.4237915E+001, 3.4279788E+001, 3.4783392E+001, 3.4856171E+001, 3.4807187E+001, 3.4401241E+001, 3.4818068E+001, 3.4363493E+001, 6.8266540E+001, 3.6047611E+001, 5.3842528E-001, 5.7441267E-001, 7.7046675E-001, 7.8017562E-001, 5.2301407E-001, 5.4317520E-001, 5.1780779E-001, 4.5231859E-001, 8.1436411E-001, 6.6200971E-001, 8.1901354E-001, 6.3512880E-001, 5.9245531E-001, 1.2340873E+000, 1.3145739E+000, 4.4364834E-003, 1.2591648E-005, 1.9851420E-001, 4.2290126E-004, 1.2641370E-007, 2.0522748E-001, 4.9827951E-004, 3.6052001E-007, 2.0510151E-001, 1.7821391E+002
 1.0000342E+002,-6.6222687E-002, 3.6786581E-001,-6.0193159E-002, 3.3866405E-001, 4.0058165E+001, 4.0898619E+001, 4.1265566E+001, 4.3069099E+001, 4.4303620E+001, 4.7936535E+001, 5.1307807E+001, 5.9482218E+001, 6.7783446E+001, 7.5712458E+001, 8.2014338E+001, 9.1022491E+001, 9.5968899E+001, 1.0168993E+002, 1.0344259E+002, 1.2032242E+002, 1.2032242E+002, 1.3380285E+002, 3.4627614E+001, 3.4774810E+001, 3.5582980E+001, 3.5687380E+001, 3.5702819E+001, 3.5144613E+001, 3.5769158E+001, 3.5129201E+001, 8.1061811E+001, 3.6992057E+001, 6.3079440E-001, 7.2320861E-001, 1.0164091E+000, 1.0337517E+000, 6.0962685E-001, 6.5776502E-001, 6.6162412E-001, 5.9955180E-001, 1.1138488E+000, 8.9969847E-001, 1.1578349E+000, 9.0168119E-001, 8.1707721E-001, 1.6794915E+000, 1.5465976E+000, 5.6296573E-003, 1.6297364E-005, 1.9651842E-001, 4.8188359E-004, 3.0959908E-007, 2.0512878E-001, 6.2105017E-004, 7.4181659E-007, 2.0489616E-001, 1.7940584E+002
 1.1000524E+002,-4.0143081E-002, 3.7399284E-001,-3.5481998E-002, 3.2982161E-001, 4.1173763E+001, 4.3999313E+001, 4.5746871E+001, 4.8450699E+001, 5.0142411E+001, 5.4828235E+001, 6.2228736E+001, 7.4448072E+001, 8.5758549E+001, 9.4296106E+001, 9.8083674E+001, 1.0771899E+002, 1.1142904E+002, 1.1822477E+002, 1.2025737E+002, 1.3898792E+002, 1.3898792E+002, 1.5310462E+002, 3.4991955E+001, 3.5309973E+001, 3.6505837E+001, 3.6682018E+001, 3.6726458E+001, 3.6014451E+001, 3.6763271E+001, 3.5945213E+001, 9.1304315E+001, 3.7798533E+001, 6.9447041E-001, 8.5474169E-001, 1.2544380E+000, 1.3035031E+000, 6.6475262E-001, 7.3842528E-001, 7.9323455E-001, 7.4658159E-001, 1.3785060E+000, 1.1454765E+000, 1.3464694E+000, 1.1201956E+000, 9.5113829E-001, 1.8595121E+000, 1.6118793E+000, 7.4363070E-003, 2.1908390E-005, 1.9349649E-001, 4.9917212E-004, 3.6329325E-007, 2.0509985E-001, 7.1889013E-004, 1.0456843E-006, 2.0473250E-001, 1.6885672E+002
 1.2000581E+002, 1.9930173E-002, 3.8097406E-001, 2.4932709E-002, 3.2554973E-001, 4.2788799E+001, 4.8762426E+001, 5.0080016E+001, 5.3627972E+001, 5.7388206E+001, 6.6199073E+001, 7.5047588E+001, 9.4766017E+001, 1.0419427E+002, 1.0893380E+002, 1.1373492E+002, 1.2141417E+002, 1.2454808E+002, 1.2951494E+002, 1.3155910E+002, 1.4595768E+002, 1.4595768E+002, 1.6023345E+002, 3.5371138E+001, 3.5890373E+001, 3.7411149E+001, 3.7617771E+001, 3.7623558E+001, 3.6902061E+001, 3.7684905E+001, 3.6831232E+001, 1.0229281E+002, 3.8528215E+001, 7.5952836E-001, 9.7185307E-001, 1.4078950E+000, 1.4467123E+000, 7.0813810E-001, 7.8258499E-001, 8.8905974E-001, 8.5207635E-001, 1.4735025E+000, 1.3074047E+000, 1.5390948E+000, 1.2881010E+000, 1.0854601E+000, 2.1766526E+000, 1.7141163E+000, 8.9697616E-003, 2.6670936E-005, 1.9093153E-001, 5.6220084E-004, 5.5904552E-007, 2.0499442E-001, 7.5315886E-004, 1.1521149E-006, 2.0467518E-001, 1.7294980E+002
 1.3000508E+002, 6.5851607E-002, 3.8342257E-001, 7.5121636E-002, 3.2086170E-001, 4.6102457E+001, 5.1252583E+001, 5.3561201E+001, 5.8756910E+001, 6.4013645E+001, 7.8003223E+001, 9.1226902E+001, 1.0556290E+002, 1.1655985E+002, 1.1927787E+002, 1.2514728E+002, 1.3227079E+002, 1.3394006E+002, 1.3799257E+002, 1.4148153E+002, 1.6058772E+002, 1.6058772E+002, 1.7052344E+002, 3.5706597E+001, 3.6529524E+001, 3.8259878E+001, 3.8498299E+001, 3.8586537E+001, 3.7632797E+001, 3.8700163E+001, 3.7695150E+001, 1.0949526E+002, 3.9255381E+001, 7.8262334E-001, 1.1126865E+000, 1.5434232E+000, 1.5933887E+000, 7.2033832E-001, 8.3146279E-001, 9.8148749E-001, 9.5301747E-001, 1.6954630E+000, 1.3754768E+000, 1.7047263E+000, 1.4547796E+000, 1.1808544E+000, 2.2276088E+000, 1.7809129E+000, 9.8915401E-003, 2.9533762E-005, 1.8938970E-001, 6.9359262E-004, 9.6711727E-007, 2.0477464E-001, 5.3814803E-004, 4.8434220E-007, 2.0503483E-001, 1.6456556E+002
 1.4001131E+002, 1.0461758E-001, 3.8272300E-001, 1.1933643E-001, 3.1474224E-001, 4.8704938E+001, 5.4731736E+001, 5.7531023E+001, 6.3858051E+001, 7.3580857E+001, 9.7851844E+001, 1.0173668E+002, 1.1587547E+002, 1.2103702E+002, 1.2610141E+002, 1.2957169E+002, 1.3579219E+002, 1.3861555E+002, 1.4444964E+002, 1.4902898E+002, 1.6300750E+002, 1.6300750E+002, 1.7640583E+002, 3.6027247E+001, 3.7182903E+001, 3.9137550E+001, 3.9419989E+001, 3.9483510E+001, 3.8452309E+001, 3.9556163E+001, 3.8521711E+001, 1.1517118E+002, 3.9869820E+001, 8.0971237E-001, 1.1938654E+000, 1.6598584E+000, 1.7105873E+000, 7.3153399E-001, 8.6461008E-001, 1.0427245E+000, 1.0276954E+000, 1.7825877E+000, 1.5260973E+000, 1.7917678E+000, 1.5415584E+000, 1.2511821E+000, 2.3225004E+000, 1.7884351E+000, 1.0854817E-002, 3.2525471E-005, 1.8777846E-001, 8.8082076E-004, 1.5486035E-006, 2.0446147E-001, 4.8974351E-004, 3.3400920E-007, 2.0511579E-001, 1.4471109E+002
 1.5000805E+002, 1.3036920E-001, 3.8087271E-001, 1.4870210E-001, 3.1009904E-001, 5.0612886E+001, 5.7766484E+001, 6.1982132E+001, 7.7097177E+001, 8.9166846E+001, 1.0383630E+002, 1.1230231E+002, 1.2546704E+002, 1.2915860E+002, 1.3425547E+002, 1.3493867E+002, 1.4136512E+002, 1.4628422E+002, 1.4988572E+002, 1.5536959E+002, 1.7379420E+002, 1.7379420E+002, 1.8508853E+002, 3.6317202E+001, 3.7822375E+001, 3.9912729E+001, 4.0237006E+001, 4.0428877E+001, 3.9166465E+001, 4.0482043E+001, 3.9267128E+001, 1.2142342E+002, 4.0372083E+001, 8.2956770E-001, 1.3097182E+000, 1.7432882E+000, 1.8265765E+000, 7.4083943E-001, 9.0957968E-001, 1.1069857E+000, 1.1043075E+000, 1.9139522E+000, 1.5945624E+000, 1.9072711E+000, 1.6368498E+000, 1.3228259E+000, 2.4518786E+000, 1.7636998E+000, 1.1825789E-002, 3.5541080E-005, 1.8615434E-001, 1.0741134E-003, 2.1489246E-006, 2.0413815E-001, 7.8590824E-004, 1.2538267E-006, 2.0462040E-001, 1.2660439E+002
 1.6000401E+002, 1.4194893E-001, 3.8107250E-001, 1.6190516E-001, 3.0673058E-001, 5.3255407E+001, 6.1292958E+001, 6.9346464E+001, 8.6409930E+001, 9.9342918E+001, 1.1203868E+002, 1.1940979E+002, 1.2777661E+002, 1.3206712E+002, 1.3742809E+002, 1.4015492E+002, 1.4390979E+002, 1.4732918E+002, 1.5387316E+002, 1.5643830E+002, 1.7791665E+002, 1.7791665E+002, 1.9424553E+002, 3.6660409E+001, 3.8481402E+001, 4.0757234E+001, 4.1134051E+001, 4.1096084E+001, 3.9898301E+001, 4.1295332E+001, 4.0023286E+001, 1.2826279E+002, 4.1000151E+001, 8.8752794E-001, 1.3852694E+000, 1.8713702E+000, 1.9402549E+000, 7.7223465E-001, 9.6335790E-001, 1.1921724E+000, 1.1930051E+000, 1.8805832E+000, 1.6632142E+000, 1.9962154E+000, 1.7218367E+000, 1.4110347E+000, 2.6364988E+000, 1.8780687E+000, 1.2279549E-002, 3.6950350E-005, 1.8539535E-001, 1.0775727E-003, 2.1596685E-006, 2.0413235E-001, 3.2896667E-003, 9.0299073E-006, 2.0043245E-001, 1.1719864E+002
 1.7000339E+002, 1.5347734E-001, 3.8050890E-001, 1.7504832E-001, 3.0369900E-001, 5.6057020E+001, 6.5558577E+001, 8.1180136E+001, 1.0088756E+002, 1.0768955E+002, 1.1312207E+002, 1.1737411E+002, 1.2648667E+002, 1.3064845E+002, 1.3831506E+002, 1.4075393E+002, 1.4542618E+002, 1.5166796E+002, 1.5579678E+002, 1.5940585E+002, 1.7858029E+002, 1.7858029E+002, 1.9433362E+002, 3.6958129E+001, 3.9006535E+001, 4.1504048E+001, 4.1918513E+001, 4.1977734E+001, 4.0632209E+001, 4.2172972E+001, 4.0781207E+001, 1.3203273E+002, 4.1543307E+001, 8.8984446E-001, 1.3951623E+000, 1.9094227E+000, 1.9989039E+000, 7.5194059E-001, 9.8119818E-001, 1.2244672E+000, 1.2367413E+000, 2.0875167E+000, 1.7711239E+000, 2.1162057E+000, 1.8135381E+000, 1.4894030E+000, 2.6707889E+000, 1.9037370E+000, 1.2806879E-002, 3.8588115E-005, 1.8451330E-001, 1.3411098E-003, 2.9781522E-006, 2.0369154E-001, 7.5934356E-003, 2.2396394E-005, 1.9323367E-001, 1.0695762E+002
 1.8000937E+002, 1.7334527E-001, 3.7828008E-001, 1.9769629E-001, 2.9891931E-001, 5.7551924E+001, 7.2745091E+001, 8.6321490E+001, 1.0501524E+002, 1.1038734E+002, 1.1947768E+002, 1.2322278E+002, 1.2987328E+002, 1.3406835E+002, 1.4092467E+002, 1.4375187E+002, 1.5245091E+002, 1.5607707E+002, 1.6108217E+002, 1.6543288E+002, 1.8543856E+002, 1.8543856E+002, 1.9789902E+002, 3.7266611E+001, 3.9570338E+001, 4.2265163E+001, 4.2741989E+001, 4.2757488E+001, 4.1306271E+001, 4.2957867E+001, 4.1556108E+001, 1.3845483E+002, 4.2067277E+001, 9.2448978E-001, 1.4677782E+000, 1.9944902E+000, 2.0950222E+000, 7.4726253E-001, 1.0151687E+000, 1.2868328E+000, 1.3079195E+000, 2.1061071E+000, 1.8176505E+000, 2.1646456E+000, 1.9179793E+000, 1.5683777E+000, 2.8897141E+000, 1.9000326E+000, 1.3732902E-002, 4.1464123E-005, 1.8296437E-001, 1.5166239E-003, 3.5232578E-006, 2.0339793E-001, 8.8557098E-003, 2.6316718E-005, 1.9112230E-001, 8.8080057E+001
 1.9000138E+002, 1.9123890E-001, 3.7507915E-001, 2.1808988E-001, 2.9481412E-001, 5.9909651E+001, 8.1802736E+001, 9.4576074E+001, 1.1081836E+002, 1.1407833E+002, 1.2075293E+002, 1.2752660E+002, 1.3445327E+002, 1.4094091E+002, 1.4623641E+002, 1.4766658E+002, 1.5322001E+002, 1.5800132E+002, 1.6696582E+002, 1.6950123E+002, 1.8696786E+002, 1.8696786E+002, 1.9915121E+002, 3.7636871E+001, 4.0147796E+001, 4.3022598E+001, 4.3546066E+001, 4.3557952E+001, 4.1947591E+001, 4.3767797E+001, 4.2248253E+001, 1.4261724E+002, 4.2573429E+001, 9.8745427E-001, 1.5297793E+000, 2.0766326E+000, 2.1771141E+000, 7.4644184E-001, 1.0423749E+000, 1.3359183E+000, 1.3661500E+000, 2.1953945E+000, 1.8694889E+000, 2.2569335E+000, 1.9370775E+000, 1.6060397E+000, 2.9509622E+000, 1.9339971E+000, 1.4576942E-002, 4.4085509E-005, 1.8155257E-001, 1.9258601E-003, 4.7942484E-006, 2.0271345E-001, 9.8657145E-003, 2.9453554E-005, 1.8943290E-001, 6.9150615E+001
 2.0000426E+002, 2.0926312E-001, 3.7177645E-001, 2.3862883E-001, 2.9013094E-001, 6.4434506E+001, 8.6845260E+001, 1.0193734E+002, 1.1403918E+002, 1.1635559E+002, 1.1891570E+002, 1.2138794E+002, 1.2886822E+002, 1.3718113E+002, 1.4798761E+002, 1.5225305E+002, 1.5718850E+002, 1.6043061E+002, 1.6394208E+002, 1.6903858E+002, 1.8956316E+002, 1.8956316E+002, 2.0000015E+002, 3.8044124E+001, 4.0632875E+001, 4.3644334E+001, 4.4221767E+001, 4.4186002E+001, 4.2574861E+001, 4.4450790E+001, 4.2872598E+001, 1.4390664E+002, 4.2938764E+001, 1.0345106E+000, 1.5521426E+000, 2.0648903E+000, 2.1896862E+000, 7.5297439E-001, 1.0620987E+000, 1.3425390E+000, 1.3795287E+000, 2.1568556E+000, 1.8956168E+000, 2.2202900E+000, 1.9541626E+000, 1.5691187E+000, 2.7882151E+000, 1.8472176E+000, 1.4921916E-002, 4.5156919E-005, 1.8097554E-001, 2.7153072E-003, 7.2460840E-006, 2.0139293E-001, 1.0436580E-002, 3.1226528E-005, 1.8847803E-001, 4.8562837E+001
 2.1000188E+002, 2.2318215E-001, 3.6770630E-001, 2.5448698E-001, 2.8716410E-001, 6.7455931E+001, 8.6402125E+001, 1.0040007E+002, 1.1422820E+002, 1.1749349E+002, 1.2190257E+002, 1.2732809E+002, 1.3619420E+002, 1.4019065E+002, 1.4808338E+002, 1.5225326E+002, 1.5703923E+002, 1.6022829E+002, 1.6471915E+002, 1.6859288E+002, 1.9217246E+002, 1.9217246E+002, 2.1282960E+002, 3.8376779E+001, 4.1044543E+001, 4.4269857E+001, 4.5005829E+001, 4.4788256E+001, 4.3123535E+001, 4.5167381E+001, 4.3394182E+001, 1.4716327E+002, 4.3297992E+001, 1.0400512E+000, 1.4899401E+000, 2.1006492E+000, 2.2809973E+000, 7.5141037E-001, 1.0528483E+000, 1.3710623E+000, 1.4303585E+000, 2.1769714E+000, 1.9072669E+000, 2.3002406E+000, 1.9352466E+000, 1.6373720E+000, 2.9486049E+000, 1.8462552E+000, 1.5479491E-002, 4.6888614E-005, 1.8004291E-001, 3.6677736E-003, 1.0204219E-005, 1.9979982E-001, 1.0484783E-002, 3.1376233E-005, 1.8839740E-001, 3.1426780E+001
