s,m3/s,m3/s,kg/s,kg/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,Pa
Time,DADM_L2_MOY,DEXT_L2_MOY,R2_in,R2_out,TG_L2_NE_005,TG_L2_NE_030,TG_L2_NE_055,TG_L2_NE_080,TG_L2_NE_105,TG_L2_NE_130,TG_L2_NE_155,TG_L2_NE_180,TG_L2_NE_205,TG_L2_NE_230,TG_L2_NE_255,TG_L2_NE_280,TG_L2_NE_305,TG_L2_NE_330,TG_L2_NE_355,TG_L2_NE_380,TG_L2_NE_385,TG_L2_NE_390,TP_L2_N030,TP_L2_N155,TP_L2_N260,TP_L2_N355,TP_L2_WC260,TP_L2_NC265,TP_L2_EC260,TP_L2_SC260,TP_L2_P,TP_L2_SOL,FLT_L2_N030,FLT_L2_N155,FLT_L2_N260,FLT_L2_N355,FLR_L2_N030,FLR_L2_N155,FLR_L2_N260,FLR_L2_N355,FLT_L2_WC260,FLT_L2_NC260,FLT_L2_EC260,FLT_L2_SC260,FLR_L2_P,FLT_L2_PM,FLT_L2_SOL,CO2L2_HAUT,COL2_HAUT,O2L2_HAUT,CO2FP,COFP,O2FP,CO2L2_BAS,COL2_BAS,O2L2_BAS,PLOCAL2_MOY
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001, 3.3000000E+001,-2.3141012E-004,-1.6353631E-004,-1.2986517E-004,-1.0317869E-004,-2.3141012E-004,-1.6353631E-004,-1.2986517E-004,-1.0317869E-004,-1.0799341E-004,-1.1051920E-004,-1.0541903E-004,-1.1148313E-004,-1.3882575E-004,-1.3882575E-004,-1.5128257E-004, 3.8219854E-004, 0.0000000E+000, 2.0529568E-001, 3.8219854E-004, 0.0000000E+000, 2.0529568E-001, 3.8219854E-004, 0.0000000E+000, 2.0529568E-001,-1.7735176E-005
 1.0037109E+001, 6.5574190E-002, 5.4076891E-002, 7.4784791E-002, 6.1648567E-002, 3.3064608E+001, 3.3066005E+001, 3.3068259E+001, 3.3069431E+001, 3.3070666E+001, 3.3071796E+001, 3.3072022E+001, 3.3071899E+001, 3.3071962E+001, 3.3071596E+001, 3.3071185E+001, 3.3070614E+001, 3.3070336E+001, 3.3069664E+001, 3.3069438E+001, 3.3069025E+001, 3.3069025E+001, 3.3068993E+001, 3.3000455E+001, 3.3003056E+001, 3.3003220E+001, 3.3002457E+001, 3.3004608E+001, 3.3003232E+001, 3.3004605E+001, 3.3003221E+001, 3.3113625E+001, 3.3000794E+001, 4.8701706E-004, 3.1428078E-003, 3.3141682E-003, 2.5370947E-003, 4.4081834E-004, 3.0949845E-003, 3.2660933E-003, 2.4894631E-003, 4.7473999E-003, 3.3339361E-003, 4.7478248E-003, 3.3302396E-003, 6.4103183E-003, 6.4473604E-003, 8.6985157E-004, 3.8219854E-004, 0.0000000E+000, 2.0529568E-001, 3.8219854E-004, 0.0000000E+000, 2.0529568E-001, 3.8219854E-004, 0.0000000E+000, 2.0529568E-001, 7.6655621E+001
 2.0001681E+001, 6.0939713E-002, 5.7324595E-002, 6.9510588E-002, 6.5354335E-002, 3.3088043E+001, 3.3093862E+001, 3.3101596E+001, 3.3106173E+001, 3.3109810E+001, 3.3114318E+001, 3.3114992E+001, 3.3114689E+001, 3.3115279E+001, 3.3113918E+001, 3.3112312E+001, 3.3111036E+001, 3.3109831E+001, 3.3107810E+001, 3.3106863E+001, 3.3291122E+001, 3.3291122E+001, 3.3380465E+001, 3.3001315E+001, 3.3006997E+001, 3.3007402E+001, 3.3005796E+001, 3.3010592E+001, 3.3007490E+001, 3.3010593E+001, 3.3007500E+001, 3.3256999E+001, 3.3002317E+001, 7.8410111E-004, 3.9360051E-003, 4.1812818E-003, 3.3185535E-003, 7.1994191E-004, 3.8648400E-003, 4.1088510E-003, 3.2480607E-003, 6.0016285E-003, 4.2480072E-003, 6.0037138E-003, 4.2603898E-003, 7.9044617E-003, 9.4211859E-003, 1.4251810E-003, 3.8219854E-004, 0.0000000E+000, 2.0529568E-001, 3.8219854E-004, 0.0000000E+000, 2.0529568E-001, 3.8219854E-004, 0.0000000E+000, 2.0529568E-001, 1.0753151E+002
 3.0002602E+001, 6.0961719E-002, 5.7335750E-002, 6.9535673E-002, 6.5337915E-002, 3.3085493E+001, 3.3096014E+001, 3.3107645E+001, 3.3115573E+001, 3.3121075E+001, 3.3129639E+001, 3.3130783E+001, 3.3131269E+001, 3.3131026E+001, 3.3128478E+001, 3.3126372E+001, 3.3124178E+001, 3.3122056E+001, 3.3119116E+001, 3.3119025E+001, 3.3684135E+001, 3.3684135E+001, 3.4269764E+001, 3.3001939E+001, 3.3009518E+001, 3.3010151E+001, 3.3008677E+001, 3.3014553E+001, 3.3010294E+001, 3.3014525E+001, 3.3010312E+001, 3.3390293E+001, 3.3003498E+001, 8.8483263E-004, 4.0993519E-003, 4.4150725E-003, 4.2633803E-003, 8.2446930E-004, 4.0256779E-003, 4.3388312E-003, 3.6426308E-003, 6.3697959E-003, 4.4821650E-003, 6.3173509E-003, 4.4922973E-003, 8.2167437E-003, 1.2061581E-002, 1.6535144E-003, 3.8219854E-004, 0.0000000E+000, 2.0529568E-001, 3.8219854E-004, 0.0000000E+000, 2.0529568E-001, 3.8219854E-004, 0.0000000E+000, 2.0529568E-001, 1.0746024E+002
 4.0006668E+001, 7.7408603E-003, 6.0039256E-002, 8.8730946E-003, 6.8267237E-002, 3.3232853E+001, 3.3270397E+001, 3.3286564E+001, 3.3307784E+001, 3.3306979E+001, 3.3308904E+001, 3.3306401E+001, 3.3297581E+001, 3.3289088E+001, 3.3276789E+001, 3.3269393E+001, 3.3259192E+001, 3.3252497E+001, 3.3243260E+001, 3.3241547E+001, 3.6134635E+001, 3.6134635E+001, 4.0229744E+001, 3.3064099E+001, 3.3067068E+001, 3.3057635E+001, 3.3052569E+001, 3.3064740E+001, 3.3044073E+001, 3.3064066E+001, 3.3044264E+001, 3.5105521E+001, 3.3163022E+001, 6.9354332E-002, 6.6177132E-002, 5.5583905E-002, 4.9981259E-002, 6.9184989E-002, 6.5981652E-002, 5.2581026E-002, 3.8877520E-002, 5.9397359E-002, 3.9949792E-002, 5.8853702E-002, 4.0202910E-002, 6.5495855E-002, 1.2657275E-001, 1.7773295E-001, 3.8219854E-004, 5.5374054E-015, 2.0529568E-001, 3.9192425E-004, 3.0205833E-008, 2.0527940E-001, 3.8219854E-004, 3.7995239E-048, 2.0529568E-001, 1.8781756E+002
 5.0008802E+001,-6.3644348E-002, 6.4567495E-002,-7.0552247E-002, 7.1625295E-002, 3.3663199E+001, 3.3786135E+001, 3.3855481E+001, 3.3892817E+001, 3.3877317E+001, 3.3867640E+001, 3.3844107E+001, 3.3796126E+001, 3.3759022E+001, 3.3706891E+001, 3.3782977E+001, 3.5435272E+001, 3.6437389E+001, 3.7274520E+001, 3.7511730E+001, 4.4162436E+001, 4.4162436E+001, 5.3668144E+001, 3.3233184E+001, 3.3234448E+001, 3.3226121E+001, 3.3237750E+001, 3.3216969E+001, 3.3148722E+001, 3.3245900E+001, 3.3148357E+001, 4.0896174E+001, 3.3590718E+001, 1.6700441E-001, 1.6521559E-001, 1.6188522E-001, 1.5935228E-001, 1.6643347E-001, 1.5966646E-001, 1.3346153E-001, 1.0404573E-001, 1.4469811E-001, 1.0700245E-001, 1.6872281E-001, 1.0460498E-001, 1.5208280E-001, 3.7249337E-001, 4.2058581E-001, 6.4164864E-004, 8.0579056E-007, 2.0486170E-001, 3.9478187E-004, 3.9081050E-008, 2.0527460E-001, 3.8219854E-004, 4.3363577E-026, 2.0529568E-001, 3.0595884E+002
 6.0005181E+001,-1.2026863E-001, 7.2872752E-002,-1.2875104E-001, 7.7681650E-002, 3.4316527E+001, 3.4590127E+001, 3.4787576E+001, 3.4928811E+001, 3.4983506E+001, 3.5066824E+001, 3.5164038E+001, 3.5562967E+001, 3.6290373E+001, 3.7472087E+001, 3.7700250E+001, 3.8601788E+001, 4.0552909E+001, 4.9676875E+001, 5.0842538E+001, 6.0760852E+001, 6.0760852E+001, 6.9823025E+001, 3.3464231E+001, 3.3454560E+001, 3.3517443E+001, 3.3545633E+001, 3.3492963E+001, 3.3330883E+001, 3.3489339E+001, 3.3345975E+001, 4.7822896E+001, 3.4159196E+001, 2.7026453E-001, 2.5967201E-001, 2.9599172E-001, 2.9823252E-001, 2.6849421E-001, 2.5719984E-001, 2.2490865E-001, 1.8488909E-001, 2.9566354E-001, 1.9096285E-001, 2.7719156E-001, 2.0587115E-001, 2.5285187E-001, 5.9950181E-001, 6.7229945E-001, 1.5126289E-003, 3.5108488E-006, 2.0340484E-001, 3.9460926E-004, 3.8545089E-008, 2.0527486E-001, 3.8219854E-004, 3.5906128E-021, 2.0529568E-001, 5.3932024E+002
 7.0006468E+001,-1.7174750E-001, 8.3070858E-002,-1.7608877E-001, 8.4898172E-002, 3.5036202E+001, 3.5713339E+001, 3.5983733E+001, 3.6325611E+001, 3.6489747E+001, 3.6933126E+001, 3.7330542E+001, 3.8390793E+001, 4.1808432E+001, 4.6545734E+001, 4.8256803E+001, 5.2785724E+001, 5.7062004E+001, 6.3207692E+001, 6.4984427E+001, 7.9405793E+001, 7.9405793E+001, 8.8995433E+001, 3.3745493E+001, 3.3750856E+001, 3.3975243E+001, 3.4024065E+001, 3.3955848E+001, 3.3668200E+001, 3.3904079E+001, 3.3698062E+001, 5.6361968E+001, 3.4878651E+001, 3.7039391E-001, 3.8226958E-001, 4.9322396E-001, 5.0032328E-001, 3.6573616E-001, 3.7162226E-001, 3.3971044E-001, 2.8907730E-001, 4.9148529E-001, 3.6832265E-001, 4.7569120E-001, 3.7199508E-001, 4.0021172E-001, 8.8277834E-001, 9.4037564E-001, 2.4663103E-003, 6.4727574E-006, 2.0180965E-001, 3.9696257E-004, 4.5854012E-008, 2.0527091E-001, 3.9552725E-004, 4.1395830E-008, 2.0527338E-001, 8.5241153E+002
 8.0001408E+001,-2.1899859E-001, 9.3866938E-002,-2.1377081E-001, 9.1826050E-002, 3.7044789E+001, 3.8823483E+001, 3.9395706E+001, 4.0076930E+001, 4.0323072E+001, 4.0740184E+001, 4.2096170E+001, 4.4641168E+001, 4.6890454E+001, 5.7015420E+001, 6.0517624E+001, 6.5499602E+001, 7.1407492E+001, 7.8038188E+001, 8.1310417E+001, 9.3784795E+001, 9.3784795E+001, 1.0485248E+002, 3.4085824E+001, 3.4128857E+001, 3.4576617E+001, 3.4692632E+001, 3.4508247E+001, 3.4183042E+001, 3.4575240E+001, 3.4137347E+001, 6.6644527E+001, 3.5683469E+001, 4.8982833E-001, 5.2080443E-001, 6.9707933E-001, 7.3168741E-001, 4.7660546E-001, 4.9532884E-001, 4.6888337E-001, 4.1452176E-001, 6.9245926E-001, 5.6225922E-001, 7.4333310E-001, 5.3911349E-001, 5.5293953E-001, 1.2364986E+000, 1.1904354E+000, 3.8983498E-003, 1.0920333E-005, 1.9941432E-001, 4.0432102E-004, 6.8707859E-008, 2.0525856E-001, 4.1511736E-004, 1.0223808E-007, 2.0524062E-001, 1.2050359E+003
