s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,m3/s,m3/s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kg,kg,kg,kg,kg,kg,kg,kg,kg
Time,"TG_L4_NE_005","TG_L4_NE_055","TG_L4_NE_105","TG_L4_NE_155","TG_L4_NE_205","TG_L4_NE_255","TG_L4_NE_305","TG_L4_NE_355","TG_L4_NE_390","TG_L4_NW_005","TG_L4_NW_055","TG_L4_NW_105","TG_L4_NW_155","TG_L4_NW_205","TG_L4_NW_255","TG_L4_NW_305","TG_L4_NW_355","TG_L4_NW_390","TG_L4_SE_005","TG_L4_SE_055","TG_L4_SE_105","TG_L4_SE_155","TG_L4_SE_205","TG_L4_SE_255","TG_L4_SE_305","TG_L4_SE_355","TG_L4_SE_390","TG_L4_SW_005","TG_L4_SW_055","TG_L4_SW_105","TG_L4_SW_155","TG_L4_SW_205","TG_L4_SW_255","TG_L4_SW_305","TG_L4_SW_355","TG_L4_SW_390","TG_L4_CC_005","TG_L4_CC_055","TG_L4_CC_105","TG_L4_CC_155","TG_L4_CC_205","TG_L4_CC_255","TG_L4_CC_305","TG_L4_CC_355","TG_L4_CC_390","TG_EXT_L4","TG_ADM_L4","CO_L4_BAS","CO_L4_HAUT","CO_ADM_L4","CO_EXT_L4","CO2_L4_BAS","CO2_L4_HAUT","CO2_ADM_L4","CO2_EXT_L4","O2_L4_BAS","O2_L4_HAUT","O2_ADM_L4","O2_EXT_L4","H2O_L4_HAUT","H2O_EXT_L4","DEXT_L4","DADM_L4","FLR_L4_NE_030","FLR_L4_NE_155","FLR_L4_NE_260","FLR_L4_NE_355","FLT_L4_EC_265","FLT_L4_NC_265","FLT_L4_SC_265","FLT_L4_WC_265","Mass1","Mass2","Mass3","Mass4","Mass5","Mass6","Mass7","Mass8","Mass9"
 3.9000049E+002, 5.0309978E+001, 5.0544176E+001, 5.6412323E+001, 6.8636490E+001, 8.4406615E+001, 9.1600990E+001, 1.0349235E+002, 1.2238647E+002, 1.5744722E+002, 5.3969495E+001, 5.5331869E+001, 5.9087872E+001, 6.9802963E+001, 8.3901964E+001, 9.5372004E+001, 1.0046555E+002, 1.2407262E+002, 1.6584757E+002, 3.7234939E+001, 4.6254075E+001, 5.1771200E+001, 6.2288180E+001, 7.8435437E+001, 1.0890080E+002, 1.2128513E+002, 1.3081220E+002, 1.3399889E+002, 3.6946316E+001, 4.6060200E+001, 5.0851798E+001, 6.2197548E+001, 8.4850929E+001, 1.0474171E+002, 1.1415020E+002, 1.2385504E+002, 1.3315339E+002, 4.6455731E+001, 4.5375343E+001, 5.5234127E+001, 6.4953206E+001, 8.0306326E+001, 9.9978274E+001, 1.1282356E+002, 1.2866189E+002, 1.4444788E+002, 1.7000000E+001, 1.7000000E+001, 1.4644070E-005, 3.5825966E-005, 0.0000000E+000, 3.7201024E-005, 5.7941850E-003, 1.3610901E-002, 3.9011087E-004, 1.4118336E-002, 2.0115869E-001, 1.8902726E-001, 2.0954574E-001, 1.8823972E-001, 2.5538149E-002, 2.6203932E-002, 8.7056394E-001, 6.2023945E-001, 1.8050456E-001, 2.8424898E-001, 2.9188804E-001, 4.5652876E-001, 1.1481208E+000, 8.9861726E-001, 9.3984066E-001, 9.0096375E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0000205E+002, 5.0616001E+001, 5.0942797E+001, 5.7663887E+001, 6.8299848E+001, 8.4085496E+001, 9.1623669E+001, 1.0410150E+002, 1.2090539E+002, 1.5811164E+002, 5.4219085E+001, 5.5571702E+001, 5.9727040E+001, 6.9438995E+001, 8.3411446E+001, 9.5643829E+001, 1.0194430E+002, 1.2344375E+002, 1.6522243E+002, 3.8133080E+001, 4.6379864E+001, 5.1917028E+001, 6.3487859E+001, 7.9304533E+001, 1.0800698E+002, 1.2114828E+002, 1.2991731E+002, 1.3353462E+002, 3.7376413E+001, 4.6352642E+001, 5.0903216E+001, 6.2413608E+001, 8.4530484E+001, 1.0537664E+002, 1.1453069E+002, 1.2449731E+002, 1.3258604E+002, 4.7253341E+001, 4.6225655E+001, 5.4921302E+001, 6.5059645E+001, 8.0498387E+001, 9.9562790E+001, 1.1381000E+002, 1.2959994E+002, 1.4503804E+002, 1.7000000E+001, 1.7000000E+001, 1.4067437E-005, 3.5917406E-005, 0.0000000E+000, 3.7778653E-005, 5.5813912E-003, 1.3644645E-002, 3.9011087E-004, 1.4331497E-002, 2.0148895E-001, 1.8897489E-001, 2.0954574E-001, 1.8790890E-001, 2.5582504E-002, 2.6483229E-002, 8.7008648E-001, 6.2119921E-001, 1.8949636E-001, 2.9580975E-001, 2.9166366E-001, 4.3818932E-001, 1.1584386E+000, 9.1406244E-001, 9.6787723E-001, 8.9760048E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.1000178E+002, 5.0800072E+001, 5.1784550E+001, 5.7481064E+001, 6.7513811E+001, 8.4237911E+001, 9.1390254E+001, 1.0458774E+002, 1.1977084E+002, 1.5599442E+002, 5.5180363E+001, 5.5913254E+001, 6.0079947E+001, 6.8644596E+001, 8.4711518E+001, 9.6451174E+001, 1.0115239E+002, 1.2254639E+002, 1.6882582E+002, 3.8462235E+001, 4.6532458E+001, 5.0956144E+001, 6.4283247E+001, 8.0358763E+001, 1.0839955E+002, 1.2282270E+002, 1.3085481E+002, 1.3371831E+002, 3.8979654E+001, 4.7270267E+001, 5.1178678E+001, 6.2455416E+001, 8.6294695E+001, 1.0610885E+002, 1.1396209E+002, 1.2341086E+002, 1.3308109E+002, 4.8113391E+001, 4.7698104E+001, 5.4990038E+001, 6.5089333E+001, 8.0616611E+001, 9.8878534E+001, 1.1229796E+002, 1.3019200E+002, 1.4406243E+002, 1.7000000E+001, 1.7000000E+001, 1.4495108E-005, 3.5881252E-005, 0.0000000E+000, 3.7598412E-005, 5.7392139E-003, 1.3631303E-002, 3.9011087E-004, 1.4264983E-002, 2.0124401E-001, 1.8899559E-001, 2.0954574E-001, 1.8801213E-001, 2.5564890E-002, 2.6396135E-002, 8.7163881E-001, 6.2043106E-001, 1.8821205E-001, 2.9423355E-001, 2.9203063E-001, 4.5909208E-001, 1.1488132E+000, 9.0465591E-001, 9.5480091E-001, 8.9358864E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.2000586E+002, 5.5212315E+001, 5.1994840E+001, 5.7214191E+001, 6.7277883E+001, 8.3274678E+001, 9.3117342E+001, 1.0469597E+002, 1.1990012E+002, 1.4870530E+002, 5.6739924E+001, 5.6235354E+001, 5.9795277E+001, 6.8415710E+001, 8.5349862E+001, 9.7286267E+001, 1.0116755E+002, 1.1988440E+002, 1.6633847E+002, 4.4934231E+001, 4.7115618E+001, 5.1271078E+001, 6.3654601E+001, 7.9434435E+001, 1.0731471E+002, 1.2193477E+002, 1.3126059E+002, 1.3352554E+002, 4.8265024E+001, 4.8015830E+001, 5.1438677E+001, 6.3037113E+001, 8.3583237E+001, 1.0322407E+002, 1.1304792E+002, 1.2312593E+002, 1.3243290E+002, 5.3981065E+001, 4.8506848E+001, 5.4428158E+001, 6.3345759E+001, 7.9841569E+001, 9.9299170E+001, 1.1312669E+002, 1.3220702E+002, 1.4222887E+002, 1.7000000E+001, 1.7000000E+001, 1.7485650E-005, 3.6532322E-005, 0.0000000E+000, 3.7154260E-005, 6.8428081E-003, 1.3871566E-002, 3.9011087E-004, 1.4101079E-002, 1.9953124E-001, 1.8862271E-001, 2.0954574E-001, 1.8826651E-001, 2.6037897E-002, 2.6407761E-002, 7.1269844E-001, 7.6186560E-001, 1.9996371E-001, 3.0897076E-001, 2.8117051E-001, 4.0344628E-001, 9.7109069E-001, 8.3833431E-001, 8.1837955E-001, 8.0201816E-001, 8.6808302E-003, 1.8447394E-001, 2.0740660E-001, 5.9846019E-002, 6.8232637E-001, 7.2090037E-001, 6.3924822E-003, 1.5338827E-001, 1.4831986E-001
 4.3000161E+002, 6.1484988E+001, 5.4013248E+001, 5.8556189E+001, 6.4859048E+001, 7.3405162E+001, 8.4883472E+001, 9.2914082E+001, 1.0588162E+002, 1.2520175E+002, 5.6912969E+001, 5.6829544E+001, 5.9310043E+001, 6.3623792E+001, 7.3485621E+001, 8.3936180E+001, 9.3571483E+001, 1.0792080E+002, 1.4239806E+002, 6.2065649E+001, 5.6852789E+001, 6.0068913E+001, 6.5699200E+001, 7.2340208E+001, 8.3864392E+001, 9.4818267E+001, 1.0436366E+002, 1.0359003E+002, 6.4138161E+001, 5.6796057E+001, 5.9107945E+001, 6.4875503E+001, 7.3381090E+001, 8.1247290E+001, 8.7358797E+001, 9.1097214E+001, 9.2295455E+001, 7.0281276E+001, 5.9534011E+001, 6.2563912E+001, 6.7862941E+001, 7.7618541E+001, 9.0524419E+001, 1.0036966E+002, 1.0903123E+002, 1.1265801E+002, 1.7000000E+001, 1.7000000E+001, 2.6518135E-005, 2.8336703E-005, 0.0000000E+000, 2.7232208E-005, 1.0176049E-002, 1.0847152E-002, 3.9011087E-004, 1.0439562E-002, 1.9435810E-001, 1.9331656E-001, 2.0954574E-001, 1.9394913E-001, 2.9477622E-002, 2.9300762E-002, 5.7177450E-001, 9.0250457E-001, 1.7817896E-001, 2.6797310E-001, 2.1382109E-001, 2.2732464E-001, 5.6746183E-001, 5.4433093E-001, 4.2642611E-001, 5.6518020E-001, 6.6137858E-002, 1.6286076E+000, 1.7149969E+000, 4.1051040E-001, 5.5146349E+000, 5.9336063E+000, 3.6801449E-002, 1.2021536E+000, 1.1690380E+000
 4.4000244E+002, 5.9499469E+001, 5.6497220E+001, 6.0956139E+001, 6.5763962E+001, 6.8947744E+001, 7.4904529E+001, 8.0388896E+001, 9.0790200E+001, 1.1752659E+002, 5.7235474E+001, 5.7955156E+001, 5.9922498E+001, 6.1015840E+001, 6.5204955E+001, 6.8122039E+001, 7.4997751E+001, 9.3683826E+001, 1.2654071E+002, 5.0070531E+001, 5.6050522E+001, 5.8484273E+001, 6.1105905E+001, 6.3689114E+001, 6.4000211E+001, 6.5203676E+001, 6.7143190E+001, 6.3941599E+001, 4.9321060E+001, 5.4024763E+001, 5.5917270E+001, 5.9248717E+001, 6.1961833E+001, 6.3420027E+001, 6.3541505E+001, 6.2333110E+001, 6.0149925E+001, 6.0382761E+001, 5.8564824E+001, 6.0496335E+001, 6.2689171E+001, 6.6069180E+001, 7.0915016E+001, 7.4946391E+001, 7.8575083E+001, 8.0062049E+001, 1.7000000E+001, 1.7000000E+001, 2.7265865E-005, 2.7108153E-005, 0.0000000E+000, 2.6628401E-005, 1.0451983E-002, 1.0393782E-002, 3.9011087E-004, 1.0216740E-002, 1.9392985E-001, 1.9402018E-001, 2.0954574E-001, 1.9429495E-001, 3.3497667E-002, 3.3122001E-002, 6.7967200E-001, 7.9109757E-001, 1.6135622E-001, 2.2122823E-001, 1.7615723E-001, 2.1756615E-001, 4.7793813E-001, 4.2461665E-001, 2.4273215E-001, 4.5779983E-001, 1.2627923E-001, 3.3397614E+000, 3.4581074E+000, 7.6487535E-001, 1.0802213E+001, 1.1931850E+001, 6.9717724E-002, 2.4046665E+000, 2.3907246E+000
 4.5000627E+002, 5.4569839E+001, 5.6041617E+001, 6.0511934E+001, 6.3459732E+001, 6.4790079E+001, 6.6929820E+001, 7.0508372E+001, 8.4137487E+001, 1.1818815E+002, 5.3717771E+001, 5.6806235E+001, 5.8047125E+001, 5.8420210E+001, 5.8903081E+001, 5.9905576E+001, 6.4066392E+001, 8.1501980E+001, 1.2182080E+002, 4.6806510E+001, 5.2071968E+001, 5.4782428E+001, 5.7014587E+001, 5.8353893E+001, 5.7436600E+001, 5.6311707E+001, 5.7198032E+001, 5.6399580E+001, 4.5093147E+001, 4.8736900E+001, 5.0704247E+001, 5.2845828E+001, 5.4241597E+001, 5.4034263E+001, 5.3136596E+001, 5.1283099E+001, 4.9181356E+001, 5.5241568E+001, 5.5458308E+001, 5.6275595E+001, 5.7614298E+001, 5.9742839E+001, 6.0940903E+001, 6.1351609E+001, 7.1828837E+001, 7.7736036E+001, 1.7000000E+001, 1.7000000E+001, 2.6675497E-005, 2.8017494E-005, 0.0000000E+000, 2.6670858E-005, 1.0234120E-002, 1.0729355E-002, 3.9011087E-004, 1.0232408E-002, 1.9426797E-001, 1.9349938E-001, 2.0954574E-001, 1.9427063E-001, 3.6189207E-002, 3.5552456E-002, 6.9624969E-001, 7.4236804E-001, 1.4714470E-001, 2.0479959E-001, 1.6019869E-001, 1.9254437E-001, 4.2421500E-001, 4.0452580E-001, 2.2266799E-001, 3.6985828E-001, 1.7327525E-001, 4.8601211E+000, 5.1608919E+000, 1.1362946E+000, 1.6041989E+001, 1.8012997E+001, 1.1922718E-001, 3.7615581E+000, 3.6459650E+000
 4.6000005E+002, 5.1580301E+001, 5.4741366E+001, 5.7551556E+001, 6.0303037E+001, 6.0939306E+001, 6.3146008E+001, 6.6063513E+001, 8.1343159E+001, 1.0822415E+002, 5.1326394E+001, 5.4556235E+001, 5.4873558E+001, 5.4782981E+001, 5.5215530E+001, 5.6830547E+001, 5.9965093E+001, 8.0474171E+001, 1.2280087E+002, 4.4504279E+001, 4.8912243E+001, 5.1379232E+001, 5.3718728E+001, 5.5339254E+001, 5.6165854E+001, 5.7224462E+001, 5.4213653E+001, 5.1724783E+001, 4.3257669E+001, 4.4294192E+001, 4.5440446E+001, 4.6782743E+001, 4.7585464E+001, 4.7243356E+001, 4.6414518E+001, 4.5234668E+001, 4.4299633E+001, 5.1682109E+001, 4.9701005E+001, 5.0722844E+001, 5.2485886E+001, 5.5064410E+001, 5.4984492E+001, 5.6514005E+001, 6.2416512E+001, 6.8068391E+001, 1.7000000E+001, 1.7000000E+001, 2.7491318E-005, 2.9042824E-005, 0.0000000E+000, 2.7162191E-005, 1.0535181E-002, 1.1107730E-002, 3.9011087E-004, 1.0413724E-002, 1.9380073E-001, 1.9291214E-001, 2.0954574E-001, 1.9398923E-001, 3.8553868E-002, 3.7879942E-002, 7.0766703E-001, 6.7988976E-001, 1.5120516E-001, 2.1214771E-001, 1.5713123E-001, 1.7454532E-001, 3.7259839E-001, 3.8119361E-001, 1.9713704E-001, 3.5473451E-001, 2.2897111E-001, 6.4240423E+000, 6.8969180E+000, 1.4948227E+000, 2.1394845E+001, 2.4137045E+001, 1.5801835E-001, 5.0481401E+000, 4.8745660E+000
 4.7000350E+002, 4.9652473E+001, 5.3487538E+001, 5.5223432E+001, 5.6496095E+001, 5.6444495E+001, 5.6977415E+001, 5.8414774E+001, 7.0082311E+001, 9.8761382E+001, 4.9770035E+001, 5.3878039E+001, 5.4506857E+001, 5.4348324E+001, 5.3525902E+001, 5.3335353E+001, 5.4299518E+001, 8.1599975E+001, 1.1580247E+002, 4.4171956E+001, 4.8146218E+001, 5.0259768E+001, 5.4260654E+001, 5.7181342E+001, 5.9105474E+001, 5.8250764E+001, 5.5258963E+001, 5.2025317E+001, 4.2205757E+001, 4.1857471E+001, 4.3160126E+001, 4.4618519E+001, 4.5386784E+001, 4.4806334E+001, 4.3936723E+001, 4.2876005E+001, 4.2556523E+001, 5.0258845E+001, 4.8940213E+001, 4.9673585E+001, 5.1370232E+001, 5.2398752E+001, 5.4031498E+001, 5.5929059E+001, 5.9630746E+001, 6.5103257E+001, 1.7000000E+001, 1.7000000E+001, 2.8138787E-005, 2.9492010E-005, 0.0000000E+000, 2.7872855E-005, 1.0774115E-002, 1.1273493E-002, 3.9011087E-004, 1.0675979E-002, 1.9342991E-001, 1.9265488E-001, 2.0954574E-001, 1.9358221E-001, 3.9843671E-002, 3.9900902E-002, 7.1986705E-001, 6.6609752E-001, 1.4550943E-001, 2.0817968E-001, 1.5427553E-001, 1.6292140E-001, 3.7285812E-001, 3.6169492E-001, 1.8987924E-001, 3.3873099E-001, 2.8149527E-001, 8.0795360E+000, 8.6623291E+000, 1.8458355E+000, 2.6793175E+001, 3.0185676E+001, 1.9491514E-001, 6.3273613E+000, 6.0342189E+000
 4.8000441E+002, 4.7227751E+001, 5.4401714E+001, 5.7001317E+001, 5.7324934E+001, 5.5817514E+001, 5.7178864E+001, 5.7428094E+001, 6.5846155E+001, 8.6539699E+001, 4.8757258E+001, 5.4742988E+001, 5.4824806E+001, 5.4651493E+001, 5.3384941E+001, 5.2366363E+001, 5.6128100E+001, 7.5192499E+001, 1.1268088E+002, 4.2960910E+001, 4.6910529E+001, 4.9375862E+001, 5.1860376E+001, 5.4835377E+001, 5.6052708E+001, 5.7178609E+001, 5.7104276E+001, 5.5264698E+001, 4.2158999E+001, 4.1510412E+001, 4.2164648E+001, 4.2803124E+001, 4.3396799E+001, 4.3348700E+001, 4.2690951E+001, 4.1854938E+001, 4.1792437E+001, 4.6378443E+001, 4.7527330E+001, 4.9346526E+001, 5.0858756E+001, 5.0528547E+001, 5.0116168E+001, 4.9817596E+001, 5.3796747E+001, 5.8247333E+001, 1.7000000E+001, 1.7000000E+001, 2.9223462E-005, 2.9959961E-005, 0.0000000E+000, 2.8606776E-005, 1.1174391E-002, 1.1446180E-002, 3.9011087E-004, 1.0946817E-002, 1.9280869E-001, 1.9238687E-001, 2.0954574E-001, 1.9316188E-001, 4.1428069E-002, 4.1678377E-002, 7.3332087E-001, 6.5357363E-001, 1.4539218E-001, 2.0463324E-001, 1.6133387E-001, 2.1483232E-001, 3.5153452E-001, 3.7312715E-001, 2.0836721E-001, 3.0956332E-001, 3.3202550E-001, 9.7921067E+000, 1.0472428E+001, 2.2033761E+000, 3.2299459E+001, 3.6228046E+001, 2.2571552E-001, 7.4405134E+000, 7.2154943E+000
 4.9000361E+002, 4.8006687E+001, 5.3920723E+001, 5.6280985E+001, 5.7479785E+001, 5.6256861E+001, 5.7447754E+001, 5.8618391E+001, 6.8231875E+001, 8.8970780E+001, 4.8755184E+001, 5.4555346E+001, 5.4078630E+001, 5.3444184E+001, 5.3078548E+001, 5.2196619E+001, 5.3831104E+001, 7.9221469E+001, 1.0740090E+002, 4.3185526E+001, 4.7593857E+001, 4.9844226E+001, 5.2925847E+001, 5.5132658E+001, 5.4391270E+001, 5.3525153E+001, 5.2291564E+001, 5.0799211E+001, 4.0645999E+001, 4.0860681E+001, 4.1491097E+001, 4.2229028E+001, 4.2556870E+001, 4.2482029E+001, 4.2096421E+001, 4.1436532E+001, 4.1015619E+001, 4.8335005E+001, 4.6469459E+001, 4.7853834E+001, 4.9435079E+001, 5.0140555E+001, 5.0505623E+001, 5.1698521E+001, 5.4893381E+001, 5.6983758E+001, 1.7000000E+001, 1.7000000E+001, 2.9676219E-005, 3.0151769E-005, 0.0000000E+000, 2.9358674E-005, 1.1341471E-002, 1.1516962E-002, 3.9011087E-004, 1.1224288E-002, 1.9254938E-001, 1.9227702E-001, 2.0954574E-001, 1.9273125E-001, 4.2715406E-002, 4.2802447E-002, 7.3546390E-001, 6.5165777E-001, 1.4749806E-001, 2.1025937E-001, 1.5552463E-001, 1.6359566E-001, 3.8859920E-001, 3.8128492E-001, 2.1903749E-001, 3.1309410E-001, 3.8235089E-001, 1.1525965E+001, 1.2219483E+001, 2.5453308E+000, 3.7674545E+001, 4.2352335E+001, 2.5823810E-001, 8.7063220E+000, 8.3892416E+000
 5.0000677E+002, 4.8753339E+001, 5.2274843E+001, 5.4454946E+001, 5.6848112E+001, 5.7925984E+001, 5.8650933E+001, 5.8029974E+001, 6.7182710E+001, 9.6201669E+001, 4.8708496E+001, 5.3058725E+001, 5.3347328E+001, 5.2590134E+001, 5.3003971E+001, 5.2582512E+001, 5.2730099E+001, 8.0146455E+001, 1.0639862E+002, 4.3414773E+001, 4.5008793E+001, 4.7124700E+001, 5.0170512E+001, 5.4276858E+001, 5.5370865E+001, 5.3607116E+001, 5.1027155E+001, 4.9255811E+001, 4.1703311E+001, 4.1047466E+001, 4.1587562E+001, 4.2481790E+001, 4.2856892E+001, 4.2668034E+001, 4.2366839E+001, 4.1807936E+001, 4.1558035E+001, 4.6969292E+001, 4.6337102E+001, 4.7663690E+001, 4.8075837E+001, 4.8953563E+001, 5.0063153E+001, 5.3226431E+001, 5.6262382E+001, 5.6807606E+001, 1.7000000E+001, 1.7000000E+001, 2.9896958E-005, 3.1272060E-005, 0.0000000E+000, 3.0115410E-005, 1.1422930E-002, 1.1930381E-002, 3.9011087E-004, 1.1503545E-002, 1.9242296E-001, 1.9163540E-001, 2.0954574E-001, 1.9229784E-001, 4.3879437E-002, 4.4188573E-002, 7.3657056E-001, 6.5020918E-001, 1.4358141E-001, 2.0190182E-001, 1.4589676E-001, 1.5387300E-001, 3.5622043E-001, 3.5021383E-001, 2.2405797E-001, 3.0595807E-001, 4.3217598E-001, 1.3161586E+001, 1.3919272E+001, 2.8817744E+000, 4.3042268E+001, 4.8494471E+001, 2.9110484E-001, 1.0049653E+001, 9.5862434E+000
 5.1000195E+002, 4.7949417E+001, 5.1335722E+001, 5.3765736E+001, 5.5277958E+001, 5.5506720E+001, 5.6034390E+001, 5.6855046E+001, 6.3117867E+001, 9.5175003E+001, 4.8100678E+001, 5.2194674E+001, 5.3016509E+001, 5.1616955E+001, 5.1185854E+001, 5.0890046E+001, 5.0822885E+001, 7.8916426E+001, 1.0992515E+002, 4.3585236E+001, 4.5766755E+001, 4.7942693E+001, 5.1141732E+001, 5.4121032E+001, 5.4312948E+001, 5.4295222E+001, 5.3089540E+001, 5.1490874E+001, 4.1635457E+001, 4.1177198E+001, 4.1717560E+001, 4.2444503E+001, 4.2785806E+001, 4.2388115E+001, 4.2151714E+001, 4.1783596E+001, 4.1398918E+001, 4.7091694E+001, 4.6373724E+001, 4.7990486E+001, 4.9163211E+001, 5.0233572E+001, 5.0443377E+001, 5.4216546E+001, 6.0802256E+001, 6.6396743E+001, 1.7000000E+001, 1.7000000E+001, 3.1148150E-005, 3.2194611E-005, 0.0000000E+000, 3.0772567E-005, 1.1884655E-002, 1.2270828E-002, 3.9011087E-004, 1.1746054E-002, 1.9170637E-001, 1.9110703E-001, 2.0954574E-001, 1.9192147E-001, 4.4973563E-002, 4.5096157E-002, 7.3856380E-001, 6.4844279E-001, 1.3985433E-001, 2.0043346E-001, 1.4388131E-001, 1.5261297E-001, 3.9262181E-001, 3.4709403E-001, 2.4311105E-001, 3.2153831E-001, 4.8343294E-001, 1.4784133E+001, 1.5682670E+001, 3.2462534E+000, 4.8477918E+001, 5.4593930E+001, 3.2064431E-001, 1.1314887E+001, 1.0803062E+001
 5.2000461E+002, 4.8324329E+001, 5.0513989E+001, 5.3361980E+001, 5.4814289E+001, 5.5536280E+001, 5.6323756E+001, 6.0292975E+001, 6.8473383E+001, 9.4760142E+001, 4.7981362E+001, 5.2177859E+001, 5.2256173E+001, 5.1079557E+001, 5.0633519E+001, 5.1364666E+001, 5.2199525E+001, 7.8340976E+001, 1.0947609E+002, 4.3698272E+001, 4.6825602E+001, 4.8998697E+001, 5.3036769E+001, 5.5618407E+001, 5.6155634E+001, 5.3286176E+001, 5.0207755E+001, 4.8381132E+001, 4.1089631E+001, 4.1041119E+001, 4.1632792E+001, 4.2180801E+001, 4.2384682E+001, 4.2261182E+001, 4.1937218E+001, 4.1912987E+001, 4.1633453E+001, 4.8044771E+001, 4.6488454E+001, 4.7860923E+001, 4.9114264E+001, 5.0515095E+001, 5.0681444E+001, 5.2759825E+001, 5.7778531E+001, 6.4292525E+001, 1.7000000E+001, 1.7000000E+001, 3.1497323E-005, 3.1902526E-005, 0.0000000E+000, 3.1477795E-005, 1.2013510E-002, 1.2163041E-002, 3.9011087E-004, 1.2006303E-002, 1.9150639E-001, 1.9127432E-001, 2.0954574E-001, 1.9151757E-001, 4.5894071E-002, 4.6041885E-002, 7.4043633E-001, 6.4652737E-001, 1.4677903E-001, 2.1241287E-001, 1.4958543E-001, 1.7983822E-001, 3.6185034E-001, 3.5373142E-001, 2.3861848E-001, 3.3127217E-001, 5.3567802E-001, 1.6444537E+001, 1.7340863E+001, 3.5919542E+000, 5.3868387E+001, 6.0780040E+001, 3.5111496E-001, 1.2641171E+001, 1.2029621E+001
 5.3000594E+002, 4.9033396E+001, 5.0786732E+001, 5.3086226E+001, 5.4308103E+001, 5.4642750E+001, 5.5003888E+001, 5.9777318E+001, 7.0058056E+001, 9.1760271E+001, 4.8793360E+001, 5.2270055E+001, 5.2591125E+001, 5.1610456E+001, 5.1396161E+001, 5.0740323E+001, 5.3756637E+001, 7.9299301E+001, 1.1072192E+002, 4.2522813E+001, 4.7014895E+001, 4.9274315E+001, 5.2430851E+001, 5.3438484E+001, 5.2672684E+001, 4.9325673E+001, 4.7130556E+001, 4.5736405E+001, 4.0596455E+001, 4.0984869E+001, 4.1935454E+001, 4.2240712E+001, 4.2272402E+001, 4.2077091E+001, 4.1848185E+001, 4.1434653E+001, 4.0980844E+001, 4.9878962E+001, 4.8086110E+001, 4.9087937E+001, 5.0601392E+001, 5.3317438E+001, 5.5336505E+001, 5.6964943E+001, 6.0320526E+001, 6.5429331E+001, 1.7000000E+001, 1.7000000E+001, 3.2057145E-005, 3.2313313E-005, 0.0000000E+000, 3.1866251E-005, 1.2220100E-002, 1.2314633E-002, 3.9011087E-004, 1.2149654E-002, 1.9118576E-001, 1.9103905E-001, 2.0954574E-001, 1.9129509E-001, 4.6657693E-002, 4.6678690E-002, 7.3768652E-001, 6.4883747E-001, 1.3853057E-001, 1.9704448E-001, 1.4576062E-001, 1.6118578E-001, 3.8945462E-001, 3.6906607E-001, 2.4295527E-001, 3.3288067E-001, 5.9078153E-001, 1.8131543E+001, 1.9072022E+001, 3.9392476E+000, 5.9268381E+001, 6.6822937E+001, 3.8013003E-001, 1.3942932E+001, 1.3303598E+001
