s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,m3/s,m3/s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kg,kg,kg,kg,kg,kg,kg,kg,kg
Time,"TG_L4_NE_005","TG_L4_NE_055","TG_L4_NE_105","TG_L4_NE_155","TG_L4_NE_205","TG_L4_NE_255","TG_L4_NE_305","TG_L4_NE_355","TG_L4_NE_390","TG_L4_NW_005","TG_L4_NW_055","TG_L4_NW_105","TG_L4_NW_155","TG_L4_NW_205","TG_L4_NW_255","TG_L4_NW_305","TG_L4_NW_355","TG_L4_NW_390","TG_L4_SE_005","TG_L4_SE_055","TG_L4_SE_105","TG_L4_SE_155","TG_L4_SE_205","TG_L4_SE_255","TG_L4_SE_305","TG_L4_SE_355","TG_L4_SE_390","TG_L4_SW_005","TG_L4_SW_055","TG_L4_SW_105","TG_L4_SW_155","TG_L4_SW_205","TG_L4_SW_255","TG_L4_SW_305","TG_L4_SW_355","TG_L4_SW_390","TG_L4_CC_005","TG_L4_CC_055","TG_L4_CC_105","TG_L4_CC_155","TG_L4_CC_205","TG_L4_CC_255","TG_L4_CC_305","TG_L4_CC_355","TG_L4_CC_390","TG_EXT_L4","TG_ADM_L4","CO_L4_BAS","CO_L4_HAUT","CO_ADM_L4","CO_EXT_L4","CO2_L4_BAS","CO2_L4_HAUT","CO2_ADM_L4","CO2_EXT_L4","O2_L4_BAS","O2_L4_HAUT","O2_ADM_L4","O2_EXT_L4","H2O_L4_HAUT","H2O_EXT_L4","DEXT_L4","DADM_L4","FLR_L4_NE_030","FLR_L4_NE_155","FLR_L4_NE_260","FLR_L4_NE_355","FLT_L4_EC_265","FLT_L4_NC_265","FLT_L4_SC_265","FLT_L4_WC_265","Mass1","Mass2","Mass3","Mass4","Mass5","Mass6","Mass7","Mass8","Mass9"
 9.0004693E+001, 1.8733888E+001, 1.8777817E+001, 1.9775481E+001, 2.0086790E+001, 1.9800883E+001, 2.1778424E+001, 2.4072272E+001, 3.7542937E+001, 7.7931466E+001, 1.8783236E+001, 1.9957915E+001, 2.0851978E+001, 2.0769426E+001, 2.0734848E+001, 2.1007600E+001, 2.3549280E+001, 4.7873201E+001, 8.8192948E+001, 1.8214809E+001, 1.7773937E+001, 1.8158750E+001, 1.8942253E+001, 2.0490195E+001, 2.7558482E+001, 3.3123847E+001, 5.2168384E+001, 5.8960053E+001, 1.8067379E+001, 1.7787508E+001, 1.8572154E+001, 2.2056565E+001, 2.4586850E+001, 2.8941882E+001, 3.3158921E+001, 3.7868566E+001, 4.9912186E+001, 1.8735385E+001, 1.8061421E+001, 1.8747058E+001, 1.9805049E+001, 2.1664248E+001, 2.3885727E+001, 2.6166851E+001, 4.2519484E+001, 6.4687405E+001, 1.7000000E+001, 1.7000000E+001, 9.2332853E-008, 7.6154456E-006, 0.0000000E+000, 8.8909991E-006, 4.2418430E-004, 3.2004247E-003, 3.9011087E-004, 3.6711398E-003, 2.0949286E-001, 2.0518417E-001, 2.0954574E-001, 2.0445363E-001, 1.1678824E-002, 1.2314633E-002, 9.1268193E-001, 4.6078477E-001, 1.3978534E-001, 2.2604581E-001, 1.0297297E-001, 1.4715761E-001, 4.2455402E-001, 1.9918418E-001, 2.8000928E-001, 1.6302382E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0000329E+002, 1.9166481E+001, 2.0646578E+001, 2.2371860E+001, 2.2629124E+001, 2.3659782E+001, 3.0090866E+001, 3.5607256E+001, 5.2798222E+001, 9.3557910E+001, 1.9292252E+001, 2.2059163E+001, 2.3965609E+001, 2.4928501E+001, 2.6808950E+001, 2.9556450E+001, 3.2487968E+001, 5.9394904E+001, 1.0155163E+002, 1.8250146E+001, 1.8069014E+001, 1.8752641E+001, 1.9968099E+001, 2.3712442E+001, 3.8216707E+001, 5.0218348E+001, 6.6151202E+001, 7.0545537E+001, 1.8341699E+001, 1.8216899E+001, 1.9099781E+001, 2.1392922E+001, 2.5816182E+001, 3.9025980E+001, 4.7104712E+001, 5.2724569E+001, 6.0829366E+001, 1.8871883E+001, 1.8678221E+001, 2.0474286E+001, 2.1707260E+001, 2.5092588E+001, 3.3896793E+001, 4.1150804E+001, 5.7829875E+001, 7.7205937E+001, 1.7000000E+001, 1.7000000E+001, 2.5688383E-007, 1.0057463E-005, 0.0000000E+000, 1.1343041E-005, 4.8490824E-004, 4.1015978E-003, 3.9011087E-004, 4.5760124E-003, 2.0939862E-001, 2.0378557E-001, 2.0954574E-001, 2.0304928E-001, 1.2894572E-002, 1.3533246E-002, 9.1013766E-001, 4.7935451E-001, 1.1521355E-001, 1.8977499E-001, 1.1464217E-001, 1.5386898E-001, 5.5838107E-001, 2.9657898E-001, 3.6253708E-001, 2.9086850E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1000181E+002, 1.9844412E+001, 2.1658401E+001, 2.3181676E+001, 2.6055494E+001, 2.9926248E+001, 3.7570639E+001, 4.4486227E+001, 5.9791868E+001, 1.0325804E+002, 1.9951517E+001, 2.3433883E+001, 2.5542754E+001, 2.7344447E+001, 3.3936408E+001, 3.8605534E+001, 4.2389981E+001, 6.5830946E+001, 1.1225275E+002, 1.8385815E+001, 1.8364035E+001, 1.9218764E+001, 2.1481081E+001, 3.0712134E+001, 5.1956858E+001, 6.5075966E+001, 8.1479682E+001, 8.3907280E+001, 1.8800471E+001, 1.8643842E+001, 1.9163432E+001, 2.1094143E+001, 3.3946095E+001, 5.1075691E+001, 5.9719390E+001, 6.7090008E+001, 7.6909658E+001, 1.9158398E+001, 1.9273991E+001, 2.0530534E+001, 2.3495235E+001, 3.0157886E+001, 4.3901292E+001, 5.0612927E+001, 7.3304157E+001, 9.1772012E+001, 1.7000000E+001, 1.7000000E+001, 1.6773775E-007, 1.3209036E-005, 0.0000000E+000, 1.4490164E-005, 4.5201083E-004, 5.2646169E-003, 3.9011087E-004, 5.7373894E-003, 2.0944967E-001, 2.0198058E-001, 2.0954574E-001, 2.0124684E-001, 1.4458564E-002, 1.5093010E-002, 9.0689698E-001, 5.0353719E-001, 1.2069532E-001, 1.9956373E-001, 1.1750410E-001, 1.8187879E-001, 6.6678046E-001, 3.5338538E-001, 4.5719045E-001, 3.6243954E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.2000712E+002, 1.9947915E+001, 2.1533586E+001, 2.3822722E+001, 2.7622311E+001, 3.7219899E+001, 4.3650950E+001, 5.4730671E+001, 8.1038153E+001, 1.1365346E+002, 2.2667892E+001, 2.4742874E+001, 2.6177927E+001, 2.8097079E+001, 4.2653456E+001, 4.6530763E+001, 5.2613288E+001, 8.0641960E+001, 1.2754180E+002, 1.8549763E+001, 1.8655117E+001, 1.9911106E+001, 2.5175210E+001, 3.4871431E+001, 6.0320622E+001, 7.5665864E+001, 8.6964720E+001, 8.8767753E+001, 1.9031908E+001, 1.9659780E+001, 2.1822025E+001, 2.4748472E+001, 3.9483843E+001, 5.7928256E+001, 6.9733321E+001, 7.7593062E+001, 8.5896651E+001, 1.9300453E+001, 1.9471796E+001, 2.1184402E+001, 2.7070428E+001, 3.5046248E+001, 5.3083623E+001, 6.2049290E+001, 8.5090102E+001, 1.0009059E+002, 1.7000000E+001, 1.7000000E+001, 4.8450143E-007, 1.5426123E-005, 0.0000000E+000, 1.5927449E-005, 5.6890554E-004, 6.0827846E-003, 3.9011087E-004, 6.2677879E-003, 2.0926826E-001, 2.0071079E-001, 2.0954574E-001, 2.0042367E-001, 1.5555571E-002, 1.5803629E-002, 9.0452803E-001, 5.2104969E-001, 1.2883572E-001, 2.1048360E-001, 1.3985808E-001, 2.1309961E-001, 6.9550547E-001, 4.5705710E-001, 5.1211726E-001, 4.4340089E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.3000183E+002, 1.9850361E+001, 2.1393423E+001, 2.4981037E+001, 3.3281212E+001, 4.3369082E+001, 5.1009295E+001, 6.1336791E+001, 8.8336374E+001, 1.2233079E+002, 2.4203366E+001, 2.4298792E+001, 2.6873357E+001, 3.1890679E+001, 4.9922190E+001, 5.2206655E+001, 6.0426989E+001, 8.3315262E+001, 1.3436701E+002, 1.8735296E+001, 1.9946432E+001, 2.2799578E+001, 3.0506195E+001, 3.8398938E+001, 6.4172351E+001, 8.4036837E+001, 9.6963916E+001, 9.7768745E+001, 1.9307723E+001, 2.1201410E+001, 2.4485311E+001, 2.8525718E+001, 4.3229259E+001, 6.5101852E+001, 7.6939800E+001, 8.6119128E+001, 9.5618250E+001, 1.9572323E+001, 2.0344114E+001, 2.3500433E+001, 3.1321722E+001, 3.9629897E+001, 6.0432090E+001, 6.9900723E+001, 9.4514673E+001, 1.0807007E+002, 1.7000000E+001, 1.7000000E+001, 1.6521539E-006, 1.6630062E-005, 0.0000000E+000, 1.8674663E-005, 9.9980217E-004, 6.5270720E-003, 3.9011087E-004, 7.2815872E-003, 2.0859951E-001, 2.0002126E-001, 2.0954574E-001, 1.9885027E-001, 1.6150506E-002, 1.7159316E-002, 9.0230994E-001, 5.3768097E-001, 1.3489896E-001, 2.1991796E-001, 1.5549532E-001, 2.2988519E-001, 7.9837599E-001, 5.3518164E-001, 5.9222283E-001, 4.8949149E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.4000234E+002, 2.0020255E+001, 2.2747203E+001, 2.7364994E+001, 3.6551466E+001, 4.9259199E+001, 5.6201452E+001, 6.8403815E+001, 9.2148175E+001, 1.2744722E+002, 2.3540984E+001, 2.4457778E+001, 2.8761533E+001, 3.7338025E+001, 5.4172641E+001, 6.0276545E+001, 6.5683568E+001, 8.4217143E+001, 1.3784753E+002, 1.9046875E+001, 2.2622078E+001, 2.5793015E+001, 3.3065210E+001, 4.1778900E+001, 7.2787927E+001, 8.8870164E+001, 1.0105109E+002, 1.0328423E+002, 1.9805081E+001, 2.2702593E+001, 2.6836108E+001, 3.2425731E+001, 4.6133315E+001, 7.0271219E+001, 8.3248256E+001, 9.2048870E+001, 9.9237304E+001, 1.9815037E+001, 2.2026400E+001, 2.5542704E+001, 3.5250344E+001, 4.3705339E+001, 6.7068733E+001, 7.6760942E+001, 1.0105029E+002, 1.1310016E+002, 1.7000000E+001, 1.7000000E+001, 2.1035439E-006, 1.8439604E-005, 0.0000000E+000, 1.9579603E-005, 1.1663778E-003, 7.1948438E-003, 3.9011087E-004, 7.6155356E-003, 2.0834099E-001, 1.9898489E-001, 2.0954574E-001, 1.9833198E-001, 1.7043130E-002, 1.7604926E-002, 9.0022861E-001, 5.5301312E-001, 1.4117535E-001, 2.2670776E-001, 1.6894062E-001, 2.5824263E-001, 8.0521784E-001, 5.4984299E-001, 6.5173308E-001, 5.4820997E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.5000294E+002, 2.3174510E+001, 2.5951056E+001, 2.9954146E+001, 3.7474944E+001, 5.4547875E+001, 6.1755002E+001, 7.6070335E+001, 9.4656198E+001, 1.3199571E+002, 2.6373952E+001, 2.6394885E+001, 3.1092240E+001, 4.0366366E+001, 5.6370582E+001, 6.6528399E+001, 7.0803076E+001, 8.9991617E+001, 1.4463354E+002, 1.9295726E+001, 2.4694441E+001, 2.8526051E+001, 3.5135045E+001, 4.7753621E+001, 7.9428267E+001, 9.4004848E+001, 1.0516948E+002, 1.0729672E+002, 2.0187305E+001, 2.3808361E+001, 2.9200890E+001, 3.5335057E+001, 5.0330028E+001, 7.5438806E+001, 8.8421249E+001, 9.6361972E+001, 1.0238108E+002, 2.0141217E+001, 2.4285819E+001, 2.8078271E+001, 3.7455826E+001, 4.8286411E+001, 6.9888117E+001, 8.3831124E+001, 1.0207807E+002, 1.1675016E+002, 1.7000000E+001, 1.7000000E+001, 2.4087906E-006, 1.9834938E-005, 0.0000000E+000, 2.1335163E-005, 1.2790224E-003, 7.7097614E-003, 3.9011087E-004, 8.2633866E-003, 2.0816616E-001, 1.9818574E-001, 2.0954574E-001, 1.9732653E-001, 1.7730468E-002, 1.8468496E-002, 8.9811058E-001, 5.6616850E-001, 1.4658752E-001, 2.3043017E-001, 1.7651676E-001, 2.6817734E-001, 8.9603386E-001, 6.3012418E-001, 6.8278279E-001, 5.9573344E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.6000175E+002, 2.9119589E+001, 2.9887485E+001, 3.1937326E+001, 3.9518160E+001, 5.6724366E+001, 6.5879876E+001, 7.9503474E+001, 9.4813194E+001, 1.3604589E+002, 3.1001672E+001, 2.9029675E+001, 3.3930749E+001, 4.1283112E+001, 5.8093277E+001, 7.0146542E+001, 7.6900238E+001, 9.4603490E+001, 1.4580197E+002, 1.9798894E+001, 2.5836406E+001, 3.0451262E+001, 3.8287908E+001, 5.0635230E+001, 8.3335608E+001, 9.8533998E+001, 1.0868804E+002, 1.1213343E+002, 2.0538162E+001, 2.5694474E+001, 3.0753893E+001, 3.8270828E+001, 5.4177879E+001, 8.1369224E+001, 9.2970578E+001, 1.0127059E+002, 1.0677368E+002, 2.0615729E+001, 2.6049940E+001, 3.0410256E+001, 3.9248733E+001, 5.3508025E+001, 7.1275249E+001, 8.7907510E+001, 1.0601534E+002, 1.2552519E+002, 1.7000000E+001, 1.7000000E+001, 2.3950544E-006, 2.1305936E-005, 0.0000000E+000, 2.2778062E-005, 1.2739534E-003, 8.2526009E-003, 3.9011087E-004, 8.7958570E-003, 2.0817403E-001, 1.9734326E-001, 2.0954574E-001, 1.9650014E-001, 1.8453995E-002, 1.9176957E-002, 8.9610092E-001, 5.7807826E-001, 1.4383582E-001, 2.2851208E-001, 1.8637287E-001, 2.7096098E-001, 8.4191741E-001, 6.6750579E-001, 7.3720830E-001, 6.2345542E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.7000078E+002, 3.3970156E+001, 3.2700232E+001, 3.4557094E+001, 4.0112410E+001, 6.1550278E+001, 6.8937993E+001, 8.0831697E+001, 9.8533581E+001, 1.3796373E+002, 3.3245279E+001, 3.1112339E+001, 3.6803484E+001, 4.3835907E+001, 6.0734984E+001, 7.2547978E+001, 7.7828139E+001, 9.8203928E+001, 1.4540246E+002, 2.0616442E+001, 2.6852357E+001, 3.2334089E+001, 4.0557325E+001, 5.5074388E+001, 8.5823564E+001, 9.9297272E+001, 1.1183998E+002, 1.1575568E+002, 2.0965956E+001, 2.7291571E+001, 3.2294027E+001, 4.0048148E+001, 5.7347459E+001, 8.5605940E+001, 9.5906121E+001, 1.0487007E+002, 1.1107934E+002, 2.1659327E+001, 2.7623282E+001, 3.2572740E+001, 4.1565163E+001, 5.6769976E+001, 7.5106322E+001, 8.9404886E+001, 1.0704904E+002, 1.2703035E+002, 1.7000000E+001, 1.7000000E+001, 2.7712067E-006, 2.2287605E-005, 0.0000000E+000, 2.4080732E-005, 1.4127642E-003, 8.6148645E-003, 3.9011087E-004, 9.2765787E-003, 2.0795860E-001, 1.9678104E-001, 2.0954574E-001, 1.9575407E-001, 1.8936018E-002, 1.9815901E-002, 8.9583577E-001, 5.7978150E-001, 1.5628509E-001, 2.4534356E-001, 1.9652755E-001, 2.9665241E-001, 8.6627110E-001, 6.6176885E-001, 7.5720832E-001, 6.7742011E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.8000249E+002, 3.5684233E+001, 3.4100388E+001, 3.6481120E+001, 4.3831757E+001, 6.4201468E+001, 7.2990444E+001, 8.4915667E+001, 1.0488814E+002, 1.3842711E+002, 3.4567837E+001, 3.3727310E+001, 3.9072673E+001, 4.4577665E+001, 6.3370610E+001, 7.5690690E+001, 8.1094207E+001, 1.0417092E+002, 1.4417493E+002, 2.1343654E+001, 2.8564170E+001, 3.4006766E+001, 4.3518278E+001, 5.8580383E+001, 8.7952909E+001, 1.0300719E+002, 1.1357717E+002, 1.1639333E+002, 2.1653286E+001, 2.8528788E+001, 3.4275519E+001, 4.2045931E+001, 6.0650043E+001, 8.8143511E+001, 9.9398129E+001, 1.0675351E+002, 1.1398420E+002, 2.4868803E+001, 2.8687689E+001, 3.5110246E+001, 4.3380634E+001, 5.9416940E+001, 7.8375260E+001, 9.4513703E+001, 1.1239153E+002, 1.2678765E+002, 1.7000000E+001, 1.7000000E+001, 3.4341767E-006, 2.3204225E-005, 0.0000000E+000, 2.4694182E-005, 1.6574187E-003, 8.9531232E-003, 3.9011087E-004, 9.5029593E-003, 2.0757890E-001, 1.9625606E-001, 2.0954574E-001, 1.9540273E-001, 1.9385987E-002, 2.0116387E-002, 8.9461514E-001, 5.8682825E-001, 1.5608604E-001, 2.4572868E-001, 2.0262698E-001, 2.9208910E-001, 9.7335488E-001, 7.1471871E-001, 7.6479109E-001, 6.8101204E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9000512E+002, 3.7580989E+001, 3.6381304E+001, 3.9164396E+001, 4.4565418E+001, 6.6432392E+001, 7.5344488E+001, 8.7993272E+001, 1.0741802E+002, 1.4129112E+002, 4.0036857E+001, 3.7732950E+001, 4.1735643E+001, 4.7148980E+001, 6.5012092E+001, 8.0094317E+001, 8.3545391E+001, 1.0391693E+002, 1.5102021E+002, 2.2163132E+001, 2.9880183E+001, 3.5497440E+001, 4.6064291E+001, 6.0706819E+001, 8.9851503E+001, 1.0460211E+002, 1.1495196E+002, 1.1898466E+002, 2.2444443E+001, 2.9618232E+001, 3.5892276E+001, 4.4417215E+001, 6.3139715E+001, 8.9401807E+001, 1.0069754E+002, 1.0817343E+002, 1.1687385E+002, 2.7343085E+001, 3.0430359E+001, 3.6521267E+001, 4.5950405E+001, 6.1423296E+001, 8.2098781E+001, 9.7383628E+001, 1.1395717E+002, 1.3068582E+002, 1.7000000E+001, 1.7000000E+001, 3.6106373E-006, 2.4211470E-005, 0.0000000E+000, 2.5903794E-005, 1.7225377E-003, 9.3248247E-003, 3.9011087E-004, 9.9493401E-003, 2.0747783E-001, 1.9567919E-001, 2.0954574E-001, 1.9470995E-001, 1.9879636E-002, 2.0708518E-002, 8.9260963E-001, 5.9877631E-001, 1.6034193E-001, 2.4905115E-001, 2.0924023E-001, 3.2133754E-001, 9.8295201E-001, 7.3881556E-001, 7.9267981E-001, 7.1867940E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0000627E+002, 3.9057399E+001, 3.7037033E+001, 4.0244367E+001, 4.7359569E+001, 6.9282062E+001, 7.7064120E+001, 8.9589889E+001, 1.0961437E+002, 1.4446572E+002, 4.2943386E+001, 4.1547548E+001, 4.3400063E+001, 4.8481243E+001, 6.7243901E+001, 8.3366091E+001, 8.4475764E+001, 1.0581618E+002, 1.4876867E+002, 2.3157963E+001, 3.1307078E+001, 3.6803929E+001, 4.7722232E+001, 6.1746299E+001, 9.3120426E+001, 1.0676305E+002, 1.1892102E+002, 1.2219793E+002, 2.3181222E+001, 3.1032751E+001, 3.7791574E+001, 4.6497602E+001, 6.5869068E+001, 9.1809643E+001, 1.0260387E+002, 1.1108237E+002, 1.1875656E+002, 3.0225171E+001, 3.1755249E+001, 3.8518085E+001, 4.6790911E+001, 6.4536460E+001, 8.3519160E+001, 9.8343960E+001, 1.1397654E+002, 1.3273394E+002, 1.7000000E+001, 1.7000000E+001, 4.8363758E-006, 2.5757720E-005, 0.0000000E+000, 2.7273077E-005, 2.1748697E-003, 9.8954348E-003, 3.9011087E-004, 1.0454644E-002, 2.0677582E-001, 1.9479361E-001, 2.0954574E-001, 1.9392572E-001, 2.0636922E-002, 2.1377886E-002, 8.9245080E-001, 5.9968037E-001, 1.6282741E-001, 2.5969898E-001, 2.1595133E-001, 3.2538822E-001, 9.9838330E-001, 7.4408005E-001, 8.2413262E-001, 7.5366104E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.1000767E+002, 4.1132252E+001, 3.9615595E+001, 4.1994655E+001, 5.0821580E+001, 7.0589716E+001, 7.7710309E+001, 9.1109716E+001, 1.1164150E+002, 1.4466809E+002, 4.5628305E+001, 4.3778333E+001, 4.4639961E+001, 5.1093330E+001, 6.9664725E+001, 8.4287289E+001, 8.6069236E+001, 1.0907908E+002, 1.5127559E+002, 2.4049096E+001, 3.2748481E+001, 3.8569490E+001, 4.9166708E+001, 6.2840741E+001, 9.3648089E+001, 1.0879166E+002, 1.2008746E+002, 1.2313589E+002, 2.4070985E+001, 3.2743067E+001, 3.9586745E+001, 4.8020938E+001, 6.8533152E+001, 9.1353507E+001, 1.0349563E+002, 1.1372112E+002, 1.1918713E+002, 3.1238013E+001, 3.2674364E+001, 3.9306358E+001, 5.0206838E+001, 6.5854111E+001, 8.5251533E+001, 9.8883936E+001, 1.1714117E+002, 1.3190951E+002, 1.7000000E+001, 1.7000000E+001, 5.1017464E-006, 2.6273676E-005, 0.0000000E+000, 2.7622627E-005, 2.2727989E-003, 1.0085837E-002, 3.9011087E-004, 1.0583638E-002, 2.0662384E-001, 1.9449811E-001, 2.0954574E-001, 1.9372553E-001, 2.0889316E-002, 2.1548626E-002, 8.9115862E-001, 6.0728304E-001, 1.6447963E-001, 2.5924907E-001, 2.2898888E-001, 3.3997493E-001, 9.7372807E-001, 7.6572782E-001, 8.1378907E-001, 7.5851543E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.2000375E+002, 3.9835978E+001, 3.9628206E+001, 4.4066269E+001, 5.3667019E+001, 7.1975310E+001, 7.9000094E+001, 9.3037873E+001, 1.1170246E+002, 1.4274981E+002, 4.6891137E+001, 4.5429406E+001, 4.7137043E+001, 5.3365492E+001, 7.3246157E+001, 8.3844230E+001, 9.0179993E+001, 1.0975786E+002, 1.5277337E+002, 2.5156511E+001, 3.3957631E+001, 4.0329409E+001, 5.0402038E+001, 6.6618440E+001, 9.5289691E+001, 1.1127227E+002, 1.2016909E+002, 1.2317167E+002, 2.5147205E+001, 3.4254723E+001, 4.0916101E+001, 4.9819644E+001, 7.0458432E+001, 9.3408019E+001, 1.0448744E+002, 1.1406995E+002, 1.2146434E+002, 3.4501929E+001, 3.3984419E+001, 4.1290789E+001, 5.2454399E+001, 6.7837262E+001, 8.5856709E+001, 1.0079169E+002, 1.1897236E+002, 1.3147734E+002, 1.7000000E+001, 1.7000000E+001, 5.5280331E-006, 2.7460223E-005, 0.0000000E+000, 2.8678293E-005, 2.4301107E-003, 1.0523706E-002, 3.9011087E-004, 1.0973208E-002, 2.0637969E-001, 1.9381854E-001, 2.0954574E-001, 1.9312092E-001, 2.1469134E-002, 2.2063902E-002, 8.9142643E-001, 6.0556861E-001, 1.7412261E-001, 2.7391658E-001, 2.3448032E-001, 3.3624487E-001, 1.0253895E+000, 7.9120906E-001, 8.1813834E-001, 7.7739544E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.3000315E+002, 4.1099478E+001, 3.9452037E+001, 4.5450712E+001, 5.5736974E+001, 7.3516195E+001, 8.0595361E+001, 9.5486742E+001, 1.1315643E+002, 1.4410734E+002, 4.7363216E+001, 4.6238497E+001, 4.8794762E+001, 5.6026790E+001, 7.6083719E+001, 8.4466332E+001, 9.1165831E+001, 1.1096478E+002, 1.5192305E+002, 2.6091426E+001, 3.5003816E+001, 4.1731050E+001, 5.2372346E+001, 6.8756020E+001, 9.7875471E+001, 1.1200165E+002, 1.2047331E+002, 1.2433976E+002, 2.6496694E+001, 3.5423022E+001, 4.1750326E+001, 5.1745241E+001, 7.3267624E+001, 9.6802934E+001, 1.0346611E+002, 1.1441430E+002, 1.2241338E+002, 3.7811045E+001, 3.5686611E+001, 4.3104838E+001, 5.3959216E+001, 6.9829132E+001, 8.9261712E+001, 1.0194317E+002, 1.2109211E+002, 1.3516982E+002, 1.7000000E+001, 1.7000000E+001, 5.9203292E-006, 2.7342507E-005, 0.0000000E+000, 2.8873387E-005, 2.5748790E-003, 1.0480266E-002, 3.9011087E-004, 1.1045203E-002, 2.0615501E-001, 1.9388596E-001, 2.0954574E-001, 1.9300918E-001, 2.1411563E-002, 2.2159067E-002, 8.9043158E-001, 6.1164359E-001, 1.7468871E-001, 2.7293634E-001, 2.3856071E-001, 3.5750959E-001, 1.0148015E+000, 7.7834664E-001, 8.6122483E-001, 7.8501095E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
