s,m3/s,m3/s,kg/s,kg/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,Pa
Time,DADM_L2_MOY,DEXT_L2_MOY,R2_in,R2_out,TG_L2_NE_005,TG_L2_NE_030,TG_L2_NE_055,TG_L2_NE_080,TG_L2_NE_105,TG_L2_NE_130,TG_L2_NE_155,TG_L2_NE_180,TG_L2_NE_205,TG_L2_NE_230,TG_L2_NE_255,TG_L2_NE_280,TG_L2_NE_305,TG_L2_NE_330,TG_L2_NE_355,TG_L2_NE_380,TG_L2_NE_385,TG_L2_NE_390,TP_L2_N030,TP_L2_N155,TP_L2_N260,TP_L2_N355,TP_L2_WC260,TP_L2_NC265,TP_L2_EC260,TP_L2_SC260,TP_L2_P,TP_L2_SOL,FLT_L2_N030,FLT_L2_N155,FLT_L2_N260,FLT_L2_N355,FLR_L2_N030,FLR_L2_N155,FLR_L2_N260,FLR_L2_N355,FLT_L2_WC260,FLT_L2_NC260,FLT_L2_EC260,FLT_L2_SC260,FLR_L2_P,FLT_L2_PM,FLT_L2_SOL,CO2L2_HAUT,COL2_HAUT,O2L2_HAUT,CO2FP,COFP,O2FP,CO2L2_BAS,COL2_BAS,O2L2_BAS,PLOCAL2_MOY
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001, 2.9000000E+001,-2.5454553E-004,-1.8622029E-004,-1.4955317E-004,-1.1857305E-004,-2.5454553E-004,-1.8622029E-004,-1.4955317E-004,-1.1857305E-004,-1.2723513E-004,-1.2975308E-004,-1.2473526E-004,-1.3132321E-004,-1.6230916E-004,-1.6230916E-004,-1.7486783E-004, 3.8380020E-004, 0.0000000E+000, 2.0615600E-001, 3.8380020E-004, 0.0000000E+000, 2.0615600E-001, 3.8380020E-004, 0.0000000E+000, 2.0615600E-001,-1.7997852E-005
 1.0025414E+001, 1.5392070E-001, 1.4999341E-001, 1.7804708E-001, 1.7345944E-001, 2.9018833E+001, 2.9019311E+001, 2.9020174E+001, 2.9020586E+001, 2.9021187E+001, 2.9021606E+001, 2.9021712E+001, 2.9021646E+001, 2.9021680E+001, 2.9021576E+001, 2.9021455E+001, 2.9021076E+001, 2.9021105E+001, 2.9020722E+001, 2.9020689E+001, 2.9020543E+001, 2.9020543E+001, 2.9020686E+001, 2.9000179E+001, 2.9001417E+001, 2.9001543E+001, 2.9001178E+001, 2.9001614E+001, 2.9001101E+001, 2.9001611E+001, 2.9001095E+001, 2.9042923E+001, 2.9000348E+001, 1.9548843E-004, 1.4595902E-003, 1.5893489E-003, 1.2180353E-003, 1.8501387E-004, 1.4485901E-003, 1.5782819E-003, 1.2071341E-003, 1.6694947E-003, 1.1420904E-003, 1.6684829E-003, 1.1383862E-003, 2.4180717E-003, 2.4289956E-003, 3.8199939E-004, 3.8380020E-004, 0.0000000E+000, 2.0615600E-001, 3.8380020E-004, 0.0000000E+000, 2.0615600E-001, 3.8380020E-004, 0.0000000E+000, 2.0615600E-001, 2.2477351E+001
 2.0007108E+001, 1.5913707E-001, 1.5717403E-001, 1.8409342E-001, 1.8176937E-001, 2.9024998E+001, 2.9026703E+001, 2.9029742E+001, 2.9031760E+001, 2.9033277E+001, 2.9035039E+001, 2.9035258E+001, 2.9034955E+001, 2.9035427E+001, 2.9035115E+001, 2.9034436E+001, 2.9033691E+001, 2.9033574E+001, 2.9032525E+001, 2.9032263E+001, 2.9042957E+001, 2.9042957E+001, 2.9061986E+001, 2.9000518E+001, 2.9003218E+001, 2.9003510E+001, 2.9002742E+001, 2.9003751E+001, 2.9002583E+001, 2.9003749E+001, 2.9002581E+001, 2.9100177E+001, 2.9001008E+001, 3.1416016E-004, 1.8092600E-003, 1.9786157E-003, 1.5654835E-003, 3.0044604E-004, 1.7935684E-003, 1.9626420E-003, 1.5499536E-003, 2.1416248E-003, 1.4767584E-003, 2.1420172E-003, 1.4787992E-003, 2.9978621E-003, 3.7256033E-003, 6.2264230E-004, 3.8380020E-004, 0.0000000E+000, 2.0615600E-001, 3.8380020E-004, 0.0000000E+000, 2.0615600E-001, 3.8380020E-004, 0.0000000E+000, 2.0615600E-001, 3.0326155E+001
 3.0032522E+001, 1.5918008E-001, 1.5717643E-001, 1.8414308E-001, 1.8174579E-001, 2.9024779E+001, 2.9027594E+001, 2.9032593E+001, 2.9036468E+001, 2.9038052E+001, 2.9041641E+001, 2.9041965E+001, 2.9041692E+001, 2.9042316E+001, 2.9041527E+001, 2.9040527E+001, 2.9039680E+001, 2.9039449E+001, 2.9038069E+001, 2.9037553E+001, 2.9439278E+001, 2.9439278E+001, 2.9694463E+001, 2.9000775E+001, 2.9004370E+001, 2.9004791E+001, 2.9003819E+001, 2.9005237E+001, 2.9003595E+001, 2.9005199E+001, 2.9003591E+001, 2.9159755E+001, 2.9001532E+001, 3.6226545E-004, 1.8825868E-003, 2.0760761E-003, 1.6916605E-003, 3.4891907E-004, 1.8656617E-003, 2.0584375E-003, 1.6748914E-003, 2.3121228E-003, 1.5899561E-003, 2.2863132E-003, 1.5852543E-003, 3.1588365E-003, 4.9564975E-003, 7.3110783E-004, 3.8380020E-004, 0.0000000E+000, 2.0615600E-001, 3.8380020E-004, 0.0000000E+000, 2.0615600E-001, 3.8380020E-004, 0.0000000E+000, 2.0615600E-001, 3.0231450E+001
 4.0000629E+001, 1.3902246E-001, 1.6111600E-001, 1.6085879E-001, 1.8619367E-001, 2.9098499E+001, 2.9112659E+001, 2.9118265E+001, 2.9128736E+001, 2.9126224E+001, 2.9127058E+001, 2.9125065E+001, 2.9120252E+001, 2.9117150E+001, 2.9111927E+001, 2.9108508E+001, 2.9103824E+001, 2.9101289E+001, 2.9097184E+001, 2.9095336E+001, 3.1371238E+001, 3.1371238E+001, 3.3150757E+001, 2.9032590E+001, 2.9033539E+001, 2.9027560E+001, 2.9021605E+001, 2.9026709E+001, 2.9018762E+001, 2.9027069E+001, 2.9018690E+001, 2.9973791E+001, 2.9086807E+001, 3.3017917E-002, 3.1215833E-002, 2.4755638E-002, 2.0014307E-002, 3.2964698E-002, 3.1154396E-002, 2.4683111E-002, 1.7948418E-002, 2.4030604E-002, 1.6666818E-002, 2.4147724E-002, 1.6639769E-002, 2.7850264E-002, 5.5406122E-002, 8.8426228E-002, 3.8380020E-004, 9.5853668E-016, 2.0615600E-001, 3.9216822E-004, 2.5989131E-008, 2.0614200E-001, 3.8380020E-004, 6.8307069E-056, 2.0615600E-001, 7.0499083E+001
 5.0009031E+001, 1.2007827E-001, 1.6475576E-001, 1.3896458E-001, 1.8934520E-001, 2.9246731E+001, 2.9288769E+001, 2.9301428E+001, 2.9323581E+001, 2.9311350E+001, 2.9300048E+001, 2.9292170E+001, 2.9271603E+001, 2.9259471E+001, 2.9244350E+001, 2.9483145E+001, 2.9735228E+001, 2.9989364E+001, 2.9850989E+001, 2.9972444E+001, 3.4488447E+001, 3.4488447E+001, 4.0037915E+001, 2.9093239E+001, 2.9089767E+001, 2.9084259E+001, 2.9089752E+001, 2.9083129E+001, 2.9051296E+001, 2.9078333E+001, 2.9052546E+001, 3.1799232E+001, 2.9246762E+001, 6.3035346E-002, 5.9202630E-002, 5.6950404E-002, 6.0274053E-002, 6.2891568E-002, 5.8815688E-002, 4.9227263E-002, 3.9050496E-002, 5.3238606E-002, 3.4250605E-002, 5.0806525E-002, 3.5452442E-002, 5.2460736E-002, 1.1944825E-001, 1.6603407E-001, 4.0603237E-004, 6.9047928E-008, 2.0611880E-001, 3.9528859E-004, 3.5680321E-008, 2.0613677E-001, 3.8380020E-004, 2.1214025E-031, 2.0615600E-001, 1.0368596E+002
 6.0001710E+001, 9.7211415E-002, 1.6939484E-001, 1.1252215E-001, 1.9146580E-001, 2.9453649E+001, 2.9533791E+001, 2.9575801E+001, 2.9623264E+001, 2.9611499E+001, 2.9621371E+001, 2.9611646E+001, 2.9581480E+001, 2.9541137E+001, 2.9597260E+001, 3.0176984E+001, 3.0803895E+001, 3.1061480E+001, 3.2261751E+001, 3.4648304E+001, 4.0484348E+001, 4.0484348E+001, 4.4379364E+001, 2.9176833E+001, 2.9167320E+001, 2.9181674E+001, 2.9197449E+001, 2.9143028E+001, 2.9107866E+001, 2.9159163E+001, 2.9111657E+001, 3.4442934E+001, 2.9463541E+001, 9.9916727E-002, 9.3051375E-002, 1.0291196E-001, 1.0439695E-001, 9.9584582E-002, 9.2489339E-002, 8.0228497E-002, 6.5209757E-002, 7.6986841E-002, 6.3970101E-002, 9.1337547E-002, 6.5295378E-002, 8.5247088E-002, 2.1664323E-001, 2.6073166E-001, 6.1646982E-004, 7.2261740E-007, 2.0576671E-001, 3.8930634E-004, 1.7100832E-008, 2.0614678E-001, 3.8380020E-004, 3.3237276E-025, 2.0615600E-001, 1.3739940E+002
 7.0001817E+001, 7.5479221E-002, 1.7359785E-001, 8.7379674E-002, 1.9232818E-001, 2.9666098E+001, 2.9779655E+001, 2.9886060E+001, 2.9979999E+001, 3.0024080E+001, 3.0199128E+001, 3.0496603E+001, 3.0827620E+001, 3.1025988E+001, 3.1288141E+001, 3.1439818E+001, 3.2248587E+001, 3.4208181E+001, 3.9878461E+001, 4.0814825E+001, 4.6998140E+001, 4.6998140E+001, 5.3254215E+001, 2.9281293E+001, 2.9264291E+001, 2.9294611E+001, 2.9358743E+001, 2.9262704E+001, 2.9184389E+001, 2.9287096E+001, 2.9183607E+001, 3.7436283E+001, 2.9744077E+001, 1.3909195E-001, 1.2976606E-001, 1.3983070E-001, 1.6910519E-001, 1.3828867E-001, 1.2889918E-001, 1.1343137E-001, 9.6875829E-002, 1.3685895E-001, 8.7333865E-002, 1.4519854E-001, 9.0198694E-002, 1.2448174E-001, 2.8977800E-001, 3.7022230E-001, 1.0646867E-003, 2.1146742E-006, 2.0501677E-001, 3.9187532E-004, 2.5079504E-008, 2.0614248E-001, 3.8380020E-004, 8.4355956E-021, 2.0615600E-001, 1.6302276E+002
 8.0008879E+001, 5.4251862E-002, 1.7728931E-001, 6.2812335E-002, 1.9240748E-001, 2.9870620E+001, 3.0100271E+001, 3.0298522E+001, 3.0712394E+001, 3.1134090E+001, 3.1712958E+001, 3.1846283E+001, 3.2445947E+001, 3.2900641E+001, 3.4635185E+001, 3.5971532E+001, 3.8192712E+001, 3.9828656E+001, 4.3766461E+001, 4.7083106E+001, 5.2682260E+001, 5.2682260E+001, 5.9260145E+001, 2.9409199E+001, 2.9384122E+001, 2.9486556E+001, 2.9547598E+001, 2.9395922E+001, 2.9295703E+001, 2.9433665E+001, 2.9299664E+001, 4.0998276E+001, 3.0062033E+001, 1.8450340E-001, 1.7244172E-001, 2.1772900E-001, 2.2079320E-001, 1.8290912E-001, 1.6905911E-001, 1.5354471E-001, 1.3139652E-001, 1.7733237E-001, 1.4064363E-001, 1.8748428E-001, 1.3887390E-001, 1.5925396E-001, 4.1775399E-001, 4.6476437E-001, 1.5194928E-003, 3.5271953E-006, 2.0425580E-001, 3.9716795E-004, 4.1517219E-008, 2.0613361E-001, 3.8380547E-004, 1.6376117E-011, 2.0615599E-001, 1.8204349E+002
