s,m3/s,m3/s,kg/s,kg/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,Pa
 9.0010319E+001,-8.7590604E-002, 6.6514964E-002,-9.1370530E-002, 6.9463571E-002, 3.1074607E+001, 3.1791183E+001, 3.1892530E+001, 3.2520431E+001, 3.2688697E+001, 3.3027125E+001, 3.3845640E+001, 3.4659970E+001, 3.5731841E+001, 3.9849772E+001, 4.4186439E+001, 4.8047251E+001, 5.0695120E+001, 5.7209792E+001, 5.9506433E+001, 6.6365729E+001, 6.6365729E+001, 7.4658444E+001, 2.9655957E+001, 2.9625879E+001, 2.9878844E+001, 3.0001824E+001, 2.9746431E+001, 2.9554448E+001, 2.9799180E+001, 2.9557747E+001, 4.7276789E+001, 3.0624385E+001, 2.6590306E-001, 2.5344190E-001, 3.3576340E-001, 3.8119662E-001, 2.6084691E-001, 2.4290359E-001, 2.2722734E-001, 2.0492462E-001, 3.2288124E-001, 2.4197520E-001, 3.3293166E-001, 2.4161997E-001, 2.3741304E-001, 5.9226643E-001, 6.4205542E-001, 2.5942231E-003, 6.8650562E-006, 2.0245760E-001, 3.8671797E-004, 9.0619395E-009, 2.0615111E-001, 3.9662673E-004, 3.9836200E-008, 2.0613454E-001, 3.9303748E+002
 1.0000210E+002,-9.7241091E-002, 6.8437837E-002,-9.9821668E-002, 6.9894922E-002, 3.2171114E+001, 3.2733088E+001, 3.2918837E+001, 3.3784048E+001, 3.4459604E+001, 3.4802180E+001, 3.5360806E+001, 3.7269048E+001, 4.1361205E+001, 4.9541410E+001, 5.2155872E+001, 5.6338267E+001, 5.9173634E+001, 6.3912120E+001, 6.5993446E+001, 7.7441653E+001, 7.7441653E+001, 8.2547567E+001, 2.9826023E+001, 2.9804952E+001, 3.0156921E+001, 3.0346597E+001, 3.0101384E+001, 2.9791455E+001, 3.0095971E+001, 2.9830154E+001, 5.1693541E+001, 3.1023837E+001, 3.0102444E-001, 3.0065426E-001, 4.1929698E-001, 4.6125238E-001, 2.9446869E-001, 2.8228722E-001, 2.7237763E-001, 2.4752200E-001, 4.2346847E-001, 3.1104057E-001, 4.1610377E-001, 3.3671372E-001, 2.8740866E-001, 6.7207428E-001, 7.2664722E-001, 3.2585578E-003, 8.9283242E-006, 2.0134606E-001, 4.0363968E-004, 6.1616913E-008, 2.0612279E-001, 3.9699391E-004, 4.0976578E-008, 2.0613393E-001, 4.3202730E+002
 1.1000920E+002,-1.0222346E-001, 6.9684337E-002,-1.0249689E-001, 6.9670777E-002, 3.2800045E+001, 3.3525339E+001, 3.3965467E+001, 3.5223280E+001, 3.5638206E+001, 3.6809081E+001, 3.8900923E+001, 4.3427481E+001, 4.8267791E+001, 5.6797166E+001, 5.9241377E+001, 6.3715670E+001, 6.6679050E+001, 7.0742104E+001, 7.1531037E+001, 8.1033020E+001, 8.1033020E+001, 8.9887432E+001, 2.9996105E+001, 3.0000335E+001, 3.0532491E+001, 3.0688073E+001, 3.0441426E+001, 3.0108666E+001, 3.0490875E+001, 3.0150097E+001, 5.5793455E+001, 3.1434974E+001, 3.3200934E-001, 3.4523757E-001, 5.1916949E-001, 5.2987066E-001, 3.2181717E-001, 3.2016778E-001, 3.1797846E-001, 2.8881013E-001, 5.0824364E-001, 4.1097143E-001, 5.0902470E-001, 4.2491895E-001, 3.4058071E-001, 7.7275758E-001, 8.0635668E-001, 3.9552275E-003, 1.1092017E-005, 2.0018042E-001, 4.0462795E-004, 6.4686178E-008, 2.0612114E-001, 4.2558733E-004, 1.2978104E-007, 2.0608608E-001, 4.4824413E+002
 1.2000175E+002,-9.9926186E-002, 6.9716874E-002,-9.8381695E-002, 6.8702850E-002, 3.3569488E+001, 3.4697265E+001, 3.5412418E+001, 3.6554852E+001, 3.7032581E+001, 3.8958687E+001, 4.1192257E+001, 4.9857014E+001, 5.5748790E+001, 6.4112127E+001, 6.5499002E+001, 6.8040009E+001, 7.1123896E+001, 7.8363030E+001, 8.0194398E+001, 8.9729728E+001, 8.9729728E+001, 9.8072954E+001, 3.0156049E+001, 3.0202749E+001, 3.0915266E+001, 3.1088331E+001, 3.0811373E+001, 3.0443984E+001, 3.0818775E+001, 3.0509610E+001, 5.9024245E+001, 3.1778471E+001, 3.5402530E-001, 3.8489120E-001, 5.8497609E-001, 6.1548641E-001, 3.3956621E-001, 3.4413402E-001, 3.5414125E-001, 3.3016455E-001, 5.6898872E-001, 4.8358678E-001, 5.8030404E-001, 4.9627344E-001, 3.7099194E-001, 7.9512484E-001, 8.3264158E-001, 4.5493022E-003, 1.2937074E-005, 1.9918644E-001, 4.4155037E-004, 1.7935865E-007, 2.0605935E-001, 4.3700649E-004, 1.6524630E-007, 2.0606698E-001, 4.3078846E+002
 1.3000594E+002,-9.5275486E-002, 6.9467344E-002,-9.2743120E-002, 6.7551429E-002, 3.4141689E+001, 3.6304066E+001, 3.7265334E+001, 3.8500777E+001, 3.9318858E+001, 4.2037951E+001, 4.5571038E+001, 5.6574526E+001, 6.4567177E+001, 7.0591229E+001, 7.2598400E+001, 7.5143899E+001, 7.6917960E+001, 8.4079824E+001, 8.4739427E+001, 9.2643392E+001, 9.2643392E+001, 1.0087947E+002, 3.0315678E+001, 3.0414831E+001, 3.1262571E+001, 3.1461160E+001, 3.1201619E+001, 3.0815370E+001, 3.1229562E+001, 3.0866652E+001, 6.4123126E+001, 3.2145102E+001, 3.7366925E-001, 4.2659641E-001, 6.3754431E-001, 6.6517799E-001, 3.5493808E-001, 3.6679434E-001, 3.8777797E-001, 3.6279673E-001, 6.6772434E-001, 5.6029372E-001, 6.5397970E-001, 5.7899225E-001, 4.3032186E-001, 9.8842053E-001, 8.8342485E-001, 5.1452830E-003, 1.4788051E-005, 1.9818926E-001, 4.9437154E-004, 3.4340887E-007, 2.0597097E-001, 4.5017886E-004, 2.0615658E-007, 2.0604494E-001, 4.0546697E+002
 1.4001208E+002,-8.9572053E-002, 6.9205041E-002,-8.5923731E-002, 6.6196766E-002, 3.5156273E+001, 3.8118208E+001, 3.9015148E+001, 4.0487207E+001, 4.1588496E+001, 4.6681684E+001, 5.3476841E+001, 6.2823832E+001, 6.8442367E+001, 7.5501593E+001, 7.7827393E+001, 7.9818494E+001, 8.3155887E+001, 8.7702317E+001, 8.9586619E+001, 9.9088770E+001, 9.9088770E+001, 1.0792646E+002, 3.0476648E+001, 3.0674400E+001, 3.1636692E+001, 3.1880138E+001, 3.1639156E+001, 3.1167450E+001, 3.1636125E+001, 3.1236886E+001, 6.7520395E+001, 3.2482802E+001, 3.9843152E-001, 4.8534550E-001, 7.0497700E-001, 7.5721111E-001, 3.7311953E-001, 3.9600718E-001, 4.2639412E-001, 4.0566578E-001, 7.3845245E-001, 6.2616716E-001, 7.2343299E-001, 6.3015696E-001, 4.5740635E-001, 9.8528807E-001, 9.1700544E-001, 5.7723058E-003, 1.6735437E-005, 1.9714015E-001, 5.1104047E-004, 3.9517860E-007, 2.0594309E-001, 4.0684370E-004, 7.1567727E-008, 2.0611745E-001, 3.7645227E+002
 1.5001013E+002,-8.1260507E-002, 6.8672475E-002,-7.7005327E-002, 6.4680652E-002, 3.6237279E+001, 3.9555078E+001, 4.0926832E+001, 4.2825015E+001, 4.4903334E+001, 5.2712827E+001, 6.0678364E+001, 7.0453498E+001, 7.7544804E+001, 8.0876821E+001, 8.3322147E+001, 8.5101258E+001, 8.8255289E+001, 9.2801600E+001, 9.4350383E+001, 1.0259204E+002, 1.0259204E+002, 1.1294047E+002, 3.0640941E+001, 3.0962192E+001, 3.2038942E+001, 3.2291260E+001, 3.2052584E+001, 3.1575994E+001, 3.2044351E+001, 3.1565491E+001, 7.0778799E+001, 3.2834278E+001, 4.2071539E-001, 5.4713271E-001, 7.7483287E-001, 8.0868493E-001, 3.8991185E-001, 4.2213461E-001, 4.6054610E-001, 4.3901993E-001, 7.9613919E-001, 7.0226909E-001, 7.9948940E-001, 6.6421834E-001, 5.0063891E-001, 1.0575595E+000, 9.6859498E-001, 6.4431756E-003, 1.8819002E-005, 1.9601768E-001, 6.0610321E-004, 6.9042134E-007, 2.0578402E-001, 4.0194186E-004, 5.6343756E-008, 2.0612565E-001, 3.4059120E+002
 1.6000185E+002,-6.8359452E-002, 6.7594015E-002,-6.3618031E-002, 6.2923120E-002, 3.7235605E+001, 4.1022077E+001, 4.2505974E+001, 4.5291715E+001, 4.8244916E+001, 5.7724695E+001, 6.6766356E+001, 7.5382744E+001, 7.9630758E+001, 8.3628007E+001, 8.5249576E+001, 8.7087411E+001, 9.2316381E+001, 9.9613883E+001, 9.9104519E+001, 1.0857439E+002, 1.0857439E+002, 1.1754756E+002, 3.0795838E+001, 3.1233818E+001, 3.2450094E+001, 3.2737901E+001, 3.2461433E+001, 3.1956514E+001, 3.2395886E+001, 3.1923457E+001, 7.4332364E+001, 3.3133541E+001, 4.3291838E-001, 5.7870907E-001, 8.3948066E-001, 8.8560976E-001, 3.9533951E-001, 4.3514098E-001, 4.9053558E-001, 4.7726624E-001, 8.5499359E-001, 7.5290823E-001, 8.1936063E-001, 7.3400482E-001, 5.3022573E-001, 1.1327114E+000, 9.6151108E-001, 7.0120831E-003, 2.0585895E-005, 1.9506580E-001, 7.8430859E-004, 1.2438855E-006, 2.0548585E-001, 4.0270057E-004, 5.8700117E-008, 2.0612438E-001, 2.9260464E+002
 1.7000902E+002,-5.6463720E-002, 6.6716872E-002,-5.2143562E-002, 6.1687641E-002, 3.8683334E+001, 4.2555287E+001, 4.4328451E+001, 4.8097797E+001, 5.1881414E+001, 6.4535763E+001, 7.2184264E+001, 7.9884961E+001, 8.3229100E+001, 8.8340759E+001, 9.0306569E+001, 9.1892783E+001, 9.4631345E+001, 1.0066382E+002, 1.0188395E+002, 1.1227040E+002, 1.1227040E+002, 1.2028651E+002, 3.0947654E+001, 3.1540155E+001, 3.2828900E+001, 3.3125889E+001, 3.2863688E+001, 3.2312332E+001, 3.2840707E+001, 3.2293081E+001, 7.7381383E+001, 3.3402059E+001, 4.4627240E-001, 6.3442454E-001, 8.6593020E-001, 9.0669432E-001, 4.0265826E-001, 4.4922444E-001, 5.1040232E-001, 4.9700516E-001, 8.9734784E-001, 7.8883094E-001, 9.0593257E-001, 7.8441986E-001, 5.5523828E-001, 1.1640072E+000, 9.6562088E-001, 7.4108010E-003, 2.1824220E-005, 1.9439868E-001, 8.0819866E-004, 1.3180825E-006, 2.0544588E-001, 4.2024076E-004, 1.1317587E-007, 2.0609503E-001, 2.5762501E+002
 1.8000726E+002,-4.4432302E-002, 6.6057006E-002,-4.0988374E-002, 6.0656718E-002, 3.9488971E+001, 4.3906128E+001, 4.6313482E+001, 5.0735698E+001, 5.7703390E+001, 6.9928164E+001, 7.7022108E+001, 8.3423842E+001, 8.7724823E+001, 9.2191148E+001, 9.2752267E+001, 9.6770650E+001, 1.0208555E+002, 1.0403323E+002, 1.0587548E+002, 1.1684342E+002, 1.1684342E+002, 1.2322808E+002, 3.1101730E+001, 3.1846616E+001, 3.3188106E+001, 3.3482951E+001, 3.3262997E+001, 3.2684254E+001, 3.3199432E+001, 3.2662467E+001, 7.9743915E+001, 3.3678898E+001, 4.6217477E-001, 6.7676158E-001, 9.0084461E-001, 9.3828410E-001, 4.1120107E-001, 4.6794626E-001, 5.3439169E-001, 5.2064867E-001, 9.4975554E-001, 8.3562152E-001, 9.2426268E-001, 8.3394753E-001, 5.8075912E-001, 1.2040305E+000, 9.8705482E-001, 7.8710145E-003, 2.3253535E-005, 1.9362867E-001, 8.4409355E-004, 1.4295636E-006, 2.0538582E-001, 4.2674112E-004, 1.3336445E-007, 2.0608415E-001, 2.2987052E+002
 1.9000927E+002,-3.2580329E-002, 6.5653006E-002,-2.9655054E-002, 5.9712763E-002, 4.0252016E+001, 4.5553985E+001, 4.7799839E+001, 5.5577734E+001, 6.4802024E+001, 7.4777874E+001, 7.9995842E+001, 8.7522629E+001, 9.1167470E+001, 9.4018639E+001, 9.5458111E+001, 9.8649201E+001, 1.0117552E+002, 1.0374387E+002, 1.0631211E+002, 1.1753930E+002, 1.1753930E+002, 1.2689545E+002, 3.1254170E+001, 3.2128210E+001, 3.3538105E+001, 3.3873753E+001, 3.3647015E+001, 3.3021732E+001, 3.3596875E+001, 3.3024281E+001, 8.2300188E+001, 3.3930953E+001, 4.7809407E-001, 6.9672884E-001, 9.3092137E-001, 9.8391345E-001, 4.2085588E-001, 4.7996155E-001, 5.5496383E-001, 5.4592805E-001, 9.8949833E-001, 8.6735772E-001, 9.6739507E-001, 8.7405429E-001, 6.0578315E-001, 1.2528510E+000, 9.9243156E-001, 8.3697370E-003, 2.4802451E-005, 1.9279422E-001, 8.4294616E-004, 1.4260002E-006, 2.0538771E-001, 5.0856007E-004, 3.8747495E-007, 2.0594726E-001, 2.0763964E+002
 2.0001088E+002,-2.2850172E-002, 6.5515661E-002,-2.0658468E-002, 5.9079428E-002, 4.1376485E+001, 4.7135005E+001, 4.9834853E+001, 5.8699014E+001, 6.7578709E+001, 7.7444546E+001, 8.2763452E+001, 9.0238096E+001, 9.3990519E+001, 9.6872790E+001, 9.8171410E+001, 1.0125898E+002, 1.0531941E+002, 1.0813243E+002, 1.0858806E+002, 1.1798869E+002, 1.1798869E+002, 1.2635473E+002, 3.1396261E+001, 3.2413071E+001, 3.3873210E+001, 3.4236344E+001, 3.3990655E+001, 3.3355264E+001, 3.3946020E+001, 3.3369195E+001, 8.4216194E+001, 3.4161775E+001, 4.8437600E-001, 7.3964437E-001, 9.5205041E-001, 1.0091300E+000, 4.2545320E-001, 4.9380439E-001, 5.7023300E-001, 5.6457854E-001, 9.8624078E-001, 8.9345086E-001, 9.9945382E-001, 8.9917799E-001, 6.2647859E-001, 1.2439589E+000, 9.9474033E-001, 8.7518207E-003, 2.5989113E-005, 1.9215494E-001, 9.7026728E-004, 1.8214299E-006, 2.0517468E-001, 1.0988621E-003, 2.2208150E-006, 2.0495959E-001, 1.9466794E+002
 2.1000018E+002,-1.3963693E-002, 6.5328930E-002,-1.2622547E-002, 5.8796938E-002, 4.2523791E+001, 4.8234395E+001, 5.2738865E+001, 6.4331192E+001, 7.2662845E+001, 8.1711208E+001, 8.5998084E+001, 9.2000207E+001, 9.6099695E+001, 9.9156250E+001, 1.0025002E+002, 1.0453046E+002, 1.0762987E+002, 1.0957375E+002, 1.1086906E+002, 1.2122311E+002, 1.2122311E+002, 1.2712378E+002, 3.1544544E+001, 3.2762290E+001, 3.4177135E+001, 3.4557088E+001, 3.4360056E+001, 3.3698104E+001, 3.4295645E+001, 3.3694172E+001, 8.6123253E+001, 3.4398979E+001, 4.9936499E-001, 7.9629535E-001, 9.6905018E-001, 1.0201773E+000, 4.3021373E-001, 5.0678024E-001, 5.8307732E-001, 5.7573260E-001, 1.0486986E+000, 9.2524831E-001, 1.0274657E+000, 9.2392569E-001, 6.4103574E-001, 1.2631313E+000, 1.0050332E+000, 9.0775678E-003, 2.7000807E-005, 1.9160991E-001, 1.1686085E-003, 2.4374312E-006, 2.0484283E-001, 2.0093855E-003, 5.0486875E-006, 2.0343613E-001, 1.8703279E+002
