s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_DODECANE,MLR_PRODUCTS,ZONE_1
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1744972E-002, 4.1521463E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1744930E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.9192946E-001
 1.0037483E+001, 0.0000000E+000, 0.0000000E+000, 2.5384313E-001, 1.6536249E-003, 4.2081394E-001, 4.5499036E-018, 3.8077669E-001, 0.0000000E+000, 1.0968770E+000, 1.0570874E+000, 2.1960875E-003, 0.0000000E+000, 0.0000000E+000, 3.1361756E+001
 2.0003857E+001, 0.0000000E+000, 0.0000000E+000, 2.9034188E-001,-3.6896782E-002, 4.3240988E-001, 2.9641978E-018,-2.9440966E-003, 0.0000000E+000, 7.3333365E-001, 6.8291088E-001,-2.4363870E-003, 0.0000000E+000, 0.0000000E+000, 3.1118470E+001
 3.0006344E+001, 0.0000000E+000, 0.0000000E+000, 2.8265482E-001,-5.2367670E-002, 3.8961868E-001, 3.4380262E-018,-2.6062659E-003, 0.0000000E+000, 6.6723803E-001, 6.1729957E-001,-2.2167565E-003, 0.0000000E+000, 0.0000000E+000, 3.0900434E+001
 4.0001656E+001, 3.6526173E+001, 0.0000000E+000,-1.0397387E+001,-5.4862770E-001,-1.2280295E+000, 1.4898226E-001, 1.3555266E+000, 0.0000000E+000, 2.5704117E+001, 2.5856638E+001,-6.9540199E-002, 8.8116859E-004,-1.0122914E-004, 1.4314685E+002
 5.0010105E+001, 7.2043018E+001, 0.0000000E+000,-2.0613016E+001,-2.2534747E+000,-4.4399119E+000, 2.7768675E-001, 7.0058082E-001, 0.0000000E+000, 4.5633657E+001, 4.5714883E+001,-1.4210168E-001, 1.7290930E-003,-9.8565366E-004, 2.0181953E+002
 6.0003654E+001, 1.2045571E+002, 0.0000000E+000,-3.5044194E+001,-5.7625156E+000,-8.7491580E+000, 4.4463689E-001, 2.5658044E-001, 0.0000000E+000, 7.1504829E+001, 7.1601064E+001,-2.3072251E-001, 2.8841722E-003,-3.1123634E-003, 2.2330407E+002
 7.0002228E+001, 1.6872720E+002, 0.0000000E+000,-4.9929297E+001,-1.1894510E+001,-1.4721569E+001, 6.0242765E-001, 7.7159717E-001, 0.0000000E+000, 9.3410351E+001, 9.3555850E+001,-2.9301024E-001, 4.0389796E-003,-7.2510451E-003, 2.8774728E+002
 8.0002350E+001, 2.1689262E+002, 0.0000000E+000,-6.5517265E+001,-2.0185639E+001,-2.1113572E+001, 7.5300384E-001, 1.0322298E+000, 0.0000000E+000, 1.1162941E+002, 1.1186138E+002,-3.4439160E-001, 5.1941339E-003,-1.3210894E-002, 3.7411062E+002
 9.0007469E+001, 2.6229537E+002, 0.0000000E+000,-8.1701282E+001,-2.9459749E+001,-2.8793205E+001, 8.8550270E-001, 6.9503088E-001, 0.0000000E+000, 1.2358690E+002, 1.2392167E+002,-3.8056429E-001, 6.2552423E-003,-1.9847806E-002, 4.3214178E+002
 1.0000794E+002, 2.7523416E+002, 0.0000000E+000,-9.0997990E+001,-3.4431736E+001,-3.5476120E+001, 9.1603120E-001,-7.3310599E-001, 0.0000000E+000, 1.1409387E+002, 1.1451124E+002,-3.6239848E-001, 6.5600597E-003,-2.3651537E-002, 3.7100418E+002
 1.1000899E+002, 2.7693803E+002, 0.0000000E+000,-9.7996016E+001,-3.4845220E+001,-4.1391915E+001, 9.0944959E-001,-7.9886628E-001, 0.0000000E+000, 1.0233448E+002, 1.0281546E+002,-3.2330866E-001, 6.5853822E-003,-2.4610335E-002, 3.0422767E+002
 1.2000012E+002, 2.7419800E+002, 0.0000000E+000,-1.0381153E+002,-3.4195746E+001,-4.6844904E+001, 9.1231265E-001,-6.9358185E-001, 0.0000000E+000, 8.9089959E+001, 8.9564549E+001,-2.7785775E-001, 6.5268716E-003,-2.4760252E-002, 2.4617649E+002
 1.3000754E+002, 2.7187775E+002, 0.0000000E+000,-1.0956097E+002,-3.2513060E+001,-5.1250261E+001, 9.0401219E-001,-4.7824338E-001, 0.0000000E+000, 7.8487336E+001, 7.8979228E+001,-2.4129127E-001, 6.4683457E-003,-2.4470348E-002, 2.0617295E+002
 1.4000217E+002, 2.6954636E+002, 0.0000000E+000,-1.1482955E+002,-2.9972092E+001,-5.5147829E+001, 9.0275118E-001,-2.1081710E-001, 0.0000000E+000, 6.9811823E+001, 7.0288827E+001,-2.1047892E-001, 6.4098213E-003,-2.3279385E-002, 1.8882838E+002
 1.5000729E+002, 2.6670723E+002, 0.0000000E+000,-1.1938879E+002,-2.7596170E+001,-5.8216619E+001, 8.9498026E-001,-2.1381445E-001, 0.0000000E+000, 6.1620200E+001, 6.2186821E+001,-1.8507009E-001, 6.3512966E-003,-2.1949703E-002, 1.7008984E+002
 1.6000908E+002, 2.6485922E+002, 0.0000000E+000,-1.2312969E+002,-2.6410033E+001,-6.1431529E+001, 8.9391348E-001,-7.6883699E-002, 0.0000000E+000, 5.4168965E+001, 5.4705002E+001,-1.5982047E-001, 6.2927441E-003,-2.1181271E-002, 1.6416316E+002
 1.7000105E+002, 2.6199756E+002, 0.0000000E+000,-1.2681355E+002,-2.4706132E+001,-6.4289529E+001, 8.8010577E-001, 2.7777303E-001, 0.0000000E+000, 4.6740710E+001, 4.7346233E+001,-1.3145212E-001, 6.2342206E-003,-2.0775797E-002, 1.8753720E+002
 1.8000313E+002, 2.5956519E+002, 0.0000000E+000,-1.2982771E+002,-2.4910022E+001,-6.7809610E+001, 8.7376055E-001,-7.8811156E-002, 0.0000000E+000, 3.7207769E+001, 3.7812796E+001,-1.0381934E-001, 6.1756931E-003,-2.1762985E-002, 1.8104497E+002
 1.9000648E+002, 2.5717521E+002, 0.0000000E+000,-1.3211554E+002,-2.5054847E+001,-6.9422177E+001, 8.6501994E-001,-1.3875970E-001, 0.0000000E+000, 3.0711041E+001, 3.1308909E+001,-8.1837294E-002, 6.1171509E-003,-2.3084801E-002, 1.6951307E+002
 2.0000052E+002, 2.5470576E+002, 0.0000000E+000,-1.3405094E+002,-2.5157193E+001,-7.0630838E+001, 8.5380544E-001,-1.6966627E-001, 0.0000000E+000, 2.4924595E+001, 2.5550929E+001,-6.2565215E-002, 6.0586408E-003,-2.4279186E-002, 1.5512396E+002
 2.1000911E+002, 2.5661163E+002, 0.0000000E+000,-1.3622882E+002,-2.5263726E+001,-7.1652353E+001, 8.6364562E-001, 2.9586311E-001, 0.0000000E+000, 2.3970972E+001, 2.4626241E+001,-5.3202440E-002, 6.1136436E-003,-2.5202308E-002, 1.7982055E+002
 2.2000691E+002, 2.8547474E+002, 0.0000000E+000,-1.4481629E+002,-2.6540657E+001,-7.3180773E+001, 9.3264715E-001, 1.7576369E-001, 0.0000000E+000, 4.1269206E+001, 4.2045432E+001,-1.0685462E-001, 6.8287105E-003,-2.7047987E-002, 1.9434751E+002
 2.3000676E+002, 3.2011173E+002, 0.0000000E+000,-1.5850797E+002,-3.0742621E+001,-7.7393212E+001, 1.0188117E+000,-3.8179466E-001, 0.0000000E+000, 5.3259179E+001, 5.4104940E+001,-1.4658638E-001, 7.6512664E-003,-3.1648250E-002, 1.6285467E+002
 2.4000023E+002, 3.5497745E+002, 0.0000000E+000,-1.7545110E+002,-3.5210399E+001,-8.4668393E+001, 1.1086693E+000, 2.0176092E-001, 0.0000000E+000, 6.0077743E+001, 6.0957989E+001,-1.5654148E-001, 8.4741209E-003,-3.6397584E-002, 1.7919198E+002
 2.5000346E+002, 3.8906793E+002, 0.0000000E+000,-1.9430659E+002,-4.0478042E+001,-8.9925913E+001, 1.1875686E+000, 1.2032094E-001, 0.0000000E+000, 6.4709542E+001, 6.5665270E+001,-1.6482335E-001, 9.2967052E-003,-4.2690097E-002, 1.8923998E+002
 2.6000333E+002, 4.2350994E+002, 0.0000000E+000,-2.1463006E+002,-4.4881981E+001,-9.6672606E+001, 1.2550524E+000, 1.4440125E-001, 0.0000000E+000, 6.7738085E+001, 6.8724745E+001,-1.6853072E-001, 1.0119508E-002,-4.7915774E-002, 2.0191565E+002
 2.7000336E+002, 4.5643709E+002, 0.0000000E+000,-2.3801868E+002,-4.7970373E+001,-1.0342838E+002, 1.3259922E+000,-4.2223902E-001, 0.0000000E+000, 6.6840650E+001, 6.7923414E+001,-1.6694905E-001, 1.0942106E-002,-5.2310850E-002, 1.6675922E+002
 2.8000714E+002, 4.9072770E+002, 0.0000000E+000,-2.6340117E+002,-5.0443004E+001,-1.0919172E+002, 1.3675660E+000, 1.9579270E-001, 0.0000000E+000, 6.7999470E+001, 6.9255157E+001,-1.5872148E-001, 1.1697463E-002,-5.5520953E-002, 1.8246865E+002
 2.9000873E+002, 4.9045554E+002, 0.0000000E+000,-2.8285025E+002,-4.1902284E+001,-1.1529784E+002, 1.3769996E+000, 2.3434447E-001, 0.0000000E+000, 5.0896889E+001, 5.2016505E+001,-1.1264150E-001, 1.1686641E-002,-4.8515498E-002, 2.0215496E+002
 3.0000824E+002, 4.8228217E+002, 0.0000000E+000,-2.9333752E+002,-3.8616007E+001,-1.1595111E+002, 1.3387610E+000,-2.5474927E-001, 0.0000000E+000, 3.4237016E+001, 3.5461538E+001,-6.8216746E-002, 1.1459024E-002,-4.6829297E-002, 1.8025198E+002
 3.1000388E+002, 4.7095331E+002, 0.0000000E+000,-2.9707257E+002,-3.7703002E+001,-1.1801380E+002, 1.3144731E+000,-4.1331211E-001, 0.0000000E+000, 1.8024836E+001, 1.9065099E+001,-2.0072941E-002, 1.1206524E-002,-4.7511369E-002, 1.4624245E+002
 3.2000565E+002, 4.5227902E+002, 0.0000000E+000,-2.9517788E+002,-3.6409244E+001,-1.1724800E+002, 1.2674332E+000,-5.7292501E-001, 0.0000000E+000, 3.2401035E+000, 4.1383991E+000, 2.5636346E-002, 1.0751969E-002,-4.8765530E-002, 9.8133796E+001
 3.3000467E+002, 4.3166958E+002, 0.0000000E+000,-2.8753054E+002,-3.5337074E+001,-1.1625479E+002, 1.2175002E+000,-4.4475838E-001, 0.0000000E+000,-7.4480633E+000,-6.6800816E+000, 5.9797919E-002, 1.0252999E-002,-4.9978812E-002, 6.0311884E+001
 3.4000345E+002, 4.1073994E+002, 0.0000000E+000,-2.7674977E+002,-3.4427484E+001,-1.1255478E+002, 1.1665286E+000,-3.1278289E-001, 0.0000000E+000,-1.2726472E+001,-1.2138353E+001, 7.7880447E-002, 9.7535382E-003,-4.9789489E-002, 3.4028956E+001
 3.5000443E+002, 3.8231821E+002, 0.0000000E+000,-2.6262036E+002,-3.2651436E+001,-1.0886305E+002, 1.0942996E+000,-5.1973393E-001, 0.0000000E+000,-2.1497425E+001,-2.1242071E+001, 1.0082901E-001, 8.9935928E-003,-4.9703021E-002,-9.1487739E+000
 3.6000980E+002, 3.3722407E+002, 0.0000000E+000,-2.4234554E+002,-3.0012049E+001,-1.0443715E+002, 9.9584188E-001,-1.0272403E+000, 0.0000000E+000,-3.9556009E+001,-3.9602064E+001, 1.5000070E-001, 8.0095740E-003,-4.7759082E-002,-9.5125427E+001
 3.7000873E+002, 2.9700352E+002, 0.0000000E+000,-2.1987892E+002,-2.7669493E+001,-9.9205742E+001, 9.0413074E-001,-8.0407801E-001, 0.0000000E+000,-4.9614597E+001,-4.9650581E+001, 1.8253188E-001, 7.0250803E-003,-4.6761893E-002,-1.6234674E+002
