s,m3/s,m3/s,kg/s,kg/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,Pa
Time,DADM_L2_MOY,DEXT_L2_MOY,R2_in,R2_out,TG_L2_NE_005,TG_L2_NE_030,TG_L2_NE_055,TG_L2_NE_080,TG_L2_NE_105,TG_L2_NE_130,TG_L2_NE_155,TG_L2_NE_180,TG_L2_NE_205,TG_L2_NE_230,TG_L2_NE_255,TG_L2_NE_280,TG_L2_NE_305,TG_L2_NE_330,TG_L2_NE_355,TG_L2_NE_380,TG_L2_NE_385,TG_L2_NE_390,TP_L2_N030,TP_L2_N155,TP_L2_N260,TP_L2_N355,TP_L2_WC260,TP_L2_NC265,TP_L2_EC260,TP_L2_SC260,TP_L2_P,TP_L2_SOL,FLT_L2_N030,FLT_L2_N155,FLT_L2_N260,FLT_L2_N355,FLR_L2_N030,FLR_L2_N155,FLR_L2_N260,FLR_L2_N355,FLT_L2_WC260,FLT_L2_NC260,FLT_L2_EC260,FLT_L2_SC260,FLR_L2_P,FLT_L2_PM,FLT_L2_SOL,CO2L2_HAUT,COL2_HAUT,O2L2_HAUT,CO2FP,COFP,O2FP,CO2L2_BAS,COL2_BAS,O2L2_BAS,PLOCAL2_MOY
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001, 3.2000000E+001,-2.3714426E-004,-1.6909282E-004,-1.3471373E-004,-1.0698373E-004,-2.3714426E-004,-1.6909282E-004,-1.3471373E-004,-1.0698373E-004,-1.1264580E-004,-1.1516506E-004,-1.1001788E-004,-1.1624362E-004,-1.4455946E-004,-1.4455946E-004,-1.5686816E-004, 3.8262887E-004, 0.0000000E+000, 2.0552683E-001, 3.8262887E-004, 0.0000000E+000, 2.0552683E-001, 3.8262887E-004, 0.0000000E+000, 2.0552683E-001,-1.7800718E-005
 1.0037483E+001, 1.5322238E-001, 1.5019728E-001, 1.7529912E-001, 1.7179349E-001, 3.2020347E+001, 3.2020959E+001, 3.2023143E+001, 3.2024298E+001, 3.2025471E+001, 3.2026587E+001, 3.2026813E+001, 3.2026690E+001, 3.2026746E+001, 3.2026391E+001, 3.2026031E+001, 3.2025427E+001, 3.2025209E+001, 3.2024557E+001, 3.2024316E+001, 3.2023958E+001, 3.2023958E+001, 3.2024615E+001, 3.2000328E+001, 3.2002965E+001, 3.2003143E+001, 3.2002383E+001, 3.2004537E+001, 3.2003143E+001, 3.2004533E+001, 3.2003131E+001, 3.2113570E+001, 3.2000670E+001, 3.6064441E-004, 3.0503146E-003, 3.2356596E-003, 2.4638127E-003, 3.4930144E-004, 3.0377031E-003, 3.2228745E-003, 2.4513839E-003, 4.6741374E-003, 3.2431324E-003, 4.6744751E-003, 3.2389395E-003, 6.4137260E-003, 6.4273603E-003, 7.4088500E-004, 3.8262887E-004, 0.0000000E+000, 2.0552683E-001, 3.8262887E-004, 0.0000000E+000, 2.0552683E-001, 3.8262887E-004, 0.0000000E+000, 2.0552683E-001, 2.3756952E+001
 2.0003857E+001, 1.5825713E-001, 1.5742577E-001, 1.8107161E-001, 1.8002581E-001, 3.2027764E+001, 3.2030279E+001, 3.2037727E+001, 3.2042456E+001, 3.2045806E+001, 3.2050297E+001, 3.2050873E+001, 3.2050578E+001, 3.2051127E+001, 3.2049838E+001, 3.2048434E+001, 3.2047083E+001, 3.2046057E+001, 3.2044131E+001, 3.2043159E+001, 3.2242529E+001, 3.2242529E+001, 3.2371329E+001, 3.2000956E+001, 3.2006702E+001, 3.2007137E+001, 3.2005548E+001, 3.2010328E+001, 3.2007194E+001, 3.2010336E+001, 3.2007205E+001, 3.2261978E+001, 3.2001960E+001, 5.8989099E-004, 3.7724181E-003, 4.0341600E-003, 3.1836417E-003, 5.7475731E-004, 3.7524392E-003, 4.0134159E-003, 3.1641863E-003, 5.8483246E-003, 4.0816025E-003, 5.8591261E-003, 4.0955574E-003, 7.8773893E-003, 9.6580431E-003, 1.2229008E-003, 3.8262887E-004, 0.0000000E+000, 2.0552683E-001, 3.8262887E-004, 0.0000000E+000, 2.0552683E-001, 3.8262887E-004, 0.0000000E+000, 2.0552683E-001, 3.1860968E+001
 3.0006344E+001, 1.5838595E-001, 1.5742386E-001, 1.8121873E-001, 1.7996860E-001, 3.2028452E+001, 3.2032946E+001, 3.2044280E+001, 3.2052532E+001, 3.2057450E+001, 3.2066326E+001, 3.2066955E+001, 3.2067391E+001, 3.2067184E+001, 3.2064873E+001, 3.2063003E+001, 3.2060692E+001, 3.2058946E+001, 3.2056105E+001, 3.2055535E+001, 3.2777094E+001, 3.2777094E+001, 3.3408095E+001, 3.2001455E+001, 3.2009111E+001, 3.2009787E+001, 3.2008554E+001, 3.2014215E+001, 3.2009892E+001, 3.2014164E+001, 3.2009900E+001, 3.2378127E+001, 3.2003009E+001, 6.9572722E-004, 3.9389944E-003, 4.2747034E-003, 4.2682512E-003, 6.8048331E-004, 3.9140226E-003, 4.2480240E-003, 3.6149395E-003, 6.2436049E-003, 4.3328519E-003, 6.1760655E-003, 4.3273611E-003, 8.1525763E-003, 1.1208995E-002, 1.4532320E-003, 3.8262887E-004, 0.0000000E+000, 2.0552683E-001, 3.8262887E-004, 0.0000000E+000, 2.0552683E-001, 3.8262887E-004, 0.0000000E+000, 2.0552683E-001, 3.1591238E+001
 4.0001656E+001, 1.1004463E-001, 1.6577736E-001, 1.2596310E-001, 1.8909681E-001, 3.2194480E+001, 3.2228302E+001, 3.2245861E+001, 3.2265694E+001, 3.2263297E+001, 3.2263985E+001, 3.2260719E+001, 3.2249706E+001, 3.2241369E+001, 3.2227797E+001, 3.2219857E+001, 3.2208444E+001, 3.2201790E+001, 3.2192034E+001, 3.2189737E+001, 3.6675019E+001, 3.6675019E+001, 4.0583108E+001, 3.2071580E+001, 3.2073799E+001, 3.2062793E+001, 3.2054822E+001, 3.2072518E+001, 3.2047770E+001, 3.2073083E+001, 3.2047834E+001, 3.4388347E+001, 3.2183029E+001, 7.1872311E-002, 6.8465008E-002, 5.7259068E-002, 4.9208042E-002, 7.1750341E-002, 6.8318109E-002, 5.4794133E-002, 4.0570531E-002, 6.4053673E-002, 4.1364777E-002, 6.3940751E-002, 4.1486858E-002, 6.8352279E-002, 1.3790175E-001, 1.8464325E-001, 3.8262888E-004, 1.8035815E-014, 2.0552683E-001, 3.9277398E-004, 3.1508393E-008, 2.0550984E-001, 3.8262887E-004, 4.2066313E-045, 2.0552683E-001, 1.1642563E+002
 5.0010106E+001, 5.1477508E-002, 1.7361645E-001, 5.8943757E-002, 1.9383690E-001, 3.2530141E+001, 3.2634289E+001, 3.2689628E+001, 3.2731794E+001, 3.2712873E+001, 3.2713036E+001, 3.2695279E+001, 3.2659296E+001, 3.2624154E+001, 3.2617463E+001, 3.3724983E+001, 3.4367770E+001, 3.5237483E+001, 3.5701841E+001, 3.6821194E+001, 4.5039868E+001, 4.5039868E+001, 5.1923260E+001, 3.2212191E+001, 3.2212121E+001, 3.2206000E+001, 3.2208216E+001, 3.2208481E+001, 3.2138875E+001, 3.2207076E+001, 3.2140655E+001, 3.8946999E+001, 3.2538137E+001, 1.4849856E-001, 1.4600079E-001, 1.4308527E-001, 1.3601433E-001, 1.4809696E-001, 1.4235181E-001, 1.1964731E-001, 9.3328364E-002, 1.3655075E-001, 9.6939681E-002, 1.3694249E-001, 9.6681987E-002, 1.3639685E-001, 3.1307197E-001, 3.7529865E-001, 5.6955336E-004, 5.8054331E-007, 2.0521414E-001, 3.9203853E-004, 2.9224339E-008, 2.0551106E-001, 3.8262887E-004, 8.5026822E-027, 2.0552683E-001, 1.7960390E+002
 6.0003655E+001,-2.9909698E-002, 1.7967903E-001,-3.1886853E-002, 1.9326109E-001, 3.2970919E+001, 3.3179963E+001, 3.3343096E+001, 3.3466296E+001, 3.3518005E+001, 3.3642663E+001, 3.3777135E+001, 3.4625891E+001, 3.5007845E+001, 3.5367647E+001, 3.5648693E+001, 3.6967598E+001, 3.9663838E+001, 4.5502254E+001, 4.7845452E+001, 5.7976290E+001, 5.7976290E+001, 6.7774110E+001, 3.2436481E+001, 3.2425641E+001, 3.2489674E+001, 3.2496579E+001, 3.2453513E+001, 3.2313034E+001, 3.2475545E+001, 3.2310431E+001, 4.5144609E+001, 3.3115639E+001, 2.5890758E-001, 2.4837115E-001, 2.8623037E-001, 2.9144504E-001, 2.5773072E-001, 2.4648315E-001, 2.1423123E-001, 1.7324603E-001, 2.6702788E-001, 1.8042878E-001, 2.8535952E-001, 1.8207131E-001, 2.4218341E-001, 5.1930621E-001, 6.6388778E-001, 1.3683814E-003, 3.0615144E-006, 2.0387786E-001, 3.9656547E-004, 4.3284169E-008, 2.0550345E-001, 3.8262887E-004, 6.2304113E-015, 2.0552683E-001, 2.0745666E+002
 7.0002230E+001,-9.5082478E-002, 1.8814015E-001,-9.7142261E-002, 1.9360331E-001, 3.3506123E+001, 3.4000756E+001, 3.4242263E+001, 3.4597111E+001, 3.4681871E+001, 3.5009245E+001, 3.5481653E+001, 3.7640241E+001, 4.0330179E+001, 4.2739110E+001, 4.4648327E+001, 4.7228989E+001, 5.1329358E+001, 5.8100617E+001, 6.2725323E+001, 7.6115246E+001, 7.6115246E+001, 8.7726608E+001, 3.2725890E+001, 3.2721685E+001, 3.2860815E+001, 3.2995639E+001, 3.2845069E+001, 3.2584385E+001, 3.2891908E+001, 3.2622535E+001, 5.3731211E+001, 3.3851375E+001, 3.7059125E-001, 3.7452682E-001, 4.2031382E-001, 4.8115989E-001, 3.6742403E-001, 3.6621210E-001, 3.2574797E-001, 2.8060995E-001, 4.4702557E-001, 3.0795490E-001, 4.5846282E-001, 3.3529642E-001, 3.8291638E-001, 8.4607461E-001, 9.4598144E-001, 2.3419501E-003, 6.0851891E-006, 2.0224927E-001, 4.0075398E-004, 5.6292742E-008, 2.0549644E-001, 3.8265515E-004, 8.1601964E-011, 2.0552679E-001, 2.5264105E+002
 8.0002349E+001,-1.5390728E-001, 2.0062574E-001,-1.5094081E-001, 1.9587289E-001, 3.5024306E+001, 3.6630276E+001, 3.7034174E+001, 3.7297413E+001, 3.7420550E+001, 3.8432734E+001, 4.0055995E+001, 4.3101387E+001, 4.5560307E+001, 5.4983167E+001, 5.7588435E+001, 6.3140164E+001, 6.8186852E+001, 7.4305485E+001, 7.7066687E+001, 8.9612958E+001, 8.9612958E+001, 1.0319214E+002, 3.3065379E+001, 3.3096414E+001, 3.3442662E+001, 3.3584617E+001, 3.3449715E+001, 3.3069954E+001, 3.3495313E+001, 3.3057825E+001, 6.5426640E+001, 3.4684367E+001, 4.8430276E-001, 5.1089200E-001, 6.7181293E-001, 6.8053893E-001, 4.7400053E-001, 4.8954675E-001, 4.5585323E-001, 3.9394406E-001, 6.9971855E-001, 5.3704933E-001, 6.9780564E-001, 5.1594733E-001, 5.5380240E-001, 1.2440729E+000, 1.2032162E+000, 3.6775895E-003, 1.0233370E-005, 2.0001501E-001, 4.0735627E-004, 7.6798117E-008, 2.0548535E-001, 4.0894773E-004, 8.1740165E-008, 2.0548280E-001, 3.3043839E+002
