s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_C12H26,MLR_PRODUCTS,ZONE_1
 9.4000793E+002, 9.3586125E+001,-4.2784114E+001,-1.4642508E+001,-3.4325487E+001,-2.7658147E-001, 2.7687359E-002, 0.0000000E+000, 1.3676254E+000, 1.5851219E+000, 0.0000000E+000, 2.2231387E-003, 0.0000000E+000, 6.4829838E+001
 9.5001099E+002, 9.3554279E+001,-4.2826488E+001,-1.4658520E+001,-3.4594583E+001,-2.7657349E-001,-5.7345621E-002, 0.0000000E+000, 9.2675697E-001, 1.1407700E+000, 0.0000000E+000, 2.2255911E-003, 0.0000000E+000, 5.9762145E+001
 9.6001019E+002, 9.3785786E+001,-4.2967172E+001,-1.4399975E+001,-3.4647563E+001,-2.7704514E-001, 4.1059179E-002, 0.0000000E+000, 1.3525012E+000, 1.5350892E+000, 0.0000000E+000, 2.2280458E-003, 0.0000000E+000, 6.3472481E+001
 9.7000378E+002, 9.3384766E+001,-4.3067925E+001,-1.4648438E+001,-3.4691593E+001,-2.7765402E-001,-9.5854681E-002, 0.0000000E+000, 3.8759715E-001, 6.0330151E-001, 0.0000000E+000, 2.2304988E-003, 0.0000000E+000, 5.5232768E+001
 9.8000684E+002, 9.4075624E+001,-4.3077961E+001,-1.4708916E+001,-3.4919643E+001,-2.7550724E-001, 8.1462394E-002, 0.0000000E+000, 9.4193954E-001, 1.1750588E+000, 0.0000000E+000, 2.2329525E-003, 0.0000000E+000, 6.1595897E+001
 9.9000433E+002, 9.4308578E+001,-4.3238778E+001,-1.4649732E+001,-3.4705032E+001,-2.7740609E-001,-3.7091302E-002, 0.0000000E+000, 1.2020414E+000, 1.4005378E+000, 0.0000000E+000, 2.2354062E-003, 0.0000000E+000, 5.8639031E+001
 1.0000054E+003, 9.4254809E+001,-4.3124235E+001,-1.4578812E+001,-3.5216732E+001,-2.7772470E-001, 2.9001614E-002, 0.0000000E+000, 8.7463063E-001, 1.0863064E+000, 0.0000000E+000, 2.2382463E-003, 0.0000000E+000, 6.0882291E+001
 1.0100129E+003, 9.4586487E+001,-4.3178127E+001,-1.4751692E+001,-3.4894272E+001,-2.7973751E-001, 8.1729274E-002, 0.0000000E+000, 1.3817036E+000, 1.5643875E+000, 0.0000000E+000, 2.2446028E-003, 0.0000000E+000, 6.7877802E+001
 1.0200071E+003, 9.4477305E+001,-4.3450047E+001,-1.4638229E+001,-3.4380311E+001,-2.8036320E-001,-8.5349927E-004, 0.0000000E+000, 1.5146462E+000, 1.7275014E+000, 0.0000000E+000, 2.2517986E-003, 0.0000000E+000, 6.7716164E+001
 1.0300103E+003, 9.5133539E+001,-4.3472157E+001,-1.4661103E+001,-3.4895554E+001,-2.8034692E-001,-6.6856360E-002, 0.0000000E+000, 1.5443718E+000, 1.7575228E+000, 0.0000000E+000, 2.2589988E-003, 0.0000000E+000, 6.2035525E+001
 1.0400006E+003, 9.5289933E+001,-4.3557669E+001,-1.4843592E+001,-3.4724021E+001,-2.8026364E-001, 2.3457164E-002, 0.0000000E+000, 1.7105038E+000, 1.9078435E+000, 0.0000000E+000, 2.2661939E-003, 0.0000000E+000, 6.4283041E+001
 1.0500087E+003, 9.5931000E+001,-4.3907103E+001,-1.4697002E+001,-3.4779600E+001,-2.8189647E-001, 8.3750903E-002, 0.0000000E+000, 2.1152943E+000, 2.3491492E+000, 0.0000000E+000, 2.2733912E-003, 0.0000000E+000, 7.0969092E+001
 1.0600094E+003, 9.5793447E+001,-4.3961476E+001,-1.4827887E+001,-3.5444908E+001,-2.8288868E-001,-1.0183245E-001, 0.0000000E+000, 9.5629563E-001, 1.1744543E+000, 0.0000000E+000, 2.2805894E-003, 0.0000000E+000, 6.2321136E+001
 1.0700139E+003, 9.6304522E+001,-4.4088066E+001,-1.5012388E+001,-3.5390174E+001,-2.8296701E-001,-1.8389933E-002, 0.0000000E+000, 1.2823386E+000, 1.5125373E+000, 0.0000000E+000, 2.2877881E-003, 0.0000000E+000, 6.0459619E+001
 1.0800052E+003, 9.6660688E+001,-4.4201301E+001,-1.4930090E+001,-3.5192017E+001,-2.8513889E-001, 5.0798065E-002, 0.0000000E+000, 1.8765891E+000, 2.1029395E+000, 0.0000000E+000, 2.2949831E-003, 0.0000000E+000, 6.4553466E+001
 1.0900101E+003, 9.6662623E+001,-4.4245653E+001,-1.4899407E+001,-3.5418977E+001,-2.8571776E-001, 5.3091649E-002, 0.0000000E+000, 1.6701089E+000, 1.8659598E+000, 0.0000000E+000, 2.3021799E-003, 0.0000000E+000, 6.9112059E+001
 1.1000116E+003, 9.7013029E+001,-4.4380090E+001,-1.5149947E+001,-3.5192328E+001,-2.8585501E-001,-4.1260337E-002, 0.0000000E+000, 1.7168644E+000, 1.9635486E+000, 0.0000000E+000, 2.3093818E-003, 0.0000000E+000, 6.5237646E+001
 1.1100050E+003, 9.7646278E+001,-4.4414583E+001,-1.5009497E+001,-3.6042025E+001,-2.8438688E-001, 7.2757496E-002, 0.0000000E+000, 1.7618090E+000, 1.9685438E+000, 0.0000000E+000, 2.3165767E-003, 0.0000000E+000, 7.1268567E+001
 1.1200070E+003, 9.7007480E+001,-4.4570982E+001,-1.5151288E+001,-3.5838032E+001,-2.8612544E-001,-1.3817393E-001, 0.0000000E+000, 8.0887504E-001, 1.0228789E+000, 0.0000000E+000, 2.3237718E-003, 0.0000000E+000, 5.9718395E+001
 1.1300022E+003, 9.8766451E+001,-4.4821154E+001,-1.5361892E+001,-3.6112711E+001,-2.8610560E-001, 7.3729907E-002, 0.0000000E+000, 2.0316864E+000, 2.2583189E+000, 0.0000000E+000, 2.3309659E-003, 0.0000000E+000, 6.5644234E+001
 1.1400071E+003, 9.8884879E+001,-4.4971792E+001,-1.5417038E+001,-3.5855026E+001,-2.8890369E-001, 9.8337603E-002, 0.0000000E+000, 2.2415005E+000, 2.4504570E+000, 0.0000000E+000, 2.3381632E-003, 0.0000000E+000, 7.3952247E+001
 1.1500009E+003, 9.8383967E+001,-4.4929613E+001,-1.5315743E+001,-3.6394498E+001,-2.8928859E-001, 3.1112334E-003, 0.0000000E+000, 1.2503679E+000, 1.4579356E+000, 0.0000000E+000, 2.3453597E-003, 0.0000000E+000, 7.4089116E+001
 1.1600074E+003, 9.8659287E+001,-4.5071597E+001,-1.5251229E+001,-3.6151153E+001,-2.8959366E-001,-1.2812953E-001, 0.0000000E+000, 1.5502892E+000, 1.7675851E+000, 0.0000000E+000, 2.3525598E-003, 0.0000000E+000, 6.3276792E+001
 1.1700017E+003, 9.9712184E+001,-4.5342385E+001,-1.5458364E+001,-3.6238645E+001,-2.9028487E-001, 1.0365146E-001, 0.0000000E+000, 2.2832860E+000, 2.4861573E+000, 0.0000000E+000, 2.3629453E-003, 0.0000000E+000, 7.2005109E+001
 1.1800002E+003, 9.9834158E+001,-4.5736101E+001,-1.5426363E+001,-3.6329031E+001,-2.9304099E-001,-3.3803071E-002, 0.0000000E+000, 1.7850777E+000, 2.0158185E+000, 0.0000000E+000, 2.3786029E-003, 0.0000000E+000, 6.8928849E+001
 1.1900100E+003, 1.0031181E+002,-4.5655145E+001,-1.5562636E+001,-3.6816984E+001,-2.9479277E-001,-1.1701391E-001, 0.0000000E+000, 1.6358740E+000, 1.8652370E+000, 0.0000000E+000, 2.3943500E-003, 0.0000000E+000, 5.8957184E+001
 1.2000139E+003, 1.0124547E+002,-4.5883222E+001,-1.5534112E+001,-3.6617456E+001,-2.9549929E-001, 5.1233546E-002, 0.0000000E+000, 2.7659620E+000, 2.9664181E+000, 0.0000000E+000, 2.4101054E-003, 0.0000000E+000, 6.3536704E+001
 1.2100076E+003, 1.0248683E+002,-4.6377038E+001,-1.5587515E+001,-3.6826223E+001,-2.9721480E-001, 1.3314021E-001, 0.0000000E+000, 3.2636163E+000, 3.5319828E+000, 0.0000000E+000, 2.4258445E-003, 0.0000000E+000, 7.4046604E+001
 1.2200061E+003, 1.0303086E+002,-4.6660568E+001,-1.5621690E+001,-3.6731167E+001,-2.9717696E-001, 1.3121203E-001, 0.0000000E+000, 3.6156137E+000, 3.8514722E+000, 0.0000000E+000, 2.4415814E-003, 0.0000000E+000, 8.4834101E+001
 1.2300103E+003, 1.0259774E+002,-4.6594145E+001,-1.5707171E+001,-3.7019648E+001,-3.0040033E-001,-2.0711914E-001, 0.0000000E+000, 2.5513818E+000, 2.7692519E+000, 0.0000000E+000, 2.4573337E-003, 0.0000000E+000, 6.7507906E+001
 1.2400123E+003, 1.0436805E+002,-4.7207463E+001,-1.5796498E+001,-3.7372940E+001,-3.0316114E-001, 1.5284310E-001, 0.0000000E+000, 3.5883254E+000, 3.8408342E+000, 0.0000000E+000, 2.4730818E-003, 0.0000000E+000, 8.0060795E+001
 1.2500020E+003, 1.0436064E+002,-4.7288453E+001,-1.5819227E+001,-3.7727624E+001,-3.0405064E-001,-1.2214713E-001, 0.0000000E+000, 2.8777609E+000, 3.0991339E+000, 0.0000000E+000, 2.4888207E-003, 0.0000000E+000, 6.9958200E+001
 1.2600032E+003, 1.0534528E+002,-4.7925094E+001,-1.5932660E+001,-3.7718022E+001,-3.0324564E-001,-2.6349725E-002, 0.0000000E+000, 3.2209540E+000, 3.4399126E+000, 0.0000000E+000, 2.5045503E-003, 0.0000000E+000, 6.7777186E+001
 1.2700052E+003, 1.0646924E+002,-4.8120226E+001,-1.6113211E+001,-3.8032897E+001,-3.0762278E-001, 1.0809440E-001, 0.0000000E+000, 3.7606965E+000, 4.0033795E+000, 0.0000000E+000, 2.5209334E-003, 0.0000000E+000, 7.6638671E+001
 1.2800082E+003, 1.0728418E+002,-4.8555066E+001,-1.6049548E+001,-3.8665740E+001,-3.0859548E-001,-3.3570909E-002, 0.0000000E+000, 3.4251830E+000, 3.6716622E+000, 0.0000000E+000, 2.5489763E-003, 0.0000000E+000, 7.3612482E+001
 1.2900074E+003, 1.0833415E+002,-4.9042012E+001,-1.6101929E+001,-3.8778294E+001,-3.1291539E-001, 4.6250315E-002, 0.0000000E+000, 3.8820009E+000, 4.1452504E+000, 0.0000000E+000, 2.5813734E-003, 0.0000000E+000, 7.7060512E+001
 1.3000066E+003, 1.0970630E+002,-4.9575533E+001,-1.6303436E+001,-3.8717826E+001,-3.1499823E-001, 4.5910957E-002, 0.0000000E+000, 4.6324822E+000, 4.8404137E+000, 0.0000000E+000, 2.6137661E-003, 0.0000000E+000, 8.1385116E+001
 1.3100081E+003, 1.1088410E+002,-5.0142146E+001,-1.6628250E+001,-3.9584966E+001,-3.1752236E-001,-1.0532380E-001, 0.0000000E+000, 3.8308849E+000, 4.1058881E+000, 0.0000000E+000, 2.6461522E-003, 0.0000000E+000, 7.2142704E+001
 1.3200001E+003, 1.1263433E+002,-5.0664465E+001,-1.6636670E+001,-3.9866680E+001,-3.2260363E-001, 8.0952772E-002, 0.0000000E+000, 4.9376112E+000, 5.2248668E+000, 0.0000000E+000, 2.6785287E-003, 0.0000000E+000, 7.8308169E+001
 1.3300120E+003, 1.1393513E+002,-5.1108739E+001,-1.6567471E+001,-4.0623464E+001,-3.2415721E-001,-5.2302933E-002, 0.0000000E+000, 5.0117435E+000, 5.2589937E+000, 0.0000000E+000, 2.7109143E-003, 0.0000000E+000, 7.3904042E+001
 1.3400024E+003, 1.1539533E+002,-5.1539838E+001,-1.6778479E+001,-4.0719942E+001,-3.2728463E-001, 4.1109977E-002, 0.0000000E+000, 5.8154471E+000, 6.0708977E+000, 0.0000000E+000, 2.7480266E-003, 0.0000000E+000, 7.7404252E+001
 1.3500007E+003, 1.1777504E+002,-5.2581885E+001,-1.7028915E+001,-4.0883023E+001,-3.3357263E-001, 1.5125873E-001, 0.0000000E+000, 6.8335074E+000, 7.0988991E+000, 0.0000000E+000, 2.8007296E-003, 0.0000000E+000, 8.9891306E+001
 1.3600072E+003, 1.1977211E+002,-5.3305606E+001,-1.7153490E+001,-4.1738681E+001,-3.4025145E-001, 8.3431768E-002, 0.0000000E+000, 7.0152957E+000, 7.3175153E+000, 0.0000000E+000, 2.8547488E-003, 0.0000000E+000, 9.6508316E+001
 1.3700020E+003, 1.2221691E+002,-5.4221881E+001,-1.7407079E+001,-4.2621003E+001,-3.4393265E-001,-1.4653402E-002, 0.0000000E+000, 7.3374217E+000, 7.6083627E+000, 0.0000000E+000, 2.9087268E-003, 0.0000000E+000, 9.5096595E+001
 1.3800061E+003, 1.2409822E+002,-5.5014814E+001,-1.7519818E+001,-4.3041335E+001,-3.4853535E-001, 7.2275003E-002, 0.0000000E+000, 7.9994352E+000, 8.2459958E+000, 0.0000000E+000, 2.9637899E-003, 0.0000000E+000, 1.0130975E+002
 1.3900071E+003, 1.2817306E+002,-5.6533289E+001,-1.7724523E+001,-4.3980436E+001,-3.5348832E-001, 9.5200459E-002, 0.0000000E+000, 9.3491682E+000, 9.6765204E+000, 0.0000000E+000, 3.0426429E-003, 0.0000000E+000, 1.0883069E+002
 1.4000133E+003, 1.3045837E+002,-5.7758571E+001,-1.8067056E+001,-4.4142993E+001,-3.6395610E-001,-1.5743094E-001, 0.0000000E+000, 9.6615280E+000, 9.9683652E+000, 0.0000000E+000, 3.1312550E-003, 0.0000000E+000, 9.5520245E+001
 1.4100085E+003, 1.3577935E+002,-5.9348326E+001,-1.8421655E+001,-4.5423415E+001,-3.7052563E-001, 1.5242337E-001, 0.0000000E+000, 1.2029318E+001, 1.2367856E+001, 0.0000000E+000, 3.2198332E-003, 0.0000000E+000, 1.0784046E+002
 1.4200012E+003, 1.3864414E+002,-6.0777452E+001,-1.8830311E+001,-4.6784811E+001,-3.7855048E-001, 7.6114776E-002, 0.0000000E+000, 1.1604962E+001, 1.1949134E+001, 0.0000000E+000, 3.3083592E-003, 0.0000000E+000, 1.1378736E+002
 1.4300065E+003, 1.4237316E+002,-6.2255294E+001,-1.9021768E+001,-4.7660871E+001,-3.8913576E-001,-5.1718575E-002, 0.0000000E+000, 1.2686289E+001, 1.2994369E+001, 0.0000000E+000, 3.3969614E-003, 0.0000000E+000, 1.0971079E+002
 1.4400115E+003, 1.4659118E+002,-6.4245909E+001,-1.9375095E+001,-4.9169074E+001,-3.9700872E-001, 8.4818200E-002, 0.0000000E+000, 1.3062062E+001, 1.3488914E+001, 0.0000000E+000, 3.4855824E-003, 0.0000000E+000, 1.1542664E+002
 1.4500038E+003, 1.5030241E+002,-6.5897950E+001,-1.9669561E+001,-4.9760250E+001,-4.0228469E-001, 2.9941956E-001, 0.0000000E+000, 1.4508348E+001, 1.4871784E+001, 0.0000000E+000, 3.5741487E-003, 0.0000000E+000, 1.4022077E+002
 1.4600001E+003, 1.5370934E+002,-6.7680753E+001,-2.0024558E+001,-5.1514273E+001,-4.0982721E-001,-9.6532235E-002, 0.0000000E+000, 1.3637801E+001, 1.3983392E+001, 0.0000000E+000, 3.6626751E-003, 0.0000000E+000, 1.3204565E+002
 1.4700062E+003, 1.5602986E+002,-6.9579339E+001,-2.0323387E+001,-5.2704331E+001,-4.1623417E-001,-1.1082191E-001, 0.0000000E+000, 1.2510329E+001, 1.2895745E+001, 0.0000000E+000, 3.7325718E-003, 0.0000000E+000, 1.2217035E+002
 1.4800096E+003, 1.5717595E+002,-7.1056797E+001,-2.0465620E+001,-5.4015926E+001,-4.1690004E-001,-1.3160236E-001, 0.0000000E+000, 1.0698908E+001, 1.1089108E+001, 0.0000000E+000, 3.7380952E-003, 0.0000000E+000, 1.1018591E+002
 1.4900039E+003, 1.5708575E+002,-7.1666005E+001,-2.0698035E+001,-5.4442719E+001,-4.1536464E-001, 4.0955971E-002, 0.0000000E+000, 9.5538389E+000, 9.9045790E+000, 0.0000000E+000, 3.7380952E-003, 0.0000000E+000, 1.1326254E+002
 1.5000095E+003, 1.5580958E+002,-7.2372534E+001,-2.0313136E+001,-5.5434045E+001,-4.1329828E-001,-2.5442579E-001, 0.0000000E+000, 6.6730366E+000, 7.0221416E+000, 0.0000000E+000, 3.7182873E-003, 0.0000000E+000, 9.1395746E+001
 1.5100109E+003, 1.5262333E+002,-7.2463972E+001,-2.0530921E+001,-5.4937081E+001,-4.0961647E-001,-2.2564390E-001, 0.0000000E+000, 3.7486833E+000, 4.0560938E+000, 0.0000000E+000, 3.6550287E-003, 0.0000000E+000, 7.2388045E+001
 1.5200107E+003, 1.5107665E+002,-7.2393860E+001,-2.0478081E+001,-5.5225404E+001,-4.0495124E-001,-1.0571665E-001, 0.0000000E+000, 2.1947528E+000, 2.4686429E+000, 0.0000000E+000, 3.5902499E-003, 0.0000000E+000, 6.3365839E+001
 1.5300007E+003, 1.4832822E+002,-7.2037235E+001,-2.0349063E+001,-5.5144377E+001,-3.9995367E-001, 1.4632947E-001, 0.0000000E+000, 2.3862004E-001, 5.4391712E-001, 0.0000000E+000, 3.5255162E-003, 0.0000000E+000, 7.4971532E+001
 1.5400084E+003, 1.4486102E+002,-7.1316712E+001,-2.0328510E+001,-5.4110466E+001,-3.9209495E-001,-1.5508513E-001, 0.0000000E+000,-1.7524374E+000,-1.4418478E+000, 0.0000000E+000, 3.4607485E-003, 0.0000000E+000, 6.1255145E+001
 1.5500004E+003, 1.4228495E+002,-7.0333945E+001,-1.9990812E+001,-5.4179192E+001,-3.8533836E-001,-3.9998666E-002, 0.0000000E+000,-2.8955660E+000,-2.6443348E+000, 0.0000000E+000, 3.3959841E-003, 0.0000000E+000, 5.7654892E+001
 1.5600081E+003, 1.4001323E+002,-6.9799689E+001,-1.9821672E+001,-5.3257917E+001,-3.7813397E-001, 7.8237537E-002, 0.0000000E+000,-3.4525621E+000,-3.1659398E+000, 0.0000000E+000, 3.3311778E-003, 0.0000000E+000, 6.3504271E+001
 1.5700020E+003, 1.3702883E+002,-6.8441586E+001,-1.9471721E+001,-5.2242889E+001,-3.7446383E-001,-7.4651987E-002, 0.0000000E+000,-3.7773745E+000,-3.5764800E+000, 0.0000000E+000, 3.2663917E-003, 0.0000000E+000, 5.7666675E+001
 1.5800117E+003, 1.3381621E+002,-6.7381166E+001,-1.9527982E+001,-5.1952239E+001,-3.6922464E-001,-1.3754247E-001, 0.0000000E+000,-5.7561449E+000,-5.5519482E+000, 0.0000000E+000, 3.2016250E-003, 0.0000000E+000, 4.6037698E+001
 1.5900096E+003, 1.3198890E+002,-6.6478032E+001,-1.9289738E+001,-5.1705594E+001,-3.6068703E-001,-4.1171603E-002, 0.0000000E+000,-6.1113488E+000,-5.8863227E+000, 0.0000000E+000, 3.1368367E-003, 0.0000000E+000, 4.1874098E+001
 1.6000042E+003, 1.2933530E+002,-6.5103868E+001,-1.9256628E+001,-5.0545611E+001,-3.5763628E-001,-5.9278512E-002, 0.0000000E+000,-6.1409888E+000,-5.9877187E+000, 0.0000000E+000, 3.0876968E-003, 0.0000000E+000, 3.7329450E+001
 1.6100101E+003, 1.2805504E+002,-6.4413469E+001,-1.9202520E+001,-4.9430231E+001,-3.5774438E-001,-7.6735120E-002, 0.0000000E+000,-5.6798215E+000,-5.4256614E+000, 0.0000000E+000, 3.0649153E-003, 0.0000000E+000, 3.0005628E+001
 1.6200082E+003, 1.2794787E+002,-6.3632489E+001,-1.8918363E+001,-4.9564373E+001,-3.5235027E-001, 2.4866832E-001, 0.0000000E+000,-4.4421879E+000,-4.2710430E+000, 0.0000000E+000, 3.0425702E-003, 0.0000000E+000, 5.0935906E+001
 1.6300021E+003, 1.2670124E+002,-6.2852716E+001,-1.8975970E+001,-4.8261101E+001,-3.5025710E-001, 3.6389404E-002, 0.0000000E+000,-3.9137618E+000,-3.7024134E+000, 0.0000000E+000, 3.0202414E-003, 0.0000000E+000, 5.3851769E+001
 1.6400114E+003, 1.2588816E+002,-6.2262538E+001,-1.8829698E+001,-4.8481938E+001,-3.4827288E-001,-4.3364375E-002, 0.0000000E+000,-4.3258047E+000,-4.0776507E+000, 0.0000000E+000, 2.9978971E-003, 0.0000000E+000, 4.9577452E+001
 1.6500055E+003, 1.2430440E+002,-6.1351940E+001,-1.8681009E+001,-4.8205900E+001,-3.4561613E-001,-1.1645867E-001, 0.0000000E+000,-4.6091782E+000,-4.3965280E+000, 0.0000000E+000, 2.9755618E-003, 0.0000000E+000, 3.9633965E+001
 1.6600116E+003, 1.2393905E+002,-6.1023733E+001,-1.8927480E+001,-4.6663778E+001,-3.4381217E-001, 7.0212785E-002, 0.0000000E+000,-3.1524295E+000,-2.9495425E+000, 0.0000000E+000, 2.9559533E-003, 0.0000000E+000, 4.5517089E+001
 1.6700023E+003, 1.2397803E+002,-6.0563697E+001,-1.8679532E+001,-4.6948894E+001,-3.4513218E-001, 3.0774398E-003, 0.0000000E+000,-2.7964432E+000,-2.5561482E+000, 0.0000000E+000, 2.9553797E-003, 0.0000000E+000, 4.5327502E+001
 1.6800048E+003, 1.2310633E+002,-6.0334067E+001,-1.8656844E+001,-4.6114249E+001,-3.4745595E-001,-2.0278373E-001, 0.0000000E+000,-2.7967199E+000,-2.5490744E+000, 0.0000000E+000, 2.9584963E-003, 0.0000000E+000, 2.7853189E+001
 1.6900095E+003, 1.2532914E+002,-6.0055476E+001,-1.8747873E+001,-4.6388239E+001,-3.4917796E-001, 4.1989325E-001, 0.0000000E+000,-6.1635777E-004, 2.0826258E-001, 0.0000000E+000, 2.9616169E-003, 0.0000000E+000, 6.3164010E+001
 1.7000039E+003, 1.2383124E+002,-5.9765920E+001,-1.8942319E+001,-4.6307687E+001,-3.4842467E-001,-9.3983036E-002, 0.0000000E+000,-1.8361331E+000,-1.6270964E+000, 0.0000000E+000, 2.9647349E-003, 0.0000000E+000, 5.5312693E+001
 1.7100029E+003, 1.2441186E+002,-5.9775470E+001,-1.8917743E+001,-4.5871345E+001,-3.4824244E-001,-9.6988676E-002, 0.0000000E+000,-8.6079926E-001,-5.9793401E-001, 0.0000000E+000, 2.9678510E-003, 0.0000000E+000, 4.6753653E+001
 1.7200044E+003, 1.2573927E+002,-5.9942571E+001,-1.9046642E+001,-4.5901616E+001,-3.4848634E-001, 3.4910441E-001, 0.0000000E+000, 5.8213779E-001, 8.4905808E-001, 0.0000000E+000, 2.9709688E-003, 0.0000000E+000, 7.5189741E+001
 1.7300114E+003, 1.2360935E+002,-5.9689299E+001,-1.8958708E+001,-4.5785354E+001,-3.4888892E-001,-2.9012170E-001, 0.0000000E+000,-1.6694206E+000,-1.4630229E+000, 0.0000000E+000, 2.9740884E-003, 0.0000000E+000, 5.1281220E+001
 1.7400013E+003, 1.2548231E+002,-5.9738784E+001,-1.8795431E+001,-4.5825647E+001,-3.4884676E-001, 1.9364323E-001, 0.0000000E+000, 7.1426975E-001, 9.6724601E-001, 0.0000000E+000, 2.9772048E-003, 0.0000000E+000, 6.7166143E+001
 1.7500095E+003, 1.2494507E+002,-5.9729582E+001,-1.8838495E+001,-4.5692156E+001,-3.5073200E-001, 3.3026242E-002, 0.0000000E+000, 1.3024602E-001, 3.6713206E-001, 0.0000000E+000, 2.9803235E-003, 0.0000000E+000, 6.9808162E+001
 1.7600094E+003, 1.2565549E+002,-5.9569873E+001,-1.8774260E+001,-4.5515390E+001,-3.4998936E-001, 1.4153353E-001, 0.0000000E+000, 1.3327591E+000, 1.5875062E+000, 0.0000000E+000, 2.9834431E-003, 0.0000000E+000, 8.1379605E+001
 1.7700078E+003, 1.2432914E+002,-5.9625138E+001,-1.8726244E+001,-4.5515179E+001,-3.5080630E-001,-2.3686088E-001, 0.0000000E+000,-4.1646672E-001,-1.2508351E-001, 0.0000000E+000, 2.9865607E-003, 0.0000000E+000, 6.0553189E+001
 1.7800070E+003, 1.2570816E+002,-5.9506463E+001,-1.8936492E+001,-4.5624491E+001,-3.4952371E-001, 1.4876876E-001, 0.0000000E+000, 1.2554754E+000, 1.4399539E+000, 0.0000000E+000, 2.9896779E-003, 0.0000000E+000, 7.3709432E+001
 1.7900050E+003, 1.2497820E+002,-5.9848749E+001,-1.8861234E+001,-4.5420680E+001,-3.4804989E-001,-5.0557501E-002, 0.0000000E+000, 1.9309311E-001, 4.4893415E-001, 0.0000000E+000, 2.9927954E-003, 0.0000000E+000, 6.9088041E+001
 1.8000006E+003, 1.2605860E+002,-5.9985351E+001,-1.8868396E+001,-4.5688770E+001,-3.4532030E-001, 6.0795559E-002, 0.0000000E+000, 9.4987025E-001, 1.2315560E+000, 0.0000000E+000, 2.9959123E-003, 0.0000000E+000, 7.3491883E+001
 1.8100095E+003, 1.2527016E+002,-5.9931118E+001,-1.8720653E+001,-4.4901459E+001,-3.4765371E-001,-3.0903116E-002, 0.0000000E+000, 1.0601160E+000, 1.3383687E+000, 0.0000000E+000, 2.9990305E-003, 0.0000000E+000, 7.0333125E+001
 1.8200101E+003, 1.2653750E+002,-6.0142767E+001,-1.8723447E+001,-4.5812641E+001,-3.5146754E-001, 2.5891889E-002, 0.0000000E+000, 1.2665889E+000, 1.5330652E+000, 0.0000000E+000, 3.0021506E-003, 0.0000000E+000, 7.2010411E+001
 1.8300068E+003, 1.2607010E+002,-6.0129428E+001,-1.8996084E+001,-4.5822271E+001,-3.5250065E-001, 4.6356361E-002, 0.0000000E+000, 5.7611884E-001, 8.1617401E-001, 0.0000000E+000, 3.0052683E-003, 0.0000000E+000, 7.5638584E+001
 1.8400132E+003, 1.2584104E+002,-6.0094734E+001,-1.8857749E+001,-4.5712578E+001,-3.5043104E-001,-9.6585626E-002, 0.0000000E+000, 4.8725628E-001, 7.2896636E-001, 0.0000000E+000, 3.0083864E-003, 0.0000000E+000, 6.7443257E+001
 1.8500072E+003, 1.2599805E+002,-6.0089647E+001,-1.9071163E+001,-4.5544887E+001,-3.5175420E-001,-8.4038103E-002, 0.0000000E+000, 5.7808683E-001, 8.5655844E-001, 0.0000000E+000, 3.0115043E-003, 0.0000000E+000, 5.9765252E+001
 1.8600007E+003, 1.2685052E+002,-6.0198093E+001,-1.8842136E+001,-4.5784362E+001,-3.5090700E-001, 3.2346630E-001, 0.0000000E+000, 1.7547138E+000, 1.9984873E+000, 0.0000000E+000, 3.0146201E-003, 0.0000000E+000, 8.6628218E+001
 1.8700078E+003, 1.2610055E+002,-6.0263117E+001,-1.9095829E+001,-4.5540677E+001,-3.5161909E-001,-3.1795036E-001, 0.0000000E+000, 2.7981741E-001, 5.3136013E-001, 0.0000000E+000, 3.0177383E-003, 0.0000000E+000, 5.9736142E+001
 1.8800094E+003, 1.2666498E+002,-6.0145137E+001,-1.9196459E+001,-4.5853134E+001,-3.5079887E-001, 7.9955773E-002, 0.0000000E+000, 9.8036599E-001, 1.1994100E+000, 0.0000000E+000, 3.0208572E-003, 0.0000000E+000, 6.6495745E+001
 1.8900015E+003, 1.2671754E+002,-6.0262568E+001,-1.9227823E+001,-4.5311540E+001,-3.5280944E-001,-6.2466418E-002, 0.0000000E+000, 1.2410951E+000, 1.5003360E+000, 0.0000000E+000, 3.0239751E-003, 0.0000000E+000, 6.1050189E+001
 1.9000031E+003, 1.2719824E+002,-6.0456927E+001,-1.9176269E+001,-4.6077635E+001,-3.5322241E-001, 1.0268610E-001, 0.0000000E+000, 9.5229644E-001, 1.2368723E+000, 0.0000000E+000, 3.0270927E-003, 0.0000000E+000, 6.8904414E+001
 1.9100040E+003, 1.2618341E+002,-6.0643918E+001,-1.9079697E+001,-4.5729857E+001,-3.5102790E-001,-1.3934234E-001, 0.0000000E+000,-1.7077816E-002, 2.3957211E-001, 0.0000000E+000, 3.0302107E-003, 0.0000000E+000, 5.7053740E+001
