s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_DODECANE,MLR_PRODUCTS,ZONE_1
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0382245E-002, 2.2348969E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.0382223E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.0287589E-001
 1.0021830E+001, 0.0000000E+000, 0.0000000E+000, 2.2427690E-001,-2.2027159E-003, 4.4325273E-001, 4.6191432E-018, 3.8744055E-001, 0.0000000E+000, 1.0902440E+000, 1.0527675E+000, 2.3209729E-003, 0.0000000E+000, 0.0000000E+000, 3.1992992E+001
 2.0065994E+001, 0.0000000E+000, 0.0000000E+000, 2.5812478E-001,-2.1632235E-002, 4.5414496E-001, 3.7541888E-018,-2.8482528E-003, 0.0000000E+000, 7.3597335E-001, 6.8778925E-001,-2.4500482E-003, 0.0000000E+000, 0.0000000E+000, 3.1754873E+001
 3.0042891E+001, 1.0813853E-002, 0.0000000E+000, 2.5233626E-001,-3.7083834E-002, 4.1072774E-001, 2.4444242E-004,-3.2516484E-004, 0.0000000E+000, 6.7267973E-001, 6.3671329E-001,-2.2389787E-003, 1.3976863E-006, 0.0000000E+000, 3.1538218E+001
 4.0021149E+001, 2.8279284E+001, 0.0000000E+000,-8.3706177E+000,-1.7915083E-001,-8.1904170E-001, 1.1695413E-001, 1.1360330E+000, 0.0000000E+000, 2.0054105E+001, 2.0163461E+001,-5.3495483E-002, 6.8170677E-004,-9.5063240E-005, 1.2613948E+002
 5.0000156E+001, 5.9095248E+001, 0.0000000E+000,-1.7722739E+001,-1.0239269E+000,-3.2655746E+000, 2.3441301E-001, 7.9166078E-001, 0.0000000E+000, 3.8042273E+001, 3.8109081E+001,-1.1666362E-001, 1.4184182E-003,-6.4492958E-004, 1.9249598E+002
 6.0011112E+001, 9.8733525E+001, 0.0000000E+000,-3.0093379E+001,-3.2199996E+000,-7.0101159E+000, 3.7345438E-001, 2.1414454E-001, 0.0000000E+000, 5.8916168E+001, 5.8997629E+001,-1.9115310E-001, 2.3618413E-003,-2.1673179E-003, 2.1053246E+002
 7.0006516E+001, 1.3824395E+002, 0.0000000E+000,-4.2642621E+001,-5.4792518E+000,-1.1179975E+001, 5.0497853E-001, 4.2524318E-001, 0.0000000E+000, 7.9765876E+001, 7.9872324E+001,-2.5633916E-001, 3.3063938E-003,-3.7990624E-003, 2.4618567E+002
 8.0005653E+001, 1.7775458E+002, 0.0000000E+000,-5.5831279E+001,-8.4229016E+000,-1.6683763E+001, 6.3150135E-001, 6.7224571E-001, 0.0000000E+000, 9.7955478E+001, 9.8120389E+001,-3.1174912E-001, 4.2502348E-003,-5.8164307E-003, 3.0260295E+002
 9.0006149E+001, 2.1765813E+002, 0.0000000E+000,-6.9792011E+001,-1.1613569E+001,-2.2909983E+001, 7.5810790E-001, 9.1341154E-001, 0.0000000E+000, 1.1474770E+002, 1.1501409E+002,-3.6221726E-001, 5.1944750E-003,-7.8664390E-003, 3.7926297E+002
 1.0000054E+002, 2.5655674E+002, 0.0000000E+000,-8.3845511E+001,-1.6163241E+001,-3.1441108E+001, 8.7268475E-001, 7.1124698E-001, 0.0000000E+000, 1.2634615E+002, 1.2669081E+002,-3.9931973E-001, 6.1385296E-003,-1.0931529E-002, 4.3874247E+002
 1.1000003E+002, 2.9052403E+002, 0.0000000E+000,-9.8571152E+001,-2.1438121E+001,-4.0042014E+001, 9.5707609E-001, 3.9150145E-002, 0.0000000E+000, 1.3102402E+002, 1.3146897E+002,-4.1819048E-001, 6.9244360E-003,-1.4914785E-002, 4.4211141E+002
 1.2000674E+002, 2.9009135E+002, 0.0000000E+000,-1.0581575E+002,-2.3806101E+001,-4.7538552E+001, 9.5709654E-001,-1.2001316E+000, 0.0000000E+000, 1.1224522E+002, 1.1268791E+002,-3.6861229E-001, 6.8883794E-003,-1.7146109E-002, 3.4155591E+002
 1.3000259E+002, 2.8276522E+002, 0.0000000E+000,-1.1119544E+002,-2.5236551E+001,-5.3229209E+001, 9.4124715E-001,-9.9652444E-001, 0.0000000E+000, 9.2587371E+001, 9.3048747E+001,-2.9935549E-001, 6.7342837E-003,-1.8954113E-002, 2.5792107E+002
 1.4000000E+002, 2.7692290E+002, 0.0000000E+000,-1.1634836E+002,-2.4909045E+001,-5.8612245E+001, 9.2754645E-001,-4.8614735E-001, 0.0000000E+000, 7.7086717E+001, 7.7494651E+001,-2.4158196E-001, 6.5802229E-003,-1.9653217E-002, 2.1697966E+002
 1.5001028E+002, 2.7022763E+002, 0.0000000E+000,-1.2039126E+002,-2.4154197E+001,-6.3072394E+001, 9.0938667E-001,-2.8858501E-001, 0.0000000E+000, 6.2866933E+001, 6.3230579E+001,-1.9240690E-001, 6.4260809E-003,-2.0053968E-002, 1.9298914E+002
 1.6000404E+002, 2.6352114E+002, 0.0000000E+000,-1.2376074E+002,-2.3769718E+001,-6.5670397E+001, 8.9058078E-001, 1.3858512E-001, 0.0000000E+000, 5.0921060E+001, 5.1349459E+001,-1.4816129E-001, 6.2719681E-003,-2.0384860E-002, 2.0429946E+002
 1.7000070E+002, 2.5709067E+002, 0.0000000E+000,-1.2604765E+002,-2.3646346E+001,-6.8311500E+001, 8.7559225E-001,-1.8091964E-001, 0.0000000E+000, 3.9370450E+001, 3.9779855E+001,-1.1350391E-001, 6.1178906E-003,-2.1033995E-002, 1.8948202E+002
 1.8001036E+002, 2.5139925E+002, 0.0000000E+000,-1.2761030E+002,-2.4261883E+001,-6.9600437E+001, 8.5685992E-001,-1.3198062E-001, 0.0000000E+000, 3.0217834E+001, 3.0651514E+001,-8.2351497E-002, 5.9701128E-003,-2.1844919E-002, 1.7837521E+002
 1.9001010E+002, 2.4934009E+002, 0.0000000E+000,-1.2901409E+002,-2.4196985E+001,-7.1376002E+001, 8.4766047E-001,-9.3868509E-002, 0.0000000E+000, 2.5061639E+001, 2.5506803E+001,-6.4064831E-002, 5.9396073E-003,-2.2764905E-002, 1.7039569E+002
 2.0000694E+002, 2.5059905E+002, 0.0000000E+000,-1.3104369E+002,-2.4947292E+001,-7.2173130E+001, 8.5158018E-001, 1.3142707E-002, 0.0000000E+000, 2.2876975E+001, 2.3299656E+001,-5.3902377E-002, 5.9532215E-003,-2.4132310E-002, 1.7162161E+002
 2.1001071E+002, 2.5025427E+002, 0.0000000E+000,-1.3262663E+002,-2.4862878E+001,-7.3402866E+001, 8.5195241E-001,-2.0199788E-001, 0.0000000E+000, 1.9567023E+001, 2.0011854E+001,-4.4929490E-002, 5.9668421E-003,-2.5116761E-002, 1.5450011E+002
 2.2000958E+002, 2.5096604E+002, 0.0000000E+000,-1.3439366E+002,-2.5160218E+001,-7.4523548E+001, 8.5158045E-001,-1.1942750E-001, 0.0000000E+000, 1.7199941E+001, 1.7620760E+001,-3.5102276E-002, 5.9804618E-003,-2.6156661E-002, 1.4447879E+002
 2.3000198E+002, 2.5206688E+002, 0.0000000E+000,-1.3603552E+002,-2.5632810E+001,-7.5172848E+001, 8.4885931E-001,-5.6870116E-002, 0.0000000E+000, 1.5609123E+001, 1.6017690E+001,-2.8010420E-002, 5.9940743E-003,-2.7414148E-002, 1.3974147E+002
 2.4000894E+002, 2.5492311E+002, 0.0000000E+000,-1.3798965E+002,-2.5797238E+001,-7.5518280E+001, 8.5832804E-001, 8.1296095E-002, 0.0000000E+000, 1.6109104E+001, 1.6557571E+001,-2.6970728E-002, 6.0655222E-003,-2.8593687E-002, 1.4653086E+002
