s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,Pa
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_DODECANE,MLR_PRODUCTS,ZONE_1
-3.0000000E+001, 0.0000000E+000, 0.0000000E+000,-1.9394275E-002,-5.4620198E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.9394280E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.1553841E-001
-1.4972632E+001, 0.0000000E+000, 0.0000000E+000, 5.7686250E-001, 8.7817854E-002, 1.3246155E+000,-2.9695039E-018,-1.1805626E+000, 0.0000000E+000, 8.0008234E-001, 8.0873322E-001,-1.4361931E-002, 0.0000000E+000, 0.0000000E+000,-7.4688952E+001
 5.1074144E-003, 0.0000000E+000, 0.0000000E+000, 6.3069771E-001,-2.8406441E-002, 1.3423153E+000,-2.3660202E-017,-1.4774476E-002, 0.0000000E+000, 1.9300154E+000, 1.9298321E+000,-6.5326698E-003, 0.0000000E+000, 0.0000000E+000,-7.5614294E+001
 1.5001512E+001, 3.3794580E+001, 0.0000000E+000,-1.0856280E+001, 5.8388070E-002,-7.4436322E-001, 1.5353115E-001, 2.1660461E+000, 0.0000000E+000, 2.4471411E+001, 2.4571902E+001,-5.6362421E-002, 8.5763218E-004,-1.3101954E-004, 5.9744887E+001
 3.0001278E+001, 3.1457979E+002, 0.0000000E+000,-1.0491219E+002,-3.9226329E+000,-1.4619848E+001, 1.2758126E+000, 1.2009738E+001, 0.0000000E+000, 2.0392940E+002, 2.0441067E+002,-5.3213961E-001, 8.0552035E-003,-4.9365579E-003, 8.1133215E+002
 4.5006012E+001, 6.4603810E+002, 0.0000000E+000,-2.1008891E+002,-4.0544390E+001,-5.0428565E+001, 2.3810601E+000, 7.1013089E+000, 0.0000000E+000, 3.5384513E+002, 3.5445860E+002,-1.0587665E+000, 1.6219846E-002,-3.1886080E-002, 1.2556974E+003
 6.0004818E+001, 8.1997362E+002, 0.0000000E+000,-2.8695719E+002,-8.7224838E+001,-9.1808088E+001, 2.8662594E+000, 2.3807703E+000, 0.0000000E+000, 3.5841729E+002, 3.5923053E+002,-1.0829407E+000, 2.0629557E-002,-6.6567279E-002, 1.4039978E+003
 7.5005371E+001, 9.8593999E+002, 0.0000000E+000,-3.9972184E+002,-1.2686947E+002,-1.3412517E+002, 3.3215355E+000,-3.7926463E+000, 0.0000000E+000, 3.2334338E+002, 3.2475240E+002,-9.9648943E-001, 2.5038871E-002,-9.8480886E-002, 1.1643071E+003
 9.0005653E+001, 1.1657009E+003, 0.0000000E+000,-5.4964879E+002,-1.5506387E+002,-1.7229528E+002, 3.6717257E+000,-3.2649525E+000, 0.0000000E+000, 2.8734809E+002, 2.8909977E+002,-8.3661661E-001, 2.9448115E-002,-1.2762743E-001, 9.5788416E+002
