s,C,C,C
 3.4003829E+002, 2.5198082E+002, 7.5607747E+001, 7.3900703E+001
 3.5001120E+002, 2.5790905E+002, 7.8516742E+001, 7.6575667E+001
 3.6002117E+002, 2.6383957E+002, 8.1538223E+001, 7.9349037E+001
 3.7004289E+002, 2.6977920E+002, 8.4687243E+001, 8.2238864E+001
 3.8002005E+002, 2.7571025E+002, 8.7948580E+001, 8.5230481E+001
 3.9005235E+002, 2.8164328E+002, 9.1337410E+001, 8.8341064E+001
 4.0003744E+002, 2.8757732E+002, 9.4849630E+001, 9.1562870E+001
 4.1001466E+002, 2.9211450E+002, 9.8476556E+001, 9.4887000E+001
 4.2000853E+002, 2.9530205E+002, 1.0221526E+002, 9.8303067E+001
 4.3002963E+002, 2.9849844E+002, 1.0602939E+002, 1.0176171E+002
 4.4005133E+002, 3.0170107E+002, 1.0988616E+002, 1.0522964E+002
 4.5003721E+002, 3.0489521E+002, 1.1377442E+002, 1.0870874E+002
 4.6003828E+002, 3.0808515E+002, 1.1769156E+002, 1.1220122E+002
 4.7004723E+002, 3.1128262E+002, 1.2164836E+002, 1.1572128E+002
 4.8001512E+002, 3.1447099E+002, 1.2562832E+002, 1.1925636E+002
 4.9000030E+002, 3.1765770E+002, 1.2962518E+002, 1.2279947E+002
 5.0003236E+002, 3.2085483E+002, 1.3365817E+002, 1.2637160E+002
 5.1000809E+002, 3.2404805E+002, 1.3770767E+002, 1.2995767E+002
 5.2000331E+002, 3.2723812E+002, 1.4177384E+002, 1.3356296E+002
 5.3001599E+002, 3.3043372E+002, 1.4586168E+002, 1.3719539E+002
 5.4004541E+002, 3.3363373E+002, 1.4997396E+002, 1.4085778E+002
 5.5002982E+002, 3.3682977E+002, 1.5410014E+002, 1.4454193E+002
 5.6003329E+002, 3.4002156E+002, 1.5825953E+002, 1.4827087E+002
 5.7003625E+002, 3.4321630E+002, 1.6245076E+002, 1.5203099E+002
 5.8001698E+002, 3.4640804E+002, 1.6665826E+002, 1.5581780E+002
 5.9005126E+002, 3.4960438E+002, 1.7090362E+002, 1.5964541E+002
 6.0004191E+002, 3.5280107E+002, 1.7515798E+002, 1.6348425E+002
 6.1003330E+002, 3.5497571E+002, 1.7941747E+002, 1.6734174E+002
 6.2000842E+002, 3.5615981E+002, 1.8367141E+002, 1.7119306E+002
 6.3003709E+002, 3.5734591E+002, 1.8788554E+002, 1.7498965E+002
 6.4000991E+002, 3.5853294E+002, 1.9202439E+002, 1.7870992E+002
 6.5003036E+002, 3.5971882E+002, 1.9609357E+002, 1.8236418E+002
 6.6003306E+002, 3.6090608E+002, 2.0007959E+002, 1.8593911E+002
 6.7003062E+002, 3.6209246E+002, 2.0398788E+002, 1.8945163E+002
 6.8001217E+002, 3.6327741E+002, 2.0783571E+002, 1.9292177E+002
 6.9002802E+002, 3.6446398E+002, 2.1165089E+002, 1.9637577E+002
 7.0003131E+002, 3.6565068E+002, 2.1541984E+002, 1.9979000E+002
 7.1002907E+002, 3.6683714E+002, 2.1909449E+002, 2.0311414E+002
 7.2003698E+002, 3.6802354E+002, 2.2270004E+002, 2.0639710E+002
 7.3001551E+002, 3.6920951E+002, 2.2625174E+002, 2.0964817E+002
 7.4003627E+002, 3.7039500E+002, 2.2976389E+002, 2.1287913E+002
 7.5000163E+002, 3.7158063E+002, 2.3321806E+002, 2.1606259E+002
 7.6001339E+002, 3.7276547E+002, 2.3663717E+002, 2.1923516E+002
 7.7001884E+002, 3.7395270E+002, 2.3999966E+002, 2.2235678E+002
 7.8003680E+002, 3.7514047E+002, 2.4327672E+002, 2.2541679E+002
 7.9003605E+002, 3.7632776E+002, 2.4652774E+002, 2.2848668E+002
 8.0003082E+002, 3.7751387E+002, 2.4975149E+002, 2.3154200E+002
 8.1003915E+002, 3.7979183E+002, 2.5286353E+002, 2.3448183E+002
 8.2000936E+002, 3.8313524E+002, 2.5589872E+002, 2.3739106E+002
 8.3000650E+002, 3.8647382E+002, 2.5895577E+002, 2.4038161E+002
 8.4000307E+002, 3.8981829E+002, 2.6206030E+002, 2.4345675E+002
 8.5001127E+002, 3.9316605E+002, 2.6518935E+002, 2.4658511E+002
 8.6000355E+002, 3.9651368E+002, 2.6835281E+002, 2.4977276E+002
 8.7000305E+002, 3.9985565E+002, 2.7155846E+002, 2.5302425E+002
 8.8003999E+002, 4.0320772E+002, 2.7480385E+002, 2.5632469E+002
 8.9002569E+002, 4.0655682E+002, 2.7806947E+002, 2.5965363E+002
 9.0001850E+002, 4.0990056E+002, 2.8136980E+002, 2.6303775E+002
 9.1002228E+002, 4.1324481E+002, 2.8471864E+002, 2.6648106E+002
 9.2000892E+002, 4.1659022E+002, 2.8813623E+002, 2.7001272E+002
 9.3001816E+002, 4.1464010E+002, 2.9162802E+002, 2.7361676E+002
 9.4002740E+002, 4.0746274E+002, 2.9501933E+002, 2.7701260E+002
 9.5000237E+002, 4.0029742E+002, 2.9807638E+002, 2.7993598E+002
 9.6002524E+002, 3.9312766E+002, 3.0072774E+002, 2.8235975E+002
 9.7000137E+002, 3.8595611E+002, 3.0294649E+002, 2.8428800E+002
 9.8003819E+002, 3.7878574E+002, 3.0472338E+002, 2.8575558E+002
 9.9002199E+002, 3.7160882E+002, 3.0609165E+002, 2.8682444E+002
 1.0000267E+003, 3.6444114E+002, 3.0712773E+002, 2.8760579E+002
 1.0100137E+003, 3.5727771E+002, 3.0784157E+002, 2.8808865E+002
 1.0200445E+003, 3.5010291E+002, 3.0826281E+002, 2.8832192E+002
 1.0300340E+003, 3.4291970E+002, 3.0839252E+002, 2.8829660E+002
 1.0400237E+003, 3.3575754E+002, 3.0820153E+002, 2.8798633E+002
 1.0500173E+003, 3.2859703E+002, 3.0776491E+002, 2.8750406E+002
 1.0600229E+003, 3.2142807E+002, 3.0712874E+002, 2.8688148E+002
 1.0700002E+003, 3.1426232E+002, 3.0628958E+002, 2.8608457E+002
 1.0800093E+003, 3.0709854E+002, 3.0514727E+002, 2.8501650E+002
 1.0900439E+003, 2.9991528E+002, 3.0384489E+002, 2.8388514E+002
 1.1000042E+003, 2.9273971E+002, 3.0245954E+002, 2.8272307E+002
 1.1100161E+003, 2.8558329E+002, 3.0089906E+002, 2.8140300E+002
 1.1200092E+003, 2.7841014E+002, 2.9915741E+002, 2.7994093E+002
 1.1300070E+003, 2.7124569E+002, 2.9728771E+002, 2.7840205E+002
 1.1400135E+003, 2.6407312E+002, 2.9528581E+002, 2.7676252E+002
 1.1500286E+003, 2.5689853E+002, 2.9316085E+002, 2.7503811E+002
 1.1600240E+003, 2.4972543E+002, 2.9091277E+002, 2.7321814E+002
 1.1700474E+003, 2.4255222E+002, 2.8857699E+002, 2.7135488E+002
 1.1800432E+003, 2.3536848E+002, 2.8619564E+002, 2.6947935E+002
 1.1900286E+003, 2.2820835E+002, 2.8373021E+002, 2.6752541E+002
 1.2000377E+003, 2.2104002E+002, 2.8117121E+002, 2.6549417E+002
 1.2100692E+003, 2.1657179E+002, 2.7853076E+002, 2.6340288E+002
 1.2200451E+003, 2.1474530E+002, 2.7582610E+002, 2.6127691E+002
 1.2300139E+003, 2.1292523E+002, 2.7310081E+002, 2.5916779E+002
 1.2400462E+003, 2.1110052E+002, 2.7045516E+002, 2.5721818E+002
 1.2500515E+003, 2.0927300E+002, 2.6793003E+002, 2.5540654E+002
 1.2600593E+003, 2.0744563E+002, 2.6540285E+002, 2.5355509E+002
 1.2700436E+003, 2.0562174E+002, 2.6286352E+002, 2.5170023E+002
 1.2800036E+003, 2.0380231E+002, 2.6039229E+002, 2.4993515E+002
 1.2900198E+003, 2.0197923E+002, 2.5797525E+002, 2.4822239E+002
 1.3000019E+003, 2.0015340E+002, 2.5563293E+002, 2.4658772E+002
 1.3100004E+003, 1.9833110E+002, 2.5336108E+002, 2.4500999E+002
 1.3200354E+003, 1.9650222E+002, 2.5109072E+002, 2.4339153E+002
 1.3300341E+003, 1.9467526E+002, 2.4880496E+002, 2.4174625E+002
 1.3400625E+003, 1.9284717E+002, 2.4658085E+002, 2.4017501E+002
 1.3500171E+003, 1.9102456E+002, 2.4439638E+002, 2.3861619E+002
 1.3600533E+003, 1.8920001E+002, 2.4222376E+002, 2.3704596E+002
 1.3700592E+003, 1.8737079E+002, 2.4005364E+002, 2.3547032E+002
 1.3800330E+003, 1.8554668E+002, 2.3796786E+002, 2.3398500E+002
 1.3900438E+003, 1.8372455E+002, 2.3592734E+002, 2.3252076E+002
 1.4000633E+003, 1.8189635E+002, 2.3388665E+002, 2.3102336E+002
 1.4100275E+003, 1.8007110E+002, 2.3188695E+002, 2.2956366E+002
 1.4200647E+003, 1.7824834E+002, 2.2988213E+002, 2.2805835E+002
 1.4300326E+003, 1.7642179E+002, 2.2784988E+002, 2.2651047E+002
 1.4400700E+003, 1.7459709E+002, 2.2583230E+002, 2.2497598E+002
 1.4500049E+003, 1.7277322E+002, 2.2386870E+002, 2.2350232E+002
 1.4600687E+003, 1.7094848E+002, 2.2196941E+002, 2.2209109E+002
 1.4700533E+003, 1.6911997E+002, 2.2006904E+002, 2.2063477E+002
 1.4800570E+003, 1.6729630E+002, 2.1820813E+002, 2.1922587E+002
 1.4900285E+003, 1.6547349E+002, 2.1636520E+002, 2.1779863E+002
 1.5000453E+003, 1.6364942E+002, 2.1451299E+002, 2.1635349E+002
 1.5100294E+003, 1.6182361E+002, 2.1270319E+002, 2.1495562E+002
 1.5200690E+003, 1.5999568E+002, 2.1091607E+002, 2.1355523E+002
 1.5300415E+003, 1.5817011E+002, 2.0910512E+002, 2.1210405E+002
 1.5400696E+003, 1.5634483E+002, 2.0728458E+002, 2.1063210E+002
 1.5500799E+003, 1.5451687E+002, 2.0544158E+002, 2.0912244E+002
 1.5600311E+003, 1.5269538E+002, 2.0360225E+002, 2.0761950E+002
 1.5700190E+003, 1.5087595E+002, 2.0182210E+002, 2.0619415E+002
 1.5800778E+003, 1.4904694E+002, 2.0007408E+002, 2.0479136E+002
 1.5900669E+003, 1.4721659E+002, 1.9835292E+002, 2.0340669E+002
 1.6000585E+003, 1.4539323E+002, 1.9669092E+002, 2.0208186E+002
 1.6100617E+003, 1.4394073E+002, 1.9503829E+002, 2.0073584E+002
 1.6200560E+003, 1.4284607E+002, 1.9338268E+002, 1.9936976E+002
 1.6300064E+003, 1.4175470E+002, 1.9172667E+002, 1.9799213E+002
 1.6400795E+003, 1.4065856E+002, 1.9010715E+002, 1.9667041E+002
 1.6500693E+003, 1.3955919E+002, 1.8855512E+002, 1.9542470E+002
 1.6600874E+003, 1.3846371E+002, 1.8704987E+002, 1.9420371E+002
 1.6700916E+003, 1.3736812E+002, 1.8553431E+002, 1.9294016E+002
 1.6800508E+003, 1.3627515E+002, 1.8404486E+002, 1.9170625E+002
 1.6900446E+003, 1.3518268E+002, 1.8258012E+002, 1.9048510E+002
 1.7000695E+003, 1.3408640E+002, 1.8110582E+002, 1.8923528E+002
 1.7100198E+003, 1.3299360E+002, 1.7965402E+002, 1.8800879E+002
 1.7200303E+003, 1.3190062E+002, 1.7820253E+002, 1.8676458E+002
 1.7300631E+003, 1.3080270E+002, 1.7678092E+002, 1.8556672E+002
 1.7400666E+003, 1.2970497E+002, 1.7539668E+002, 1.8439961E+002
 1.7500759E+003, 1.2860967E+002, 1.7403577E+002, 1.8324308E+002
 1.7600359E+003, 1.2751657E+002, 1.7267392E+002, 1.8206108E+002
 1.7700213E+003, 1.2642425E+002, 1.7129405E+002, 1.8084114E+002
 1.7800089E+003, 1.2533020E+002, 1.6989871E+002, 1.7960297E+002
 1.7900055E+003, 1.2423639E+002, 1.6852939E+002, 1.7840552E+002
 1.8000578E+003, 1.2313927E+002, 1.6718804E+002, 1.7724128E+002
 1.8100296E+003, 1.2204255E+002, 1.6589721E+002, 1.7613755E+002
 1.8200218E+003, 1.2094815E+002, 1.6465588E+002, 1.7507484E+002
 1.8300530E+003, 1.1985427E+002, 1.6342761E+002, 1.7400630E+002
 1.8400608E+003, 1.1875554E+002, 1.6218429E+002, 1.7289558E+002
 1.8500364E+003, 1.1766104E+002, 1.6093094E+002, 1.7176844E+002
 1.8600752E+003, 1.1656644E+002, 1.5969097E+002, 1.7065916E+002
 1.8700793E+003, 1.1546949E+002, 1.5845771E+002, 1.6954933E+002
 1.8800682E+003, 1.1437411E+002, 1.5723274E+002, 1.6844314E+002
 1.8900213E+003, 1.1328212E+002, 1.5602187E+002, 1.6735186E+002
 1.9000825E+003, 1.1218719E+002, 1.5484017E+002, 1.6629833E+002
 1.9100205E+003, 1.1109134E+002, 1.5368567E+002, 1.6526754E+002
 1.9200818E+003, 1.0999641E+002, 1.5254586E+002, 1.6424331E+002
 1.9300418E+003, 1.0890173E+002, 1.5143474E+002, 1.6325396E+002
 1.9400623E+003, 1.0780634E+002, 1.5033384E+002, 1.6225669E+002
 1.9500912E+003, 1.0670925E+002, 1.4921357E+002, 1.6121732E+002
 1.9600600E+003, 1.0561227E+002, 1.4808767E+002, 1.6017413E+002
 1.9700120E+003, 1.0452377E+002, 1.4699575E+002, 1.5917674E+002
 1.9800247E+003, 1.0343045E+002, 1.4591803E+002, 1.5819212E+002
 1.9900642E+003, 1.0233206E+002, 1.4486004E+002, 1.5722679E+002
 2.0000000E+003, 1.0123796E+002, 1.4382455E+002, 1.5628330E+002
