s,m3/s,m3/s,kg/s,kg/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,Pa
Time,DADM_L2_MOY,DEXT_L2_MOY,R2_in,R2_out,TG_L2_NE_005,TG_L2_NE_030,TG_L2_NE_055,TG_L2_NE_080,TG_L2_NE_105,TG_L2_NE_130,TG_L2_NE_155,TG_L2_NE_180,TG_L2_NE_205,TG_L2_NE_230,TG_L2_NE_255,TG_L2_NE_280,TG_L2_NE_305,TG_L2_NE_330,TG_L2_NE_355,TG_L2_NE_380,TG_L2_NE_385,TG_L2_NE_390,TP_L2_N030,TP_L2_N155,TP_L2_N260,TP_L2_N355,TP_L2_WC260,TP_L2_NC265,TP_L2_EC260,TP_L2_SC260,TP_L2_P,TP_L2_SOL,FLT_L2_N030,FLT_L2_N155,FLT_L2_N260,FLT_L2_N355,FLR_L2_N030,FLR_L2_N155,FLR_L2_N260,FLR_L2_N355,FLT_L2_WC260,FLT_L2_NC260,FLT_L2_EC260,FLT_L2_SC260,FLR_L2_P,FLT_L2_PM,FLT_L2_SOL,CO2L2_HAUT,COL2_HAUT,O2L2_HAUT,CO2FP,COFP,O2FP,CO2L2_BAS,COL2_BAS,O2L2_BAS,PLOCAL2_MOY
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001, 3.4000000E+001,-2.2597877E-004,-1.5828029E-004,-1.2528693E-004,-9.9588399E-005,-2.2597877E-004,-1.5828029E-004,-1.2528693E-004,-9.9588399E-005,-1.0360811E-004,-1.0613969E-004,-1.0108586E-004,-1.0699627E-004,-1.3341227E-004,-1.3341227E-004,-1.4599751E-004, 3.8174686E-004, 0.0000000E+000, 2.0505306E-001, 3.8174686E-004, 0.0000000E+000, 2.0505306E-001, 3.8174686E-004, 0.0000000E+000, 2.0505306E-001,-1.7669692E-005
 1.0054523E+001, 1.5323637E-001, 1.5023913E-001, 1.7402456E-001, 1.7057662E-001, 3.4020322E+001, 3.4020948E+001, 3.4023254E+001, 3.4024473E+001, 3.4025693E+001, 3.4026865E+001, 3.4027094E+001, 3.4026955E+001, 3.4027009E+001, 3.4026622E+001, 3.4026235E+001, 3.4025609E+001, 3.4025364E+001, 3.4024688E+001, 3.4024429E+001, 3.4024050E+001, 3.4024050E+001, 3.4024655E+001, 3.4000314E+001, 3.4002852E+001, 3.4003009E+001, 3.4002271E+001, 3.4004375E+001, 3.4003019E+001, 3.4004372E+001, 3.4003008E+001, 3.4108985E+001, 3.4000644E+001, 3.4495599E-004, 2.9321631E-003, 3.0949895E-003, 2.3467194E-003, 3.3357907E-004, 2.9194637E-003, 3.0821144E-003, 2.3342198E-003, 4.5040545E-003, 3.1130015E-003, 4.5046181E-003, 3.1094048E-003, 6.1624411E-003, 6.1761820E-003, 7.1327354E-004, 3.8174686E-004, 0.0000000E+000, 2.0505306E-001, 3.8174686E-004, 0.0000000E+000, 2.0505306E-001, 3.8174686E-004, 0.0000000E+000, 2.0505306E-001, 2.3595549E+001
 2.0000219E+001, 1.5828071E-001, 1.5745368E-001, 1.7976530E-001, 1.7873343E-001, 3.4027678E+001, 3.4030264E+001, 3.4038091E+001, 3.4043038E+001, 3.4046557E+001, 3.4051238E+001, 3.4051819E+001, 3.4051477E+001, 3.4052019E+001, 3.4050614E+001, 3.4049138E+001, 3.4047709E+001, 3.4046597E+001, 3.4044588E+001, 3.4043548E+001, 3.4232362E+001, 3.4232362E+001, 3.4352282E+001, 3.4000919E+001, 3.4006447E+001, 3.4006834E+001, 3.4005295E+001, 3.4009964E+001, 3.4006914E+001, 3.4009974E+001, 3.4006928E+001, 3.4252898E+001, 3.4001898E+001, 5.6849445E-004, 3.6313762E-003, 3.8665466E-003, 3.0430075E-003, 5.5335549E-004, 3.6112189E-003, 3.8456415E-003, 3.0234452E-003, 5.6487407E-003, 3.9274177E-003, 5.6605760E-003, 3.9426048E-003, 7.6097206E-003, 9.3995049E-003, 1.1878976E-003, 3.8174686E-004, 0.0000000E+000, 2.0505306E-001, 3.8174686E-004, 0.0000000E+000, 2.0505306E-001, 3.8174686E-004, 0.0000000E+000, 2.0505306E-001, 3.1588784E+001
 3.0034483E+001, 1.5841125E-001, 1.5745024E-001, 1.7991328E-001, 1.7867741E-001, 3.4028370E+001, 3.4032993E+001, 3.4044884E+001, 3.4053465E+001, 3.4058736E+001, 3.4067930E+001, 3.4068577E+001, 3.4069004E+001, 3.4068720E+001, 3.4066246E+001, 3.4064246E+001, 3.4061825E+001, 3.4059944E+001, 3.4056974E+001, 3.4056248E+001, 3.4772951E+001, 3.4772951E+001, 3.5396617E+001, 3.4001405E+001, 3.4008777E+001, 3.4009391E+001, 3.4008223E+001, 3.4013733E+001, 3.4009527E+001, 3.4013695E+001, 3.4009539E+001, 3.4366739E+001, 3.4002926E+001, 6.7395847E-004, 3.7998237E-003, 4.1106650E-003, 4.1409049E-003, 6.5870721E-004, 3.7745501E-003, 4.0837107E-003, 3.4897082E-003, 6.0322887E-003, 4.1817758E-003, 5.9850267E-003, 4.1786686E-003, 7.9115470E-003, 1.0982423E-002, 1.4183116E-003, 3.8174686E-004, 0.0000000E+000, 2.0505306E-001, 3.8174686E-004, 0.0000000E+000, 2.0505306E-001, 3.8174686E-004, 0.0000000E+000, 2.0505306E-001, 3.1317439E+001
 4.0011876E+001, 1.2367590E-001, 1.6375965E-001, 1.4050856E-001, 1.8555594E-001, 3.4147853E+001, 3.4173276E+001, 3.4190310E+001, 3.4208694E+001, 3.4210045E+001, 3.4212576E+001, 3.4210904E+001, 3.4203517E+001, 3.4196952E+001, 3.4186626E+001, 3.4180320E+001, 3.4171406E+001, 3.4166000E+001, 3.4157807E+001, 3.4155241E+001, 3.7415520E+001, 3.7415520E+001, 4.0479094E+001, 3.4047917E+001, 3.4051863E+001, 3.4044382E+001, 3.4037574E+001, 3.4050620E+001, 3.4035224E+001, 3.4052334E+001, 3.4035199E+001, 3.5893522E+001, 3.4125025E+001, 5.1005564E-002, 4.9159331E-002, 4.0770285E-002, 3.3804735E-002, 5.0915606E-002, 4.9045476E-002, 3.9332754E-002, 2.8938322E-002, 4.3504215E-002, 3.0263434E-002, 4.5861324E-002, 3.0287780E-002, 5.0592632E-002, 1.0983609E-001, 1.3380696E-001, 3.8174687E-004, 2.7504381E-015, 2.0505306E-001, 3.8954221E-004, 2.4210557E-008, 2.0504002E-001, 3.8174686E-004, 1.7638692E-050, 2.0505306E-001, 9.4771328E+001
 5.0005118E+001, 6.8372390E-002, 1.7191202E-001, 7.7708440E-002, 1.9172657E-001, 3.4461451E+001, 3.4552694E+001, 3.4596465E+001, 3.4637504E+001, 3.4617708E+001, 3.4611999E+001, 3.4592987E+001, 3.4556894E+001, 3.4528584E+001, 3.4488293E+001, 3.4508152E+001, 3.5565949E+001, 3.6204900E+001, 3.7044592E+001, 3.7481934E+001, 4.5016674E+001, 4.5016674E+001, 5.1930707E+001, 3.4169340E+001, 3.4175188E+001, 3.4165264E+001, 3.4172500E+001, 3.4156612E+001, 3.4109120E+001, 3.4167997E+001, 3.4109639E+001, 4.0185588E+001, 3.4439396E+001, 1.2205520E-001, 1.2353104E-001, 1.1857000E-001, 1.1869505E-001, 1.2171725E-001, 1.1785129E-001, 9.8935973E-002, 7.7773076E-002, 1.0844089E-001, 7.6828387E-002, 1.1103190E-001, 7.7083605E-002, 1.1481793E-001, 2.8266737E-001, 3.1563498E-001, 4.7406749E-004, 2.8672592E-007, 2.0489866E-001, 3.8994822E-004, 2.5471600E-008, 2.0503932E-001, 3.8174686E-004, 2.5221965E-027, 2.0505306E-001, 1.6581632E+002
 6.0001164E+001, 3.2437109E-003, 1.7780248E-001, 4.1446014E-003, 1.9232736E-001, 3.4869688E+001, 3.5056884E+001, 3.5201584E+001, 3.5314119E+001, 3.5345106E+001, 3.5419970E+001, 3.5475728E+001, 3.5932427E+001, 3.6204059E+001, 3.6599963E+001, 3.6552207E+001, 3.6716629E+001, 3.8250969E+001, 4.3819614E+001, 4.6567098E+001, 5.4671614E+001, 5.4671614E+001, 6.3291771E+001, 3.4347582E+001, 3.4344059E+001, 3.4374501E+001, 3.4402740E+001, 3.4339869E+001, 3.4249713E+001, 3.4360748E+001, 3.4241937E+001, 4.5010781E+001, 3.4905833E+001, 2.0605769E-001, 1.9713974E-001, 2.1339074E-001, 2.2698769E-001, 2.0511192E-001, 1.9538869E-001, 1.6953438E-001, 1.3988827E-001, 2.0444552E-001, 1.4649488E-001, 2.1023223E-001, 1.4122236E-001, 1.9514356E-001, 4.2673592E-001, 5.3736526E-001, 1.0877348E-003, 2.1926308E-006, 2.0387228E-001, 3.9425425E-004, 3.8845280E-008, 2.0503209E-001, 3.8174687E-004, 2.3274196E-014, 2.0505306E-001, 1.9861025E+002
 7.0008474E+001,-5.1790446E-002, 1.8285791E-001,-5.3381079E-002, 1.9023240E-001, 3.5305666E+001, 3.5713523E+001, 3.5918927E+001, 3.6195236E+001, 3.6330162E+001, 3.6757231E+001, 3.7167031E+001, 3.8561770E+001, 4.0842272E+001, 4.2083409E+001, 4.4355029E+001, 4.7168970E+001, 4.9786392E+001, 5.5342987E+001, 5.8175532E+001, 6.9438258E+001, 6.9438258E+001, 7.8985934E+001, 3.4579408E+001, 3.4574067E+001, 3.4732546E+001, 3.4786594E+001, 3.4634883E+001, 3.4449580E+001, 3.4683350E+001, 3.4471952E+001, 5.1748265E+001, 3.5497803E+001, 2.9742806E-001, 2.9574111E-001, 3.8052770E-001, 3.8484238E-001, 2.9517092E-001, 2.8908146E-001, 2.6320750E-001, 2.2319787E-001, 3.3081214E-001, 2.3863174E-001, 3.5433530E-001, 2.6247976E-001, 2.9556943E-001, 6.8882124E-001, 7.6386658E-001, 1.9213379E-003, 4.7816037E-006, 2.0247805E-001, 3.9553542E-004, 4.2824326E-008, 2.0502994E-001, 3.8205673E-004, 9.6236058E-010, 2.0505255E-001, 2.1296696E+002
 8.0010705E+001,-1.0077667E-001, 1.9056553E-001,-1.0046939E-001, 1.9056502E-001, 3.6514568E+001, 3.7739712E+001, 3.8254570E+001, 3.8671927E+001, 3.8996629E+001, 4.0380853E+001, 4.1055830E+001, 4.3552104E+001, 4.6065795E+001, 5.0648508E+001, 5.5623160E+001, 5.9827453E+001, 6.3839779E+001, 6.9821468E+001, 7.1697908E+001, 8.4344779E+001, 8.4344779E+001, 9.6509615E+001, 3.4848993E+001, 3.4864762E+001, 3.5222290E+001, 3.5314611E+001, 3.5139875E+001, 3.4808234E+001, 3.5145156E+001, 3.4834984E+001, 6.0023551E+001, 3.6162426E+001, 3.8458243E-001, 3.9944768E-001, 5.4850010E-001, 5.6884902E-001, 3.7655453E-001, 3.8366805E-001, 3.6458920E-001, 3.1971887E-001, 5.5288803E-001, 4.0528330E-001, 5.4664733E-001, 4.0136768E-001, 4.2527469E-001, 9.2375619E-001, 9.6363452E-001, 3.0570815E-003, 8.3089533E-006, 2.0057849E-001, 4.0113414E-004, 6.0212742E-008, 2.0502056E-001, 3.9128713E-004, 2.9629797E-008, 2.0503711E-001, 2.5362726E+002
