s,C,C,C,C,C,C,C,C,C,C,C,C
 2.1887191E+001, 5.6159740E+001, 3.4098706E+001, 2.3773961E+001, 1.4815724E+001, 9.4284392E+001, 5.8003265E+001, 4.1065578E+001, 2.5954155E+001, 7.4565963E+001, 4.3940660E+001, 3.1476436E+001, 1.9701484E+001
 2.1980749E+001, 5.6159740E+001, 3.4098706E+001, 2.3773961E+001, 1.4815724E+001, 9.4284392E+001, 5.8003265E+001, 4.1065578E+001, 2.5954155E+001, 7.4565963E+001, 4.3940660E+001, 3.1476436E+001, 1.9701484E+001
 2.2074307E+001, 5.6296275E+001, 3.4227797E+001, 2.3711863E+001, 1.4867990E+001, 9.4334859E+001, 5.8086053E+001, 4.1302404E+001, 2.5969963E+001, 7.4423276E+001, 4.4132020E+001, 3.1419401E+001, 1.9634754E+001
 2.2167865E+001, 5.6296275E+001, 3.4227797E+001, 2.3711863E+001, 1.4867990E+001, 9.4334859E+001, 5.8086053E+001, 4.1302404E+001, 2.5969963E+001, 7.4423276E+001, 4.4132020E+001, 3.1419401E+001, 1.9634754E+001
 2.2261423E+001, 5.6484010E+001, 3.4417995E+001, 2.3664479E+001, 1.4931432E+001, 9.4368450E+001, 5.8218397E+001, 4.1485360E+001, 2.5982135E+001, 7.4207651E+001, 4.4339775E+001, 3.1230779E+001, 1.9565670E+001
 2.2354981E+001, 5.6484010E+001, 3.4417995E+001, 2.3664479E+001, 1.4931432E+001, 9.4368450E+001, 5.8218397E+001, 4.1485360E+001, 2.5982135E+001, 7.4207651E+001, 4.4339775E+001, 3.1230779E+001, 1.9565670E+001
 2.2448539E+001, 5.6687673E+001, 3.4628053E+001, 2.3636274E+001, 1.5002499E+001, 9.4380383E+001, 5.8374245E+001, 4.1591385E+001, 2.5989663E+001, 7.3974198E+001, 4.4617490E+001, 3.0997922E+001, 1.9505643E+001
 2.2542097E+001, 5.6687673E+001, 3.4628053E+001, 2.3636274E+001, 1.5002499E+001, 9.4380383E+001, 5.8374245E+001, 4.1591385E+001, 2.5989663E+001, 7.3974198E+001, 4.4617490E+001, 3.0997922E+001, 1.9505643E+001
 2.2635655E+001, 5.6822849E+001, 3.4801509E+001, 2.3631341E+001, 1.5076321E+001, 9.4364270E+001, 5.8528853E+001, 4.1602584E+001, 2.5991599E+001, 7.3657577E+001, 4.4970833E+001, 3.0764235E+001, 1.9468394E+001
 2.2729213E+001, 5.6822849E+001, 3.4801509E+001, 2.3631341E+001, 1.5076321E+001, 9.4364270E+001, 5.8528853E+001, 4.1602584E+001, 2.5991599E+001, 7.3657577E+001, 4.4970833E+001, 3.0764235E+001, 1.9468394E+001
 2.2822771E+001, 5.6846143E+001, 3.4884885E+001, 2.3640719E+001, 1.5147672E+001, 9.4277823E+001, 5.8652250E+001, 4.1541705E+001, 2.5987768E+001, 7.3119921E+001, 4.5390022E+001, 3.0602593E+001, 1.9466914E+001
 2.2916329E+001, 5.6846143E+001, 3.4884885E+001, 2.3640719E+001, 1.5147672E+001, 9.4277823E+001, 5.8652250E+001, 4.1541705E+001, 2.5987768E+001, 7.3119921E+001, 4.5390022E+001, 3.0602593E+001, 1.9466914E+001
 2.3009887E+001, 5.6725773E+001, 3.4849919E+001, 2.3649771E+001, 1.5210448E+001, 9.4108321E+001, 5.8757426E+001, 4.1419506E+001, 2.5978933E+001, 7.2355037E+001, 4.5794994E+001, 3.0529438E+001, 1.9510441E+001
 2.3103445E+001, 5.6725773E+001, 3.4849919E+001, 2.3649771E+001, 1.5210448E+001, 9.4108321E+001, 5.8757426E+001, 4.1419506E+001, 2.5978933E+001, 7.2355037E+001, 4.5794994E+001, 3.0529438E+001, 1.9510441E+001
 2.3290561E+001, 5.6477541E+001, 3.4707313E+001, 2.3640261E+001, 1.5256897E+001, 9.3874664E+001, 5.8863350E+001, 4.1268210E+001, 2.5966474E+001, 7.1491720E+001, 4.6094988E+001, 3.0564087E+001, 1.9600333E+001
 2.3384119E+001, 5.6128686E+001, 3.4514097E+001, 2.3600603E+001, 1.5276634E+001, 9.3640057E+001, 5.8992478E+001, 4.1121168E+001, 2.5952644E+001, 7.0744076E+001, 4.6240183E+001, 3.0656796E+001, 1.9727810E+001
 2.3477677E+001, 5.6128686E+001, 3.4514097E+001, 2.3600603E+001, 1.5276634E+001, 9.3640057E+001, 5.8992478E+001, 4.1121168E+001, 2.5952644E+001, 7.0744076E+001, 4.6240183E+001, 3.0656796E+001, 1.9727810E+001
 2.3571235E+001, 5.5775598E+001, 3.4357511E+001, 2.3531746E+001, 1.5259160E+001, 9.3473216E+001, 5.9148393E+001, 4.1016244E+001, 2.5941681E+001, 7.0231507E+001, 4.6267059E+001, 3.0745849E+001, 1.9877068E+001
 2.3664793E+001, 5.5775598E+001, 3.4357511E+001, 2.3531746E+001, 1.5259160E+001, 9.3473216E+001, 5.9148393E+001, 4.1016244E+001, 2.5941681E+001, 7.0231507E+001, 4.6267059E+001, 3.0745849E+001, 1.9877068E+001
 2.3758351E+001, 5.5541585E+001, 3.4312216E+001, 2.3449062E+001, 1.5198666E+001, 9.3407083E+001, 5.9303328E+001, 4.0989285E+001, 2.5938281E+001, 7.0040195E+001, 4.6227501E+001, 3.0794127E+001, 2.0030850E+001
 2.3851909E+001, 5.5541585E+001, 3.4312216E+001, 2.3449062E+001, 1.5198666E+001, 9.3407083E+001, 5.9303328E+001, 4.0989285E+001, 2.5938281E+001, 7.0040195E+001, 4.6227501E+001, 3.0794127E+001, 2.0030850E+001
 2.3945467E+001, 5.5515904E+001, 3.4414597E+001, 2.3366359E+001, 1.5100366E+001, 9.3386800E+001, 5.9445367E+001, 4.1024100E+001, 2.5946445E+001, 7.0182803E+001, 4.6153385E+001, 3.0788987E+001, 2.0179805E+001
 2.4039025E+001, 5.5515904E+001, 3.4414597E+001, 2.3366359E+001, 1.5100366E+001, 9.3386800E+001, 5.9445367E+001, 4.1024100E+001, 2.5946445E+001, 7.0182803E+001, 4.6153385E+001, 3.0788987E+001, 2.0179805E+001
 2.4132583E+001, 5.5725611E+001, 3.4641919E+001, 2.3302967E+001, 1.4982225E+001, 9.3367119E+001, 5.9547858E+001, 4.1105675E+001, 2.5969099E+001, 7.0649562E+001, 4.6098543E+001, 3.0733100E+001, 2.0321617E+001
 2.4226141E+001, 5.5725611E+001, 3.4641919E+001, 2.3302967E+001, 1.4982225E+001, 9.3367119E+001, 5.9547858E+001, 4.1105675E+001, 2.5969099E+001, 7.0649562E+001, 4.6098543E+001, 3.0733100E+001, 2.0321617E+001
 2.4319699E+001, 5.6127517E+001, 3.4911356E+001, 2.3274932E+001, 1.4867278E+001, 9.3325400E+001, 5.9588649E+001, 4.1180353E+001, 2.6009569E+001, 7.1292060E+001, 4.6046156E+001, 3.0640536E+001, 2.0455828E+001
 2.4413257E+001, 5.6127517E+001, 3.4911356E+001, 2.3274932E+001, 1.4867278E+001, 9.3325400E+001, 5.9588649E+001, 4.1180353E+001, 2.6009569E+001, 7.1292060E+001, 4.6046156E+001, 3.0640536E+001, 2.0455828E+001
 2.4506815E+001, 5.6588751E+001, 3.5151240E+001, 2.3279840E+001, 1.4774242E+001, 9.3286365E+001, 5.9564215E+001, 4.1203470E+001, 2.6062026E+001, 7.2105712E+001, 4.6004336E+001, 3.0536797E+001, 2.0578912E+001
 2.4600373E+001, 5.6588751E+001, 3.5151240E+001, 2.3279840E+001, 1.4774242E+001, 9.3286365E+001, 5.9564215E+001, 4.1203470E+001, 2.6062026E+001, 7.2105712E+001, 4.6004336E+001, 3.0536797E+001, 2.0578912E+001
 2.4787489E+001, 5.6936835E+001, 3.5306731E+001, 2.3283695E+001, 1.4713036E+001, 9.3298730E+001, 5.9510620E+001, 4.1174420E+001, 2.6119229E+001, 7.2977396E+001, 4.6035526E+001, 3.0448191E+001, 2.0682353E+001
 2.4881047E+001, 5.7057247E+001, 3.5364042E+001, 2.3249822E+001, 1.4691327E+001, 9.3387852E+001, 5.9432149E+001, 4.1077267E+001, 2.6174597E+001, 7.3838553E+001, 4.6128167E+001, 3.0395126E+001, 2.0762405E+001
 2.4974605E+001, 5.7057247E+001, 3.5364042E+001, 2.3249822E+001, 1.4691327E+001, 9.3387852E+001, 5.9432149E+001, 4.1077267E+001, 2.6174597E+001, 7.3838553E+001, 4.6128167E+001, 3.0395126E+001, 2.0762405E+001
 2.5068163E+001, 5.6997530E+001, 3.5356205E+001, 2.3164872E+001, 1.4703884E+001, 9.3516469E+001, 5.9383610E+001, 4.0946572E+001, 2.6223230E+001, 7.4653163E+001, 4.6259872E+001, 3.0384793E+001, 2.0811796E+001
 2.5161721E+001, 5.6997530E+001, 3.5356205E+001, 2.3164872E+001, 1.4703884E+001, 9.3516469E+001, 5.9383610E+001, 4.0946572E+001, 2.6223230E+001, 7.4653163E+001, 4.6259872E+001, 3.0384793E+001, 2.0811796E+001
 2.5255279E+001, 5.6892345E+001, 3.5314241E+001, 2.3045197E+001, 1.4741558E+001, 9.3655868E+001, 5.9380739E+001, 4.0789418E+001, 2.6262413E+001, 7.5381036E+001, 4.6412140E+001, 3.0413086E+001, 2.0827677E+001
 2.5348837E+001, 5.6892345E+001, 3.5314241E+001, 2.3045197E+001, 1.4741558E+001, 9.3655868E+001, 5.9380739E+001, 4.0789418E+001, 2.6262413E+001, 7.5381036E+001, 4.6412140E+001, 3.0413086E+001, 2.0827677E+001
 2.5442395E+001, 5.6878823E+001, 3.5249386E+001, 2.2925111E+001, 1.4801583E+001, 9.3768016E+001, 5.9426361E+001, 4.0629763E+001, 2.6290394E+001, 7.6029868E+001, 4.6577481E+001, 3.0466483E+001, 2.0811797E+001
 2.5535953E+001, 5.6878823E+001, 3.5249386E+001, 2.2925111E+001, 1.4801583E+001, 9.3768016E+001, 5.9426361E+001, 4.0629763E+001, 2.6290394E+001, 7.6029868E+001, 4.6577481E+001, 3.0466483E+001, 2.0811797E+001
 2.5629511E+001, 5.6989235E+001, 3.5163137E+001, 2.2833297E+001, 1.4875221E+001, 9.3861694E+001, 5.9544117E+001, 4.0491228E+001, 2.6308525E+001, 7.6571925E+001, 4.6757981E+001, 3.0528006E+001, 2.0769088E+001
 2.5723069E+001, 5.6989235E+001, 3.5163137E+001, 2.2833297E+001, 1.4875221E+001, 9.3861694E+001, 5.9544117E+001, 4.0491228E+001, 2.6308525E+001, 7.6571925E+001, 4.6757981E+001, 3.0528006E+001, 2.0769088E+001
 2.5816627E+001, 5.7151796E+001, 3.5065591E+001, 2.2778905E+001, 1.4952076E+001, 9.3950889E+001, 5.9690078E+001, 4.0392038E+001, 2.6320651E+001, 7.6993265E+001, 4.6951026E+001, 3.0578731E+001, 2.0707762E+001
 2.5910185E+001, 5.7151796E+001, 3.5065591E+001, 2.2778905E+001, 1.4952076E+001, 9.3950889E+001, 5.9690078E+001, 4.0392038E+001, 2.6320651E+001, 7.6993265E+001, 4.6951026E+001, 3.0578731E+001, 2.0707762E+001
 2.6003743E+001, 5.7255858E+001, 3.4971349E+001, 2.2769299E+001, 1.5024271E+001, 9.4024426E+001, 5.9840325E+001, 4.0339045E+001, 2.6333185E+001, 7.7246833E+001, 4.7142291E+001, 3.0603260E+001, 2.0637152E+001
 2.6190859E+001, 5.7243663E+001, 3.4931437E+001, 2.2795518E+001, 1.5056290E+001, 9.4046428E+001, 5.9907926E+001, 4.0332009E+001, 2.6342921E+001, 7.7275290E+001, 4.7240166E+001, 3.0598641E+001, 2.0601807E+001
 2.6284417E+001, 5.7231469E+001, 3.4891525E+001, 2.2821737E+001, 1.5088308E+001, 9.4068430E+001, 5.9975527E+001, 4.0324974E+001, 2.6352658E+001, 7.7303746E+001, 4.7338041E+001, 3.0594022E+001, 2.0566462E+001
 2.6377975E+001, 5.7082762E+001, 3.4837558E+001, 2.2949981E+001, 1.5144843E+001, 9.4096011E+001, 6.0099000E+001, 4.0333483E+001, 2.6383009E+001, 7.7210795E+001, 4.7533429E+001, 3.0557447E+001, 2.0507605E+001
 2.6471533E+001, 5.7082762E+001, 3.4837558E+001, 2.2949981E+001, 1.5144843E+001, 9.4096011E+001, 6.0099000E+001, 4.0333483E+001, 2.6383009E+001, 7.7210795E+001, 4.7533429E+001, 3.0557447E+001, 2.0507605E+001
 2.6565091E+001, 5.6869964E+001, 3.4816438E+001, 2.3148240E+001, 1.5196818E+001, 9.4131365E+001, 6.0187141E+001, 4.0347703E+001, 2.6435628E+001, 7.7031120E+001, 4.7721691E+001, 3.0513386E+001, 2.0463395E+001
 2.6658649E+001, 5.6869964E+001, 3.4816438E+001, 2.3148240E+001, 1.5196818E+001, 9.4131365E+001, 6.0187141E+001, 4.0347703E+001, 2.6435628E+001, 7.7031120E+001, 4.7721691E+001, 3.0513386E+001, 2.0463395E+001
 2.6752207E+001, 5.6690082E+001, 3.4834052E+001, 2.3387768E+001, 1.5246852E+001, 9.4177752E+001, 6.0228942E+001, 4.0363691E+001, 2.6511557E+001, 7.6805966E+001, 4.7878533E+001, 3.0486618E+001, 2.0439841E+001
 2.6845765E+001, 5.6690082E+001, 3.4834052E+001, 2.3387768E+001, 1.5246852E+001, 9.4177752E+001, 6.0228942E+001, 4.0363691E+001, 2.6511557E+001, 7.6805966E+001, 4.7878533E+001, 3.0486618E+001, 2.0439841E+001
 2.6939323E+001, 5.6611741E+001, 3.4864656E+001, 2.3624741E+001, 1.5295797E+001, 9.4206533E+001, 6.0239318E+001, 4.0381517E+001, 2.6609774E+001, 7.6610989E+001, 4.7960678E+001, 3.0496450E+001, 2.0439688E+001
 2.7032881E+001, 5.6611741E+001, 3.4864656E+001, 2.3624741E+001, 1.5295797E+001, 9.4206533E+001, 6.0239318E+001, 4.0381517E+001, 2.6609774E+001, 7.6610989E+001, 4.7960678E+001, 3.0496450E+001, 2.0439688E+001
 2.7126439E+001, 5.6640131E+001, 3.4885278E+001, 2.3806563E+001, 1.5343920E+001, 9.4186569E+001, 6.0241853E+001, 4.0405502E+001, 2.6727900E+001, 7.6500759E+001, 4.7917432E+001, 3.0549858E+001, 2.0462519E+001
 2.7219997E+001, 5.6640131E+001, 3.4885278E+001, 2.3806563E+001, 1.5343920E+001, 9.4186569E+001, 6.0241853E+001, 4.0405502E+001, 2.6727900E+001, 7.6500759E+001, 4.7917432E+001, 3.0549858E+001, 2.0462519E+001
 2.7313555E+001, 5.6774295E+001, 3.4887658E+001, 2.3908723E+001, 1.5390320E+001, 9.4097083E+001, 6.0255949E+001, 4.0438972E+001, 2.6860405E+001, 7.6495571E+001, 4.7721285E+001, 3.0642664E+001, 2.0504889E+001
 2.7407113E+001, 5.6774295E+001, 3.4887658E+001, 2.3908723E+001, 1.5390320E+001, 9.4097083E+001, 6.0255949E+001, 4.0438972E+001, 2.6860405E+001, 7.6495571E+001, 4.7721285E+001, 3.0642664E+001, 2.0504889E+001
 2.7500671E+001, 5.6980563E+001, 3.4894536E+001, 2.3932193E+001, 1.5434844E+001, 9.3964610E+001, 6.0305967E+001, 4.0473417E+001, 2.7000811E+001, 7.6535872E+001, 4.7385119E+001, 3.0756539E+001, 2.0558197E+001
 2.7687787E+001, 5.7076679E+001, 3.4921386E+001, 2.3916288E+001, 1.5456709E+001, 9.3884798E+001, 6.0358167E+001, 4.0491754E+001, 2.7070286E+001, 7.6522122E+001, 4.7176774E+001, 3.0808462E+001, 2.0589102E+001
 2.7781345E+001, 5.7172795E+001, 3.4948236E+001, 2.3900382E+001, 1.5478574E+001, 9.3804985E+001, 6.0410368E+001, 4.0510091E+001, 2.7139761E+001, 7.6508372E+001, 4.6968428E+001, 3.0860386E+001, 2.0620007E+001
 2.7874902E+001, 5.7256128E+001, 3.5067367E+001, 2.3846509E+001, 1.5522914E+001, 9.3657968E+001, 6.0569913E+001, 4.0546894E+001, 2.7267386E+001, 7.6338876E+001, 4.6517906E+001, 3.0940045E+001, 2.0682284E+001
 2.7968460E+001, 5.7256128E+001, 3.5067367E+001, 2.3846509E+001, 1.5522914E+001, 9.3657968E+001, 6.0569913E+001, 4.0546894E+001, 2.7267386E+001, 7.6338876E+001, 4.6517906E+001, 3.0940045E+001, 2.0682284E+001
 2.8062018E+001, 5.7221517E+001, 3.5222847E+001, 2.3801948E+001, 1.5572257E+001, 9.3586538E+001, 6.0760096E+001, 4.0578771E+001, 2.7376173E+001, 7.6040162E+001, 4.6107635E+001, 3.0984708E+001, 2.0737694E+001
 2.8155576E+001, 5.7221517E+001, 3.5222847E+001, 2.3801948E+001, 1.5572257E+001, 9.3586538E+001, 6.0760096E+001, 4.0578771E+001, 2.7376173E+001, 7.6040162E+001, 4.6107635E+001, 3.0984708E+001, 2.0737694E+001
 2.8249134E+001, 5.7179035E+001, 3.5366708E+001, 2.3785471E+001, 1.5633226E+001, 9.3600016E+001, 6.0923136E+001, 4.0599594E+001, 2.7461034E+001, 7.5747660E+001, 4.5785882E+001, 3.0993290E+001, 2.0779999E+001
 2.8342692E+001, 5.7179035E+001, 3.5366708E+001, 2.3785471E+001, 1.5633226E+001, 9.3600016E+001, 6.0923136E+001, 4.0599594E+001, 2.7461034E+001, 7.5747660E+001, 4.5785882E+001, 3.0993290E+001, 2.0779999E+001
 2.8436250E+001, 5.7280094E+001, 3.5461177E+001, 2.3802062E+001, 1.5709556E+001, 9.3649615E+001, 6.1015508E+001, 4.0608083E+001, 2.7522913E+001, 7.5382088E+001, 4.5552241E+001, 3.0973527E+001, 2.0802071E+001
 2.8529808E+001, 5.7280094E+001, 3.5461177E+001, 2.3802062E+001, 1.5709556E+001, 9.3649615E+001, 6.1015508E+001, 4.0608083E+001, 2.7522913E+001, 7.5382088E+001, 4.5552241E+001, 3.0973527E+001, 2.0802071E+001
 2.8623366E+001, 5.7595435E+001, 3.5505431E+001, 2.3849523E+001, 1.5801507E+001, 9.3757267E+001, 6.1018796E+001, 4.0613173E+001, 2.7566162E+001, 7.4952262E+001, 4.5366743E+001, 3.0935194E+001, 2.0800043E+001
 2.8716924E+001, 5.7595435E+001, 3.5505431E+001, 2.3849523E+001, 1.5801507E+001, 9.3757267E+001, 6.1018796E+001, 4.0613173E+001, 2.7566162E+001, 7.4952262E+001, 4.5366743E+001, 3.0935194E+001, 2.0800043E+001
 2.8810482E+001, 5.8072912E+001, 3.5497351E+001, 2.3924639E+001, 1.5904113E+001, 9.3924070E+001, 6.0983776E+001, 4.0622763E+001, 2.7593970E+001, 7.4473222E+001, 4.5179641E+001, 3.0886369E+001, 2.0772626E+001
 2.8904040E+001, 5.8072912E+001, 3.5497351E+001, 2.3924639E+001, 1.5904113E+001, 9.3924070E+001, 6.0983776E+001, 4.0622763E+001, 2.7593970E+001, 7.4473222E+001, 4.5179641E+001, 3.0886369E+001, 2.0772626E+001
 2.9091156E+001, 5.8585174E+001, 3.5452778E+001, 2.4022496E+001, 1.6006606E+001, 9.4156573E+001, 6.0890668E+001, 4.0648828E+001, 2.7609282E+001, 7.4008705E+001, 4.4941667E+001, 3.0829345E+001, 2.0720696E+001
 2.9184714E+001, 5.8992087E+001, 3.5408384E+001, 2.4129531E+001, 1.6093597E+001, 9.4431595E+001, 6.0774041E+001, 4.0693184E+001, 2.7616802E+001, 7.3566683E+001, 4.4656834E+001, 3.0765959E+001, 2.0646023E+001
 2.9278272E+001, 5.8992087E+001, 3.5408384E+001, 2.4129531E+001, 1.6093597E+001, 9.4431595E+001, 6.0774041E+001, 4.0693184E+001, 2.7616802E+001, 7.3566683E+001, 4.4656834E+001, 3.0765959E+001, 2.0646023E+001
 2.9371830E+001, 5.9262878E+001, 3.5398725E+001, 2.4217711E+001, 1.6146987E+001, 9.4713410E+001, 6.0649984E+001, 4.0742250E+001, 2.7621566E+001, 7.3146171E+001, 4.4365112E+001, 3.0684737E+001, 2.0550884E+001
 2.9465388E+001, 5.9262878E+001, 3.5398725E+001, 2.4217711E+001, 1.6146987E+001, 9.4713410E+001, 6.0649984E+001, 4.0742250E+001, 2.7621566E+001, 7.3146171E+001, 4.4365112E+001, 3.0684737E+001, 2.0550884E+001
 2.9558946E+001, 5.9436902E+001, 3.5434227E+001, 2.4255256E+001, 1.6164699E+001, 9.4981540E+001, 6.0540180E+001, 4.0775050E+001, 2.7622947E+001, 7.2740662E+001, 4.4119579E+001, 3.0587534E+001, 2.0443100E+001
 2.9652504E+001, 5.9436902E+001, 3.5434227E+001, 2.4255256E+001, 1.6164699E+001, 9.4981540E+001, 6.0540180E+001, 4.0775050E+001, 2.7622947E+001, 7.2740662E+001, 4.4119579E+001, 3.0587534E+001, 2.0443100E+001
 2.9746062E+001, 5.9566738E+001, 3.5505092E+001, 2.4223080E+001, 1.6152222E+001, 9.5251813E+001, 6.0469938E+001, 4.0779218E+001, 2.7621697E+001, 7.2352651E+001, 4.3963127E+001, 3.0502895E+001, 2.0324326E+001
 2.9839620E+001, 5.9566738E+001, 3.5505092E+001, 2.4223080E+001, 1.6152222E+001, 9.5251813E+001, 6.0469938E+001, 4.0779218E+001, 2.7621697E+001, 7.2352651E+001, 4.3963127E+001, 3.0502895E+001, 2.0324326E+001
 2.9933178E+001, 5.9635549E+001, 3.5585371E+001, 2.4126987E+001, 1.6119706E+001, 9.5448602E+001, 6.0446195E+001, 4.0758413E+001, 2.7614637E+001, 7.1952779E+001, 4.3918348E+001, 3.0423212E+001, 2.0202720E+001
 3.0026736E+001, 5.9635549E+001, 3.5585371E+001, 2.4126987E+001, 1.6119706E+001, 9.5448602E+001, 6.0446195E+001, 4.0758413E+001, 2.7614637E+001, 7.1952779E+001, 4.3918348E+001, 3.0423212E+001, 2.0202720E+001
 3.0120294E+001, 5.9585244E+001, 3.5625579E+001, 2.3986555E+001, 1.6080268E+001, 9.5489879E+001, 6.0442215E+001, 4.0705044E+001, 2.7596519E+001, 7.1553855E+001, 4.3939589E+001, 3.0378373E+001, 2.0084958E+001
 3.0213852E+001, 5.9585244E+001, 3.5625579E+001, 2.3986555E+001, 1.6080268E+001, 9.5489879E+001, 6.0442215E+001, 4.0705044E+001, 2.7596519E+001, 7.1553855E+001, 4.3939589E+001, 3.0378373E+001, 2.0084958E+001
 3.0307410E+001, 5.9341185E+001, 3.5580055E+001, 2.3819710E+001, 1.6033956E+001, 9.5390828E+001, 6.0431714E+001, 4.0632701E+001, 2.7558515E+001, 7.1197117E+001, 4.3977523E+001, 3.0357793E+001, 1.9974740E+001
 3.0400968E+001, 5.9341185E+001, 3.5580055E+001, 2.3819710E+001, 1.6033956E+001, 9.5390828E+001, 6.0431714E+001, 4.0632701E+001, 2.7558515E+001, 7.1197117E+001, 4.3977523E+001, 3.0357793E+001, 1.9974740E+001
 3.0588084E+001, 5.8843730E+001, 3.5455317E+001, 2.3640132E+001, 1.5975745E+001, 9.5217799E+001, 6.0418229E+001, 4.0555935E+001, 2.7498632E+001, 7.0858424E+001, 4.4010346E+001, 3.0396168E+001, 1.9872753E+001
 3.0681642E+001, 5.8120112E+001, 3.5317684E+001, 2.3462210E+001, 1.5897733E+001, 9.5078069E+001, 6.0422188E+001, 4.0482950E+001, 2.7416400E+001, 7.0531782E+001, 4.4060234E+001, 3.0475828E+001, 1.9778440E+001
 3.0775200E+001, 5.8120112E+001, 3.5317684E+001, 2.3462210E+001, 1.5897733E+001, 9.5078069E+001, 6.0422188E+001, 4.0482950E+001, 2.7416400E+001, 7.0531782E+001, 4.4060234E+001, 3.0475828E+001, 1.9778440E+001
 3.0868758E+001, 5.7319045E+001, 3.5248670E+001, 2.3307122E+001, 1.5792411E+001, 9.4997713E+001, 6.0469786E+001, 4.0419732E+001, 2.7318558E+001, 7.0219361E+001, 4.4173531E+001, 3.0575857E+001, 1.9690367E+001
 3.0962316E+001, 5.7319045E+001, 3.5248670E+001, 2.3307122E+001, 1.5792411E+001, 9.4997713E+001, 6.0469786E+001, 4.0419732E+001, 2.7318558E+001, 7.0219361E+001, 4.4173531E+001, 3.0575857E+001, 1.9690367E+001
 3.1055874E+001, 5.6588612E+001, 3.5265108E+001, 2.3197889E+001, 1.5662236E+001, 9.4944805E+001, 6.0564939E+001, 4.0371376E+001, 2.7217717E+001, 6.9978683E+001, 4.4378976E+001, 3.0668379E+001, 1.9608213E+001
 3.1149432E+001, 5.6588612E+001, 3.5265108E+001, 2.3197889E+001, 1.5662236E+001, 9.4944805E+001, 6.0564939E+001, 4.0371376E+001, 2.7217717E+001, 6.9978683E+001, 4.4378976E+001, 3.0668379E+001, 1.9608213E+001
 3.1242990E+001, 5.6013099E+001, 3.5323803E+001, 2.3126606E+001, 1.5523279E+001, 9.4884593E+001, 6.0674226E+001, 4.0343403E+001, 2.7130426E+001, 6.9884119E+001, 4.4641864E+001, 3.0729635E+001, 1.9532510E+001
 3.1336548E+001, 5.6013099E+001, 3.5323803E+001, 2.3126606E+001, 1.5523279E+001, 9.4884593E+001, 6.0674226E+001, 4.0343403E+001, 2.7130426E+001, 6.9884119E+001, 4.4641864E+001, 3.0729635E+001, 1.9532510E+001
 3.1430106E+001, 5.5651322E+001, 3.5371977E+001, 2.3074488E+001, 1.5399553E+001, 9.4776724E+001, 6.0749461E+001, 4.0339962E+001, 2.7070804E+001, 7.0036162E+001, 4.4989326E+001, 3.0743709E+001, 1.9463780E+001
 3.1523664E+001, 5.5651322E+001, 3.5371977E+001, 2.3074488E+001, 1.5399553E+001, 9.4776724E+001, 6.0749461E+001, 4.0339962E+001, 2.7070804E+001, 7.0036162E+001, 4.4989326E+001, 3.0743709E+001, 1.9463780E+001
 3.1617222E+001, 5.5543401E+001, 3.5363951E+001, 2.3030331E+001, 1.5313723E+001, 9.4660980E+001, 6.0749514E+001, 4.0356581E+001, 2.7045889E+001, 7.0400949E+001, 4.5383674E+001, 3.0710890E+001, 1.9401974E+001
 3.1710780E+001, 5.5543401E+001, 3.5363951E+001, 2.3030331E+001, 1.5313723E+001, 9.4660980E+001, 6.0749514E+001, 4.0356581E+001, 2.7045889E+001, 7.0400949E+001, 4.5383674E+001, 3.0710890E+001, 1.9401974E+001
 3.1804338E+001, 5.5657924E+001, 3.5289778E+001, 2.2993725E+001, 1.5278560E+001, 9.4623553E+001, 6.0687596E+001, 4.0387395E+001, 2.7051006E+001, 7.0756849E+001, 4.5783135E+001, 3.0640828E+001, 1.9347188E+001
 3.1991454E+001, 5.5777184E+001, 3.5232264E+001, 2.2979814E+001, 1.5285134E+001, 9.4653058E+001, 6.0617570E+001, 4.0396356E+001, 2.7060769E+001, 7.0861054E+001, 4.5978125E+001, 3.0597368E+001, 1.9323119E+001
 3.2085012E+001, 5.5896443E+001, 3.5174750E+001, 2.2965904E+001, 1.5291709E+001, 9.4682563E+001, 6.0547543E+001, 4.0405318E+001, 2.7070532E+001, 7.0965259E+001, 4.6173115E+001, 3.0553908E+001, 1.9299049E+001
 3.2178570E+001, 5.6099632E+001, 3.5073541E+001, 2.2951151E+001, 1.5337655E+001, 9.4874940E+001, 6.0395061E+001, 4.0384588E+001, 2.7096957E+001, 7.1060164E+001, 4.6524727E+001, 3.0477077E+001, 1.9257198E+001
 3.2272128E+001, 5.6099632E+001, 3.5073541E+001, 2.2951151E+001, 1.5337655E+001, 9.4874940E+001, 6.0395061E+001, 4.0384588E+001, 2.7096957E+001, 7.1060164E+001, 4.6524727E+001, 3.0477077E+001, 1.9257198E+001
 3.2365686E+001, 5.6182721E+001, 3.5043548E+001, 2.2967608E+001, 1.5396084E+001, 9.5056397E+001, 6.0272832E+001, 4.0330672E+001, 2.7115383E+001, 7.1125069E+001, 4.6810384E+001, 3.0432813E+001, 1.9219682E+001
 3.2459244E+001, 5.6182721E+001, 3.5043548E+001, 2.2967608E+001, 1.5396084E+001, 9.5056397E+001, 6.0272832E+001, 4.0330672E+001, 2.7115383E+001, 7.1125069E+001, 4.6810384E+001, 3.0432813E+001, 1.9219682E+001
