FDS output file,New file name,Face 1 coords,Points,Order,x1,x2,Mean,RMS,Min,Max,Face 2 coords,Points,Order,x1,x2,Mean,RMS,Min,Max,Face 3 coords,Points,Order,x1,x2,Mean,RMS,Min,Max,Face 4 coords,Points,Order,x1,x2,Mean,RMS,Min,Max
UWO_Test7_Case1_180_1p25mm_line.csv,UWO_Test7_Case1_180_1p25mm_line_1.csv,1,32,1,0,0.04,2,8,14,20,26,112,1,-0.069,0.069,27,31,35,39,1,32,-1,0.04,0,5,11,17,23,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_180_1p25mm_line.csv,UWO_Test7_Case1_180_1p25mm_line_2.csv,1,32,1,0,0.04,3,9,15,21,26,112,1,-0.069,0.069,28,32,36,40,1,32,-1,0.04,0,6,12,18,24,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_180_1p25mm_line.csv,UWO_Test7_Case1_180_1p25mm_line_3.csv,1,32,1,0,0.04,4,10,16,22,26,112,1,-0.069,0.069,29,33,37,41,1,32,-1,0.04,0,7,13,19,25,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_180_1p25mm_line.csv,UWO_Test7_Case1_180_1p25mm_line_4.csv,26,112,1,-0.069,0.069,30,34,38,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_180_2p50mm_line.csv,UWO_Test7_Case1_180_2p50mm_line_1.csv,1,16,1,0,0.04,2,8,14,20,26,56,1,-0.069,0.069,27,31,35,39,1,16,-1,0.04,0,5,11,17,23,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_180_2p50mm_line.csv,UWO_Test7_Case1_180_2p50mm_line_2.csv,1,16,1,0,0.04,3,9,15,21,26,56,1,-0.069,0.069,28,32,36,40,1,16,-1,0.04,0,6,12,18,24,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_180_2p50mm_line.csv,UWO_Test7_Case1_180_2p50mm_line_3.csv,1,16,1,0,0.04,4,10,16,22,26,56,1,-0.069,0.069,29,33,37,41,1,16,-1,0.04,0,7,13,19,25,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_180_2p50mm_line.csv,UWO_Test7_Case1_180_2p50mm_line_4.csv,26,56,1,-0.069,0.069,30,34,38,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_180_5p00mm_line.csv,UWO_Test7_Case1_180_5p00mm_line_1.csv,1,8,1,0,0.04,2,8,14,20,26,28,1,-0.069,0.069,27,31,35,39,1,8,-1,0.04,0,5,11,17,23,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_180_5p00mm_line.csv,UWO_Test7_Case1_180_5p00mm_line_2.csv,1,8,1,0,0.04,3,9,15,21,26,28,1,-0.069,0.069,28,32,36,40,1,8,-1,0.04,0,6,12,18,24,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_180_5p00mm_line.csv,UWO_Test7_Case1_180_5p00mm_line_3.csv,1,8,1,0,0.04,4,10,16,22,26,28,1,-0.069,0.069,29,33,37,41,1,8,-1,0.04,0,7,13,19,25,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_180_5p00mm_line.csv,UWO_Test7_Case1_180_5p00mm_line_4.csv,26,28,1,-0.069,0.069,30,34,38,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_270_1p25mm_line.csv,UWO_Test7_Case1_270_1p25mm_line_1.csv,1,32,1,0,0.04,2,8,14,20,26,72,1,-0.046,0.046,27,31,35,39,1,32,-1,0.04,0,5,11,17,23,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_270_1p25mm_line.csv,UWO_Test7_Case1_270_1p25mm_line_2.csv,1,32,1,0,0.04,3,9,15,21,26,72,1,-0.046,0.046,28,32,36,40,1,32,-1,0.04,0,6,12,18,24,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_270_1p25mm_line.csv,UWO_Test7_Case1_270_1p25mm_line_3.csv,1,32,1,0,0.04,4,10,16,22,26,72,1,-0.046,0.046,29,33,37,41,1,32,-1,0.04,0,7,13,19,25,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_270_1p25mm_line.csv,UWO_Test7_Case1_270_1p25mm_line_4.csv,26,72,1,-0.046,0.046,30,34,38,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_270_2p50mm_line.csv,UWO_Test7_Case1_270_2p50mm_line_1.csv,1,16,1,0,0.04,2,8,14,20,26,36,1,-0.046,0.046,27,31,35,39,1,16,-1,0.04,0,5,11,17,23,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_270_2p50mm_line.csv,UWO_Test7_Case1_270_2p50mm_line_2.csv,1,16,1,0,0.04,3,9,15,21,26,36,1,-0.046,0.046,28,32,36,40,1,16,-1,0.04,0,6,12,18,24,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_270_2p50mm_line.csv,UWO_Test7_Case1_270_2p50mm_line_3.csv,1,16,1,0,0.04,4,10,16,22,26,36,1,-0.046,0.046,29,33,37,41,1,16,-1,0.04,0,7,13,19,25,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_270_2p50mm_line.csv,UWO_Test7_Case1_270_2p50mm_line_4.csv,26,36,1,-0.046,0.046,30,34,38,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_270_5p00mm_line.csv,UWO_Test7_Case1_270_5p00mm_line_1.csv,1,8,1,0,0.04,2,8,14,20,26,18,1,-0.046,0.046,27,31,35,39,1,8,-1,0.04,0,5,11,17,23,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_270_5p00mm_line.csv,UWO_Test7_Case1_270_5p00mm_line_2.csv,1,8,1,0,0.04,3,9,15,21,26,18,1,-0.046,0.046,28,32,36,40,1,8,-1,0.04,0,6,12,18,24,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_270_5p00mm_line.csv,UWO_Test7_Case1_270_5p00mm_line_3.csv,1,8,1,0,0.04,4,10,16,22,26,18,1,-0.046,0.046,29,33,37,41,1,8,-1,0.04,0,7,13,19,25,0,0,0,0,0,0,0,0,0
UWO_Test7_Case1_270_5p00mm_line.csv,UWO_Test7_Case1_270_5p00mm_line_4.csv,26,18,1,-0.046,0.046,30,34,38,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_0_5mm_line.csv,UWO_SS21_Test6_40ft_0_5mm_line_1.csv,1,32,1,0,0.183,2,7,10,13,28,80,1,-0.1905,0.1905,29,33,37,41,1,32,-1,0.183,0,16,19,22,25,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_0_5mm_line.csv,UWO_SS21_Test6_40ft_0_5mm_line_2.csv,3,32,1,0,0.146,4,8,11,14,28,80,1,-0.1905,0.1905,30,34,38,42,3,32,-1,0.146,0,17,20,23,26,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_0_5mm_line.csv,UWO_SS21_Test6_40ft_0_5mm_line_3.csv,5,32,1,0,0.13,6,9,12,15,28,80,1,-0.1905,0.1905,31,35,39,43,3,32,-1,0.13,0,18,21,24,27,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_0_5mm_line.csv,UWO_SS21_Test6_40ft_0_5mm_line_4.csv,28,80,1,-0.1905,0.1905,32,36,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_0_10mm_line.csv,UWO_SS21_Test6_40ft_0_10mm_line_1.csv,1,16,1,0,0.183,2,7,10,13,28,40,1,-0.1905,0.1905,29,33,37,41,1,16,-1,0.183,0,16,19,22,25,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_0_10mm_line.csv,UWO_SS21_Test6_40ft_0_10mm_line_2.csv,3,16,1,0,0.146,4,8,11,14,28,40,1,-0.1905,0.1905,30,34,38,42,3,16,-1,0.146,0,17,20,23,26,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_0_10mm_line.csv,UWO_SS21_Test6_40ft_0_10mm_line_3.csv,5,16,1,0,0.13,6,9,12,15,28,40,1,-0.1905,0.1905,31,35,39,43,3,16,-1,0.13,0,18,21,24,27,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_0_10mm_line.csv,UWO_SS21_Test6_40ft_0_10mm_line_4.csv,28,40,1,-0.1905,0.1905,32,36,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_0_20mm_line.csv,UWO_SS21_Test6_40ft_0_20mm_line_1.csv,1,8,1,0,0.183,2,7,10,13,28,20,1,-0.1905,0.1905,29,33,37,41,1,8,-1,0.183,0,16,19,22,25,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_0_20mm_line.csv,UWO_SS21_Test6_40ft_0_20mm_line_2.csv,3,8,1,0,0.146,4,8,11,14,28,20,1,-0.1905,0.1905,30,34,38,42,3,8,-1,0.146,0,17,20,23,26,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_0_20mm_line.csv,UWO_SS21_Test6_40ft_0_20mm_line_3.csv,5,8,1,0,0.13,6,9,12,15,28,20,1,-0.1905,0.1905,31,35,39,43,3,8,-1,0.13,0,18,21,24,27,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_0_20mm_line.csv,UWO_SS21_Test6_40ft_0_20mm_line_4.csv,28,20,1,-0.1905,0.1905,32,36,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_45_5mm_line.csv,UWO_SS21_Test6_40ft_45_5mm_line_1.csv,1,32,1,0,0.183,2,7,10,13,28,80,1,0,0.381,29,33,37,41,1,32,-1,0.183,0,16,19,22,25,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_45_5mm_line.csv,UWO_SS21_Test6_40ft_45_5mm_line_2.csv,3,32,1,0,0.146,4,8,11,14,28,80,1,0,0.381,30,34,38,42,3,32,-1,0.146,0,17,20,23,26,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_45_5mm_line.csv,UWO_SS21_Test6_40ft_45_5mm_line_3.csv,5,32,1,0,0.13,6,9,12,15,28,80,1,0,0.381,31,35,39,43,3,32,-1,0.13,0,18,21,24,27,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_45_5mm_line.csv,UWO_SS21_Test6_40ft_45_5mm_line_4.csv,28,80,1,0,0.381,32,36,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_45_10mm_line.csv,UWO_SS21_Test6_40ft_45_10mm_line_1.csv,1,16,1,0,0.183,2,7,10,13,28,40,1,0,0.381,29,33,37,41,1,16,-1,0.183,0,16,19,22,25,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_45_10mm_line.csv,UWO_SS21_Test6_40ft_45_10mm_line_2.csv,3,16,1,0,0.146,4,8,11,14,28,40,1,0,0.381,30,34,38,42,3,16,-1,0.146,0,17,20,23,26,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_45_10mm_line.csv,UWO_SS21_Test6_40ft_45_10mm_line_3.csv,5,16,1,0,0.13,6,9,12,15,28,40,1,0,0.381,31,35,39,43,3,16,-1,0.13,0,18,21,24,27,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_45_10mm_line.csv,UWO_SS21_Test6_40ft_45_10mm_line_4.csv,28,40,1,0,0.381,32,36,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_45_20mm_line.csv,UWO_SS21_Test6_40ft_45_20mm_line_1.csv,1,8,1,0,0.183,2,7,10,13,28,20,1,0,0.381,29,33,37,41,1,8,-1,0.183,0,16,19,22,25,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_45_20mm_line.csv,UWO_SS21_Test6_40ft_45_20mm_line_2.csv,3,8,1,0,0.146,4,8,11,14,28,20,1,0,0.381,30,34,38,42,3,8,-1,0.146,0,17,20,23,26,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_45_20mm_line.csv,UWO_SS21_Test6_40ft_45_20mm_line_3.csv,5,8,1,0,0.13,6,9,12,15,28,20,1,0,0.381,31,35,39,43,3,8,-1,0.13,0,18,21,24,27,0,0,0,0,0,0,0,0,0
UWO_SS21_Test6_40ft_45_20mm_line.csv,UWO_SS21_Test6_40ft_45_20mm_line_4.csv,28,20,1,0,0.381,32,36,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
