s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.750E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.025E+01, 9.025E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.018E+00, 2.518E+00, 1.993E+01, 3.482E+01, 5.798E+01, 8.264E+01, 1.015E+02, 4.923E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.037E+00, 7.885E-01, 2.263E+01, 4.187E+01, 6.637E+01, 8.813E+01, 1.048E+02, 3.739E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 3.056E+00, 1.242E+00, 1.081E+01, 3.635E+01, 5.839E+01, 7.174E+01, 1.086E+02, 7.345E+02, 3.206E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 4.004E+00, 1.683E+00, 1.025E+01, 3.386E+01, 6.798E+01, 7.297E+01, 1.097E+02, 7.892E+02, 3.312E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 5.039E+00, 2.115E+00, 1.025E+01, 3.270E+01, 6.867E+01, 7.342E+01, 1.098E+02, 8.638E+02, 3.464E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 6.014E+00, 2.250E+00, 1.025E+01, 3.452E+01, 6.683E+01, 7.203E+01, 1.095E+02, 9.436E+02, 3.792E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 7.032E+00, 2.831E+00, 1.025E+01, 3.025E+01, 6.426E+01, 7.395E+01, 1.098E+02, 9.346E+02, 4.397E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.022E+00, 4.351E+00, 1.025E+01, 3.025E+01, 5.113E+01, 7.384E+01, 1.098E+02, 8.698E+02, 8.109E+01, 3.202E+01, 3.200E+01, 3.200E+01, 3.200E+01
 9.006E+00, 4.414E+00, 1.044E+01, 3.025E+01, 5.284E+01, 7.945E+01, 1.097E+02, 8.058E+02, 2.072E+02, 3.212E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.001E+01, 4.782E+00, 1.030E+01, 3.025E+01, 5.068E+01, 8.218E+01, 1.097E+02, 7.892E+02, 2.376E+02, 3.238E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.103E+01, 5.662E+00, 1.058E+01, 3.025E+01, 5.050E+01, 7.593E+01, 1.094E+02, 7.805E+02, 4.020E+02, 3.251E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.200E+01, 8.332E+00, 1.028E+01, 3.025E+01, 5.025E+01, 7.252E+01, 1.097E+02, 7.695E+02, 6.449E+02, 3.299E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.300E+01, 8.501E+00, 1.033E+01, 3.087E+01, 5.025E+01, 7.138E+01, 1.098E+02, 7.844E+02, 7.756E+02, 3.314E+01, 3.201E+01, 3.200E+01, 3.200E+01
 1.400E+01, 9.582E+00, 1.086E+01, 3.035E+01, 5.025E+01, 7.198E+01, 1.092E+02, 8.264E+02, 8.933E+02, 3.370E+01, 3.204E+01, 3.200E+01, 3.200E+01
 1.502E+01, 9.091E+00, 1.172E+01, 3.025E+01, 5.025E+01, 7.149E+01, 1.098E+02, 7.530E+02, 9.294E+02, 3.979E+01, 3.216E+01, 3.200E+01, 3.200E+01
 1.602E+01, 9.197E+00, 1.223E+01, 3.025E+01, 5.025E+01, 7.123E+01, 1.098E+02, 6.782E+02, 9.044E+02, 5.226E+01, 3.242E+01, 3.200E+01, 3.200E+01
 1.701E+01, 9.750E+00, 1.430E+01, 3.028E+01, 5.160E+01, 7.072E+01, 1.095E+02, 6.241E+02, 9.036E+02, 7.731E+01, 3.251E+01, 3.200E+01, 3.200E+01
 1.802E+01, 9.750E+00, 1.573E+01, 3.111E+01, 5.134E+01, 7.025E+01, 1.097E+02, 4.106E+02, 8.965E+02, 8.755E+01, 3.253E+01, 3.201E+01, 3.200E+01
 1.901E+01, 9.750E+00, 1.659E+01, 3.407E+01, 5.034E+01, 7.025E+01, 1.098E+02, 2.486E+02, 8.608E+02, 7.032E+01, 3.266E+01, 3.202E+01, 3.200E+01
 2.000E+01, 9.750E+00, 1.711E+01, 3.442E+01, 5.216E+01, 7.025E+01, 1.097E+02, 1.706E+02, 9.377E+02, 6.014E+01, 3.262E+01, 3.208E+01, 3.200E+01
 2.102E+01, 9.750E+00, 1.949E+01, 3.121E+01, 5.233E+01, 7.025E+01, 1.098E+02, 1.226E+02, 9.470E+02, 5.577E+01, 3.258E+01, 3.223E+01, 3.200E+01
 2.200E+01, 9.750E+00, 2.004E+01, 3.025E+01, 5.142E+01, 7.036E+01, 1.092E+02, 1.033E+02, 9.323E+02, 7.382E+01, 3.278E+01, 3.235E+01, 3.200E+01
 2.302E+01, 9.750E+00, 2.222E+01, 3.040E+01, 5.397E+01, 7.052E+01, 9.238E+01, 9.006E+01, 9.263E+02, 1.175E+02, 3.352E+01, 3.241E+01, 3.201E+01
 2.400E+01, 9.235E+00, 2.314E+01, 3.050E+01, 5.391E+01, 7.045E+01, 9.025E+01, 7.917E+01, 9.604E+02, 1.074E+02, 3.381E+01, 3.248E+01, 3.202E+01
 2.501E+01, 9.298E+00, 2.511E+01, 3.052E+01, 5.352E+01, 7.279E+01, 9.025E+01, 7.291E+01, 9.260E+02, 1.383E+02, 3.493E+01, 3.247E+01, 3.211E+01
 2.601E+01, 9.301E+00, 2.587E+01, 3.058E+01, 5.507E+01, 7.694E+01, 9.025E+01, 6.814E+01, 8.517E+02, 2.350E+02, 3.528E+01, 3.246E+01, 3.223E+01
 2.701E+01, 9.250E+00, 2.758E+01, 3.032E+01, 5.562E+01, 7.861E+01, 9.026E+01, 6.442E+01, 9.236E+02, 4.457E+02, 3.499E+01, 3.250E+01, 3.229E+01
 2.802E+01, 9.250E+00, 2.847E+01, 3.040E+01, 5.575E+01, 7.878E+01, 9.104E+01, 6.128E+01, 8.408E+02, 5.298E+02, 3.476E+01, 3.266E+01, 3.237E+01
 2.901E+01, 9.250E+00, 2.936E+01, 3.055E+01, 5.199E+01, 7.025E+01, 9.118E+01, 5.869E+01, 8.235E+02, 8.731E+02, 3.466E+01, 3.282E+01, 3.238E+01
 3.001E+01, 9.250E+00, 2.917E+01, 3.120E+01, 5.499E+01, 7.025E+01, 9.713E+01, 5.664E+01, 7.854E+02, 8.990E+02, 3.426E+01, 3.307E+01, 3.238E+01
 3.102E+01, 9.250E+00, 2.971E+01, 3.279E+01, 5.088E+01, 7.034E+01, 1.045E+02, 5.462E+01, 7.254E+02, 9.086E+02, 3.584E+01, 3.315E+01, 3.241E+01
 3.200E+01, 9.250E+00, 2.975E+01, 3.406E+01, 5.025E+01, 7.318E+01, 1.086E+02, 5.283E+01, 5.819E+02, 8.610E+02, 3.748E+01, 3.301E+01, 3.240E+01
 3.300E+01, 9.250E+00, 2.975E+01, 3.579E+01, 5.025E+01, 7.747E+01, 9.870E+01, 5.120E+01, 3.662E+02, 9.294E+02, 5.119E+01, 3.278E+01, 3.245E+01
 3.401E+01, 9.250E+00, 2.975E+01, 3.725E+01, 5.035E+01, 7.025E+01, 9.164E+01, 4.969E+01, 2.211E+02, 9.331E+02, 5.984E+01, 3.270E+01, 3.254E+01
 3.501E+01, 9.250E+00, 2.964E+01, 3.860E+01, 5.285E+01, 7.025E+01, 9.323E+01, 4.819E+01, 1.546E+02, 9.344E+02, 7.399E+01, 3.273E+01, 3.248E+01
 3.602E+01, 9.444E+00, 2.975E+01, 3.977E+01, 5.188E+01, 7.025E+01, 9.339E+01, 4.684E+01, 1.272E+02, 9.594E+02, 8.547E+01, 3.284E+01, 3.244E+01
 3.701E+01, 9.750E+00, 2.975E+01, 4.163E+01, 5.025E+01, 7.025E+01, 1.030E+02, 4.579E+01, 1.045E+02, 9.629E+02, 9.960E+01, 3.298E+01, 3.247E+01
 3.802E+01, 9.750E+00, 2.975E+01, 4.261E+01, 5.043E+01, 7.025E+01, 1.073E+02, 4.483E+01, 8.576E+01, 9.571E+02, 1.303E+02, 3.304E+01, 3.256E+01
 3.900E+01, 9.522E+00, 2.975E+01, 4.428E+01, 5.127E+01, 7.025E+01, 1.097E+02, 4.404E+01, 7.313E+01, 9.148E+02, 1.762E+02, 3.299E+01, 3.252E+01
 4.000E+01, 1.750E+00, 2.975E+01, 4.504E+01, 5.093E+01, 7.025E+01, 1.025E+02, 4.359E+01, 6.966E+01, 9.685E+02, 2.646E+02, 3.346E+01, 3.240E+01
 4.101E+01, 1.750E+00, 2.975E+01, 4.716E+01, 5.047E+01, 7.025E+01, 9.025E+01, 4.335E+01, 6.672E+01, 9.604E+02, 4.161E+02, 3.599E+01, 3.248E+01
 4.202E+01, 1.750E+00, 2.975E+01, 4.879E+01, 5.027E+01, 7.046E+01, 9.025E+01, 4.313E+01, 6.445E+01, 9.338E+02, 6.924E+02, 3.640E+01, 3.271E+01
 4.301E+01, 1.750E+00, 2.975E+01, 4.949E+01, 5.051E+01, 7.143E+01, 9.183E+01, 4.293E+01, 6.229E+01, 8.979E+02, 9.039E+02, 3.541E+01, 3.268E+01
 4.401E+01, 1.750E+00, 2.975E+01, 4.965E+01, 5.219E+01, 7.051E+01, 9.522E+01, 4.275E+01, 6.000E+01, 7.703E+02, 9.019E+02, 3.547E+01, 3.265E+01
 4.502E+01, 1.750E+00, 2.975E+01, 4.969E+01, 5.329E+01, 7.025E+01, 9.777E+01, 4.258E+01, 5.686E+01, 6.855E+02, 8.947E+02, 3.634E+01, 3.262E+01
 4.602E+01, 1.750E+00, 2.975E+01, 4.975E+01, 5.476E+01, 7.025E+01, 9.097E+01, 4.241E+01, 5.493E+01, 4.668E+02, 9.437E+02, 4.024E+01, 3.260E+01
 4.702E+01, 1.750E+00, 2.975E+01, 4.975E+01, 5.633E+01, 7.025E+01, 9.025E+01, 4.226E+01, 5.381E+01, 2.929E+02, 9.475E+02, 4.353E+01, 3.262E+01
 4.803E+01, 1.750E+00, 2.975E+01, 4.975E+01, 5.805E+01, 7.025E+01, 9.025E+01, 4.212E+01, 5.261E+01, 1.879E+02, 9.490E+02, 4.284E+01, 3.266E+01
 4.901E+01, 1.750E+00, 2.975E+01, 4.975E+01, 5.900E+01, 7.875E+01, 9.025E+01, 4.198E+01, 5.148E+01, 1.292E+02, 9.356E+02, 4.619E+01, 3.288E+01
 5.001E+01, 1.750E+00, 2.973E+01, 4.975E+01, 6.030E+01, 7.562E+01, 9.025E+01, 4.186E+01, 5.022E+01, 1.031E+02, 9.230E+02, 4.501E+01, 3.392E+01
 5.103E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.131E+01, 7.112E+01, 9.027E+01, 4.173E+01, 4.924E+01, 9.813E+01, 9.522E+02, 8.709E+01, 3.775E+01
 5.201E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.289E+01, 7.186E+01, 9.184E+01, 4.162E+01, 4.855E+01, 8.848E+01, 9.468E+02, 1.176E+02, 3.688E+01
 5.300E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.407E+01, 7.141E+01, 9.158E+01, 4.151E+01, 4.832E+01, 7.866E+01, 9.667E+02, 1.391E+02, 3.538E+01
 5.402E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.561E+01, 7.056E+01, 9.040E+01, 4.140E+01, 4.769E+01, 7.047E+01, 9.239E+02, 1.823E+02, 3.465E+01
 5.502E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.656E+01, 7.025E+01, 9.025E+01, 4.130E+01, 4.705E+01, 6.635E+01, 9.389E+02, 2.834E+02, 3.728E+01
 5.602E+01, 1.750E+00, 2.925E+01, 4.912E+01, 6.900E+01, 7.025E+01, 9.062E+01, 4.120E+01, 4.658E+01, 6.431E+01, 9.594E+02, 8.280E+02, 4.007E+01
 5.702E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.925E+01, 7.067E+01, 9.114E+01, 4.111E+01, 4.608E+01, 6.165E+01, 8.740E+02, 9.040E+02, 4.218E+01
 5.802E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.933E+01, 7.177E+01, 9.238E+01, 4.102E+01, 4.562E+01, 5.878E+01, 7.495E+02, 9.058E+02, 4.128E+01
 5.902E+01, 1.750E+00, 2.925E+01, 4.896E+01, 6.955E+01, 7.213E+01, 9.087E+01, 4.093E+01, 4.525E+01, 5.603E+01, 6.727E+02, 8.611E+02, 3.904E+01
 6.001E+01, 1.750E+00, 2.925E+01, 4.942E+01, 6.975E+01, 7.402E+01, 9.034E+01, 4.085E+01, 4.476E+01, 5.515E+01, 5.750E+02, 9.030E+02, 3.918E+01
