s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.750E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.025E+01, 9.025E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.018E+00, 2.518E+00, 1.993E+01, 3.482E+01, 5.794E+01, 8.264E+01, 1.015E+02, 4.913E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.037E+00, 8.654E-01, 2.263E+01, 4.187E+01, 6.637E+01, 8.813E+01, 1.048E+02, 3.691E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 3.028E+00, 9.485E-01, 1.025E+01, 3.621E+01, 5.836E+01, 7.161E+01, 1.086E+02, 6.833E+02, 3.206E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 4.055E+00, 1.574E+00, 1.025E+01, 3.396E+01, 6.801E+01, 7.422E+01, 1.097E+02, 7.456E+02, 3.320E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 5.030E+00, 2.137E+00, 1.025E+01, 3.276E+01, 6.860E+01, 7.604E+01, 1.097E+02, 8.032E+02, 3.483E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 6.025E+00, 2.250E+00, 1.025E+01, 3.609E+01, 6.696E+01, 7.213E+01, 1.094E+02, 8.898E+02, 3.868E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 7.029E+00, 2.662E+00, 1.025E+01, 3.025E+01, 6.425E+01, 7.395E+01, 1.098E+02, 8.874E+02, 4.438E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.020E+00, 4.131E+00, 1.025E+01, 3.025E+01, 5.115E+01, 7.456E+01, 1.098E+02, 7.945E+02, 5.465E+01, 3.202E+01, 3.200E+01, 3.200E+01, 3.200E+01
 9.022E+00, 4.349E+00, 1.053E+01, 3.025E+01, 5.284E+01, 7.949E+01, 1.097E+02, 7.803E+02, 1.164E+02, 3.213E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.002E+01, 5.478E+00, 1.028E+01, 3.025E+01, 5.079E+01, 8.228E+01, 1.097E+02, 7.971E+02, 1.842E+02, 3.240E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.101E+01, 5.610E+00, 1.027E+01, 3.025E+01, 5.076E+01, 7.629E+01, 1.094E+02, 7.679E+02, 2.864E+02, 3.261E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.202E+01, 6.184E+00, 1.025E+01, 3.060E+01, 5.025E+01, 7.255E+01, 1.096E+02, 7.341E+02, 4.760E+02, 3.297E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.300E+01, 7.706E+00, 1.047E+01, 3.096E+01, 5.025E+01, 7.150E+01, 1.098E+02, 7.107E+02, 5.704E+02, 3.311E+01, 3.201E+01, 3.200E+01, 3.200E+01
 1.402E+01, 9.236E+00, 1.036E+01, 3.025E+01, 5.025E+01, 7.208E+01, 1.092E+02, 7.569E+02, 7.231E+02, 3.361E+01, 3.204E+01, 3.200E+01, 3.200E+01
 1.502E+01, 9.503E+00, 1.071E+01, 3.025E+01, 5.025E+01, 7.172E+01, 1.097E+02, 7.399E+02, 7.501E+02, 3.550E+01, 3.217E+01, 3.200E+01, 3.200E+01
 1.600E+01, 9.657E+00, 1.132E+01, 3.025E+01, 5.025E+01, 7.122E+01, 1.098E+02, 7.180E+02, 7.842E+02, 4.675E+01, 3.243E+01, 3.200E+01, 3.200E+01
 1.702E+01, 9.586E+00, 1.242E+01, 3.108E+01, 5.112E+01, 7.070E+01, 1.095E+02, 7.335E+02, 8.026E+02, 6.253E+01, 3.254E+01, 3.200E+01, 3.200E+01
 1.802E+01, 9.750E+00, 1.356E+01, 3.174E+01, 5.109E+01, 7.025E+01, 1.098E+02, 5.908E+02, 8.814E+02, 6.393E+01, 3.261E+01, 3.201E+01, 3.200E+01
 1.903E+01, 9.750E+00, 1.472E+01, 3.271E+01, 5.132E+01, 7.025E+01, 1.098E+02, 3.637E+02, 9.021E+02, 5.472E+01, 3.265E+01, 3.202E+01, 3.200E+01
 2.002E+01, 9.750E+00, 1.669E+01, 3.025E+01, 5.056E+01, 7.025E+01, 1.097E+02, 2.250E+02, 8.940E+02, 6.167E+01, 3.281E+01, 3.208E+01, 3.200E+01
 2.101E+01, 9.750E+00, 1.644E+01, 3.039E+01, 5.025E+01, 7.025E+01, 1.097E+02, 1.550E+02, 8.880E+02, 8.080E+01, 3.326E+01, 3.225E+01, 3.200E+01
 2.200E+01, 9.750E+00, 1.813E+01, 3.048E+01, 5.025E+01, 7.043E+01, 1.093E+02, 1.200E+02, 9.198E+02, 8.897E+01, 3.529E+01, 3.243E+01, 3.200E+01
 2.302E+01, 9.750E+00, 1.970E+01, 3.110E+01, 5.115E+01, 7.356E+01, 9.336E+01, 1.042E+02, 9.356E+02, 8.204E+01, 3.584E+01, 3.243E+01, 3.201E+01
 2.402E+01, 9.750E+00, 2.197E+01, 3.046E+01, 5.357E+01, 7.190E+01, 9.025E+01, 9.055E+01, 9.249E+02, 1.204E+02, 3.447E+01, 3.243E+01, 3.202E+01
 2.500E+01, 9.750E+00, 2.337E+01, 3.030E+01, 5.053E+01, 7.057E+01, 9.025E+01, 8.226E+01, 8.979E+02, 1.517E+02, 3.461E+01, 3.256E+01, 3.209E+01
 2.601E+01, 9.750E+00, 2.500E+01, 3.059E+01, 5.191E+01, 7.091E+01, 9.025E+01, 7.680E+01, 8.595E+02, 1.756E+02, 3.644E+01, 3.269E+01, 3.223E+01
 2.702E+01, 9.750E+00, 2.572E+01, 3.071E+01, 5.332E+01, 7.049E+01, 9.074E+01, 7.187E+01, 8.429E+02, 2.590E+02, 3.770E+01, 3.295E+01, 3.233E+01
 2.801E+01, 9.750E+00, 2.743E+01, 3.053E+01, 5.474E+01, 7.133E+01, 9.480E+01, 6.773E+01, 8.826E+02, 3.528E+02, 3.772E+01, 3.296E+01, 3.232E+01
 2.900E+01, 9.750E+00, 2.830E+01, 3.026E+01, 5.609E+01, 7.159E+01, 9.095E+01, 6.438E+01, 8.343E+02, 6.342E+02, 3.652E+01, 3.297E+01, 3.237E+01
 3.003E+01, 9.750E+00, 2.961E+01, 3.050E+01, 5.397E+01, 7.423E+01, 9.116E+01, 6.129E+01, 8.395E+02, 8.667E+02, 3.548E+01, 3.288E+01, 3.245E+01
 3.102E+01, 9.750E+00, 2.959E+01, 3.167E+01, 5.187E+01, 7.396E+01, 9.100E+01, 5.866E+01, 8.122E+02, 8.857E+02, 3.541E+01, 3.284E+01, 3.248E+01
 3.201E+01, 9.750E+00, 2.971E+01, 3.239E+01, 5.322E+01, 7.032E+01, 9.299E+01, 5.631E+01, 7.439E+02, 9.002E+02, 3.836E+01, 3.327E+01, 3.249E+01
 3.300E+01, 9.750E+00, 2.975E+01, 3.318E+01, 5.515E+01, 7.037E+01, 9.265E+01, 5.426E+01, 6.086E+02, 9.168E+02, 4.142E+01, 3.328E+01, 3.251E+01
 3.401E+01, 9.750E+00, 2.975E+01, 3.556E+01, 5.516E+01, 7.033E+01, 9.432E+01, 5.241E+01, 3.523E+02, 8.948E+02, 4.207E+01, 3.328E+01, 3.252E+01
 3.502E+01, 9.750E+00, 2.957E+01, 3.632E+01, 5.104E+01, 7.246E+01, 9.191E+01, 5.076E+01, 1.797E+02, 9.087E+02, 5.459E+01, 3.324E+01, 3.260E+01
 3.601E+01, 9.750E+00, 2.933E+01, 3.797E+01, 5.026E+01, 7.025E+01, 9.172E+01, 4.932E+01, 1.090E+02, 8.993E+02, 6.735E+01, 3.379E+01, 3.270E+01
 3.701E+01, 9.750E+00, 2.925E+01, 3.917E+01, 5.074E+01, 7.106E+01, 9.065E+01, 4.808E+01, 8.947E+01, 9.132E+02, 6.915E+01, 3.415E+01, 3.283E+01
 3.800E+01, 9.750E+00, 2.925E+01, 4.036E+01, 5.088E+01, 7.224E+01, 9.236E+01, 4.702E+01, 8.116E+01, 8.711E+02, 1.128E+02, 3.414E+01, 3.289E+01
 3.903E+01, 9.750E+00, 2.960E+01, 4.156E+01, 5.032E+01, 7.315E+01, 9.192E+01, 4.607E+01, 7.677E+01, 8.897E+02, 1.094E+02, 3.457E+01, 3.284E+01
 4.001E+01, 9.750E+00, 2.975E+01, 4.307E+01, 5.064E+01, 7.477E+01, 9.025E+01, 4.521E+01, 7.428E+01, 9.077E+02, 1.573E+02, 3.439E+01, 3.287E+01
 4.102E+01, 9.750E+00, 2.975E+01, 4.442E+01, 5.083E+01, 7.588E+01, 9.148E+01, 4.442E+01, 7.076E+01, 9.263E+02, 2.186E+02, 3.412E+01, 3.296E+01
 4.202E+01, 7.177E+00, 2.975E+01, 4.616E+01, 5.127E+01, 7.110E+01, 9.576E+01, 4.374E+01, 6.792E+01, 9.256E+02, 2.286E+02, 3.411E+01, 3.297E+01
 4.301E+01, 1.750E+00, 2.975E+01, 4.719E+01, 5.025E+01, 7.025E+01, 9.025E+01, 4.343E+01, 6.469E+01, 9.354E+02, 4.823E+02, 4.029E+01, 3.319E+01
 4.402E+01, 1.750E+00, 2.975E+01, 4.911E+01, 5.026E+01, 7.380E+01, 9.246E+01, 4.324E+01, 6.079E+01, 8.806E+02, 7.588E+02, 4.615E+01, 3.316E+01
 4.503E+01, 1.750E+00, 2.975E+01, 4.943E+01, 5.073E+01, 8.452E+01, 9.459E+01, 4.305E+01, 5.727E+01, 8.481E+02, 8.845E+02, 4.867E+01, 3.309E+01
 4.601E+01, 1.750E+00, 2.975E+01, 4.954E+01, 5.204E+01, 8.636E+01, 9.230E+01, 4.287E+01, 5.561E+01, 7.559E+02, 8.754E+02, 4.644E+01, 3.704E+01
 4.701E+01, 1.750E+00, 2.975E+01, 4.975E+01, 5.372E+01, 7.162E+01, 9.087E+01, 4.272E+01, 5.425E+01, 5.664E+02, 8.643E+02, 5.770E+01, 4.341E+01
 4.800E+01, 1.750E+00, 2.975E+01, 4.975E+01, 5.431E+01, 7.231E+01, 9.481E+01, 4.256E+01, 5.317E+01, 3.994E+02, 8.473E+02, 6.967E+01, 3.949E+01
 4.902E+01, 1.750E+00, 2.956E+01, 4.975E+01, 5.646E+01, 7.165E+01, 9.857E+01, 4.242E+01, 5.238E+01, 2.837E+02, 8.726E+02, 6.077E+01, 3.723E+01
 5.003E+01, 1.750E+00, 2.975E+01, 4.975E+01, 5.735E+01, 7.067E+01, 9.624E+01, 4.227E+01, 5.139E+01, 1.993E+02, 8.880E+02, 6.176E+01, 3.543E+01
 5.102E+01, 1.750E+00, 2.853E+01, 4.975E+01, 5.866E+01, 7.046E+01, 9.025E+01, 4.215E+01, 4.954E+01, 1.391E+02, 8.888E+02, 5.430E+01, 3.509E+01
 5.201E+01, 1.750E+00, 2.445E+01, 4.975E+01, 5.983E+01, 7.025E+01, 9.025E+01, 4.202E+01, 4.856E+01, 1.096E+02, 9.343E+02, 6.945E+01, 3.497E+01
 5.300E+01, 1.750E+00, 2.891E+01, 4.966E+01, 6.167E+01, 7.079E+01, 9.025E+01, 4.191E+01, 4.815E+01, 8.782E+01, 9.135E+02, 7.873E+01, 3.486E+01
 5.401E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.282E+01, 7.106E+01, 9.025E+01, 4.180E+01, 4.824E+01, 7.563E+01, 8.853E+02, 1.499E+02, 3.485E+01
 5.502E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.454E+01, 7.077E+01, 9.025E+01, 4.169E+01, 4.742E+01, 6.931E+01, 9.309E+02, 2.143E+02, 3.474E+01
 5.601E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.603E+01, 7.121E+01, 9.025E+01, 4.159E+01, 4.653E+01, 6.709E+01, 9.010E+02, 1.918E+02, 3.459E+01
 5.701E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.732E+01, 7.030E+01, 9.133E+01, 4.150E+01, 4.635E+01, 6.339E+01, 9.109E+02, 4.356E+02, 3.496E+01
 5.800E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.867E+01, 7.041E+01, 9.298E+01, 4.140E+01, 4.614E+01, 5.928E+01, 8.812E+02, 6.123E+02, 3.718E+01
 5.900E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.913E+01, 7.039E+01, 9.384E+01, 4.131E+01, 4.559E+01, 5.715E+01, 8.656E+02, 8.801E+02, 3.792E+01
 6.001E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.975E+01, 7.101E+01, 9.552E+01, 4.123E+01, 4.522E+01, 5.538E+01, 7.938E+02, 8.848E+02, 3.766E+01
