s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-1.975E+01, 2.025E+01, 6.025E+01, 1.002E+02, 1.402E+02, 1.802E+02, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01
 1.068E+00, 3.974E+00, 3.787E+01, 7.661E+01, 1.155E+02, 1.570E+02, 2.008E+02, 6.926E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.401E+01
 2.022E+00, 1.212E+00, 2.025E+01, 6.025E+01, 1.003E+02, 1.403E+02, 2.054E+02, 4.897E+02, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.401E+01
 3.051E+00, 1.250E+00, 2.025E+01, 6.025E+01, 1.003E+02, 1.403E+02, 2.093E+02, 7.100E+02, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.401E+01
 4.002E+00, 1.250E+00, 2.025E+01, 6.025E+01, 1.002E+02, 1.402E+02, 2.140E+02, 7.440E+02, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.401E+01
 5.019E+00, 1.250E+00, 2.025E+01, 6.025E+01, 1.003E+02, 1.403E+02, 2.181E+02, 8.247E+02, 3.400E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.401E+01
 6.018E+00, 1.250E+00, 2.025E+01, 6.025E+01, 1.002E+02, 1.402E+02, 2.191E+02, 8.535E+02, 3.403E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.401E+01
 7.013E+00, 1.250E+00, 2.025E+01, 6.025E+01, 1.002E+02, 1.402E+02, 2.198E+02, 8.850E+02, 3.443E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.401E+01
 8.001E+00, 1.405E+00, 2.025E+01, 6.025E+01, 1.003E+02, 1.403E+02, 2.194E+02, 8.917E+02, 3.654E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.401E+01
 9.015E+00, 1.250E+00, 2.025E+01, 6.025E+01, 1.003E+02, 1.402E+02, 2.198E+02, 8.996E+02, 4.009E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.401E+01
 1.001E+01, 1.250E+00, 2.025E+01, 6.025E+01, 1.002E+02, 1.402E+02, 2.198E+02, 9.072E+02, 4.478E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.401E+01
 1.103E+01, 1.250E+00, 2.025E+01, 6.025E+01, 1.181E+02, 1.592E+02, 2.198E+02, 9.217E+02, 4.786E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.401E+01
 1.201E+01, 1.280E+00, 2.025E+01, 6.025E+01, 1.351E+02, 1.760E+02, 2.198E+02, 9.208E+02, 5.313E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.401E+01
 1.300E+01, 5.254E+00, 2.025E+01, 6.025E+01, 1.006E+02, 1.407E+02, 2.198E+02, 9.159E+02, 5.231E+01, 3.400E+01, 3.400E+01, 3.400E+01, 3.401E+01
 1.402E+01, 5.467E+00, 2.049E+01, 6.025E+01, 1.032E+02, 1.432E+02, 2.198E+02, 9.079E+02, 6.371E+01, 3.401E+01, 3.399E+01, 3.399E+01, 3.401E+01
 1.500E+01, 8.099E+00, 2.025E+01, 6.025E+01, 1.060E+02, 1.460E+02, 2.198E+02, 9.018E+02, 6.352E+01, 3.401E+01, 3.399E+01, 3.399E+01, 3.401E+01
 1.601E+01, 8.203E+00, 2.278E+01, 6.025E+01, 1.085E+02, 1.485E+02, 2.198E+02, 8.868E+02, 6.382E+01, 3.403E+01, 3.399E+01, 3.399E+01, 3.401E+01
 1.702E+01, 1.348E+01, 2.158E+01, 6.025E+01, 1.110E+02, 1.509E+02, 2.198E+02, 8.802E+02, 6.678E+01, 3.405E+01, 3.399E+01, 3.399E+01, 3.401E+01
 1.801E+01, 1.479E+01, 2.060E+01, 6.025E+01, 1.014E+02, 1.534E+02, 2.197E+02, 8.679E+02, 1.269E+02, 3.414E+01, 3.399E+01, 3.399E+01, 3.401E+01
 1.902E+01, 1.490E+01, 2.025E+01, 6.025E+01, 1.002E+02, 1.557E+02, 2.197E+02, 8.628E+02, 1.606E+02, 3.436E+01, 3.399E+01, 3.399E+01, 3.401E+01
 2.000E+01, 1.783E+01, 2.060E+01, 6.025E+01, 1.002E+02, 1.581E+02, 2.197E+02, 8.914E+02, 1.814E+02, 3.460E+01, 3.399E+01, 3.399E+01, 3.401E+01
 2.101E+01, 1.786E+01, 2.025E+01, 6.025E+01, 1.003E+02, 1.606E+02, 2.198E+02, 8.893E+02, 2.305E+02, 3.471E+01, 3.400E+01, 3.399E+01, 3.401E+01
 2.201E+01, 1.798E+01, 2.025E+01, 6.025E+01, 1.002E+02, 1.630E+02, 2.198E+02, 8.692E+02, 7.500E+02, 3.477E+01, 3.400E+01, 3.399E+01, 3.401E+01
 2.300E+01, 1.518E+01, 2.046E+01, 6.025E+01, 1.003E+02, 1.654E+02, 2.192E+02, 8.353E+02, 8.718E+02, 3.482E+01, 3.400E+01, 3.399E+01, 3.401E+01
 2.400E+01, 1.962E+01, 2.047E+01, 6.025E+01, 1.002E+02, 1.678E+02, 2.190E+02, 8.550E+02, 8.720E+02, 3.489E+01, 3.401E+01, 3.399E+01, 3.401E+01
 2.500E+01, 8.469E+00, 2.213E+01, 6.039E+01, 1.003E+02, 1.701E+02, 2.197E+02, 7.915E+02, 8.792E+02, 3.491E+01, 3.401E+01, 3.399E+01, 3.401E+01
 2.601E+01, 7.805E+00, 2.270E+01, 6.078E+01, 1.003E+02, 1.499E+02, 2.194E+02, 7.410E+02, 8.643E+02, 3.493E+01, 3.402E+01, 3.399E+01, 3.401E+01
 2.701E+01, 6.751E+00, 2.516E+01, 6.058E+01, 1.002E+02, 1.424E+02, 2.166E+02, 7.663E+02, 8.691E+02, 3.518E+01, 3.405E+01, 3.399E+01, 3.401E+01
 2.803E+01, 8.123E+00, 2.622E+01, 6.025E+01, 1.017E+02, 1.458E+02, 2.192E+02, 7.291E+02, 8.643E+02, 3.570E+01, 3.408E+01, 3.399E+01, 3.401E+01
 2.902E+01, 7.029E+00, 2.776E+01, 6.025E+01, 1.003E+02, 1.403E+02, 2.197E+02, 7.397E+02, 8.733E+02, 3.618E+01, 3.415E+01, 3.400E+01, 3.401E+01
 3.001E+01, 8.426E+00, 2.943E+01, 6.025E+01, 1.003E+02, 1.406E+02, 2.198E+02, 6.940E+02, 8.759E+02, 3.635E+01, 3.424E+01, 3.400E+01, 3.401E+01
 3.100E+01, 7.407E+00, 3.058E+01, 6.025E+01, 1.003E+02, 1.430E+02, 2.185E+02, 6.957E+02, 8.548E+02, 3.624E+01, 3.431E+01, 3.400E+01, 3.401E+01
 3.200E+01, 8.533E+00, 3.190E+01, 6.025E+01, 1.003E+02, 1.453E+02, 2.196E+02, 6.496E+02, 8.564E+02, 3.592E+01, 3.436E+01, 3.400E+01, 3.401E+01
 3.302E+01, 8.296E+00, 3.336E+01, 6.025E+01, 1.002E+02, 1.416E+02, 2.197E+02, 6.651E+02, 8.689E+02, 3.580E+01, 3.440E+01, 3.400E+01, 3.401E+01
 3.402E+01, 8.896E+00, 3.462E+01, 6.127E+01, 1.003E+02, 1.408E+02, 2.198E+02, 6.354E+02, 8.489E+02, 3.596E+01, 3.443E+01, 3.400E+01, 3.401E+01
 3.501E+01, 9.290E+00, 3.563E+01, 6.095E+01, 1.002E+02, 1.443E+02, 2.182E+02, 6.481E+02, 8.557E+02, 3.687E+01, 3.445E+01, 3.401E+01, 3.401E+01
 3.602E+01, 9.405E+00, 3.692E+01, 6.025E+01, 1.002E+02, 1.454E+02, 2.196E+02, 6.489E+02, 8.508E+02, 4.135E+01, 3.447E+01, 3.401E+01, 3.401E+01
 3.702E+01, 9.797E+00, 3.804E+01, 6.025E+01, 1.002E+02, 1.403E+02, 2.190E+02, 6.059E+02, 8.358E+02, 4.314E+01, 3.451E+01, 3.407E+01, 3.401E+01
 3.800E+01, 9.788E+00, 3.921E+01, 6.046E+01, 1.002E+02, 1.415E+02, 2.178E+02, 5.674E+02, 8.357E+02, 4.419E+01, 3.451E+01, 3.409E+01, 3.401E+01
 3.902E+01, 1.012E+01, 4.036E+01, 6.152E+01, 1.003E+02, 1.445E+02, 2.196E+02, 3.596E+02, 8.433E+02, 4.825E+01, 3.455E+01, 3.410E+01, 3.401E+01
 4.002E+01, 1.025E+01, 4.166E+01, 6.590E+01, 1.002E+02, 1.402E+02, 2.074E+02, 2.353E+02, 8.372E+02, 4.938E+01, 3.459E+01, 3.418E+01, 3.401E+01
 4.100E+01, 1.025E+01, 4.294E+01, 6.503E+01, 1.003E+02, 1.403E+02, 2.081E+02, 1.663E+02, 8.341E+02, 4.620E+01, 3.462E+01, 3.422E+01, 3.401E+01
 4.202E+01, 7.055E+00, 4.441E+01, 6.579E+01, 1.003E+02, 1.402E+02, 2.114E+02, 1.360E+02, 8.578E+02, 4.596E+01, 3.469E+01, 3.425E+01, 3.401E+01
 4.300E+01, 6.250E+00, 4.581E+01, 7.271E+01, 1.002E+02, 1.403E+02, 2.143E+02, 1.295E+02, 8.415E+02, 4.663E+01, 3.480E+01, 3.428E+01, 3.401E+01
 4.401E+01, 6.250E+00, 4.730E+01, 7.483E+01, 1.003E+02, 1.403E+02, 1.981E+02, 1.245E+02, 8.461E+02, 4.843E+01, 3.499E+01, 3.429E+01, 3.402E+01
 4.502E+01, 6.250E+00, 4.862E+01, 6.878E+01, 1.002E+02, 1.402E+02, 1.813E+02, 1.203E+02, 8.370E+02, 4.659E+01, 3.500E+01, 3.431E+01, 3.403E+01
 4.602E+01, 5.938E+00, 4.986E+01, 7.433E+01, 1.018E+02, 1.428E+02, 1.811E+02, 1.168E+02, 8.462E+02, 5.555E+01, 3.498E+01, 3.431E+01, 3.406E+01
 4.701E+01, 5.750E+00, 5.085E+01, 8.028E+01, 1.080E+02, 1.491E+02, 1.806E+02, 1.143E+02, 8.288E+02, 5.885E+01, 3.525E+01, 3.431E+01, 3.411E+01
