s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.750E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.025E+01, 9.025E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.022E+00, 2.519E+00, 1.991E+01, 3.485E+01, 5.803E+01, 8.522E+01, 1.015E+02, 4.946E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.072E+00, 9.038E-01, 2.263E+01, 4.410E+01, 6.629E+01, 8.675E+01, 1.049E+02, 3.740E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 3.043E+00, 1.046E+00, 1.336E+01, 3.879E+01, 5.831E+01, 7.111E+01, 1.087E+02, 6.632E+02, 3.207E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 4.047E+00, 1.456E+00, 1.051E+01, 3.396E+01, 6.790E+01, 7.266E+01, 1.097E+02, 7.180E+02, 3.318E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 5.020E+00, 2.098E+00, 1.025E+01, 3.268E+01, 6.858E+01, 7.203E+01, 1.097E+02, 7.405E+02, 3.521E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 6.000E+00, 2.461E+00, 1.025E+01, 3.793E+01, 5.675E+01, 7.149E+01, 1.095E+02, 8.226E+02, 3.887E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 7.010E+00, 2.730E+00, 1.025E+01, 3.025E+01, 6.051E+01, 7.383E+01, 1.098E+02, 8.591E+02, 4.555E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.007E+00, 2.938E+00, 1.025E+01, 3.025E+01, 5.104E+01, 7.417E+01, 1.098E+02, 7.540E+02, 5.629E+01, 3.201E+01, 3.200E+01, 3.200E+01, 3.200E+01
 9.005E+00, 3.421E+00, 1.025E+01, 3.025E+01, 5.313E+01, 7.941E+01, 1.097E+02, 7.349E+02, 1.035E+02, 3.213E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.000E+01, 4.705E+00, 1.045E+01, 3.025E+01, 5.081E+01, 8.218E+01, 1.098E+02, 7.543E+02, 1.037E+02, 3.241E+01, 3.200E+01, 3.199E+01, 3.200E+01
 1.101E+01, 5.142E+00, 1.029E+01, 3.025E+01, 5.164E+01, 7.589E+01, 1.093E+02, 7.331E+02, 1.420E+02, 3.265E+01, 3.200E+01, 3.199E+01, 3.200E+01
 1.201E+01, 5.641E+00, 1.053E+01, 3.025E+01, 5.025E+01, 7.254E+01, 1.096E+02, 7.276E+02, 2.132E+02, 3.283E+01, 3.200E+01, 3.199E+01, 3.200E+01
 1.303E+01, 5.782E+00, 1.038E+01, 3.025E+01, 5.035E+01, 7.188E+01, 1.097E+02, 7.101E+02, 3.100E+02, 3.283E+01, 3.200E+01, 3.199E+01, 3.200E+01
 1.402E+01, 5.984E+00, 1.025E+01, 3.025E+01, 5.028E+01, 7.215E+01, 1.089E+02, 6.637E+02, 3.706E+02, 3.340E+01, 3.203E+01, 3.199E+01, 3.200E+01
 1.503E+01, 7.025E+00, 1.035E+01, 3.025E+01, 5.025E+01, 7.244E+01, 1.097E+02, 6.465E+02, 4.009E+02, 3.592E+01, 3.219E+01, 3.199E+01, 3.200E+01
 1.601E+01, 8.045E+00, 1.032E+01, 3.025E+01, 5.025E+01, 7.127E+01, 1.098E+02, 7.018E+02, 4.384E+02, 4.248E+01, 3.246E+01, 3.199E+01, 3.200E+01
 1.703E+01, 8.813E+00, 1.025E+01, 3.097E+01, 5.173E+01, 7.170E+01, 1.097E+02, 7.347E+02, 6.734E+02, 4.227E+01, 3.250E+01, 3.199E+01, 3.200E+01
 1.802E+01, 8.625E+00, 1.034E+01, 3.087E+01, 5.102E+01, 7.089E+01, 1.097E+02, 7.340E+02, 7.153E+02, 4.763E+01, 3.256E+01, 3.200E+01, 3.200E+01
 1.902E+01, 9.002E+00, 1.075E+01, 3.040E+01, 5.054E+01, 7.034E+01, 1.097E+02, 7.823E+02, 7.794E+02, 5.337E+01, 3.263E+01, 3.201E+01, 3.200E+01
 2.001E+01, 9.470E+00, 1.098E+01, 3.025E+01, 5.144E+01, 7.025E+01, 1.098E+02, 7.712E+02, 8.035E+02, 5.193E+01, 3.283E+01, 3.208E+01, 3.200E+01
 2.102E+01, 9.750E+00, 1.145E+01, 3.057E+01, 5.066E+01, 7.025E+01, 1.098E+02, 6.241E+02, 8.235E+02, 6.821E+01, 3.453E+01, 3.225E+01, 3.200E+01
 2.200E+01, 9.750E+00, 1.205E+01, 3.361E+01, 5.041E+01, 7.027E+01, 1.095E+02, 3.361E+02, 7.624E+02, 6.841E+01, 3.808E+01, 3.240E+01, 3.200E+01
 2.301E+01, 9.750E+00, 1.288E+01, 3.143E+01, 5.197E+01, 7.289E+01, 1.068E+02, 1.939E+02, 7.440E+02, 6.973E+01, 3.697E+01, 3.241E+01, 3.200E+01
 2.402E+01, 9.750E+00, 1.412E+01, 3.041E+01, 5.535E+01, 7.131E+01, 9.025E+01, 1.321E+02, 7.208E+02, 7.201E+01, 3.587E+01, 3.246E+01, 3.201E+01
 2.503E+01, 9.750E+00, 1.461E+01, 3.137E+01, 5.050E+01, 7.103E+01, 9.025E+01, 1.164E+02, 7.096E+02, 7.319E+01, 3.733E+01, 3.252E+01, 3.208E+01
 2.602E+01, 9.750E+00, 1.571E+01, 3.069E+01, 5.165E+01, 7.322E+01, 9.025E+01, 1.028E+02, 7.920E+02, 8.365E+01, 3.797E+01, 3.252E+01, 3.220E+01
 2.700E+01, 9.750E+00, 1.649E+01, 3.064E+01, 5.039E+01, 7.025E+01, 9.034E+01, 9.098E+01, 7.788E+02, 9.209E+01, 4.211E+01, 3.289E+01, 3.231E+01
 2.802E+01, 9.750E+00, 1.755E+01, 3.068E+01, 5.245E+01, 7.068E+01, 9.349E+01, 8.182E+01, 7.738E+02, 1.111E+02, 3.852E+01, 3.349E+01, 3.231E+01
 2.902E+01, 9.750E+00, 1.833E+01, 3.119E+01, 5.405E+01, 7.345E+01, 9.337E+01, 7.587E+01, 7.945E+02, 1.066E+02, 3.617E+01, 3.340E+01, 3.238E+01
 3.001E+01, 9.750E+00, 1.948E+01, 3.143E+01, 5.158E+01, 7.346E+01, 9.099E+01, 7.063E+01, 8.165E+02, 1.080E+02, 3.630E+01, 3.347E+01, 3.264E+01
 3.101E+01, 9.750E+00, 2.102E+01, 3.122E+01, 5.112E+01, 7.116E+01, 9.471E+01, 6.592E+01, 8.156E+02, 1.049E+02, 3.865E+01, 3.373E+01, 3.265E+01
 3.203E+01, 9.750E+00, 2.197E+01, 3.102E+01, 5.444E+01, 7.337E+01, 9.924E+01, 6.209E+01, 7.674E+02, 1.378E+02, 3.871E+01, 3.357E+01, 3.256E+01
 3.300E+01, 9.750E+00, 2.262E+01, 3.067E+01, 5.553E+01, 7.582E+01, 9.775E+01, 5.894E+01, 7.238E+02, 1.172E+02, 3.763E+01, 3.332E+01, 3.253E+01
 3.403E+01, 9.750E+00, 2.311E+01, 3.056E+01, 5.828E+01, 7.228E+01, 9.031E+01, 5.647E+01, 7.152E+02, 1.211E+02, 3.895E+01, 3.314E+01, 3.266E+01
 3.503E+01, 9.750E+00, 2.397E+01, 3.039E+01, 5.794E+01, 7.041E+01, 9.252E+01, 5.437E+01, 7.441E+02, 1.351E+02, 3.893E+01, 3.320E+01, 3.258E+01
 3.600E+01, 9.750E+00, 2.496E+01, 3.057E+01, 5.025E+01, 7.025E+01, 1.028E+02, 5.259E+01, 7.430E+02, 1.387E+02, 4.636E+01, 3.358E+01, 3.253E+01
 3.703E+01, 9.750E+00, 2.558E+01, 3.025E+01, 5.066E+01, 7.025E+01, 1.047E+02, 5.107E+01, 7.222E+02, 1.546E+02, 5.336E+01, 3.441E+01, 3.256E+01
 3.803E+01, 9.750E+00, 2.633E+01, 3.027E+01, 5.144E+01, 7.025E+01, 1.071E+02, 4.956E+01, 7.077E+02, 2.497E+02, 5.089E+01, 3.529E+01, 3.258E+01
 3.903E+01, 9.750E+00, 2.706E+01, 3.030E+01, 5.072E+01, 7.092E+01, 1.014E+02, 4.822E+01, 7.159E+02, 2.897E+02, 5.466E+01, 3.729E+01, 3.257E+01
 4.003E+01, 9.750E+00, 2.743E+01, 3.029E+01, 5.277E+01, 7.123E+01, 9.762E+01, 4.698E+01, 6.715E+02, 4.924E+02, 5.119E+01, 3.855E+01, 3.256E+01
 4.103E+01, 9.750E+00, 2.861E+01, 3.048E+01, 5.114E+01, 7.070E+01, 1.018E+02, 4.584E+01, 7.152E+02, 5.285E+02, 5.412E+01, 4.014E+01, 3.259E+01
 4.203E+01, 9.750E+00, 2.889E+01, 3.027E+01, 5.112E+01, 7.080E+01, 9.593E+01, 4.484E+01, 6.787E+02, 5.789E+02, 5.242E+01, 4.223E+01, 3.281E+01
 4.300E+01, 9.750E+00, 2.936E+01, 3.046E+01, 5.038E+01, 7.222E+01, 9.428E+01, 4.393E+01, 7.205E+02, 6.835E+02, 5.128E+01, 4.024E+01, 3.345E+01
 4.401E+01, 9.750E+00, 2.969E+01, 3.052E+01, 5.109E+01, 7.061E+01, 9.143E+01, 4.308E+01, 7.132E+02, 7.207E+02, 6.004E+01, 3.993E+01, 3.403E+01
 4.501E+01, 1.750E+00, 2.973E+01, 3.128E+01, 5.476E+01, 7.180E+01, 9.219E+01, 4.258E+01, 6.340E+02, 7.308E+02, 5.561E+01, 4.271E+01, 3.384E+01
 4.603E+01, 1.750E+00, 2.975E+01, 3.261E+01, 5.512E+01, 7.258E+01, 9.588E+01, 4.242E+01, 4.779E+02, 7.027E+02, 5.704E+01, 4.429E+01, 3.395E+01
 4.702E+01, 1.750E+00, 2.971E+01, 3.352E+01, 5.140E+01, 7.334E+01, 9.034E+01, 4.227E+01, 2.624E+02, 7.505E+02, 5.747E+01, 4.508E+01, 3.396E+01
 4.803E+01, 1.750E+00, 2.975E+01, 3.423E+01, 5.177E+01, 7.246E+01, 9.056E+01, 4.210E+01, 1.919E+02, 7.294E+02, 5.393E+01, 4.724E+01, 3.390E+01
 4.903E+01, 1.750E+00, 2.975E+01, 3.519E+01, 5.099E+01, 7.309E+01, 9.576E+01, 4.196E+01, 1.374E+02, 7.209E+02, 6.097E+01, 4.824E+01, 3.387E+01
 5.001E+01, 1.750E+00, 2.975E+01, 3.496E+01, 5.059E+01, 7.408E+01, 1.075E+02, 4.184E+01, 1.079E+02, 6.729E+02, 6.598E+01, 4.407E+01, 3.490E+01
 5.100E+01, 1.750E+00, 2.975E+01, 3.571E+01, 5.086E+01, 7.435E+01, 1.065E+02, 4.171E+01, 9.350E+01, 6.765E+02, 7.204E+01, 4.296E+01, 3.530E+01
 5.201E+01, 1.750E+00, 2.975E+01, 3.706E+01, 5.509E+01, 7.115E+01, 9.285E+01, 4.159E+01, 8.448E+01, 6.941E+02, 6.632E+01, 4.812E+01, 3.804E+01
 5.304E+01, 1.750E+00, 2.975E+01, 3.754E+01, 5.082E+01, 7.105E+01, 9.182E+01, 4.149E+01, 7.747E+01, 7.062E+02, 7.248E+01, 4.944E+01, 3.982E+01
 5.400E+01, 1.750E+00, 2.975E+01, 3.804E+01, 5.032E+01, 7.246E+01, 9.185E+01, 4.137E+01, 7.284E+01, 6.817E+02, 8.008E+01, 5.015E+01, 3.963E+01
 5.501E+01, 1.750E+00, 2.975E+01, 3.872E+01, 5.141E+01, 7.411E+01, 9.077E+01, 4.127E+01, 6.902E+01, 6.811E+02, 8.051E+01, 5.009E+01, 4.125E+01
 5.602E+01, 1.750E+00, 2.975E+01, 3.950E+01, 5.111E+01, 7.105E+01, 9.524E+01, 4.118E+01, 6.585E+01, 6.678E+02, 1.083E+02, 5.249E+01, 4.060E+01
 5.701E+01, 1.750E+00, 2.975E+01, 3.975E+01, 5.280E+01, 7.352E+01, 9.354E+01, 4.109E+01, 6.291E+01, 6.958E+02, 1.108E+02, 5.140E+01, 4.070E+01
 5.802E+01, 1.750E+00, 2.975E+01, 4.055E+01, 5.102E+01, 7.103E+01, 9.151E+01, 4.099E+01, 6.022E+01, 6.793E+02, 1.182E+02, 5.287E+01, 4.134E+01
 5.900E+01, 1.750E+00, 2.975E+01, 4.177E+01, 5.025E+01, 7.379E+01, 9.025E+01, 4.091E+01, 5.787E+01, 7.118E+02, 1.046E+02, 5.090E+01, 4.341E+01
 6.002E+01, 1.750E+00, 2.975E+01, 4.200E+01, 5.030E+01, 7.171E+01, 9.032E+01, 4.082E+01, 5.616E+01, 6.886E+02, 1.210E+02, 5.115E+01, 4.282E+01
