s, m
Time, Front
0.000000, -9.875000
1.019000, 1.880000
2.014000, 0.520900
3.015000, 0.853400
4.017000, 0.948800
5.004000, 1.170000
6.003000, 1.238000
7.012000, 1.478000
8.003000, 2.330000
9.008000, 3.467000
10.010000, 5.043000
11.000000, 6.620000
12.000000, 7.574000
13.010000, 9.643000
14.010000, 10.940000
15.010000, 11.240000
16.000000, 13.080000
17.000000, 14.260000
18.000000, 14.630000
19.000000, 15.270000
20.010000, 16.770000
21.010000, 18.640000
22.000000, 19.260000
23.010000, 20.770000
24.010000, 22.890000
25.010000, 24.610000
26.000000, 25.820000
27.000000, 27.550000
28.000000, 28.860000
29.000000, 29.630000
30.000000, 31.180000
31.000000, 32.750000
32.000000, 34.970000
33.000000, 36.150000
34.000000, 37.580000
35.010000, 38.630000
36.000000, 40.470000
37.010000, 41.180000
38.010000, 42.670000
39.010000, 44.580000
40.010000, 46.270000
41.000000, 48.210000
42.000000, 48.900000
43.010000, 51.340000
44.010000, 51.810000
45.010000, 53.330000
46.010000, 55.460000
47.010000, 56.350000
48.010000, 58.430000
49.010000, 59.510000
50.010000, 60.940000
51.000000, 62.430000
52.010000, 63.290000
53.010000, 63.970000
54.000000, 65.110000
55.000000, 67.460000
56.010000, 68.900000
57.010000, 71.020000
58.010000, 71.560000
59.010000, 73.020000
60.010000, 73.990000
61.000000, 75.890000
62.010000, 76.200000
63.000000, 77.900000
64.010000, 79.750000
65.010000, 81.470000
66.010000, 82.250000
67.010000, 84.390000
68.010000, 85.330000
69.000000, 87.080000
70.010000, 87.400000
71.010000, 88.990000
72.000000, 90.470000
73.000000, 90.730000
74.000000, 91.310000
75.000000, 91.690000
76.000000, 92.540000
77.000000, 93.290000
78.000000, 93.900000
79.010000, 94.270000
80.000000, 95.320000
81.000000, 95.830000
82.010000, 96.660000
83.010000, 96.820000
84.010000, 97.430000
85.000000, 97.740000
86.010000, 98.440000
87.010000, 99.010000
88.010000, 99.290000
89.000000, 99.670000
90.010000, 99.930000
91.010000, 100.200000
92.000000, 100.000000
93.010000, 99.840000
94.000000, 99.730000
95.010000, 99.440000
96.010000, 99.140000
97.000000, 99.230000
98.010000, 98.800000
99.000000, 98.930000
100.000000, 99.130000
101.000000, 99.200000
102.000000, 98.870000
103.000000, 98.740000
104.000000, 97.800000
105.000000, 98.190000
106.000000, 97.780000
107.000000, 98.980000
108.000000, 0.875000
109.000000, 0.875000
110.000000, 0.875000
111.000000, 0.875000
112.000000, 0.875000
113.000000, 0.875000
114.000000, 0.875000
115.000000, 0.875000
116.000000, 0.875000
117.000000, 0.875000
118.000000, 0.875000
119.000000, 0.875000
120.000000, 0.875000
