s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.750E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.025E+01, 9.025E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.054E+00, 2.869E+00, 2.232E+01, 4.338E+01, 6.222E+01, 8.282E+01, 1.022E+02, 5.209E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.010E+00, 7.500E-01, 1.366E+01, 3.339E+01, 5.334E+01, 7.480E+01, 1.054E+02, 4.109E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 3.017E+00, 1.172E+00, 1.025E+01, 3.675E+01, 5.675E+01, 7.670E+01, 1.091E+02, 6.207E+02, 3.211E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 4.031E+00, 1.553E+00, 1.077E+01, 3.995E+01, 5.995E+01, 7.995E+01, 1.096E+02, 7.405E+02, 3.334E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 5.034E+00, 1.887E+00, 1.025E+01, 4.304E+01, 6.298E+01, 8.301E+01, 1.097E+02, 8.080E+02, 3.546E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 6.027E+00, 2.150E+00, 1.025E+01, 3.098E+01, 6.580E+01, 8.583E+01, 1.097E+02, 8.837E+02, 3.871E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 7.019E+00, 2.550E+00, 1.025E+01, 3.025E+01, 6.792E+01, 8.720E+01, 1.097E+02, 9.024E+02, 4.950E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.039E+00, 3.750E+00, 1.025E+01, 3.025E+01, 5.196E+01, 7.271E+01, 1.097E+02, 8.909E+02, 6.423E+01, 3.203E+01, 3.200E+01, 3.200E+01, 3.200E+01
 9.012E+00, 4.630E+00, 1.042E+01, 3.025E+01, 5.750E+01, 7.832E+01, 1.098E+02, 7.837E+02, 1.809E+02, 3.220E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.001E+01, 4.739E+00, 1.051E+01, 3.025E+01, 5.148E+01, 8.093E+01, 1.097E+02, 7.607E+02, 2.123E+02, 3.244E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.103E+01, 5.767E+00, 1.074E+01, 3.025E+01, 5.025E+01, 8.424E+01, 1.098E+02, 7.271E+02, 3.402E+02, 3.279E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.201E+01, 6.962E+00, 1.025E+01, 3.025E+01, 5.025E+01, 8.654E+01, 1.098E+02, 7.261E+02, 5.889E+02, 3.306E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.302E+01, 7.519E+00, 1.046E+01, 3.025E+01, 5.025E+01, 7.849E+01, 1.098E+02, 7.083E+02, 6.759E+02, 3.327E+01, 3.202E+01, 3.200E+01, 3.200E+01
 1.402E+01, 8.676E+00, 1.138E+01, 3.025E+01, 5.025E+01, 7.101E+01, 1.097E+02, 7.080E+02, 6.887E+02, 3.541E+01, 3.205E+01, 3.200E+01, 3.200E+01
 1.501E+01, 9.532E+00, 1.219E+01, 3.096E+01, 5.025E+01, 7.079E+01, 1.098E+02, 7.039E+02, 7.410E+02, 4.079E+01, 3.217E+01, 3.200E+01, 3.200E+01
 1.602E+01, 9.750E+00, 1.341E+01, 3.038E+01, 5.025E+01, 7.025E+01, 1.098E+02, 6.973E+02, 8.141E+02, 5.899E+01, 3.238E+01, 3.200E+01, 3.200E+01
 1.700E+01, 9.750E+00, 1.427E+01, 3.053E+01, 5.025E+01, 7.025E+01, 1.097E+02, 5.895E+02, 8.753E+02, 6.838E+01, 3.257E+01, 3.200E+01, 3.200E+01
 1.802E+01, 9.750E+00, 1.533E+01, 3.045E+01, 5.044E+01, 7.025E+01, 1.098E+02, 4.401E+02, 9.114E+02, 7.225E+01, 3.277E+01, 3.201E+01, 3.200E+01
 1.900E+01, 9.750E+00, 1.657E+01, 3.141E+01, 5.328E+01, 7.025E+01, 1.097E+02, 3.381E+02, 9.176E+02, 6.460E+01, 3.276E+01, 3.203E+01, 3.200E+01
 2.001E+01, 9.750E+00, 1.754E+01, 3.080E+01, 5.342E+01, 7.025E+01, 1.098E+02, 2.747E+02, 9.292E+02, 7.600E+01, 3.278E+01, 3.210E+01, 3.200E+01
 2.100E+01, 9.750E+00, 1.876E+01, 3.104E+01, 5.025E+01, 7.025E+01, 1.098E+02, 2.250E+02, 9.216E+02, 1.022E+02, 3.299E+01, 3.226E+01, 3.200E+01
 2.202E+01, 9.750E+00, 2.017E+01, 3.084E+01, 5.025E+01, 7.025E+01, 1.060E+02, 1.841E+02, 9.280E+02, 1.147E+02, 3.356E+01, 3.241E+01, 3.200E+01
 2.302E+01, 9.750E+00, 2.134E+01, 3.027E+01, 5.025E+01, 7.025E+01, 9.025E+01, 1.534E+02, 9.424E+02, 1.272E+02, 3.645E+01, 3.261E+01, 3.201E+01
 2.401E+01, 9.750E+00, 2.292E+01, 3.036E+01, 5.037E+01, 7.069E+01, 9.025E+01, 1.318E+02, 9.514E+02, 1.102E+02, 4.064E+01, 3.266E+01, 3.203E+01
 2.501E+01, 9.750E+00, 2.461E+01, 3.025E+01, 5.181E+01, 7.437E+01, 9.025E+01, 1.141E+02, 9.537E+02, 1.323E+02, 3.984E+01, 3.262E+01, 3.209E+01
 2.600E+01, 9.750E+00, 2.579E+01, 3.025E+01, 5.097E+01, 7.554E+01, 9.025E+01, 9.838E+01, 9.437E+02, 2.869E+02, 3.887E+01, 3.263E+01, 3.221E+01
 2.700E+01, 9.750E+00, 2.708E+01, 3.025E+01, 5.158E+01, 7.107E+01, 9.031E+01, 8.595E+01, 9.211E+02, 3.750E+02, 3.841E+01, 3.265E+01, 3.236E+01
 2.801E+01, 9.750E+00, 2.840E+01, 3.031E+01, 5.164E+01, 7.390E+01, 9.058E+01, 7.667E+01, 9.664E+02, 5.620E+02, 3.802E+01, 3.263E+01, 3.252E+01
 2.900E+01, 9.750E+00, 2.927E+01, 3.027E+01, 5.302E+01, 7.332E+01, 9.173E+01, 6.976E+01, 9.233E+02, 8.690E+02, 3.747E+01, 3.271E+01, 3.251E+01
 3.002E+01, 9.750E+00, 2.940E+01, 3.102E+01, 5.271E+01, 7.025E+01, 9.964E+01, 6.461E+01, 8.325E+02, 9.347E+02, 3.617E+01, 3.329E+01, 3.253E+01
 3.100E+01, 9.750E+00, 2.948E+01, 3.210E+01, 6.398E+01, 7.148E+01, 1.056E+02, 6.040E+01, 7.349E+02, 9.126E+02, 3.589E+01, 3.374E+01, 3.255E+01
 3.201E+01, 9.750E+00, 2.965E+01, 3.332E+01, 5.560E+01, 7.152E+01, 1.041E+02, 5.695E+01, 6.220E+02, 9.185E+02, 3.570E+01, 3.387E+01, 3.261E+01
 3.301E+01, 9.750E+00, 2.975E+01, 3.454E+01, 5.025E+01, 7.273E+01, 1.081E+02, 5.412E+01, 4.794E+02, 9.373E+02, 3.849E+01, 3.420E+01, 3.258E+01
 3.402E+01, 9.750E+00, 2.975E+01, 3.626E+01, 5.025E+01, 7.792E+01, 1.033E+02, 5.165E+01, 2.821E+02, 9.323E+02, 4.514E+01, 3.453E+01, 3.253E+01
 3.500E+01, 9.750E+00, 2.975E+01, 3.694E+01, 5.025E+01, 8.414E+01, 1.050E+02, 4.950E+01, 1.780E+02, 9.357E+02, 5.277E+01, 3.427E+01, 3.280E+01
 3.602E+01, 9.750E+00, 2.975E+01, 3.873E+01, 5.025E+01, 8.765E+01, 9.910E+01, 4.770E+01, 1.252E+02, 9.196E+02, 4.710E+01, 3.396E+01, 3.315E+01
 3.702E+01, 9.750E+00, 2.975E+01, 3.992E+01, 5.025E+01, 8.757E+01, 9.145E+01, 4.615E+01, 1.099E+02, 9.069E+02, 5.033E+01, 3.357E+01, 3.375E+01
 3.802E+01, 9.750E+00, 2.975E+01, 4.112E+01, 5.068E+01, 7.034E+01, 9.538E+01, 4.484E+01, 1.002E+02, 8.652E+02, 1.236E+02, 3.352E+01, 3.356E+01
 3.900E+01, 4.910E+00, 2.975E+01, 4.255E+01, 5.281E+01, 7.025E+01, 9.964E+01, 4.386E+01, 8.805E+01, 9.255E+02, 1.123E+02, 3.354E+01, 3.341E+01
 4.001E+01, 1.750E+00, 2.975E+01, 4.339E+01, 5.306E+01, 7.025E+01, 1.041E+02, 4.352E+01, 8.017E+01, 8.434E+02, 1.054E+02, 3.356E+01, 3.330E+01
 4.101E+01, 1.750E+00, 2.975E+01, 4.559E+01, 5.025E+01, 7.025E+01, 1.082E+02, 4.326E+01, 7.631E+01, 9.029E+02, 2.086E+02, 3.355E+01, 3.318E+01
 4.200E+01, 1.750E+00, 2.975E+01, 4.630E+01, 5.091E+01, 7.025E+01, 1.097E+02, 4.303E+01, 7.316E+01, 9.139E+02, 2.701E+02, 3.363E+01, 3.302E+01
 4.300E+01, 1.750E+00, 2.975E+01, 4.841E+01, 5.025E+01, 7.071E+01, 1.005E+02, 4.281E+01, 7.063E+01, 9.283E+02, 6.946E+02, 3.397E+01, 3.289E+01
 4.401E+01, 1.750E+00, 2.975E+01, 4.836E+01, 5.049E+01, 7.284E+01, 9.270E+01, 4.261E+01, 6.861E+01, 8.054E+02, 7.928E+02, 3.514E+01, 3.297E+01
 4.500E+01, 1.750E+00, 2.975E+01, 4.890E+01, 5.141E+01, 7.051E+01, 9.215E+01, 4.245E+01, 6.675E+01, 7.652E+02, 8.925E+02, 5.245E+01, 3.294E+01
 4.601E+01, 1.750E+00, 2.975E+01, 4.951E+01, 5.246E+01, 7.093E+01, 9.159E+01, 4.228E+01, 6.504E+01, 7.422E+02, 8.265E+02, 5.349E+01, 3.286E+01
 4.701E+01, 1.750E+00, 2.975E+01, 4.975E+01, 5.340E+01, 7.072E+01, 9.025E+01, 4.213E+01, 6.354E+01, 5.132E+02, 8.087E+02, 5.838E+01, 3.295E+01
 4.802E+01, 1.750E+00, 2.975E+01, 4.975E+01, 5.564E+01, 7.386E+01, 9.025E+01, 4.199E+01, 6.256E+01, 3.076E+02, 8.448E+02, 6.548E+01, 3.426E+01
 4.902E+01, 1.750E+00, 2.964E+01, 4.975E+01, 5.666E+01, 7.025E+01, 9.047E+01, 4.186E+01, 6.155E+01, 1.645E+02, 7.981E+02, 8.201E+01, 3.448E+01
 5.002E+01, 1.750E+00, 2.925E+01, 4.975E+01, 5.727E+01, 7.087E+01, 9.116E+01, 4.174E+01, 6.039E+01, 1.005E+02, 7.524E+02, 8.961E+01, 3.514E+01
 5.100E+01, 1.750E+00, 2.925E+01, 4.975E+01, 5.820E+01, 7.026E+01, 9.253E+01, 4.162E+01, 5.922E+01, 7.849E+01, 7.498E+02, 1.115E+02, 3.575E+01
 5.202E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.056E+01, 7.118E+01, 9.043E+01, 4.150E+01, 5.801E+01, 6.785E+01, 7.814E+02, 1.177E+02, 3.962E+01
 5.302E+01, 1.750E+00, 2.925E+01, 4.960E+01, 6.220E+01, 7.070E+01, 9.141E+01, 4.139E+01, 5.684E+01, 6.245E+01, 7.676E+02, 1.762E+02, 4.114E+01
 5.400E+01, 1.750E+00, 2.925E+01, 4.943E+01, 6.368E+01, 7.485E+01, 9.337E+01, 4.129E+01, 5.563E+01, 6.032E+01, 7.540E+02, 1.532E+02, 4.066E+01
 5.501E+01, 1.750E+00, 2.925E+01, 4.755E+01, 6.461E+01, 7.047E+01, 9.688E+01, 4.117E+01, 5.457E+01, 5.725E+01, 7.635E+02, 2.253E+02, 3.945E+01
 5.601E+01, 1.750E+00, 2.925E+01, 4.793E+01, 6.677E+01, 7.033E+01, 9.832E+01, 4.107E+01, 5.354E+01, 5.683E+01, 7.612E+02, 3.610E+02, 3.765E+01
 5.702E+01, 1.750E+00, 2.925E+01, 4.879E+01, 6.776E+01, 7.068E+01, 9.572E+01, 4.098E+01, 5.252E+01, 5.741E+01, 7.833E+02, 5.415E+02, 3.682E+01
 5.801E+01, 1.750E+00, 2.910E+01, 4.956E+01, 6.765E+01, 7.063E+01, 9.025E+01, 4.089E+01, 5.161E+01, 5.525E+01, 7.366E+02, 7.143E+02, 3.909E+01
 5.901E+01, 1.750E+00, 2.880E+01, 4.867E+01, 6.891E+01, 7.159E+01, 9.025E+01, 4.080E+01, 5.081E+01, 5.325E+01, 7.214E+02, 7.532E+02, 4.067E+01
 6.002E+01, 1.750E+00, 2.875E+01, 4.814E+01, 6.975E+01, 7.284E+01, 9.032E+01, 4.072E+01, 5.017E+01, 5.313E+01, 6.798E+02, 8.157E+02, 4.073E+01
