s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.750E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.025E+01, 9.025E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.018E+00, 2.518E+00, 1.993E+01, 3.482E+01, 5.798E+01, 8.264E+01, 1.015E+02, 4.923E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.037E+00, 7.885E-01, 2.263E+01, 4.187E+01, 6.637E+01, 8.813E+01, 1.048E+02, 3.738E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 3.040E+00, 1.089E+00, 1.082E+01, 3.632E+01, 5.824E+01, 7.173E+01, 1.086E+02, 7.253E+02, 3.205E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 4.051E+00, 1.513E+00, 1.025E+01, 3.413E+01, 6.799E+01, 7.319E+01, 1.098E+02, 7.488E+02, 3.317E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 5.043E+00, 1.681E+00, 1.025E+01, 3.282E+01, 6.865E+01, 7.453E+01, 1.097E+02, 8.263E+02, 3.469E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 6.021E+00, 2.250E+00, 1.025E+01, 3.482E+01, 6.694E+01, 7.158E+01, 1.095E+02, 8.867E+02, 3.844E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 7.033E+00, 2.666E+00, 1.025E+01, 3.025E+01, 6.399E+01, 7.394E+01, 1.097E+02, 8.897E+02, 4.435E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.030E+00, 4.368E+00, 1.025E+01, 3.025E+01, 5.114E+01, 7.395E+01, 1.098E+02, 8.328E+02, 5.442E+01, 3.202E+01, 3.200E+01, 3.200E+01, 3.200E+01
 9.013E+00, 4.473E+00, 1.029E+01, 3.025E+01, 5.280E+01, 7.949E+01, 1.098E+02, 7.842E+02, 1.734E+02, 3.213E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.000E+01, 5.297E+00, 1.040E+01, 3.025E+01, 5.071E+01, 8.221E+01, 1.098E+02, 7.770E+02, 2.357E+02, 3.240E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.101E+01, 5.558E+00, 1.058E+01, 3.063E+01, 5.053E+01, 7.607E+01, 1.094E+02, 7.516E+02, 3.826E+02, 3.253E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.203E+01, 7.796E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.259E+01, 1.097E+02, 7.916E+02, 5.463E+02, 3.302E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.301E+01, 9.549E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.139E+01, 1.098E+02, 8.467E+02, 7.847E+02, 3.318E+01, 3.201E+01, 3.200E+01, 3.200E+01
 1.401E+01, 9.036E+00, 1.091E+01, 3.025E+01, 5.025E+01, 7.203E+01, 1.092E+02, 7.338E+02, 8.238E+02, 3.899E+01, 3.204E+01, 3.200E+01, 3.200E+01
 1.501E+01, 9.129E+00, 1.152E+01, 3.066E+01, 5.025E+01, 7.154E+01, 1.097E+02, 7.296E+02, 8.344E+02, 4.777E+01, 3.218E+01, 3.200E+01, 3.200E+01
 1.601E+01, 9.194E+00, 1.198E+01, 3.315E+01, 5.025E+01, 7.125E+01, 1.097E+02, 6.469E+02, 8.069E+02, 4.578E+01, 3.245E+01, 3.200E+01, 3.200E+01
 1.703E+01, 9.653E+00, 1.392E+01, 3.091E+01, 5.073E+01, 7.065E+01, 1.095E+02, 6.039E+02, 8.142E+02, 5.314E+01, 3.258E+01, 3.200E+01, 3.200E+01
 1.801E+01, 9.750E+00, 1.481E+01, 3.054E+01, 5.054E+01, 7.025E+01, 1.097E+02, 3.968E+02, 8.176E+02, 5.607E+01, 3.264E+01, 3.201E+01, 3.200E+01
 1.902E+01, 9.750E+00, 1.589E+01, 3.025E+01, 5.389E+01, 7.025E+01, 1.097E+02, 2.478E+02, 8.647E+02, 6.032E+01, 3.264E+01, 3.203E+01, 3.200E+01
 2.001E+01, 9.750E+00, 1.734E+01, 3.084E+01, 5.159E+01, 7.025E+01, 1.098E+02, 1.638E+02, 9.207E+02, 6.065E+01, 3.283E+01, 3.209E+01, 3.200E+01
 2.101E+01, 8.975E+00, 1.889E+01, 3.208E+01, 5.054E+01, 7.025E+01, 1.098E+02, 1.218E+02, 9.446E+02, 5.705E+01, 3.293E+01, 3.224E+01, 3.200E+01
 2.202E+01, 8.250E+00, 2.019E+01, 3.025E+01, 5.047E+01, 7.025E+01, 1.093E+02, 1.024E+02, 9.400E+02, 8.341E+01, 3.297E+01, 3.241E+01, 3.200E+01
 2.301E+01, 8.725E+00, 2.202E+01, 3.079E+01, 5.025E+01, 7.044E+01, 9.225E+01, 9.021E+01, 9.488E+02, 1.080E+02, 3.559E+01, 3.258E+01, 3.201E+01
 2.401E+01, 9.750E+00, 2.341E+01, 3.075E+01, 5.040E+01, 7.345E+01, 9.025E+01, 8.136E+01, 9.099E+02, 9.603E+01, 3.698E+01, 3.256E+01, 3.202E+01
 2.500E+01, 9.750E+00, 2.504E+01, 3.038E+01, 5.156E+01, 7.415E+01, 9.025E+01, 7.445E+01, 9.523E+02, 1.583E+02, 3.615E+01, 3.252E+01, 3.211E+01
 2.602E+01, 9.295E+00, 2.612E+01, 3.035E+01, 5.174E+01, 7.034E+01, 9.025E+01, 7.006E+01, 9.060E+02, 2.366E+02, 3.543E+01, 3.260E+01, 3.222E+01
 2.700E+01, 9.250E+00, 2.773E+01, 3.030E+01, 5.025E+01, 7.052E+01, 9.025E+01, 6.637E+01, 9.283E+02, 4.465E+02, 3.600E+01, 3.285E+01, 3.233E+01
 2.802E+01, 9.557E+00, 2.904E+01, 3.028E+01, 5.049E+01, 7.217E+01, 9.121E+01, 6.306E+01, 9.083E+02, 8.055E+02, 3.571E+01, 3.292E+01, 3.242E+01
 2.901E+01, 9.250E+00, 2.913E+01, 3.064E+01, 5.124E+01, 7.160E+01, 9.372E+01, 6.040E+01, 8.592E+02, 8.468E+02, 3.520E+01, 3.294E+01, 3.240E+01
 3.000E+01, 9.700E+00, 2.896E+01, 3.149E+01, 5.696E+01, 7.489E+01, 1.014E+02, 5.819E+01, 7.481E+02, 8.772E+02, 3.483E+01, 3.286E+01, 3.246E+01
 3.100E+01, 9.521E+00, 2.940E+01, 3.339E+01, 5.380E+01, 7.089E+01, 1.061E+02, 5.614E+01, 6.908E+02, 8.842E+02, 3.563E+01, 3.309E+01, 3.251E+01
 3.202E+01, 9.417E+00, 2.971E+01, 3.413E+01, 5.123E+01, 7.070E+01, 9.805E+01, 5.437E+01, 5.963E+02, 9.062E+02, 4.202E+01, 3.326E+01, 3.250E+01
 3.302E+01, 9.488E+00, 2.975E+01, 3.520E+01, 5.025E+01, 7.065E+01, 9.138E+01, 5.264E+01, 4.031E+02, 9.677E+02, 5.684E+01, 3.329E+01, 3.264E+01
 3.400E+01, 9.250E+00, 2.970E+01, 3.693E+01, 5.034E+01, 7.242E+01, 9.518E+01, 5.102E+01, 2.075E+02, 9.343E+02, 5.322E+01, 3.326E+01, 3.260E+01
 3.502E+01, 9.462E+00, 2.975E+01, 3.845E+01, 5.025E+01, 7.418E+01, 9.025E+01, 4.957E+01, 1.414E+02, 9.307E+02, 8.253E+01, 3.319E+01, 3.284E+01
 3.602E+01, 9.750E+00, 2.975E+01, 3.997E+01, 5.069E+01, 7.429E+01, 9.263E+01, 4.820E+01, 1.022E+02, 8.786E+02, 8.082E+01, 3.325E+01, 3.289E+01
 3.700E+01, 9.750E+00, 2.975E+01, 4.172E+01, 5.025E+01, 7.031E+01, 9.106E+01, 4.706E+01, 8.731E+01, 8.784E+02, 9.348E+01, 3.455E+01, 3.297E+01
 3.801E+01, 9.750E+00, 2.975E+01, 4.227E+01, 5.034E+01, 7.073E+01, 9.415E+01, 4.608E+01, 8.148E+01, 9.119E+02, 1.328E+02, 3.561E+01, 3.297E+01
 3.901E+01, 9.750E+00, 2.965E+01, 4.381E+01, 5.037E+01, 7.194E+01, 9.224E+01, 4.516E+01, 7.533E+01, 9.014E+02, 2.045E+02, 3.940E+01, 3.300E+01
 4.001E+01, 6.087E+00, 2.975E+01, 4.550E+01, 5.082E+01, 7.156E+01, 9.619E+01, 4.446E+01, 7.206E+01, 9.097E+02, 2.546E+02, 4.329E+01, 3.309E+01
 4.100E+01, 1.750E+00, 2.972E+01, 4.749E+01, 5.025E+01, 7.121E+01, 9.134E+01, 4.413E+01, 6.895E+01, 9.068E+02, 2.925E+02, 4.410E+01, 3.329E+01
 4.202E+01, 1.750E+00, 2.968E+01, 4.901E+01, 5.025E+01, 7.236E+01, 9.162E+01, 4.390E+01, 6.494E+01, 9.074E+02, 7.484E+02, 4.239E+01, 3.325E+01
 4.300E+01, 1.750E+00, 2.975E+01, 4.933E+01, 5.072E+01, 7.025E+01, 9.043E+01, 4.370E+01, 6.042E+01, 8.622E+02, 8.946E+02, 5.787E+01, 3.339E+01
 4.400E+01, 1.750E+00, 2.701E+01, 4.952E+01, 5.163E+01, 7.072E+01, 9.057E+01, 4.350E+01, 5.618E+01, 8.106E+02, 9.010E+02, 5.894E+01, 3.424E+01
 4.502E+01, 1.750E+00, 2.773E+01, 4.975E+01, 5.310E+01, 7.334E+01, 9.205E+01, 4.332E+01, 5.484E+01, 6.002E+02, 8.731E+02, 5.435E+01, 3.556E+01
 4.603E+01, 1.750E+00, 2.890E+01, 4.975E+01, 5.441E+01, 7.054E+01, 9.562E+01, 4.313E+01, 5.446E+01, 4.383E+02, 8.823E+02, 5.942E+01, 3.495E+01
 4.700E+01, 1.750E+00, 2.925E+01, 4.975E+01, 5.555E+01, 7.284E+01, 9.738E+01, 4.297E+01, 5.415E+01, 3.113E+02, 8.989E+02, 6.163E+01, 3.435E+01
 4.801E+01, 1.750E+00, 2.925E+01, 4.975E+01, 5.684E+01, 7.058E+01, 9.684E+01, 4.282E+01, 5.362E+01, 2.564E+02, 8.849E+02, 7.618E+01, 3.415E+01
 4.900E+01, 1.750E+00, 2.849E+01, 4.975E+01, 5.796E+01, 7.055E+01, 9.602E+01, 4.266E+01, 5.161E+01, 1.845E+02, 8.814E+02, 7.298E+01, 3.407E+01
 5.002E+01, 1.750E+00, 2.659E+01, 4.975E+01, 5.976E+01, 7.224E+01, 9.084E+01, 4.252E+01, 5.067E+01, 1.293E+02, 9.044E+02, 7.933E+01, 3.420E+01
 5.100E+01, 1.750E+00, 2.707E+01, 4.975E+01, 6.105E+01, 7.029E+01, 9.050E+01, 4.238E+01, 5.035E+01, 9.782E+01, 9.117E+02, 1.064E+02, 3.561E+01
 5.200E+01, 1.750E+00, 2.796E+01, 4.975E+01, 6.258E+01, 7.103E+01, 9.316E+01, 4.226E+01, 4.949E+01, 8.749E+01, 9.113E+02, 1.147E+02, 3.655E+01
 5.300E+01, 1.750E+00, 2.917E+01, 4.975E+01, 6.439E+01, 7.052E+01, 9.475E+01, 4.214E+01, 4.916E+01, 7.836E+01, 9.244E+02, 1.243E+02, 3.786E+01
 5.403E+01, 1.750E+00, 2.925E+01, 4.950E+01, 6.619E+01, 7.025E+01, 9.819E+01, 4.202E+01, 4.896E+01, 7.062E+01, 9.131E+02, 1.752E+02, 3.831E+01
 5.501E+01, 1.750E+00, 2.880E+01, 4.914E+01, 6.653E+01, 7.025E+01, 1.021E+02, 4.191E+01, 4.791E+01, 6.760E+01, 9.192E+02, 3.562E+02, 3.893E+01
 5.602E+01, 1.750E+00, 2.781E+01, 4.975E+01, 6.822E+01, 7.025E+01, 1.043E+02, 4.180E+01, 4.733E+01, 6.548E+01, 9.097E+02, 6.996E+02, 3.890E+01
 5.702E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.938E+01, 7.029E+01, 9.457E+01, 4.170E+01, 4.718E+01, 6.170E+01, 9.135E+02, 8.683E+02, 4.031E+01
 5.802E+01, 1.750E+00, 2.925E+01, 4.945E+01, 6.969E+01, 7.110E+01, 9.497E+01, 4.160E+01, 4.690E+01, 5.754E+01, 8.222E+02, 9.417E+02, 4.053E+01
 5.901E+01, 1.750E+00, 2.925E+01, 4.945E+01, 6.951E+01, 7.262E+01, 9.542E+01, 4.151E+01, 4.653E+01, 5.665E+01, 7.408E+02, 9.105E+02, 3.904E+01
 6.001E+01, 1.750E+00, 2.925E+01, 4.951E+01, 6.975E+01, 7.430E+01, 9.025E+01, 4.141E+01, 4.622E+01, 5.471E+01, 6.030E+02, 9.252E+02, 5.584E+01
