s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.750E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.025E+01, 9.025E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.018E+00, 2.518E+00, 2.109E+01, 3.448E+01, 5.721E+01, 8.526E+01, 1.015E+02, 4.923E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.026E+00, 7.500E-01, 1.625E+01, 4.031E+01, 6.263E+01, 8.642E+01, 1.048E+02, 3.817E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 3.051E+00, 9.664E-01, 1.362E+01, 4.266E+01, 6.325E+01, 8.582E+01, 1.086E+02, 7.173E+02, 3.206E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 4.029E+00, 1.277E+00, 1.025E+01, 4.275E+01, 6.325E+01, 8.661E+01, 1.097E+02, 7.762E+02, 3.310E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 5.048E+00, 1.856E+00, 1.025E+01, 4.275E+01, 6.325E+01, 8.637E+01, 1.098E+02, 8.502E+02, 3.456E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 6.014E+00, 2.250E+00, 1.025E+01, 3.559E+01, 6.325E+01, 8.606E+01, 9.579E+01, 9.149E+02, 3.832E+01, 3.201E+01, 3.201E+01, 3.201E+01, 3.201E+01
 7.029E+00, 2.808E+00, 1.025E+01, 3.025E+01, 6.180E+01, 8.531E+01, 9.125E+01, 9.105E+02, 4.508E+01, 3.201E+01, 3.201E+01, 3.201E+01, 3.201E+01
 8.029E+00, 4.459E+00, 1.025E+01, 3.025E+01, 6.325E+01, 8.494E+01, 9.125E+01, 8.477E+02, 9.890E+01, 3.203E+01, 3.201E+01, 3.201E+01, 3.201E+01
 9.015E+00, 4.618E+00, 1.029E+01, 3.025E+01, 6.325E+01, 8.175E+01, 9.125E+01, 7.733E+02, 2.062E+02, 3.211E+01, 3.201E+01, 3.201E+01, 3.201E+01
 1.003E+01, 5.665E+00, 1.032E+01, 3.025E+01, 5.868E+01, 8.175E+01, 9.125E+01, 7.616E+02, 3.639E+02, 3.240E+01, 3.201E+01, 3.201E+01, 3.201E+01
 1.102E+01, 7.486E+00, 1.038E+01, 3.025E+01, 5.025E+01, 8.157E+01, 9.125E+01, 7.652E+02, 5.641E+02, 3.259E+01, 3.201E+01, 3.201E+01, 3.201E+01
 1.201E+01, 8.918E+00, 1.057E+01, 3.025E+01, 5.025E+01, 8.548E+01, 9.125E+01, 7.593E+02, 7.518E+02, 3.309E+01, 3.202E+01, 3.201E+01, 3.201E+01
 1.302E+01, 9.318E+00, 1.115E+01, 3.025E+01, 5.025E+01, 8.125E+01, 9.125E+01, 7.281E+02, 8.306E+02, 3.348E+01, 3.203E+01, 3.201E+01, 3.201E+01
 1.402E+01, 9.621E+00, 1.219E+01, 3.025E+01, 5.025E+01, 7.542E+01, 9.125E+01, 7.057E+02, 8.713E+02, 3.425E+01, 3.205E+01, 3.201E+01, 3.201E+01
 1.502E+01, 9.494E+00, 1.320E+01, 3.106E+01, 5.025E+01, 7.025E+01, 9.125E+01, 6.632E+02, 8.824E+02, 3.594E+01, 3.217E+01, 3.202E+01, 3.201E+01
 1.601E+01, 9.675E+00, 1.498E+01, 3.311E+01, 5.025E+01, 7.025E+01, 9.125E+01, 6.212E+02, 8.771E+02, 3.729E+01, 3.244E+01, 3.202E+01, 3.201E+01
 1.702E+01, 9.750E+00, 1.599E+01, 3.404E+01, 5.044E+01, 7.025E+01, 9.125E+01, 4.206E+02, 8.889E+02, 3.846E+01, 3.256E+01, 3.202E+01, 3.202E+01
 1.802E+01, 9.750E+00, 1.717E+01, 3.045E+01, 5.025E+01, 7.025E+01, 9.125E+01, 2.644E+02, 9.353E+02, 4.212E+01, 3.276E+01, 3.203E+01, 3.202E+01
 1.901E+01, 9.750E+00, 1.879E+01, 3.049E+01, 5.100E+01, 7.025E+01, 9.125E+01, 1.749E+02, 9.823E+02, 4.685E+01, 3.283E+01, 3.204E+01, 3.202E+01
 2.001E+01, 8.436E+00, 2.033E+01, 3.025E+01, 5.217E+01, 7.025E+01, 9.125E+01, 1.328E+02, 9.908E+02, 5.921E+01, 3.288E+01, 3.210E+01, 3.202E+01
 2.102E+01, 8.250E+00, 2.203E+01, 3.025E+01, 5.025E+01, 7.025E+01, 9.125E+01, 1.110E+02, 9.662E+02, 4.747E+01, 3.483E+01, 3.227E+01, 3.202E+01
 2.202E+01, 8.250E+00, 2.316E+01, 3.025E+01, 5.143E+01, 7.025E+01, 9.125E+01, 9.651E+01, 9.666E+02, 4.451E+01, 3.496E+01, 3.241E+01, 3.202E+01
 2.302E+01, 8.250E+00, 2.475E+01, 3.025E+01, 5.403E+01, 7.025E+01, 9.049E+01, 8.567E+01, 9.595E+02, 4.712E+01, 3.492E+01, 3.256E+01, 3.203E+01
 2.401E+01, 8.250E+00, 2.604E+01, 3.025E+01, 5.680E+01, 7.054E+01, 9.025E+01, 7.769E+01, 8.875E+02, 6.088E+01, 3.473E+01, 3.267E+01, 3.204E+01
 2.501E+01, 8.991E+00, 2.718E+01, 3.035E+01, 5.951E+01, 7.039E+01, 9.025E+01, 7.217E+01, 9.238E+02, 1.254E+02, 3.434E+01, 3.279E+01, 3.212E+01
 2.602E+01, 9.115E+00, 2.857E+01, 3.025E+01, 5.626E+01, 7.050E+01, 9.025E+01, 6.833E+01, 9.313E+02, 6.664E+02, 3.415E+01, 3.283E+01, 3.223E+01
 2.702E+01, 9.250E+00, 2.949E+01, 3.037E+01, 5.132E+01, 7.150E+01, 9.025E+01, 6.509E+01, 8.807E+02, 8.517E+02, 3.512E+01, 3.287E+01, 3.231E+01
 2.800E+01, 9.250E+00, 2.930E+01, 3.206E+01, 5.248E+01, 7.051E+01, 9.029E+01, 6.227E+01, 7.452E+02, 8.690E+02, 3.586E+01, 3.319E+01, 3.243E+01
 2.901E+01, 9.250E+00, 2.972E+01, 3.264E+01, 5.258E+01, 7.164E+01, 9.027E+01, 5.966E+01, 5.918E+02, 9.000E+02, 3.510E+01, 3.309E+01, 3.249E+01
 3.002E+01, 9.250E+00, 2.975E+01, 3.451E+01, 5.081E+01, 7.025E+01, 9.044E+01, 5.752E+01, 2.739E+02, 9.629E+02, 3.485E+01, 3.314E+01, 3.268E+01
 3.100E+01, 9.250E+00, 2.975E+01, 3.594E+01, 5.025E+01, 7.028E+01, 9.101E+01, 5.567E+01, 1.660E+02, 9.038E+02, 3.707E+01, 3.352E+01, 3.279E+01
 3.202E+01, 9.250E+00, 2.975E+01, 3.739E+01, 5.047E+01, 7.269E+01, 9.141E+01, 5.400E+01, 1.271E+02, 8.757E+02, 4.523E+01, 3.449E+01, 3.285E+01
 3.302E+01, 9.250E+00, 2.975E+01, 3.883E+01, 5.025E+01, 7.508E+01, 9.452E+01, 5.246E+01, 1.028E+02, 9.035E+02, 6.251E+01, 3.486E+01, 3.289E+01
 3.401E+01, 9.250E+00, 2.975E+01, 4.041E+01, 5.094E+01, 7.721E+01, 9.988E+01, 5.079E+01, 8.610E+01, 8.962E+02, 8.760E+01, 3.422E+01, 3.296E+01
 3.502E+01, 9.250E+00, 2.933E+01, 4.131E+01, 5.025E+01, 7.817E+01, 1.048E+02, 4.929E+01, 7.368E+01, 8.796E+02, 1.283E+02, 3.410E+01, 3.304E+01
 3.602E+01, 9.250E+00, 2.922E+01, 4.323E+01, 5.067E+01, 7.508E+01, 9.864E+01, 4.790E+01, 7.274E+01, 9.204E+02, 1.717E+02, 3.492E+01, 3.307E+01
 3.701E+01, 9.250E+00, 2.975E+01, 4.422E+01, 5.031E+01, 7.192E+01, 9.067E+01, 4.676E+01, 7.081E+01, 8.870E+02, 1.851E+02, 3.518E+01, 3.352E+01
 3.800E+01, 9.100E+00, 2.975E+01, 4.607E+01, 5.025E+01, 7.606E+01, 9.077E+01, 4.577E+01, 6.754E+01, 8.745E+02, 4.091E+02, 3.560E+01, 3.417E+01
 3.902E+01, 1.750E+00, 2.975E+01, 4.835E+01, 5.035E+01, 7.929E+01, 9.279E+01, 4.523E+01, 6.266E+01, 8.850E+02, 6.267E+02, 3.519E+01, 3.424E+01
 4.001E+01, 1.750E+00, 2.975E+01, 4.967E+01, 5.055E+01, 7.025E+01, 9.451E+01, 4.497E+01, 6.088E+01, 8.709E+02, 9.125E+02, 4.235E+01, 3.352E+01
 4.101E+01, 1.750E+00, 2.975E+01, 4.952E+01, 5.150E+01, 7.047E+01, 9.025E+01, 4.473E+01, 5.886E+01, 8.208E+02, 9.475E+02, 4.819E+01, 3.467E+01
 4.203E+01, 1.750E+00, 2.975E+01, 4.958E+01, 5.330E+01, 7.094E+01, 9.121E+01, 4.454E+01, 5.724E+01, 7.023E+02, 9.449E+02, 4.628E+01, 3.535E+01
 4.301E+01, 1.750E+00, 2.937E+01, 4.975E+01, 5.476E+01, 7.448E+01, 9.420E+01, 4.439E+01, 5.591E+01, 4.899E+02, 8.656E+02, 4.727E+01, 3.441E+01
 4.401E+01, 1.750E+00, 2.720E+01, 4.975E+01, 5.558E+01, 7.280E+01, 1.009E+02, 4.417E+01, 5.455E+01, 3.387E+02, 8.857E+02, 4.685E+01, 3.392E+01
 4.501E+01, 1.750E+00, 2.840E+01, 4.975E+01, 5.743E+01, 7.125E+01, 1.047E+02, 4.402E+01, 5.267E+01, 2.461E+02, 9.044E+02, 4.695E+01, 3.379E+01
 4.603E+01, 1.750E+00, 2.382E+01, 4.975E+01, 5.841E+01, 7.069E+01, 9.114E+01, 4.390E+01, 5.196E+01, 1.706E+02, 9.187E+02, 4.748E+01, 3.462E+01
 4.702E+01, 1.750E+00, 2.466E+01, 4.975E+01, 6.006E+01, 7.025E+01, 9.034E+01, 4.381E+01, 5.113E+01, 1.272E+02, 9.231E+02, 4.791E+01, 3.515E+01
 4.802E+01, 1.750E+00, 2.525E+01, 4.975E+01, 6.077E+01, 7.069E+01, 9.180E+01, 4.367E+01, 5.075E+01, 1.047E+02, 9.412E+02, 4.816E+01, 3.479E+01
 4.903E+01, 1.750E+00, 2.780E+01, 4.975E+01, 6.210E+01, 7.250E+01, 9.025E+01, 4.352E+01, 4.984E+01, 8.854E+01, 9.210E+02, 5.024E+01, 3.583E+01
 5.002E+01, 1.750E+00, 2.465E+01, 4.975E+01, 6.464E+01, 7.120E+01, 9.025E+01, 4.336E+01, 4.877E+01, 7.603E+01, 9.044E+02, 6.971E+01, 3.571E+01
 5.101E+01, 1.750E+00, 2.466E+01, 4.975E+01, 6.538E+01, 7.221E+01, 9.025E+01, 4.322E+01, 4.842E+01, 6.695E+01, 8.983E+02, 9.918E+01, 3.669E+01
 5.200E+01, 1.750E+00, 2.667E+01, 4.926E+01, 6.749E+01, 7.036E+01, 9.025E+01, 4.307E+01, 4.810E+01, 6.307E+01, 8.505E+02, 2.287E+02, 3.786E+01
 5.302E+01, 1.750E+00, 2.925E+01, 4.971E+01, 6.886E+01, 7.025E+01, 9.039E+01, 4.295E+01, 4.768E+01, 6.282E+01, 8.616E+02, 6.417E+02, 4.146E+01
 5.402E+01, 1.750E+00, 2.525E+01, 4.862E+01, 6.917E+01, 7.059E+01, 9.069E+01, 4.283E+01, 4.717E+01, 5.916E+01, 7.857E+02, 8.291E+02, 3.876E+01
 5.502E+01, 1.750E+00, 2.125E+01, 4.641E+01, 6.890E+01, 7.110E+01, 9.025E+01, 4.271E+01, 4.669E+01, 5.747E+01, 7.301E+02, 8.212E+02, 3.992E+01
 5.600E+01, 1.750E+00, 2.125E+01, 4.588E+01, 6.922E+01, 7.215E+01, 9.025E+01, 4.259E+01, 4.638E+01, 5.615E+01, 6.838E+02, 8.353E+02, 3.901E+01
 5.701E+01, 1.750E+00, 2.125E+01, 4.625E+01, 6.975E+01, 7.330E+01, 9.025E+01, 4.249E+01, 4.610E+01, 5.484E+01, 5.871E+02, 8.544E+02, 3.847E+01
 5.801E+01, 1.750E+00, 2.125E+01, 4.604E+01, 6.975E+01, 7.483E+01, 9.025E+01, 4.237E+01, 4.582E+01, 5.312E+01, 3.968E+02, 8.819E+02, 3.916E+01
 5.901E+01, 1.750E+00, 2.125E+01, 4.483E+01, 6.975E+01, 7.665E+01, 9.025E+01, 4.227E+01, 4.556E+01, 5.154E+01, 2.592E+02, 8.845E+02, 3.981E+01
 6.001E+01, 1.750E+00, 2.125E+01, 4.486E+01, 6.975E+01, 7.738E+01, 9.025E+01, 4.218E+01, 4.529E+01, 5.127E+01, 1.716E+02, 8.959E+02, 3.933E+01
