s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.750E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.025E+01, 9.025E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.066E+00, 2.724E+00, 2.000E+01, 3.416E+01, 5.794E+01, 8.459E+01, 1.016E+02, 5.339E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.035E+00, 9.583E-01, 2.267E+01, 4.383E+01, 6.654E+01, 8.525E+01, 1.048E+02, 3.953E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 3.052E+00, 1.248E+00, 1.342E+01, 4.009E+01, 5.685E+01, 7.166E+01, 1.086E+02, 7.005E+02, 3.207E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 4.016E+00, 1.623E+00, 1.050E+01, 3.398E+01, 6.792E+01, 7.328E+01, 1.098E+02, 7.667E+02, 3.322E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 5.034E+00, 2.250E+00, 1.025E+01, 3.270E+01, 6.882E+01, 7.770E+01, 1.098E+02, 8.276E+02, 3.505E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 6.031E+00, 2.345E+00, 1.025E+01, 3.146E+01, 5.836E+01, 7.248E+01, 1.094E+02, 8.953E+02, 3.854E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 7.035E+00, 2.686E+00, 1.025E+01, 3.025E+01, 6.230E+01, 7.396E+01, 1.098E+02, 9.118E+02, 4.556E+01, 3.201E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.027E+00, 4.076E+00, 1.025E+01, 3.025E+01, 5.113E+01, 7.508E+01, 1.097E+02, 8.153E+02, 9.181E+01, 3.202E+01, 3.200E+01, 3.200E+01, 3.200E+01
 9.006E+00, 4.120E+00, 1.066E+01, 3.025E+01, 5.271E+01, 7.947E+01, 1.098E+02, 7.744E+02, 1.910E+02, 3.212E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.000E+01, 5.652E+00, 1.029E+01, 3.025E+01, 5.076E+01, 8.222E+01, 1.098E+02, 7.833E+02, 2.906E+02, 3.242E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.101E+01, 7.052E+00, 1.025E+01, 3.025E+01, 5.069E+01, 7.668E+01, 1.093E+02, 7.820E+02, 4.640E+02, 3.250E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.201E+01, 7.687E+00, 1.031E+01, 3.025E+01, 5.025E+01, 7.254E+01, 1.096E+02, 7.548E+02, 6.229E+02, 3.295E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.301E+01, 7.993E+00, 1.073E+01, 3.025E+01, 5.025E+01, 7.153E+01, 1.098E+02, 7.194E+02, 7.407E+02, 3.314E+01, 3.201E+01, 3.200E+01, 3.200E+01
 1.402E+01, 9.214E+00, 1.131E+01, 3.025E+01, 5.025E+01, 7.198E+01, 1.091E+02, 7.371E+02, 8.269E+02, 3.519E+01, 3.204E+01, 3.200E+01, 3.200E+01
 1.503E+01, 9.431E+00, 1.201E+01, 3.107E+01, 5.025E+01, 7.169E+01, 1.097E+02, 6.908E+02, 8.674E+02, 4.580E+01, 3.218E+01, 3.200E+01, 3.200E+01
 1.602E+01, 9.382E+00, 1.255E+01, 3.251E+01, 5.025E+01, 7.121E+01, 1.097E+02, 6.280E+02, 8.800E+02, 4.425E+01, 3.247E+01, 3.200E+01, 3.200E+01
 1.700E+01, 9.750E+00, 1.429E+01, 3.099E+01, 5.082E+01, 7.088E+01, 1.096E+02, 5.299E+02, 8.753E+02, 5.164E+01, 3.258E+01, 3.200E+01, 3.200E+01
 1.801E+01, 9.750E+00, 1.551E+01, 3.075E+01, 5.042E+01, 7.025E+01, 1.097E+02, 3.084E+02, 8.590E+02, 6.618E+01, 3.265E+01, 3.201E+01, 3.200E+01
 1.901E+01, 9.750E+00, 1.713E+01, 3.236E+01, 5.186E+01, 7.025E+01, 1.097E+02, 1.950E+02, 9.063E+02, 6.163E+01, 3.267E+01, 3.202E+01, 3.200E+01
 2.001E+01, 9.105E+00, 1.765E+01, 3.371E+01, 5.061E+01, 7.025E+01, 1.097E+02, 1.363E+02, 9.071E+02, 5.625E+01, 3.278E+01, 3.208E+01, 3.200E+01
 2.101E+01, 8.250E+00, 1.961E+01, 3.359E+01, 5.061E+01, 7.025E+01, 1.098E+02, 1.119E+02, 9.585E+02, 5.062E+01, 3.294E+01, 3.229E+01, 3.200E+01
 2.202E+01, 8.250E+00, 2.137E+01, 3.025E+01, 5.032E+01, 7.025E+01, 1.088E+02, 9.671E+01, 9.273E+02, 5.770E+01, 3.376E+01, 3.251E+01, 3.200E+01
 2.300E+01, 8.250E+00, 2.339E+01, 3.040E+01, 5.025E+01, 7.127E+01, 9.291E+01, 8.522E+01, 9.502E+02, 6.866E+01, 3.582E+01, 3.256E+01, 3.201E+01
 2.402E+01, 8.250E+00, 2.445E+01, 3.065E+01, 5.125E+01, 7.133E+01, 9.025E+01, 7.741E+01, 9.499E+02, 9.222E+01, 3.698E+01, 3.256E+01, 3.202E+01
 2.501E+01, 9.247E+00, 2.534E+01, 3.042E+01, 5.052E+01, 7.135E+01, 9.025E+01, 7.216E+01, 9.641E+02, 1.320E+02, 3.629E+01, 3.262E+01, 3.210E+01
 2.602E+01, 9.750E+00, 2.672E+01, 3.032E+01, 5.210E+01, 7.039E+01, 9.025E+01, 6.858E+01, 9.178E+02, 2.514E+02, 3.563E+01, 3.274E+01, 3.227E+01
 2.701E+01, 9.750E+00, 2.807E+01, 3.025E+01, 5.381E+01, 7.046E+01, 9.025E+01, 6.500E+01, 8.714E+02, 4.191E+02, 3.503E+01, 3.282E+01, 3.241E+01
 2.801E+01, 9.750E+00, 2.895E+01, 3.053E+01, 5.525E+01, 7.278E+01, 9.188E+01, 6.218E+01, 8.861E+02, 6.966E+02, 3.454E+01, 3.275E+01, 3.242E+01
 2.900E+01, 9.750E+00, 2.940E+01, 3.040E+01, 5.025E+01, 7.194E+01, 9.342E+01, 5.944E+01, 8.189E+02, 8.874E+02, 3.430E+01, 3.274E+01, 3.243E+01
 3.002E+01, 9.750E+00, 2.963E+01, 3.195E+01, 5.025E+01, 7.061E+01, 9.250E+01, 5.709E+01, 7.163E+02, 8.758E+02, 3.448E+01, 3.293E+01, 3.255E+01
 3.101E+01, 9.750E+00, 2.975E+01, 3.323E+01, 5.025E+01, 7.120E+01, 9.301E+01, 5.507E+01, 5.308E+02, 8.664E+02, 3.468E+01, 3.286E+01, 3.256E+01
 3.201E+01, 9.750E+00, 2.975E+01, 3.288E+01, 5.040E+01, 7.075E+01, 9.709E+01, 5.309E+01, 3.286E+02, 7.814E+02, 3.574E+01, 3.299E+01, 3.255E+01
 3.300E+01, 9.750E+00, 2.975E+01, 3.468E+01, 5.167E+01, 7.042E+01, 1.040E+02, 5.166E+01, 2.505E+02, 7.958E+02, 4.458E+01, 3.324E+01, 3.265E+01
 3.402E+01, 9.750E+00, 2.975E+01, 3.732E+01, 5.134E+01, 7.323E+01, 1.081E+02, 5.024E+01, 1.780E+02, 9.498E+02, 5.463E+01, 3.313E+01, 3.269E+01
 3.502E+01, 9.750E+00, 2.975E+01, 3.904E+01, 5.025E+01, 7.025E+01, 9.579E+01, 4.871E+01, 1.295E+02, 8.874E+02, 7.939E+01, 3.305E+01, 3.255E+01
 3.602E+01, 9.750E+00, 2.975E+01, 4.041E+01, 5.088E+01, 7.043E+01, 9.037E+01, 4.731E+01, 1.019E+02, 9.197E+02, 1.331E+02, 3.318E+01, 3.255E+01
 3.702E+01, 7.740E+00, 2.975E+01, 4.165E+01, 5.085E+01, 7.161E+01, 9.049E+01, 4.616E+01, 8.820E+01, 9.012E+02, 1.292E+02, 3.319E+01, 3.264E+01
 3.801E+01, 1.750E+00, 2.975E+01, 4.342E+01, 5.025E+01, 7.120E+01, 9.366E+01, 4.556E+01, 8.206E+01, 9.288E+02, 1.525E+02, 3.752E+01, 3.260E+01
 3.902E+01, 1.750E+00, 2.975E+01, 4.450E+01, 5.090E+01, 7.244E+01, 9.131E+01, 4.539E+01, 7.670E+01, 9.037E+02, 2.235E+02, 4.392E+01, 3.257E+01
 4.000E+01, 1.750E+00, 2.966E+01, 4.619E+01, 5.039E+01, 7.585E+01, 9.025E+01, 4.505E+01, 6.694E+01, 9.137E+02, 2.580E+02, 4.469E+01, 3.266E+01
 4.101E+01, 1.750E+00, 2.763E+01, 4.678E+01, 5.036E+01, 7.908E+01, 9.077E+01, 4.476E+01, 6.188E+01, 9.604E+02, 5.434E+02, 4.411E+01, 3.290E+01
 4.201E+01, 1.750E+00, 2.939E+01, 4.880E+01, 5.036E+01, 8.364E+01, 9.094E+01, 4.447E+01, 6.092E+01, 9.230E+02, 8.635E+02, 4.358E+01, 3.680E+01
 4.302E+01, 1.750E+00, 2.945E+01, 4.954E+01, 5.086E+01, 8.779E+01, 9.192E+01, 4.425E+01, 5.919E+01, 8.495E+02, 9.404E+02, 4.365E+01, 4.052E+01
 4.401E+01, 1.750E+00, 2.845E+01, 4.966E+01, 5.242E+01, 8.438E+01, 9.115E+01, 4.404E+01, 5.700E+01, 7.277E+02, 9.224E+02, 4.096E+01, 4.319E+01
 4.502E+01, 1.750E+00, 2.892E+01, 4.969E+01, 5.341E+01, 7.076E+01, 9.479E+01, 4.383E+01, 5.676E+01, 6.215E+02, 9.196E+02, 4.500E+01, 4.142E+01
 4.602E+01, 1.750E+00, 2.734E+01, 4.975E+01, 5.433E+01, 7.237E+01, 9.852E+01, 4.366E+01, 5.584E+01, 4.048E+02, 8.854E+02, 5.321E+01, 3.826E+01
 4.701E+01, 1.750E+00, 2.582E+01, 4.975E+01, 5.643E+01, 7.328E+01, 9.618E+01, 4.345E+01, 5.448E+01, 2.195E+02, 8.891E+02, 5.128E+01, 3.601E+01
 4.801E+01, 1.750E+00, 2.648E+01, 4.975E+01, 5.747E+01, 7.375E+01, 9.419E+01, 4.329E+01, 5.296E+01, 1.425E+02, 9.262E+02, 4.829E+01, 3.580E+01
 4.901E+01, 1.750E+00, 2.753E+01, 4.975E+01, 5.869E+01, 7.255E+01, 9.296E+01, 4.316E+01, 5.213E+01, 1.124E+02, 8.968E+02, 4.628E+01, 3.547E+01
 5.001E+01, 1.750E+00, 2.915E+01, 4.975E+01, 6.013E+01, 7.103E+01, 9.387E+01, 4.299E+01, 5.170E+01, 9.915E+01, 9.181E+02, 4.730E+01, 3.526E+01
 5.101E+01, 1.750E+00, 2.892E+01, 4.975E+01, 6.150E+01, 7.036E+01, 9.514E+01, 4.287E+01, 5.107E+01, 8.562E+01, 9.362E+02, 6.252E+01, 3.496E+01
 5.202E+01, 1.750E+00, 2.925E+01, 4.936E+01, 6.346E+01, 7.045E+01, 9.293E+01, 4.274E+01, 5.092E+01, 7.654E+01, 9.538E+02, 1.029E+02, 3.485E+01
 5.302E+01, 1.750E+00, 2.925E+01, 4.944E+01, 6.405E+01, 7.134E+01, 9.025E+01, 4.262E+01, 5.047E+01, 7.333E+01, 9.272E+02, 1.421E+02, 3.536E+01
 5.401E+01, 1.750E+00, 2.925E+01, 4.936E+01, 6.616E+01, 7.029E+01, 9.025E+01, 4.249E+01, 4.916E+01, 6.917E+01, 9.191E+02, 2.177E+02, 3.607E+01
 5.503E+01, 1.750E+00, 2.805E+01, 4.940E+01, 6.724E+01, 7.028E+01, 9.050E+01, 4.238E+01, 4.801E+01, 6.802E+01, 8.811E+02, 4.176E+02, 3.637E+01
 5.602E+01, 1.750E+00, 2.611E+01, 4.752E+01, 6.904E+01, 7.025E+01, 9.160E+01, 4.227E+01, 4.697E+01, 6.298E+01, 9.038E+02, 7.079E+02, 3.590E+01
 5.701E+01, 1.750E+00, 2.892E+01, 4.575E+01, 6.947E+01, 7.057E+01, 9.234E+01, 4.216E+01, 4.672E+01, 5.978E+01, 8.645E+02, 8.839E+02, 3.706E+01
 5.800E+01, 1.750E+00, 2.925E+01, 4.472E+01, 6.908E+01, 7.102E+01, 9.333E+01, 4.206E+01, 4.682E+01, 5.811E+01, 7.370E+02, 8.776E+02, 3.694E+01
 5.900E+01, 1.750E+00, 2.925E+01, 4.477E+01, 6.970E+01, 7.233E+01, 9.438E+01, 4.198E+01, 4.628E+01, 5.827E+01, 6.827E+02, 9.183E+02, 3.642E+01
 6.000E+01, 1.750E+00, 2.925E+01, 4.605E+01, 6.975E+01, 7.372E+01, 9.025E+01, 4.189E+01, 4.551E+01, 5.720E+01, 5.367E+02, 9.145E+02, 3.729E+01
