s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.750E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.025E+01, 9.025E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.040E+00, 2.981E+00, 1.913E+01, 3.436E+01, 5.793E+01, 8.468E+01, 1.016E+02, 5.070E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.069E+00, 1.083E+00, 2.254E+01, 4.383E+01, 6.808E+01, 8.233E+01, 1.049E+02, 4.055E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 3.007E+00, 1.168E+00, 1.413E+01, 4.206E+01, 5.220E+01, 7.195E+01, 1.086E+02, 6.216E+02, 3.204E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 4.000E+00, 1.809E+00, 1.037E+01, 3.222E+01, 6.807E+01, 7.466E+01, 1.097E+02, 7.590E+02, 3.348E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 5.003E+00, 2.413E+00, 1.025E+01, 3.279E+01, 6.783E+01, 7.752E+01, 1.097E+02, 8.384E+02, 3.738E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 6.019E+00, 2.750E+00, 1.025E+01, 3.299E+01, 5.582E+01, 7.351E+01, 1.095E+02, 8.857E+02, 4.032E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 7.010E+00, 3.187E+00, 1.025E+01, 3.025E+01, 5.512E+01, 7.410E+01, 1.098E+02, 8.968E+02, 4.577E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.000E+00, 4.375E+00, 1.025E+01, 3.025E+01, 5.135E+01, 7.696E+01, 1.098E+02, 8.653E+02, 6.340E+01, 3.202E+01, 3.200E+01, 3.200E+01, 3.200E+01
 9.022E+00, 4.656E+00, 1.029E+01, 3.025E+01, 5.219E+01, 7.982E+01, 1.098E+02, 8.096E+02, 1.768E+02, 3.213E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.000E+01, 6.501E+00, 1.025E+01, 3.025E+01, 5.105E+01, 8.258E+01, 1.098E+02, 8.135E+02, 4.191E+02, 3.245E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.102E+01, 7.469E+00, 1.051E+01, 3.025E+01, 5.032E+01, 7.511E+01, 1.094E+02, 7.630E+02, 5.462E+02, 3.259E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.202E+01, 8.366E+00, 1.030E+01, 3.135E+01, 5.025E+01, 7.295E+01, 1.097E+02, 7.498E+02, 6.310E+02, 3.269E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.302E+01, 9.406E+00, 1.038E+01, 3.025E+01, 5.025E+01, 7.124E+01, 1.097E+02, 7.713E+02, 7.769E+02, 3.318E+01, 3.201E+01, 3.200E+01, 3.200E+01
 1.401E+01, 9.750E+00, 1.104E+01, 3.025E+01, 5.025E+01, 7.236E+01, 1.097E+02, 7.165E+02, 7.840E+02, 3.354E+01, 3.203E+01, 3.200E+01, 3.200E+01
 1.502E+01, 9.750E+00, 1.234E+01, 3.025E+01, 5.025E+01, 7.138E+01, 1.098E+02, 4.116E+02, 7.948E+02, 3.757E+01, 3.215E+01, 3.200E+01, 3.200E+01
 1.602E+01, 9.656E+00, 1.345E+01, 3.044E+01, 5.025E+01, 7.163E+01, 1.098E+02, 2.492E+02, 8.138E+02, 4.086E+01, 3.238E+01, 3.200E+01, 3.200E+01
 1.702E+01, 9.655E+00, 1.498E+01, 3.025E+01, 5.025E+01, 7.085E+01, 1.097E+02, 1.905E+02, 8.248E+02, 5.448E+01, 3.259E+01, 3.200E+01, 3.200E+01
 1.800E+01, 9.750E+00, 1.677E+01, 3.028E+01, 5.120E+01, 7.025E+01, 1.098E+02, 1.447E+02, 8.627E+02, 7.105E+01, 3.264E+01, 3.201E+01, 3.200E+01
 1.900E+01, 9.750E+00, 1.728E+01, 3.090E+01, 5.139E+01, 7.025E+01, 1.097E+02, 1.180E+02, 9.047E+02, 7.451E+01, 3.265E+01, 3.202E+01, 3.200E+01
 2.002E+01, 9.750E+00, 1.960E+01, 3.192E+01, 5.026E+01, 7.025E+01, 1.098E+02, 1.038E+02, 9.023E+02, 7.439E+01, 3.272E+01, 3.207E+01, 3.200E+01
 2.101E+01, 9.750E+00, 2.064E+01, 3.042E+01, 5.247E+01, 7.025E+01, 1.098E+02, 9.317E+01, 8.768E+02, 9.283E+01, 3.270E+01, 3.222E+01, 3.200E+01
 2.201E+01, 9.750E+00, 2.203E+01, 3.025E+01, 5.070E+01, 7.025E+01, 1.093E+02, 8.426E+01, 8.309E+02, 1.106E+02, 3.378E+01, 3.242E+01, 3.200E+01
 2.301E+01, 9.750E+00, 2.420E+01, 3.119E+01, 5.038E+01, 7.063E+01, 9.498E+01, 7.697E+01, 9.214E+02, 1.393E+02, 3.421E+01, 3.252E+01, 3.201E+01
 2.402E+01, 9.750E+00, 2.476E+01, 3.065E+01, 5.025E+01, 7.414E+01, 9.025E+01, 7.155E+01, 8.633E+02, 1.785E+02, 3.455E+01, 3.251E+01, 3.202E+01
 2.503E+01, 9.750E+00, 2.624E+01, 3.038E+01, 5.025E+01, 7.191E+01, 9.025E+01, 6.727E+01, 8.820E+02, 2.484E+02, 3.544E+01, 3.261E+01, 3.208E+01
 2.600E+01, 9.750E+00, 2.785E+01, 3.041E+01, 5.025E+01, 7.184E+01, 9.025E+01, 6.348E+01, 8.993E+02, 3.089E+02, 3.553E+01, 3.265E+01, 3.221E+01
 2.701E+01, 9.750E+00, 2.845E+01, 3.034E+01, 5.025E+01, 7.283E+01, 9.025E+01, 5.990E+01, 8.693E+02, 6.584E+02, 3.428E+01, 3.262E+01, 3.234E+01
 2.801E+01, 9.750E+00, 2.946E+01, 3.049E+01, 5.151E+01, 7.069E+01, 9.083E+01, 5.639E+01, 8.268E+02, 8.598E+02, 3.411E+01, 3.275E+01, 3.239E+01
 2.901E+01, 9.750E+00, 2.973E+01, 3.181E+01, 5.025E+01, 7.369E+01, 9.492E+01, 5.355E+01, 7.434E+02, 8.723E+02, 4.734E+01, 3.266E+01, 3.237E+01
 3.000E+01, 9.750E+00, 2.950E+01, 3.315E+01, 5.115E+01, 7.186E+01, 1.019E+02, 5.106E+01, 3.615E+02, 9.242E+02, 4.908E+01, 3.276E+01, 3.238E+01
 3.101E+01, 9.750E+00, 2.964E+01, 3.475E+01, 5.255E+01, 7.152E+01, 1.050E+02, 4.899E+01, 1.583E+02, 8.772E+02, 4.351E+01, 3.276E+01, 3.242E+01
 3.202E+01, 9.750E+00, 2.854E+01, 3.604E+01, 5.025E+01, 7.025E+01, 9.583E+01, 4.727E+01, 1.182E+02, 8.812E+02, 4.216E+01, 3.271E+01, 3.246E+01
 3.301E+01, 5.596E+00, 2.914E+01, 3.750E+01, 5.062E+01, 7.028E+01, 9.122E+01, 4.589E+01, 9.833E+01, 8.619E+02, 4.218E+01, 3.276E+01, 3.256E+01
 3.402E+01, 2.750E+00, 2.925E+01, 3.899E+01, 5.104E+01, 7.025E+01, 9.728E+01, 4.519E+01, 8.576E+01, 8.234E+02, 4.458E+01, 3.273E+01, 3.261E+01
 3.501E+01, 2.750E+00, 2.925E+01, 3.978E+01, 5.147E+01, 7.025E+01, 1.024E+02, 4.460E+01, 7.800E+01, 7.825E+02, 5.126E+01, 3.274E+01, 3.263E+01
 3.601E+01, 2.668E+00, 2.925E+01, 4.131E+01, 5.086E+01, 7.961E+01, 1.009E+02, 4.400E+01, 7.426E+01, 8.006E+02, 1.024E+02, 3.279E+01, 3.270E+01
 3.702E+01, 2.250E+00, 2.925E+01, 4.167E+01, 5.056E+01, 7.247E+01, 9.195E+01, 4.359E+01, 7.040E+01, 7.591E+02, 1.291E+02, 3.334E+01, 3.271E+01
 3.800E+01, 2.250E+00, 2.925E+01, 4.406E+01, 5.034E+01, 7.330E+01, 1.005E+02, 4.329E+01, 6.666E+01, 8.719E+02, 1.708E+02, 3.827E+01, 3.254E+01
 3.902E+01, 2.250E+00, 2.925E+01, 4.482E+01, 5.062E+01, 7.386E+01, 1.073E+02, 4.302E+01, 6.363E+01, 8.709E+02, 2.474E+02, 3.926E+01, 3.253E+01
 4.000E+01, 2.250E+00, 2.925E+01, 4.708E+01, 5.030E+01, 7.737E+01, 9.078E+01, 4.281E+01, 5.990E+01, 8.948E+02, 3.045E+02, 3.924E+01, 3.259E+01
 4.103E+01, 2.250E+00, 2.925E+01, 4.802E+01, 5.059E+01, 8.205E+01, 9.105E+01, 4.262E+01, 5.639E+01, 8.126E+02, 5.281E+02, 3.718E+01, 3.266E+01
 4.201E+01, 2.250E+00, 2.953E+01, 4.856E+01, 5.036E+01, 7.855E+01, 9.069E+01, 4.244E+01, 5.291E+01, 7.672E+02, 6.958E+02, 3.602E+01, 3.354E+01
 4.302E+01, 2.250E+00, 2.943E+01, 4.961E+01, 5.108E+01, 7.178E+01, 9.098E+01, 4.228E+01, 5.051E+01, 7.636E+02, 7.861E+02, 3.786E+01, 3.399E+01
 4.400E+01, 2.250E+00, 2.872E+01, 4.975E+01, 5.223E+01, 7.087E+01, 9.498E+01, 4.212E+01, 4.874E+01, 4.776E+02, 8.753E+02, 3.960E+01, 3.347E+01
 4.502E+01, 2.250E+00, 2.911E+01, 4.975E+01, 5.358E+01, 7.112E+01, 9.118E+01, 4.194E+01, 4.751E+01, 2.590E+02, 8.338E+02, 4.485E+01, 3.329E+01
 4.601E+01, 2.250E+00, 2.895E+01, 4.975E+01, 5.511E+01, 7.272E+01, 9.196E+01, 4.182E+01, 4.633E+01, 1.470E+02, 8.795E+02, 4.631E+01, 3.325E+01
 4.700E+01, 2.250E+00, 2.875E+01, 4.975E+01, 5.643E+01, 7.025E+01, 9.322E+01, 4.172E+01, 4.513E+01, 1.000E+02, 8.702E+02, 6.922E+01, 3.328E+01
 4.802E+01, 2.250E+00, 2.845E+01, 4.975E+01, 5.806E+01, 7.182E+01, 9.126E+01, 4.159E+01, 4.442E+01, 8.766E+01, 8.989E+02, 6.706E+01, 3.334E+01
 4.902E+01, 2.250E+00, 2.890E+01, 4.975E+01, 5.807E+01, 7.464E+01, 9.025E+01, 4.150E+01, 4.403E+01, 8.008E+01, 7.871E+02, 7.419E+01, 3.362E+01
 5.001E+01, 2.250E+00, 2.847E+01, 4.952E+01, 5.997E+01, 7.234E+01, 9.025E+01, 4.141E+01, 4.380E+01, 7.072E+01, 7.669E+02, 6.482E+01, 3.561E+01
 5.101E+01, 2.250E+00, 2.919E+01, 4.833E+01, 6.221E+01, 7.025E+01, 9.146E+01, 4.131E+01, 4.326E+01, 6.603E+01, 7.947E+02, 1.057E+02, 3.668E+01
 5.202E+01, 2.250E+00, 2.886E+01, 4.975E+01, 6.323E+01, 7.040E+01, 9.120E+01, 4.122E+01, 4.279E+01, 6.204E+01, 7.736E+02, 2.325E+02, 3.567E+01
 5.302E+01, 2.250E+00, 2.855E+01, 4.884E+01, 6.482E+01, 7.069E+01, 9.042E+01, 4.114E+01, 4.245E+01, 5.400E+01, 9.082E+02, 2.288E+02, 3.584E+01
 5.400E+01, 2.250E+00, 2.857E+01, 4.582E+01, 6.760E+01, 7.025E+01, 9.078E+01, 4.105E+01, 4.197E+01, 5.192E+01, 8.228E+02, 4.267E+02, 3.608E+01
 5.500E+01, 2.250E+00, 2.904E+01, 4.592E+01, 6.861E+01, 7.025E+01, 9.108E+01, 4.097E+01, 4.180E+01, 5.185E+01, 8.005E+02, 6.090E+02, 3.507E+01
 5.601E+01, 2.250E+00, 2.905E+01, 4.815E+01, 6.919E+01, 7.084E+01, 9.025E+01, 4.089E+01, 4.127E+01, 5.137E+01, 7.730E+02, 7.650E+02, 3.488E+01
 5.701E+01, 2.250E+00, 2.825E+01, 4.936E+01, 6.933E+01, 7.186E+01, 9.025E+01, 4.083E+01, 4.084E+01, 4.856E+01, 6.916E+02, 8.406E+02, 3.485E+01
 5.802E+01, 2.250E+00, 2.867E+01, 4.939E+01, 6.975E+01, 7.212E+01, 9.070E+01, 4.076E+01, 4.063E+01, 4.544E+01, 4.969E+02, 7.955E+02, 3.498E+01
 5.901E+01, 2.250E+00, 2.876E+01, 4.787E+01, 6.975E+01, 7.319E+01, 9.307E+01, 4.069E+01, 4.034E+01, 4.409E+01, 1.920E+02, 7.786E+02, 3.983E+01
 6.001E+01, 2.250E+00, 2.825E+01, 4.926E+01, 6.975E+01, 7.560E+01, 9.293E+01, 4.062E+01, 4.010E+01, 4.313E+01, 9.896E+01, 8.249E+02, 4.288E+01
