s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.750E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.025E+01, 9.025E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.014E+00, 2.470E+00, 1.992E+01, 3.480E+01, 5.791E+01, 8.397E+01, 1.015E+02, 4.904E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.062E+00, 8.269E-01, 2.267E+01, 4.294E+01, 6.637E+01, 8.821E+01, 1.048E+02, 3.726E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 3.023E+00, 1.100E+00, 1.249E+01, 3.582E+01, 5.722E+01, 7.118E+01, 1.087E+02, 6.976E+02, 3.205E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 4.040E+00, 1.660E+00, 1.025E+01, 3.406E+01, 6.790E+01, 7.307E+01, 1.097E+02, 7.494E+02, 3.313E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 5.027E+00, 1.642E+00, 1.025E+01, 3.279E+01, 6.858E+01, 7.362E+01, 1.097E+02, 7.964E+02, 3.483E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 6.023E+00, 2.173E+00, 1.025E+01, 3.561E+01, 6.255E+01, 7.153E+01, 1.095E+02, 8.849E+02, 3.840E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 7.007E+00, 2.574E+00, 1.025E+01, 3.025E+01, 6.267E+01, 7.390E+01, 1.098E+02, 8.858E+02, 4.354E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.025E+00, 3.569E+00, 1.025E+01, 3.025E+01, 5.112E+01, 7.417E+01, 1.097E+02, 8.037E+02, 5.217E+01, 3.202E+01, 3.200E+01, 3.200E+01, 3.200E+01
 9.017E+00, 4.238E+00, 1.025E+01, 3.025E+01, 5.278E+01, 7.950E+01, 1.098E+02, 7.773E+02, 1.688E+02, 3.212E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.001E+01, 5.597E+00, 1.042E+01, 3.025E+01, 5.080E+01, 8.223E+01, 1.097E+02, 7.991E+02, 1.839E+02, 3.236E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.102E+01, 5.678E+00, 1.025E+01, 3.025E+01, 5.083E+01, 7.574E+01, 1.094E+02, 7.568E+02, 3.031E+02, 3.253E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.203E+01, 5.892E+00, 1.025E+01, 3.029E+01, 5.025E+01, 7.260E+01, 1.097E+02, 7.307E+02, 5.104E+02, 3.278E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.301E+01, 7.388E+00, 1.025E+01, 3.061E+01, 5.025E+01, 7.152E+01, 1.098E+02, 7.134E+02, 5.951E+02, 3.295E+01, 3.201E+01, 3.200E+01, 3.200E+01
 1.401E+01, 9.202E+00, 1.031E+01, 3.025E+01, 5.025E+01, 7.201E+01, 1.091E+02, 7.636E+02, 7.500E+02, 3.348E+01, 3.204E+01, 3.200E+01, 3.200E+01
 1.501E+01, 8.540E+00, 1.069E+01, 3.025E+01, 5.025E+01, 7.190E+01, 1.097E+02, 6.737E+02, 7.735E+02, 3.362E+01, 3.217E+01, 3.200E+01, 3.200E+01
 1.603E+01, 9.360E+00, 1.155E+01, 3.040E+01, 5.025E+01, 7.122E+01, 1.097E+02, 7.602E+02, 8.507E+02, 4.432E+01, 3.247E+01, 3.200E+01, 3.200E+01
 1.701E+01, 9.563E+00, 1.199E+01, 3.147E+01, 5.128E+01, 7.088E+01, 1.096E+02, 7.662E+02, 8.765E+02, 4.413E+01, 3.258E+01, 3.200E+01, 3.200E+01
 1.802E+01, 9.750E+00, 1.272E+01, 3.044E+01, 5.031E+01, 7.025E+01, 1.098E+02, 6.262E+02, 9.029E+02, 5.883E+01, 3.268E+01, 3.201E+01, 3.200E+01
 1.901E+01, 9.750E+00, 1.454E+01, 3.108E+01, 5.148E+01, 7.025E+01, 1.098E+02, 3.422E+02, 8.788E+02, 5.651E+01, 3.268E+01, 3.202E+01, 3.200E+01
 2.002E+01, 9.750E+00, 1.590E+01, 3.025E+01, 5.073E+01, 7.025E+01, 1.097E+02, 1.988E+02, 8.862E+02, 7.106E+01, 3.276E+01, 3.209E+01, 3.200E+01
 2.102E+01, 9.750E+00, 1.689E+01, 3.115E+01, 5.050E+01, 7.025E+01, 1.097E+02, 1.363E+02, 9.210E+02, 6.153E+01, 3.288E+01, 3.229E+01, 3.200E+01
 2.202E+01, 9.750E+00, 1.841E+01, 3.083E+01, 5.094E+01, 7.028E+01, 1.094E+02, 1.044E+02, 9.402E+02, 5.982E+01, 3.311E+01, 3.246E+01, 3.200E+01
 2.302E+01, 9.351E+00, 1.935E+01, 3.075E+01, 5.237E+01, 7.092E+01, 9.680E+01, 8.819E+01, 9.260E+02, 6.100E+01, 3.341E+01, 3.250E+01, 3.200E+01
 2.402E+01, 8.927E+00, 2.115E+01, 3.043E+01, 5.025E+01, 7.031E+01, 9.025E+01, 7.961E+01, 8.513E+02, 6.577E+01, 3.774E+01, 3.267E+01, 3.202E+01
 2.502E+01, 9.750E+00, 2.259E+01, 3.035E+01, 5.025E+01, 7.240E+01, 9.025E+01, 7.679E+01, 8.940E+02, 1.038E+02, 4.214E+01, 3.270E+01, 3.212E+01
 2.601E+01, 9.750E+00, 2.424E+01, 3.033E+01, 5.257E+01, 7.612E+01, 9.025E+01, 7.205E+01, 8.599E+02, 1.400E+02, 4.035E+01, 3.267E+01, 3.225E+01
 2.701E+01, 9.750E+00, 2.514E+01, 3.065E+01, 5.734E+01, 7.371E+01, 9.025E+01, 6.858E+01, 8.896E+02, 1.929E+02, 3.861E+01, 3.272E+01, 3.233E+01
 2.802E+01, 9.750E+00, 2.576E+01, 3.025E+01, 5.929E+01, 7.025E+01, 9.025E+01, 6.544E+01, 8.849E+02, 2.739E+02, 3.663E+01, 3.314E+01, 3.235E+01
 2.901E+01, 9.536E+00, 2.778E+01, 3.047E+01, 6.394E+01, 7.193E+01, 9.025E+01, 6.206E+01, 8.218E+02, 4.764E+02, 3.546E+01, 3.335E+01, 3.250E+01
 3.002E+01, 9.345E+00, 2.861E+01, 3.025E+01, 6.054E+01, 7.034E+01, 9.088E+01, 5.941E+01, 9.213E+02, 8.028E+02, 3.526E+01, 3.400E+01, 3.261E+01
 3.102E+01, 9.250E+00, 2.919E+01, 3.097E+01, 5.327E+01, 7.043E+01, 9.355E+01, 5.689E+01, 7.791E+02, 8.091E+02, 3.502E+01, 3.493E+01, 3.265E+01
 3.201E+01, 9.250E+00, 2.918E+01, 3.192E+01, 5.041E+01, 7.248E+01, 9.602E+01, 5.485E+01, 6.973E+02, 8.217E+02, 3.563E+01, 3.459E+01, 3.265E+01
 3.302E+01, 9.350E+00, 2.972E+01, 3.323E+01, 5.137E+01, 7.519E+01, 9.338E+01, 5.297E+01, 4.566E+02, 8.702E+02, 3.704E+01, 3.398E+01, 3.263E+01
 3.402E+01, 9.503E+00, 2.936E+01, 3.442E+01, 5.031E+01, 7.373E+01, 9.034E+01, 5.142E+01, 2.849E+02, 8.689E+02, 4.515E+01, 3.345E+01, 3.279E+01
 3.502E+01, 9.750E+00, 2.975E+01, 3.609E+01, 5.193E+01, 7.076E+01, 9.039E+01, 4.999E+01, 1.902E+02, 8.483E+02, 5.368E+01, 3.344E+01, 3.302E+01
 3.602E+01, 9.750E+00, 2.946E+01, 3.713E+01, 5.099E+01, 7.160E+01, 9.276E+01, 4.855E+01, 1.308E+02, 8.502E+02, 7.808E+01, 3.339E+01, 3.290E+01
 3.701E+01, 9.750E+00, 2.975E+01, 3.843E+01, 5.123E+01, 7.410E+01, 9.648E+01, 4.737E+01, 1.169E+02, 8.527E+02, 8.037E+01, 3.323E+01, 3.279E+01
 3.802E+01, 9.750E+00, 2.975E+01, 3.954E+01, 5.075E+01, 7.769E+01, 9.537E+01, 4.632E+01, 1.006E+02, 8.908E+02, 9.426E+01, 3.318E+01, 3.281E+01
 3.901E+01, 9.750E+00, 2.975E+01, 4.084E+01, 5.029E+01, 7.025E+01, 9.162E+01, 4.550E+01, 8.790E+01, 8.743E+02, 1.245E+02, 3.396E+01, 3.284E+01
 4.001E+01, 9.750E+00, 2.975E+01, 4.227E+01, 5.025E+01, 7.025E+01, 9.025E+01, 4.474E+01, 7.887E+01, 9.025E+02, 1.358E+02, 3.762E+01, 3.289E+01
 4.100E+01, 9.750E+00, 2.975E+01, 4.349E+01, 5.126E+01, 7.041E+01, 9.333E+01, 4.401E+01, 7.248E+01, 9.098E+02, 1.335E+02, 3.811E+01, 3.287E+01
 4.201E+01, 2.658E+00, 2.975E+01, 4.473E+01, 5.050E+01, 7.167E+01, 9.799E+01, 4.352E+01, 6.779E+01, 9.135E+02, 1.773E+02, 3.826E+01, 3.282E+01
 4.301E+01, 1.750E+00, 2.975E+01, 4.650E+01, 5.025E+01, 7.103E+01, 9.525E+01, 4.331E+01, 6.445E+01, 9.127E+02, 3.690E+02, 3.977E+01, 3.272E+01
 4.402E+01, 1.750E+00, 2.975E+01, 4.760E+01, 5.025E+01, 7.054E+01, 1.034E+02, 4.311E+01, 5.896E+01, 8.936E+02, 5.138E+02, 6.347E+01, 3.272E+01
 4.501E+01, 1.750E+00, 2.975E+01, 4.934E+01, 5.032E+01, 7.192E+01, 9.025E+01, 4.294E+01, 5.637E+01, 8.908E+02, 8.726E+02, 5.958E+01, 3.280E+01
 4.600E+01, 1.750E+00, 2.961E+01, 4.943E+01, 5.096E+01, 7.125E+01, 9.025E+01, 4.277E+01, 5.505E+01, 7.904E+02, 9.005E+02, 5.116E+01, 3.318E+01
 4.701E+01, 1.750E+00, 2.957E+01, 4.951E+01, 5.231E+01, 7.098E+01, 9.031E+01, 4.260E+01, 5.365E+01, 7.071E+02, 8.784E+02, 5.817E+01, 3.357E+01
 4.801E+01, 1.750E+00, 2.718E+01, 4.975E+01, 5.374E+01, 7.245E+01, 9.071E+01, 4.246E+01, 5.235E+01, 6.275E+02, 9.028E+02, 6.223E+01, 3.493E+01
 4.901E+01, 1.750E+00, 2.725E+01, 4.975E+01, 5.456E+01, 7.042E+01, 9.100E+01, 4.231E+01, 5.181E+01, 4.262E+02, 8.908E+02, 6.811E+01, 3.684E+01
 5.001E+01, 1.750E+00, 2.892E+01, 4.975E+01, 5.605E+01, 7.031E+01, 9.299E+01, 4.219E+01, 5.095E+01, 2.467E+02, 8.953E+02, 7.836E+01, 3.683E+01
 5.100E+01, 1.750E+00, 2.925E+01, 4.975E+01, 5.748E+01, 7.025E+01, 9.551E+01, 4.205E+01, 5.062E+01, 1.582E+02, 8.914E+02, 8.294E+01, 3.600E+01
 5.200E+01, 1.750E+00, 2.825E+01, 4.975E+01, 5.850E+01, 7.025E+01, 9.313E+01, 4.193E+01, 4.925E+01, 1.088E+02, 9.190E+02, 9.498E+01, 3.522E+01
 5.301E+01, 1.750E+00, 2.724E+01, 4.975E+01, 6.052E+01, 7.025E+01, 9.313E+01, 4.182E+01, 4.890E+01, 9.106E+01, 8.820E+02, 1.058E+02, 3.504E+01
 5.401E+01, 1.750E+00, 2.725E+01, 4.975E+01, 6.171E+01, 7.076E+01, 9.362E+01, 4.171E+01, 4.815E+01, 8.475E+01, 9.246E+02, 1.452E+02, 3.486E+01
 5.500E+01, 1.750E+00, 2.919E+01, 4.975E+01, 6.348E+01, 7.084E+01, 9.191E+01, 4.161E+01, 4.780E+01, 7.710E+01, 9.377E+02, 1.846E+02, 3.482E+01
 5.601E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.464E+01, 7.104E+01, 9.108E+01, 4.151E+01, 4.738E+01, 7.139E+01, 8.630E+02, 2.660E+02, 3.515E+01
 5.702E+01, 1.750E+00, 2.761E+01, 4.963E+01, 6.579E+01, 7.073E+01, 9.175E+01, 4.141E+01, 4.667E+01, 6.686E+01, 8.621E+02, 2.446E+02, 3.547E+01
 5.802E+01, 1.750E+00, 2.809E+01, 4.975E+01, 6.724E+01, 7.030E+01, 9.139E+01, 4.133E+01, 4.610E+01, 6.503E+01, 8.642E+02, 5.279E+02, 3.552E+01
 5.901E+01, 1.750E+00, 2.925E+01, 4.939E+01, 6.919E+01, 7.027E+01, 9.040E+01, 4.124E+01, 4.583E+01, 6.170E+01, 8.456E+02, 7.384E+02, 3.871E+01
 6.002E+01, 1.750E+00, 2.925E+01, 4.975E+01, 6.924E+01, 7.076E+01, 9.309E+01, 4.116E+01, 4.548E+01, 6.015E+01, 7.895E+02, 8.398E+02, 4.022E+01
