s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.750E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.025E+01, 9.025E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.018E+00, 2.518E+00, 1.993E+01, 3.482E+01, 5.798E+01, 8.264E+01, 1.015E+02, 4.923E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.037E+00, 7.885E-01, 2.263E+01, 4.187E+01, 6.637E+01, 8.813E+01, 1.048E+02, 3.739E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 3.056E+00, 1.180E+00, 1.081E+01, 3.635E+01, 5.839E+01, 7.174E+01, 1.086E+02, 7.329E+02, 3.206E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 4.011E+00, 1.550E+00, 1.025E+01, 3.385E+01, 6.802E+01, 7.315E+01, 1.097E+02, 7.479E+02, 3.313E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 5.027E+00, 1.628E+00, 1.025E+01, 3.277E+01, 6.869E+01, 7.357E+01, 1.098E+02, 8.199E+02, 3.466E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 6.013E+00, 2.271E+00, 1.025E+01, 3.396E+01, 6.689E+01, 7.209E+01, 1.095E+02, 8.934E+02, 3.846E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 7.004E+00, 2.645E+00, 1.025E+01, 3.025E+01, 6.434E+01, 7.388E+01, 1.097E+02, 8.965E+02, 4.476E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.004E+00, 3.774E+00, 1.025E+01, 3.025E+01, 5.111E+01, 7.417E+01, 1.097E+02, 8.216E+02, 5.980E+01, 3.202E+01, 3.200E+01, 3.200E+01, 3.200E+01
