s,m
Time,"x"
 0.000E+00,-9.750E+00
 1.029E+00, 6.406E+00
 2.059E+00, 6.875E-01
 3.024E+00, 8.833E-01
 4.000E+00, 1.338E+00
 5.030E+00, 2.120E+00
 6.019E+00, 2.250E+00
 7.017E+00, 3.091E+00
 8.023E+00, 4.817E+00
 9.037E+00, 5.316E+00
 1.000E+01, 6.808E+00
 1.103E+01, 7.918E+00
 1.202E+01, 9.144E+00
 1.302E+01, 1.089E+01
 1.401E+01, 1.247E+01
 1.503E+01, 1.411E+01
 1.602E+01, 1.603E+01
 1.700E+01, 1.715E+01
 1.800E+01, 1.819E+01
 1.901E+01, 1.933E+01
 2.000E+01, 2.064E+01
 2.100E+01, 2.230E+01
 2.201E+01, 2.408E+01
 2.300E+01, 2.600E+01
 2.402E+01, 2.808E+01
 2.502E+01, 2.995E+01
 2.602E+01, 3.145E+01
 2.701E+01, 3.310E+01
 2.802E+01, 3.567E+01
 2.901E+01, 3.717E+01
 3.001E+01, 3.905E+01
 3.102E+01, 4.212E+01
 3.201E+01, 4.404E+01
 3.301E+01, 4.581E+01
 3.401E+01, 4.773E+01
 3.502E+01, 5.002E+01
 3.602E+01, 5.173E+01
 3.701E+01, 5.309E+01
 3.802E+01, 5.480E+01
 3.902E+01, 5.716E+01
 4.002E+01, 5.903E+01
 4.101E+01, 6.080E+01
 4.202E+01, 6.266E+01
 4.302E+01, 6.464E+01
 4.400E+01, 6.590E+01
 4.502E+01, 6.770E+01
 4.601E+01, 6.976E+01
 4.700E+01, 7.150E+01
 4.800E+01, 7.321E+01
 4.900E+01, 7.481E+01
 5.002E+01, 7.792E+01
 5.101E+01, 7.964E+01
 5.201E+01, 8.180E+01
 5.301E+01, 8.297E+01
 5.401E+01, 8.443E+01
 5.500E+01, 8.628E+01
 5.600E+01, 8.814E+01
 5.700E+01, 8.956E+01
 5.801E+01, 9.182E+01
 5.900E+01, 9.338E+01
 6.001E+01, 9.533E+01
 6.102E+01, 9.741E+01
 6.201E+01, 9.964E+01
 6.301E+01, 1.010E+02
 6.401E+01, 1.024E+02
 6.501E+01, 1.046E+02
 6.601E+01, 1.037E+02
 6.701E+01, 1.002E+02
 6.802E+01, 1.004E+02
 6.902E+01, 1.009E+02
 7.001E+01, 1.002E+02
 7.101E+01, 1.003E+02
 7.201E+01, 1.002E+02
 7.301E+01, 1.003E+02
 7.402E+01, 1.003E+02
 7.502E+01, 1.002E+02
 7.600E+01, 1.002E+02
 7.701E+01, 1.002E+02
 7.800E+01, 1.002E+02
 7.902E+01, 1.002E+02
 8.001E+01, 1.003E+02
 8.100E+01, 1.003E+02
 8.201E+01, 1.002E+02
 8.301E+01, 1.003E+02
 8.401E+01, 1.003E+02
 8.502E+01, 1.002E+02
 8.600E+01, 1.002E+02
 8.700E+01, 1.002E+02
 8.802E+01, 1.002E+02
 8.901E+01, 1.002E+02
 9.001E+01, 1.002E+02
 9.100E+01, 1.003E+02
 9.201E+01, 1.002E+02
 9.301E+01, 1.003E+02
 9.400E+01, 1.002E+02
 9.501E+01, 1.003E+02
 9.601E+01, 1.003E+02
 9.700E+01, 1.002E+02
 9.802E+01, 1.002E+02
 9.900E+01, 1.002E+02
 1.000E+02, 1.002E+02
 1.010E+02, 1.003E+02
 1.020E+02, 9.034E+01
 1.030E+02, 1.250E+00
 1.040E+02, 1.250E+00
 1.050E+02, 1.250E+00
 1.060E+02, 1.250E+00
 1.070E+02, 1.250E+00
 1.080E+02, 1.250E+00
 1.090E+02, 1.250E+00
 1.100E+02, 1.250E+00
 1.110E+02, 1.250E+00
 1.120E+02, 1.250E+00
 1.130E+02, 1.250E+00
 1.140E+02, 1.250E+00
 1.150E+02, 1.250E+00
 1.160E+02, 1.250E+00
 1.170E+02, 1.250E+00
 1.180E+02, 1.250E+00
 1.190E+02, 1.250E+00
 1.200E+02, 1.250E+00
