s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.750E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.025E+01, 9.025E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.056E+00, 2.742E+00, 1.967E+01, 3.527E+01, 5.785E+01, 8.343E+01, 1.015E+02, 5.297E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.042E+00, 7.500E-01, 2.163E+01, 3.825E+01, 6.538E+01, 8.808E+01, 1.048E+02, 3.882E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 3.019E+00, 1.146E+00, 1.025E+01, 3.687E+01, 6.406E+01, 8.002E+01, 1.087E+02, 6.852E+02, 3.203E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 4.036E+00, 1.585E+00, 1.025E+01, 3.421E+01, 6.814E+01, 7.323E+01, 1.098E+02, 7.782E+02, 3.309E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 5.038E+00, 1.701E+00, 1.025E+01, 3.365E+01, 6.859E+01, 7.138E+01, 1.098E+02, 8.545E+02, 3.449E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 6.030E+00, 2.026E+00, 1.025E+01, 3.823E+01, 6.692E+01, 7.121E+01, 1.097E+02, 9.264E+02, 3.813E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 7.029E+00, 2.356E+00, 1.025E+01, 3.025E+01, 6.391E+01, 7.399E+01, 1.097E+02, 9.616E+02, 4.276E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.021E+00, 3.310E+00, 1.025E+01, 3.025E+01, 5.116E+01, 7.482E+01, 1.097E+02, 9.135E+02, 5.432E+01, 3.202E+01, 3.200E+01, 3.200E+01, 3.200E+01
 9.003E+00, 4.897E+00, 1.025E+01, 3.025E+01, 5.218E+01, 7.951E+01, 1.098E+02, 8.530E+02, 9.961E+01, 3.213E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.003E+01, 4.141E+00, 1.025E+01, 3.025E+01, 5.060E+01, 8.229E+01, 1.097E+02, 7.499E+02, 1.944E+02, 3.244E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.101E+01, 6.110E+00, 1.025E+01, 3.025E+01, 5.030E+01, 7.485E+01, 1.098E+02, 7.993E+02, 3.816E+02, 3.263E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.202E+01, 7.464E+00, 1.066E+01, 3.025E+01, 5.025E+01, 7.265E+01, 1.098E+02, 8.762E+02, 5.064E+02, 3.290E+01, 3.201E+01, 3.200E+01, 3.200E+01
 1.303E+01, 8.510E+00, 1.061E+01, 3.025E+01, 5.025E+01, 7.080E+01, 1.097E+02, 9.208E+02, 6.308E+02, 3.306E+01, 3.202E+01, 3.200E+01, 3.200E+01
 1.401E+01, 9.357E+00, 1.030E+01, 3.047E+01, 5.025E+01, 7.229E+01, 1.095E+02, 9.168E+02, 8.865E+02, 3.683E+01, 3.204E+01, 3.200E+01, 3.200E+01
 1.501E+01, 9.682E+00, 1.063E+01, 3.073E+01, 5.025E+01, 7.025E+01, 1.097E+02, 8.708E+02, 9.205E+02, 4.140E+01, 3.217E+01, 3.200E+01, 3.200E+01
 1.601E+01, 9.750E+00, 1.146E+01, 3.226E+01, 5.025E+01, 7.125E+01, 1.098E+02, 8.020E+02, 9.263E+02, 3.930E+01, 3.246E+01, 3.200E+01, 3.200E+01
 1.701E+01, 9.381E+00, 1.168E+01, 3.029E+01, 5.025E+01, 7.025E+01, 1.096E+02, 7.125E+02, 9.058E+02, 5.309E+01, 3.268E+01, 3.200E+01, 3.200E+01
 1.801E+01, 9.154E+00, 1.333E+01, 3.046E+01, 5.025E+01, 7.025E+01, 1.098E+02, 7.070E+02, 9.320E+02, 5.631E+01, 3.270E+01, 3.201E+01, 3.200E+01
 1.900E+01, 9.597E+00, 1.411E+01, 3.043E+01, 5.025E+01, 7.025E+01, 1.097E+02, 7.374E+02, 9.185E+02, 6.036E+01, 3.281E+01, 3.202E+01, 3.200E+01
 2.002E+01, 9.415E+00, 1.556E+01, 3.055E+01, 5.076E+01, 7.025E+01, 1.098E+02, 6.250E+02, 1.009E+03, 7.376E+01, 3.288E+01, 3.208E+01, 3.200E+01
 2.100E+01, 9.714E+00, 1.774E+01, 3.088E+01, 5.101E+01, 7.025E+01, 1.098E+02, 5.601E+02, 1.004E+03, 8.321E+01, 3.326E+01, 3.225E+01, 3.200E+01
 2.202E+01, 9.750E+00, 1.959E+01, 3.030E+01, 5.025E+01, 7.025E+01, 1.095E+02, 3.359E+02, 9.810E+02, 1.189E+02, 3.469E+01, 3.245E+01, 3.200E+01
 2.301E+01, 9.750E+00, 2.027E+01, 3.056E+01, 5.027E+01, 7.036E+01, 9.166E+01, 2.103E+02, 1.004E+03, 1.240E+02, 3.561E+01, 3.264E+01, 3.201E+01
 2.402E+01, 8.821E+00, 2.178E+01, 3.054E+01, 5.213E+01, 7.231E+01, 9.025E+01, 1.522E+02, 1.016E+03, 1.101E+02, 3.502E+01, 3.266E+01, 3.202E+01
 2.501E+01, 8.250E+00, 2.321E+01, 3.025E+01, 5.283E+01, 7.635E+01, 9.025E+01, 1.254E+02, 1.010E+03, 1.168E+02, 3.489E+01, 3.263E+01, 3.208E+01
 2.601E+01, 9.595E+00, 2.418E+01, 3.025E+01, 5.399E+01, 7.862E+01, 9.025E+01, 1.083E+02, 1.012E+03, 2.348E+02, 3.554E+01, 3.260E+01, 3.221E+01
 2.701E+01, 9.750E+00, 2.590E+01, 3.025E+01, 5.516E+01, 7.084E+01, 9.025E+01, 9.625E+01, 1.020E+03, 4.681E+02, 3.562E+01, 3.291E+01, 3.237E+01
 2.801E+01, 9.750E+00, 2.800E+01, 3.031E+01, 5.337E+01, 7.137E+01, 9.029E+01, 8.778E+01, 9.720E+02, 7.527E+02, 3.562E+01, 3.307E+01, 3.249E+01
 2.901E+01, 9.750E+00, 2.861E+01, 3.043E+01, 5.064E+01, 7.081E+01, 9.298E+01, 8.154E+01, 9.930E+02, 9.564E+02, 3.640E+01, 3.334E+01, 3.248E+01
 3.000E+01, 9.750E+00, 2.937E+01, 3.112E+01, 5.025E+01, 7.292E+01, 1.010E+02, 7.688E+01, 9.242E+02, 9.891E+02, 3.559E+01, 3.340E+01, 3.248E+01
 3.101E+01, 9.750E+00, 2.938E+01, 3.247E+01, 5.137E+01, 7.110E+01, 9.592E+01, 7.297E+01, 7.901E+02, 9.947E+02, 3.633E+01, 3.380E+01, 3.265E+01
 3.200E+01, 9.389E+00, 2.973E+01, 3.341E+01, 5.359E+01, 7.145E+01, 9.179E+01, 6.971E+01, 7.236E+02, 9.980E+02, 3.610E+01, 3.358E+01, 3.279E+01
 3.301E+01, 9.250E+00, 2.975E+01, 3.493E+01, 5.025E+01, 7.064E+01, 9.031E+01, 6.703E+01, 6.682E+02, 9.754E+02, 3.588E+01, 3.387E+01, 3.288E+01
 3.401E+01, 9.250E+00, 2.975E+01, 3.707E+01, 5.025E+01, 7.077E+01, 9.702E+01, 6.453E+01, 5.222E+02, 1.026E+03, 3.672E+01, 3.391E+01, 3.297E+01
 3.502E+01, 9.250E+00, 2.975E+01, 3.753E+01, 5.111E+01, 7.025E+01, 1.043E+02, 6.199E+01, 3.506E+02, 1.007E+03, 3.771E+01, 3.393E+01, 3.305E+01
 3.600E+01, 9.250E+00, 2.975E+01, 3.904E+01, 5.114E+01, 7.081E+01, 1.084E+02, 5.980E+01, 2.332E+02, 9.979E+02, 4.461E+01, 3.400E+01, 3.304E+01
 3.701E+01, 9.250E+00, 2.975E+01, 4.030E+01, 5.028E+01, 7.259E+01, 1.058E+02, 5.769E+01, 1.802E+02, 9.665E+02, 5.979E+01, 3.372E+01, 3.297E+01
 3.802E+01, 9.250E+00, 2.975E+01, 4.135E+01, 5.025E+01, 7.081E+01, 1.042E+02, 5.583E+01, 1.348E+02, 9.586E+02, 1.112E+02, 3.362E+01, 3.303E+01
 3.901E+01, 9.250E+00, 2.975E+01, 4.332E+01, 5.127E+01, 7.025E+01, 9.765E+01, 5.424E+01, 1.125E+02, 1.042E+03, 1.813E+02, 3.370E+01, 3.306E+01
 4.001E+01, 9.250E+00, 2.975E+01, 4.434E+01, 5.121E+01, 7.025E+01, 9.876E+01, 5.259E+01, 9.990E+01, 9.810E+02, 2.603E+02, 3.385E+01, 3.306E+01
 4.101E+01, 9.310E+00, 2.975E+01, 4.647E+01, 5.047E+01, 7.038E+01, 9.446E+01, 5.118E+01, 9.123E+01, 9.698E+02, 4.629E+02, 3.427E+01, 3.315E+01
 4.200E+01, 6.999E+00, 2.966E+01, 4.791E+01, 5.028E+01, 7.208E+01, 1.015E+02, 5.008E+01, 8.069E+01, 9.736E+02, 8.643E+02, 3.481E+01, 3.334E+01
 4.301E+01, 1.250E+00, 2.904E+01, 4.893E+01, 5.056E+01, 7.359E+01, 1.084E+02, 4.959E+01, 7.326E+01, 9.733E+02, 9.283E+02, 3.483E+01, 3.350E+01
 4.401E+01, 1.250E+00, 2.963E+01, 4.931E+01, 5.102E+01, 7.262E+01, 1.026E+02, 4.924E+01, 6.973E+01, 9.208E+02, 9.472E+02, 3.476E+01, 3.311E+01
 4.502E+01, 1.250E+00, 2.948E+01, 4.959E+01, 5.177E+01, 7.025E+01, 9.974E+01, 4.882E+01, 6.729E+01, 8.272E+02, 9.587E+02, 3.499E+01, 3.304E+01
 4.602E+01, 1.250E+00, 2.925E+01, 4.975E+01, 5.302E+01, 7.094E+01, 9.025E+01, 4.846E+01, 6.578E+01, 7.342E+02, 9.614E+02, 3.828E+01, 3.357E+01
 4.701E+01, 1.250E+00, 2.925E+01, 4.975E+01, 5.485E+01, 7.125E+01, 9.037E+01, 4.819E+01, 6.388E+01, 6.235E+02, 9.613E+02, 4.424E+01, 3.360E+01
 4.800E+01, 1.250E+00, 2.925E+01, 4.975E+01, 5.632E+01, 7.082E+01, 9.046E+01, 4.801E+01, 6.194E+01, 4.235E+02, 9.424E+02, 4.566E+01, 3.344E+01
 4.902E+01, 1.250E+00, 2.925E+01, 4.975E+01, 5.768E+01, 7.253E+01, 9.222E+01, 4.777E+01, 6.048E+01, 2.869E+02, 9.447E+02, 4.933E+01, 3.360E+01
 5.001E+01, 1.250E+00, 2.925E+01, 4.975E+01, 5.934E+01, 7.099E+01, 9.634E+01, 4.755E+01, 5.895E+01, 1.661E+02, 9.352E+02, 5.696E+01, 3.372E+01
 5.101E+01, 1.250E+00, 2.925E+01, 4.975E+01, 6.030E+01, 7.025E+01, 1.029E+02, 4.737E+01, 5.721E+01, 1.237E+02, 9.494E+02, 6.265E+01, 3.370E+01
 5.201E+01, 1.250E+00, 2.686E+01, 4.975E+01, 6.288E+01, 7.037E+01, 9.793E+01, 4.713E+01, 5.594E+01, 1.069E+02, 9.494E+02, 8.444E+01, 3.364E+01
 5.300E+01, 1.250E+00, 2.881E+01, 4.975E+01, 6.294E+01, 7.025E+01, 9.222E+01, 4.690E+01, 5.515E+01, 1.030E+02, 9.573E+02, 6.114E+01, 3.377E+01
 5.402E+01, 1.250E+00, 2.814E+01, 4.975E+01, 6.519E+01, 7.025E+01, 9.222E+01, 4.670E+01, 5.463E+01, 1.017E+02, 9.814E+02, 7.239E+01, 3.377E+01
 5.502E+01, 1.250E+00, 2.925E+01, 4.975E+01, 6.632E+01, 7.034E+01, 9.112E+01, 4.654E+01, 5.418E+01, 8.747E+01, 9.698E+02, 1.043E+02, 3.466E+01
 5.601E+01, 1.250E+00, 2.925E+01, 4.975E+01, 6.659E+01, 7.025E+01, 9.051E+01, 4.643E+01, 5.385E+01, 7.532E+01, 9.366E+02, 3.914E+02, 3.945E+01
 5.700E+01, 1.250E+00, 2.925E+01, 4.975E+01, 6.855E+01, 7.031E+01, 9.058E+01, 4.638E+01, 5.310E+01, 7.285E+01, 9.366E+02, 6.578E+02, 4.118E+01
 5.801E+01, 1.250E+00, 2.925E+01, 4.925E+01, 6.927E+01, 7.041E+01, 9.164E+01, 4.624E+01, 5.246E+01, 6.986E+01, 9.190E+02, 9.044E+02, 3.985E+01
 5.901E+01, 1.250E+00, 2.925E+01, 4.925E+01, 6.975E+01, 7.066E+01, 9.201E+01, 4.616E+01, 5.192E+01, 6.993E+01, 8.602E+02, 9.421E+02, 3.814E+01
 6.001E+01, 1.250E+00, 2.925E+01, 4.948E+01, 6.934E+01, 7.227E+01, 9.115E+01, 4.601E+01, 5.143E+01, 6.625E+01, 7.780E+02, 1.003E+03, 3.663E+01
