s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.750E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.025E+01, 9.025E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.057E+00, 2.276E+00, 2.202E+01, 3.654E+01, 5.761E+01, 8.552E+01, 1.015E+02, 5.452E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.016E+00, 7.500E-01, 1.941E+01, 3.600E+01, 6.155E+01, 8.370E+01, 1.049E+02, 4.048E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 3.044E+00, 1.136E+00, 1.025E+01, 3.690E+01, 6.494E+01, 7.373E+01, 1.087E+02, 7.023E+02, 3.202E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 4.025E+00, 1.468E+00, 1.025E+01, 3.729E+01, 6.832E+01, 7.591E+01, 1.098E+02, 7.595E+02, 3.281E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 5.002E+00, 1.816E+00, 1.025E+01, 4.308E+01, 6.442E+01, 7.155E+01, 1.098E+02, 8.435E+02, 3.404E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 6.017E+00, 1.855E+00, 1.070E+01, 3.476E+01, 6.643E+01, 7.517E+01, 1.098E+02, 9.005E+02, 3.866E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 7.033E+00, 1.974E+00, 1.025E+01, 3.025E+01, 6.030E+01, 8.542E+01, 1.098E+02, 9.423E+02, 4.844E+01, 3.201E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.002E+00, 2.875E+00, 1.025E+01, 3.025E+01, 5.169E+01, 8.669E+01, 1.098E+02, 9.092E+02, 7.346E+01, 3.202E+01, 3.200E+01, 3.200E+01, 3.200E+01
 9.030E+00, 5.186E+00, 1.025E+01, 3.025E+01, 5.195E+01, 7.814E+01, 1.098E+02, 7.683E+02, 1.024E+02, 3.210E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.003E+01, 5.391E+00, 1.025E+01, 3.025E+01, 5.055E+01, 7.928E+01, 1.097E+02, 7.684E+02, 2.174E+02, 3.239E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.102E+01, 6.169E+00, 1.040E+01, 3.025E+01, 5.025E+01, 7.579E+01, 1.098E+02, 7.886E+02, 2.780E+02, 3.261E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.200E+01, 7.299E+00, 1.061E+01, 3.029E+01, 5.025E+01, 7.235E+01, 1.098E+02, 8.119E+02, 3.024E+02, 3.352E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.302E+01, 8.353E+00, 1.030E+01, 3.079E+01, 5.025E+01, 7.127E+01, 1.097E+02, 7.968E+02, 4.704E+02, 3.398E+01, 3.201E+01, 3.200E+01, 3.200E+01
 1.403E+01, 9.092E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.107E+01, 1.097E+02, 7.234E+02, 6.436E+02, 3.622E+01, 3.203E+01, 3.200E+01, 3.200E+01
 1.502E+01, 9.003E+00, 1.064E+01, 3.093E+01, 5.025E+01, 7.066E+01, 1.098E+02, 6.987E+02, 7.109E+02, 3.881E+01, 3.216E+01, 3.200E+01, 3.200E+01
 1.602E+01, 9.566E+00, 1.106E+01, 3.081E+01, 5.025E+01, 7.029E+01, 1.098E+02, 6.870E+02, 7.448E+02, 4.194E+01, 3.242E+01, 3.200E+01, 3.200E+01
 1.701E+01, 9.597E+00, 1.218E+01, 3.025E+01, 5.027E+01, 7.025E+01, 1.098E+02, 6.586E+02, 7.381E+02, 4.965E+01, 3.256E+01, 3.200E+01, 3.200E+01
 1.800E+01, 9.260E+00, 1.319E+01, 3.025E+01, 5.212E+01, 7.025E+01, 1.098E+02, 6.548E+02, 7.416E+02, 4.962E+01, 3.261E+01, 3.201E+01, 3.200E+01
 1.900E+01, 9.524E+00, 1.330E+01, 3.069E+01, 5.522E+01, 7.025E+01, 1.098E+02, 6.441E+02, 7.087E+02, 4.703E+01, 3.264E+01, 3.202E+01, 3.200E+01
 2.002E+01, 9.548E+00, 1.471E+01, 3.054E+01, 5.193E+01, 7.025E+01, 1.098E+02, 5.994E+02, 7.561E+02, 5.547E+01, 3.298E+01, 3.208E+01, 3.200E+01
 2.100E+01, 9.750E+00, 1.572E+01, 3.127E+01, 5.025E+01, 7.025E+01, 1.097E+02, 5.484E+02, 7.643E+02, 6.918E+01, 3.345E+01, 3.226E+01, 3.200E+01
 2.202E+01, 9.750E+00, 1.677E+01, 3.053E+01, 5.076E+01, 7.025E+01, 1.097E+02, 4.551E+02, 8.114E+02, 8.550E+01, 3.336E+01, 3.246E+01, 3.200E+01
 2.301E+01, 9.750E+00, 1.810E+01, 3.084E+01, 5.025E+01, 7.115E+01, 9.079E+01, 3.677E+02, 8.540E+02, 9.698E+01, 3.472E+01, 3.257E+01, 3.201E+01
 2.400E+01, 9.750E+00, 1.883E+01, 3.087E+01, 5.034E+01, 7.479E+01, 9.025E+01, 2.950E+02, 9.017E+02, 1.186E+02, 3.790E+01, 3.253E+01, 3.202E+01
 2.501E+01, 9.750E+00, 2.121E+01, 3.053E+01, 5.117E+01, 7.834E+01, 9.025E+01, 2.311E+02, 8.986E+02, 1.222E+02, 3.775E+01, 3.249E+01, 3.208E+01
 2.600E+01, 9.750E+00, 2.255E+01, 3.142E+01, 5.228E+01, 7.618E+01, 9.025E+01, 1.842E+02, 8.820E+02, 1.167E+02, 3.731E+01, 3.250E+01, 3.225E+01
 2.701E+01, 8.250E+00, 2.360E+01, 3.043E+01, 5.388E+01, 7.953E+01, 9.027E+01, 1.522E+02, 8.469E+02, 1.765E+02, 3.693E+01, 3.254E+01, 3.236E+01
 2.803E+01, 8.250E+00, 2.526E+01, 3.047E+01, 5.424E+01, 7.697E+01, 9.083E+01, 1.310E+02, 8.763E+02, 2.756E+02, 3.638E+01, 3.258E+01, 3.239E+01
 2.901E+01, 8.250E+00, 2.676E+01, 3.037E+01, 5.163E+01, 7.025E+01, 9.080E+01, 1.150E+02, 8.634E+02, 3.700E+02, 3.636E+01, 3.281E+01, 3.247E+01
 3.001E+01, 8.250E+00, 2.825E+01, 3.025E+01, 5.283E+01, 7.061E+01, 9.091E+01, 1.026E+02, 9.152E+02, 6.340E+02, 3.826E+01, 3.302E+01, 3.252E+01
 3.102E+01, 9.250E+00, 2.919E+01, 3.036E+01, 5.325E+01, 7.025E+01, 9.734E+01, 9.304E+01, 9.272E+02, 8.715E+02, 3.936E+01, 3.430E+01, 3.250E+01
 3.201E+01, 9.250E+00, 2.974E+01, 3.110E+01, 5.257E+01, 7.172E+01, 1.056E+02, 8.620E+01, 8.578E+02, 9.236E+02, 3.791E+01, 3.437E+01, 3.249E+01
 3.302E+01, 9.250E+00, 2.955E+01, 3.301E+01, 5.032E+01, 7.572E+01, 1.047E+02, 8.080E+01, 7.216E+02, 8.975E+02, 3.767E+01, 3.415E+01, 3.252E+01
 3.400E+01, 9.250E+00, 2.938E+01, 3.407E+01, 5.038E+01, 7.840E+01, 1.075E+02, 7.640E+01, 6.904E+02, 8.813E+02, 3.883E+01, 3.398E+01, 3.252E+01
 3.502E+01, 9.250E+00, 2.959E+01, 3.577E+01, 5.145E+01, 8.120E+01, 9.722E+01, 7.257E+01, 6.592E+02, 8.848E+02, 3.979E+01, 3.370E+01, 3.248E+01
 3.602E+01, 9.250E+00, 2.975E+01, 3.720E+01, 5.031E+01, 8.139E+01, 9.962E+01, 6.920E+01, 6.236E+02, 9.340E+02, 5.127E+01, 3.344E+01, 3.255E+01
 3.700E+01, 9.250E+00, 2.975E+01, 3.889E+01, 5.053E+01, 7.129E+01, 9.025E+01, 6.629E+01, 5.067E+02, 9.071E+02, 9.265E+01, 3.367E+01, 3.283E+01
 3.802E+01, 9.250E+00, 2.975E+01, 4.028E+01, 5.094E+01, 7.484E+01, 9.025E+01, 6.377E+01, 3.731E+02, 9.133E+02, 9.326E+01, 3.333E+01, 3.283E+01
 3.901E+01, 9.250E+00, 2.975E+01, 4.127E+01, 5.040E+01, 7.839E+01, 9.187E+01, 6.146E+01, 2.676E+02, 9.363E+02, 1.023E+02, 3.326E+01, 3.269E+01
 4.000E+01, 9.250E+00, 2.954E+01, 4.288E+01, 5.062E+01, 8.344E+01, 9.897E+01, 5.944E+01, 1.934E+02, 9.398E+02, 1.322E+02, 3.393E+01, 3.260E+01
 4.101E+01, 9.250E+00, 2.925E+01, 4.429E+01, 5.032E+01, 8.637E+01, 9.681E+01, 5.753E+01, 1.509E+02, 8.997E+02, 2.183E+02, 3.429E+01, 3.314E+01
 4.202E+01, 9.250E+00, 2.925E+01, 4.541E+01, 5.025E+01, 7.067E+01, 9.088E+01, 5.580E+01, 1.261E+02, 8.667E+02, 2.237E+02, 3.472E+01, 3.395E+01
 4.302E+01, 9.250E+00, 2.925E+01, 4.710E+01, 5.035E+01, 7.025E+01, 9.309E+01, 5.425E+01, 1.083E+02, 8.547E+02, 3.606E+02, 3.577E+01, 3.371E+01
 4.401E+01, 9.250E+00, 2.925E+01, 4.870E+01, 5.025E+01, 7.062E+01, 1.003E+02, 5.286E+01, 9.629E+01, 8.640E+02, 6.157E+02, 3.883E+01, 3.358E+01
 4.502E+01, 9.250E+00, 2.925E+01, 4.961E+01, 5.031E+01, 7.125E+01, 1.028E+02, 5.161E+01, 8.871E+01, 8.549E+02, 8.388E+02, 4.018E+01, 3.353E+01
 4.601E+01, 9.250E+00, 2.925E+01, 4.838E+01, 5.146E+01, 7.125E+01, 1.063E+02, 5.050E+01, 8.301E+01, 7.038E+02, 8.591E+02, 4.064E+01, 3.341E+01
 4.702E+01, 9.250E+00, 2.925E+01, 4.895E+01, 5.253E+01, 7.125E+01, 1.042E+02, 4.949E+01, 7.853E+01, 6.943E+02, 8.681E+02, 3.994E+01, 3.311E+01
 4.801E+01, 9.250E+00, 2.925E+01, 4.975E+01, 5.361E+01, 7.090E+01, 9.427E+01, 4.860E+01, 7.492E+01, 6.539E+02, 8.780E+02, 4.216E+01, 3.287E+01
 4.902E+01, 8.271E+00, 2.925E+01, 4.972E+01, 5.532E+01, 7.025E+01, 9.818E+01, 4.781E+01, 7.144E+01, 6.181E+02, 8.742E+02, 6.041E+01, 3.306E+01
 5.002E+01, 7.750E+00, 2.925E+01, 4.975E+01, 5.626E+01, 7.025E+01, 9.218E+01, 4.718E+01, 6.851E+01, 5.343E+02, 8.824E+02, 7.554E+01, 3.364E+01
 5.101E+01, 7.750E+00, 2.925E+01, 4.975E+01, 5.777E+01, 7.128E+01, 9.082E+01, 4.662E+01, 6.628E+01, 4.043E+02, 9.200E+02, 9.038E+01, 3.471E+01
 5.202E+01, 7.750E+00, 2.914E+01, 4.975E+01, 5.908E+01, 7.222E+01, 9.353E+01, 4.610E+01, 6.463E+01, 3.155E+02, 8.857E+02, 9.344E+01, 3.461E+01
 5.302E+01, 7.750E+00, 2.875E+01, 4.975E+01, 6.032E+01, 7.121E+01, 9.603E+01, 4.562E+01, 6.317E+01, 2.339E+02, 8.699E+02, 1.087E+02, 3.441E+01
 5.402E+01, 7.750E+00, 2.875E+01, 4.975E+01, 6.158E+01, 7.028E+01, 9.814E+01, 4.519E+01, 6.207E+01, 1.785E+02, 8.585E+02, 1.212E+02, 3.422E+01
 5.501E+01, 7.750E+00, 2.875E+01, 4.975E+01, 6.259E+01, 7.046E+01, 1.009E+02, 4.479E+01, 6.115E+01, 1.412E+02, 8.704E+02, 1.381E+02, 3.432E+01
 5.602E+01, 7.750E+00, 2.875E+01, 4.975E+01, 6.468E+01, 7.056E+01, 1.032E+02, 4.442E+01, 6.030E+01, 1.185E+02, 8.937E+02, 1.635E+02, 3.432E+01
 5.702E+01, 7.750E+00, 2.875E+01, 4.975E+01, 6.611E+01, 7.039E+01, 9.540E+01, 4.407E+01, 5.948E+01, 1.001E+02, 8.837E+02, 2.416E+02, 3.356E+01
 5.803E+01, 7.750E+00, 2.875E+01, 4.975E+01, 6.729E+01, 7.025E+01, 9.025E+01, 4.374E+01, 5.866E+01, 8.900E+01, 9.152E+02, 4.304E+02, 3.359E+01
 5.901E+01, 7.750E+00, 2.875E+01, 4.975E+01, 6.866E+01, 7.025E+01, 9.025E+01, 4.343E+01, 5.781E+01, 8.199E+01, 9.227E+02, 7.410E+02, 3.417E+01
 6.002E+01, 7.750E+00, 2.875E+01, 4.975E+01, 6.913E+01, 7.055E+01, 9.025E+01, 4.314E+01, 5.696E+01, 7.656E+01, 8.434E+02, 8.648E+02, 3.580E+01
