s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.875E+00, 1.012E+01, 3.012E+01, 5.012E+01, 7.012E+01, 9.012E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.019E+00, 1.880E+00, 2.629E+01, 3.757E+01, 5.833E+01, 8.247E+01, 1.020E+02, 1.440E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.014E+00, 5.209E-01, 1.999E+01, 3.833E+01, 5.601E+01, 8.406E+01, 1.053E+02, 6.496E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 3.015E+00, 8.534E-01, 1.012E+01, 3.927E+01, 5.890E+01, 8.257E+01, 1.091E+02, 8.055E+02, 3.379E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 4.017E+00, 9.488E-01, 1.051E+01, 4.298E+01, 5.698E+01, 8.318E+01, 1.097E+02, 8.843E+02, 4.124E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 5.004E+00, 1.170E+00, 1.020E+01, 3.502E+01, 5.937E+01, 8.434E+01, 1.095E+02, 1.004E+03, 9.071E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 6.003E+00, 1.238E+00, 1.012E+01, 3.226E+01, 6.380E+01, 8.512E+01, 1.093E+02, 1.016E+03, 1.214E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 7.012E+00, 1.478E+00, 1.013E+01, 3.013E+01, 5.814E+01, 8.793E+01, 1.097E+02, 1.051E+03, 1.597E+02, 3.202E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.003E+00, 2.330E+00, 1.088E+01, 3.013E+01, 6.141E+01, 8.831E+01, 1.091E+02, 1.027E+03, 1.960E+02, 3.226E+01, 3.200E+01, 3.200E+01, 3.200E+01
 9.008E+00, 3.467E+00, 1.030E+01, 3.041E+01, 5.485E+01, 8.160E+01, 1.093E+02, 1.005E+03, 2.930E+02, 3.253E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.001E+01, 5.043E+00, 1.041E+01, 3.104E+01, 5.077E+01, 8.376E+01, 1.089E+02, 9.989E+02, 5.640E+02, 3.277E+01, 3.200E+01, 3.200E+01, 3.200E+01
