s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.750E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.025E+01, 9.025E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.077E+00, 2.360E+00, 2.076E+01, 3.476E+01, 5.771E+01, 8.383E+01, 1.016E+02, 5.512E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.001E+00, 7.500E-01, 2.243E+01, 3.975E+01, 6.693E+01, 8.811E+01, 1.048E+02, 3.853E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 3.031E+00, 1.117E+00, 1.314E+01, 3.574E+01, 5.873E+01, 7.151E+01, 1.086E+02, 7.317E+02, 3.205E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 4.004E+00, 1.500E+00, 1.025E+01, 3.402E+01, 6.794E+01, 7.418E+01, 1.098E+02, 7.769E+02, 3.312E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 5.039E+00, 1.791E+00, 1.025E+01, 3.280E+01, 6.871E+01, 7.677E+01, 1.098E+02, 8.374E+02, 3.461E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 6.033E+00, 2.250E+00, 1.025E+01, 3.219E+01, 6.683E+01, 7.195E+01, 1.094E+02, 9.174E+02, 3.829E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 7.020E+00, 2.639E+00, 1.025E+01, 3.025E+01, 6.406E+01, 7.398E+01, 1.097E+02, 9.157E+02, 4.372E+01, 3.201E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.026E+00, 4.546E+00, 1.025E+01, 3.025E+01, 5.116E+01, 7.545E+01, 1.098E+02, 8.353E+02, 6.212E+01, 3.202E+01, 3.200E+01, 3.200E+01, 3.200E+01
 9.025E+00, 4.818E+00, 1.025E+01, 3.025E+01, 5.243E+01, 7.954E+01, 1.098E+02, 7.810E+02, 1.906E+02, 3.213E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.001E+01, 5.581E+00, 1.025E+01, 3.025E+01, 5.065E+01, 8.230E+01, 1.097E+02, 7.800E+02, 3.292E+02, 3.242E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.100E+01, 7.318E+00, 1.025E+01, 3.025E+01, 5.037E+01, 7.621E+01, 1.093E+02, 7.923E+02, 5.310E+02, 3.262E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.201E+01, 8.844E+00, 1.025E+01, 3.041E+01, 5.025E+01, 7.256E+01, 1.096E+02, 8.026E+02, 7.472E+02, 3.303E+01, 3.201E+01, 3.200E+01, 3.200E+01
 1.301E+01, 8.250E+00, 1.085E+01, 3.025E+01, 5.025E+01, 7.118E+01, 1.098E+02, 7.353E+02, 8.185E+02, 3.333E+01, 3.202E+01, 3.200E+01, 3.200E+01
 1.401E+01, 9.308E+00, 1.178E+01, 3.048E+01, 5.025E+01, 7.198E+01, 1.093E+02, 7.249E+02, 8.600E+02, 3.510E+01, 3.204E+01, 3.200E+01, 3.200E+01
 1.503E+01, 9.690E+00, 1.321E+01, 3.107E+01, 5.025E+01, 7.098E+01, 1.097E+02, 7.205E+02, 9.103E+02, 4.332E+01, 3.218E+01, 3.200E+01, 3.200E+01
 1.600E+01, 9.750E+00, 1.422E+01, 3.048E+01, 5.025E+01, 7.122E+01, 1.097E+02, 6.143E+02, 9.235E+02, 5.572E+01, 3.245E+01, 3.200E+01, 3.200E+01
 1.702E+01, 9.750E+00, 1.549E+01, 3.046E+01, 5.081E+01, 7.025E+01, 1.095E+02, 4.174E+02, 8.759E+02, 4.730E+01, 3.259E+01, 3.201E+01, 3.200E+01
 1.802E+01, 9.518E+00, 1.661E+01, 3.075E+01, 5.304E+01, 7.025E+01, 1.097E+02, 2.598E+02, 9.376E+02, 4.564E+01, 3.257E+01, 3.201E+01, 3.200E+01
 1.901E+01, 9.750E+00, 1.880E+01, 3.075E+01, 5.025E+01, 7.025E+01, 1.097E+02, 1.881E+02, 9.507E+02, 4.432E+01, 3.274E+01, 3.203E+01, 3.200E+01
 2.002E+01, 9.571E+00, 1.950E+01, 3.040E+01, 5.038E+01, 7.025E+01, 1.097E+02, 1.407E+02, 9.409E+02, 4.262E+01, 3.303E+01, 3.209E+01, 3.200E+01
 2.101E+01, 8.350E+00, 2.174E+01, 3.655E+01, 5.025E+01, 7.025E+01, 1.097E+02, 1.155E+02, 9.846E+02, 4.167E+01, 3.324E+01, 3.223E+01, 3.200E+01
 2.201E+01, 9.750E+00, 2.312E+01, 3.044E+01, 5.108E+01, 7.026E+01, 1.000E+02, 1.015E+02, 9.842E+02, 4.930E+01, 3.325E+01, 3.240E+01, 3.200E+01
 2.302E+01, 8.873E+00, 2.484E+01, 3.025E+01, 5.025E+01, 7.270E+01, 9.025E+01, 8.919E+01, 9.831E+02, 5.437E+01, 3.349E+01, 3.241E+01, 3.201E+01
 2.402E+01, 9.750E+00, 2.561E+01, 3.025E+01, 5.032E+01, 7.163E+01, 9.025E+01, 8.087E+01, 9.213E+02, 5.585E+01, 3.325E+01, 3.245E+01, 3.203E+01
 2.502E+01, 9.750E+00, 2.658E+01, 3.025E+01, 5.073E+01, 7.025E+01, 9.025E+01, 7.508E+01, 9.814E+02, 9.803E+01, 3.318E+01, 3.259E+01, 3.210E+01
 2.600E+01, 9.750E+00, 2.752E+01, 3.033E+01, 5.025E+01, 7.079E+01, 9.025E+01, 7.091E+01, 9.299E+02, 2.828E+02, 3.338E+01, 3.281E+01, 3.222E+01
 2.701E+01, 9.423E+00, 2.855E+01, 3.025E+01, 5.025E+01, 7.313E+01, 9.033E+01, 6.722E+01, 9.423E+02, 6.908E+02, 3.371E+01, 3.286E+01, 3.228E+01
 2.802E+01, 9.250E+00, 2.940E+01, 3.062E+01, 5.025E+01, 7.594E+01, 9.133E+01, 6.412E+01, 9.412E+02, 9.322E+02, 3.389E+01, 3.287E+01, 3.230E+01
 2.902E+01, 9.250E+00, 2.946E+01, 3.155E+01, 5.025E+01, 8.005E+01, 9.127E+01, 6.138E+01, 7.538E+02, 9.214E+02, 3.398E+01, 3.287E+01, 3.242E+01
 3.001E+01, 9.250E+00, 2.951E+01, 3.326E+01, 5.025E+01, 8.381E+01, 9.033E+01, 5.901E+01, 6.928E+02, 9.378E+02, 3.417E+01, 3.289E+01, 3.257E+01
 3.101E+01, 9.250E+00, 2.975E+01, 3.452E+01, 5.025E+01, 8.740E+01, 9.025E+01, 5.686E+01, 4.913E+02, 9.430E+02, 3.492E+01, 3.287E+01, 3.272E+01
 3.201E+01, 9.250E+00, 2.975E+01, 3.570E+01, 5.083E+01, 8.508E+01, 9.069E+01, 5.502E+01, 3.249E+02, 8.972E+02, 3.669E+01, 3.274E+01, 3.277E+01
 3.300E+01, 9.250E+00, 2.975E+01, 3.737E+01, 5.296E+01, 7.025E+01, 9.906E+01, 5.339E+01, 2.068E+02, 9.515E+02, 3.976E+01, 3.270E+01, 3.268E+01
 3.401E+01, 9.250E+00, 2.975E+01, 3.862E+01, 5.052E+01, 7.025E+01, 1.057E+02, 5.166E+01, 1.493E+02, 9.551E+02, 4.706E+01, 3.275E+01, 3.276E+01
 3.502E+01, 9.250E+00, 2.975E+01, 3.995E+01, 5.125E+01, 7.025E+01, 1.085E+02, 5.026E+01, 1.165E+02, 9.458E+02, 4.972E+01, 3.281E+01, 3.273E+01
 3.602E+01, 9.250E+00, 2.975E+01, 4.161E+01, 5.045E+01, 7.025E+01, 1.081E+02, 4.882E+01, 9.676E+01, 9.636E+02, 6.354E+01, 3.294E+01, 3.263E+01
 3.701E+01, 9.250E+00, 2.946E+01, 4.340E+01, 5.031E+01, 7.025E+01, 1.089E+02, 4.757E+01, 8.095E+01, 9.410E+02, 7.439E+01, 3.320E+01, 3.260E+01
 3.801E+01, 9.250E+00, 2.897E+01, 4.461E+01, 5.117E+01, 7.025E+01, 9.132E+01, 4.657E+01, 6.918E+01, 9.438E+02, 1.078E+02, 3.321E+01, 3.247E+01
 3.900E+01, 9.562E+00, 2.975E+01, 4.609E+01, 5.064E+01, 7.025E+01, 9.025E+01, 4.561E+01, 6.676E+01, 9.788E+02, 1.248E+02, 3.329E+01, 3.248E+01
 4.002E+01, 5.197E+00, 2.975E+01, 4.778E+01, 5.045E+01, 7.118E+01, 9.025E+01, 4.489E+01, 6.600E+01, 9.504E+02, 5.386E+02, 3.327E+01, 3.288E+01
 4.102E+01, 1.750E+00, 2.975E+01, 4.907E+01, 5.037E+01, 7.038E+01, 9.254E+01, 4.454E+01, 6.361E+01, 9.209E+02, 8.785E+02, 3.332E+01, 3.301E+01
 4.200E+01, 1.750E+00, 2.975E+01, 4.929E+01, 5.091E+01, 7.025E+01, 9.721E+01, 4.430E+01, 6.056E+01, 8.257E+02, 9.104E+02, 3.354E+01, 3.289E+01
 4.302E+01, 1.750E+00, 2.975E+01, 4.957E+01, 5.216E+01, 7.025E+01, 1.027E+02, 4.408E+01, 5.883E+01, 7.336E+02, 9.528E+02, 3.383E+01, 3.287E+01
 4.403E+01, 1.750E+00, 2.975E+01, 4.972E+01, 5.364E+01, 7.033E+01, 1.079E+02, 4.388E+01, 5.755E+01, 6.310E+02, 9.671E+02, 3.425E+01, 3.295E+01
 4.501E+01, 1.750E+00, 2.967E+01, 4.975E+01, 5.499E+01, 7.025E+01, 1.004E+02, 4.367E+01, 5.627E+01, 4.038E+02, 9.288E+02, 3.483E+01, 3.285E+01
 4.602E+01, 1.750E+00, 2.815E+01, 4.975E+01, 5.581E+01, 7.025E+01, 9.030E+01, 4.348E+01, 5.464E+01, 2.886E+02, 9.445E+02, 4.009E+01, 3.294E+01
 4.701E+01, 1.750E+00, 2.572E+01, 4.975E+01, 5.818E+01, 7.025E+01, 9.064E+01, 4.332E+01, 5.354E+01, 1.822E+02, 9.200E+02, 4.253E+01, 3.295E+01
 4.802E+01, 1.750E+00, 2.646E+01, 4.975E+01, 5.981E+01, 7.046E+01, 9.080E+01, 4.314E+01, 5.289E+01, 1.216E+02, 9.403E+02, 4.272E+01, 3.313E+01
 4.902E+01, 1.750E+00, 2.597E+01, 4.975E+01, 6.102E+01, 7.078E+01, 9.211E+01, 4.300E+01, 5.212E+01, 1.004E+02, 9.481E+02, 4.359E+01, 3.327E+01
 5.003E+01, 1.750E+00, 2.568E+01, 4.897E+01, 6.204E+01, 7.042E+01, 9.505E+01, 4.286E+01, 5.161E+01, 8.684E+01, 9.350E+02, 7.188E+01, 3.331E+01
 5.101E+01, 1.750E+00, 2.639E+01, 4.822E+01, 6.339E+01, 7.137E+01, 9.487E+01, 4.272E+01, 5.099E+01, 8.063E+01, 9.421E+02, 7.821E+01, 3.321E+01
 5.203E+01, 1.750E+00, 2.661E+01, 4.973E+01, 6.499E+01, 7.045E+01, 9.025E+01, 4.260E+01, 5.057E+01, 7.667E+01, 9.002E+02, 1.766E+02, 3.323E+01
 5.301E+01, 1.750E+00, 2.675E+01, 4.909E+01, 6.590E+01, 7.047E+01, 9.025E+01, 4.247E+01, 4.996E+01, 6.922E+01, 9.043E+02, 2.261E+02, 3.350E+01
 5.402E+01, 1.750E+00, 2.675E+01, 4.853E+01, 6.853E+01, 7.025E+01, 9.067E+01, 4.237E+01, 4.945E+01, 6.603E+01, 9.105E+02, 4.181E+02, 3.387E+01
 5.501E+01, 1.750E+00, 2.675E+01, 4.876E+01, 6.920E+01, 7.031E+01, 9.125E+01, 4.224E+01, 4.889E+01, 6.287E+01, 9.170E+02, 8.537E+02, 3.486E+01
 5.601E+01, 1.750E+00, 2.675E+01, 4.955E+01, 6.971E+01, 7.063E+01, 9.149E+01, 4.213E+01, 4.846E+01, 6.177E+01, 8.922E+02, 9.296E+02, 3.912E+01
 5.701E+01, 1.750E+00, 2.675E+01, 4.775E+01, 6.912E+01, 7.187E+01, 9.331E+01, 4.202E+01, 4.796E+01, 6.038E+01, 7.429E+02, 9.423E+02, 4.324E+01
 5.801E+01, 1.750E+00, 2.675E+01, 4.886E+01, 6.968E+01, 7.347E+01, 9.375E+01, 4.193E+01, 4.752E+01, 5.863E+01, 6.668E+02, 9.280E+02, 4.319E+01
 5.902E+01, 1.750E+00, 2.675E+01, 4.975E+01, 6.975E+01, 7.467E+01, 9.360E+01, 4.183E+01, 4.707E+01, 5.665E+01, 5.877E+02, 9.238E+02, 4.121E+01
 6.002E+01, 1.750E+00, 2.675E+01, 4.915E+01, 6.975E+01, 7.593E+01, 9.025E+01, 4.174E+01, 4.666E+01, 5.540E+01, 3.975E+02, 9.204E+02, 4.590E+01
