s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.500E+00, 1.050E+01, 3.050E+01, 5.050E+01, 7.050E+01, 9.050E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.037E+00, 5.787E+00, 2.744E+01, 4.725E+01, 6.856E+01, 8.650E+01, 1.006E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.049E+00, 6.667E-01, 2.950E+01, 4.000E+01, 6.950E+01, 8.633E+01, 1.037E+02, 8.676E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 3.060E+00, 1.500E+00, 2.950E+01, 3.050E+01, 6.950E+01, 7.050E+01, 1.070E+02, 3.552E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 4.112E+00, 1.612E+00, 1.050E+01, 3.050E+01, 6.950E+01, 8.950E+01, 1.093E+02, 5.435E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 5.051E+00, 1.699E+00, 1.050E+01, 3.050E+01, 6.950E+01, 8.649E+01, 1.095E+02, 6.067E+02, 3.210E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 6.049E+00, 1.612E+00, 1.050E+01, 3.050E+01, 6.838E+01, 8.150E+01, 1.095E+02, 6.002E+02, 3.290E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 7.048E+00, 2.195E+00, 1.050E+01, 3.050E+01, 6.614E+01, 8.295E+01, 1.095E+02, 5.878E+02, 3.601E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 8.069E+00, 3.000E+00, 1.050E+01, 3.050E+01, 6.700E+01, 8.550E+01, 1.095E+02, 5.619E+02, 3.988E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 9.004E+00, 4.318E+00, 1.050E+01, 3.050E+01, 6.768E+01, 8.150E+01, 1.095E+02, 5.687E+02, 5.582E+01, 3.201E+01, 3.200E+01, 3.200E+01, 3.201E+01
 1.002E+01, 5.083E+00, 1.075E+01, 3.050E+01, 6.475E+01, 8.150E+01, 1.095E+02, 5.949E+02, 8.450E+01, 3.208E+01, 3.200E+01, 3.200E+01, 3.201E+01
 1.105E+01, 5.917E+00, 1.058E+01, 3.050E+01, 5.050E+01, 8.150E+01, 1.095E+02, 5.982E+02, 9.968E+01, 3.237E+01, 3.200E+01, 3.200E+01, 3.201E+01
 1.207E+01, 6.683E+00, 1.050E+01, 3.050E+01, 5.050E+01, 8.150E+01, 1.095E+02, 6.262E+02, 1.384E+02, 3.279E+01, 3.200E+01, 3.200E+01, 3.201E+01
 1.307E+01, 7.912E+00, 1.050E+01, 3.050E+01, 5.050E+01, 8.150E+01, 1.095E+02, 6.360E+02, 3.380E+02, 3.343E+01, 3.200E+01, 3.200E+01, 3.201E+01
 1.405E+01, 8.573E+00, 1.050E+01, 3.050E+01, 5.050E+01, 8.150E+01, 1.095E+02, 6.482E+02, 5.199E+02, 3.624E+01, 3.201E+01, 3.200E+01, 3.201E+01
 1.501E+01, 9.500E+00, 1.071E+01, 3.050E+01, 5.050E+01, 7.978E+01, 1.095E+02, 6.191E+02, 5.545E+02, 4.124E+01, 3.203E+01, 3.200E+01, 3.201E+01
 1.607E+01, 9.286E+00, 1.079E+01, 3.050E+01, 5.050E+01, 7.050E+01, 1.095E+02, 4.986E+02, 5.861E+02, 4.121E+01, 3.210E+01, 3.200E+01, 3.201E+01
 1.705E+01, 9.269E+00, 1.242E+01, 3.050E+01, 5.050E+01, 7.050E+01, 1.095E+02, 4.077E+02, 6.107E+02, 4.484E+01, 3.217E+01, 3.200E+01, 3.201E+01
 1.802E+01, 9.500E+00, 1.257E+01, 3.050E+01, 5.050E+01, 7.050E+01, 1.095E+02, 3.548E+02, 5.588E+02, 5.166E+01, 3.227E+01, 3.200E+01, 3.201E+01
 1.906E+01, 9.500E+00, 1.429E+01, 3.050E+01, 5.050E+01, 7.050E+01, 1.095E+02, 2.864E+02, 5.167E+02, 5.702E+01, 3.294E+01, 3.200E+01, 3.201E+01
 2.006E+01, 9.500E+00, 1.519E+01, 3.050E+01, 5.050E+01, 7.050E+01, 1.095E+02, 2.008E+02, 5.238E+02, 5.431E+01, 3.401E+01, 3.201E+01, 3.201E+01
 2.106E+01, 9.500E+00, 1.550E+01, 3.050E+01, 5.050E+01, 7.050E+01, 1.095E+02, 1.612E+02, 5.646E+02, 5.283E+01, 3.444E+01, 3.204E+01, 3.201E+01
 2.206E+01, 9.500E+00, 1.750E+01, 3.050E+01, 5.050E+01, 7.050E+01, 1.095E+02, 1.445E+02, 5.832E+02, 5.098E+01, 3.455E+01, 3.207E+01, 3.201E+01
 2.306E+01, 9.500E+00, 1.788E+01, 3.050E+01, 5.050E+01, 7.050E+01, 1.095E+02, 1.148E+02, 5.484E+02, 5.275E+01, 3.448E+01, 3.211E+01, 3.201E+01
 2.406E+01, 9.500E+00, 1.948E+01, 3.050E+01, 5.050E+01, 7.050E+01, 1.095E+02, 8.924E+01, 5.991E+02, 5.367E+01, 3.457E+01, 3.230E+01, 3.201E+01
 2.505E+01, 9.500E+00, 2.094E+01, 3.050E+01, 5.050E+01, 7.050E+01, 9.525E+01, 7.878E+01, 6.532E+02, 5.474E+01, 3.485E+01, 3.263E+01, 3.201E+01
 2.602E+01, 9.500E+00, 2.226E+01, 3.050E+01, 5.050E+01, 7.050E+01, 9.050E+01, 7.331E+01, 5.801E+02, 5.701E+01, 3.536E+01, 3.294E+01, 3.203E+01
 2.705E+01, 9.500E+00, 2.312E+01, 3.050E+01, 5.050E+01, 7.050E+01, 9.050E+01, 6.530E+01, 6.153E+02, 7.204E+01, 3.605E+01, 3.345E+01, 3.207E+01
 2.803E+01, 9.500E+00, 2.444E+01, 3.050E+01, 5.050E+01, 7.076E+01, 9.050E+01, 5.916E+01, 6.638E+02, 9.496E+01, 3.675E+01, 3.372E+01, 3.211E+01
 2.904E+01, 9.500E+00, 2.475E+01, 3.101E+01, 5.050E+01, 7.251E+01, 9.050E+01, 5.556E+01, 6.239E+02, 1.385E+02, 3.682E+01, 3.382E+01, 3.215E+01
 3.006E+01, 9.500E+00, 2.637E+01, 3.050E+01, 5.050E+01, 7.581E+01, 9.050E+01, 5.300E+01, 6.468E+02, 1.587E+02, 3.660E+01, 3.385E+01, 3.229E+01
 3.104E+01, 9.500E+00, 2.783E+01, 3.050E+01, 5.050E+01, 7.758E+01, 9.050E+01, 5.049E+01, 6.424E+02, 2.457E+02, 3.652E+01, 3.398E+01, 3.249E+01
 3.202E+01, 9.500E+00, 2.914E+01, 3.050E+01, 5.050E+01, 7.050E+01, 9.050E+01, 4.863E+01, 6.533E+02, 5.599E+02, 3.684E+01, 3.444E+01, 3.289E+01
 3.305E+01, 8.358E+00, 2.950E+01, 3.154E+01, 5.050E+01, 7.096E+01, 9.050E+01, 4.696E+01, 4.460E+02, 6.877E+02, 3.740E+01, 3.477E+01, 3.309E+01
 3.404E+01, 3.676E+00, 2.915E+01, 3.350E+01, 5.050E+01, 7.209E+01, 9.050E+01, 4.573E+01, 2.170E+02, 7.132E+02, 3.822E+01, 3.479E+01, 3.309E+01
 3.501E+01, 3.500E+00, 2.950E+01, 3.464E+01, 5.050E+01, 7.056E+01, 9.050E+01, 4.529E+01, 1.675E+02, 6.889E+02, 3.885E+01, 3.482E+01, 3.325E+01
 3.606E+01, 3.500E+00, 2.950E+01, 3.550E+01, 5.133E+01, 7.050E+01, 9.050E+01, 4.466E+01, 1.210E+02, 6.688E+02, 3.879E+01, 3.486E+01, 3.360E+01
 3.705E+01, 3.500E+00, 2.931E+01, 3.644E+01, 5.175E+01, 7.050E+01, 9.375E+01, 4.426E+01, 1.030E+02, 5.906E+02, 3.930E+01, 3.479E+01, 3.369E+01
 3.803E+01, 3.500E+00, 2.850E+01, 3.778E+01, 5.050E+01, 7.115E+01, 1.055E+02, 4.392E+01, 9.391E+01, 6.580E+02, 4.169E+01, 3.481E+01, 3.401E+01
 3.900E+01, 3.500E+00, 2.850E+01, 3.912E+01, 5.067E+01, 7.050E+01, 1.058E+02, 4.345E+01, 8.748E+01, 6.915E+02, 4.774E+01, 3.510E+01, 3.397E+01
 4.001E+01, 3.500E+00, 2.850E+01, 4.072E+01, 5.107E+01, 7.050E+01, 1.047E+02, 4.303E+01, 8.119E+01, 6.771E+02, 4.905E+01, 3.545E+01, 3.383E+01
 4.102E+01, 3.500E+00, 2.850E+01, 4.173E+01, 5.050E+01, 7.050E+01, 1.085E+02, 4.274E+01, 7.599E+01, 6.775E+02, 5.717E+01, 3.547E+01, 3.366E+01
 4.202E+01, 3.500E+00, 2.850E+01, 4.325E+01, 5.050E+01, 7.050E+01, 9.776E+01, 4.243E+01, 7.141E+01, 6.645E+02, 6.102E+01, 3.527E+01, 3.326E+01
 4.305E+01, 3.500E+00, 2.850E+01, 4.436E+01, 5.109E+01, 7.050E+01, 9.270E+01, 4.213E+01, 6.772E+01, 6.778E+02, 7.649E+01, 3.548E+01, 3.328E+01
