s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.750E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.025E+01, 9.025E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.054E+00, 2.992E+00, 1.914E+01, 3.430E+01, 5.785E+01, 8.468E+01, 1.016E+02, 5.232E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.010E+00, 1.068E+00, 2.243E+01, 4.352E+01, 6.798E+01, 8.157E+01, 1.048E+02, 4.052E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 3.054E+00, 1.317E+00, 1.146E+01, 4.314E+01, 5.380E+01, 7.196E+01, 1.085E+02, 6.734E+02, 3.207E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 4.020E+00, 1.808E+00, 1.025E+01, 3.209E+01, 6.819E+01, 7.512E+01, 1.097E+02, 7.464E+02, 3.356E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.201E+01
 5.007E+00, 2.399E+00, 1.025E+01, 3.283E+01, 6.896E+01, 7.749E+01, 1.098E+02, 8.046E+02, 3.664E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 6.021E+00, 2.772E+00, 1.025E+01, 3.151E+01, 5.552E+01, 7.468E+01, 1.094E+02, 8.570E+02, 4.006E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 7.040E+00, 3.431E+00, 1.025E+01, 3.025E+01, 5.516E+01, 7.418E+01, 1.098E+02, 8.613E+02, 4.936E+01, 3.201E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.015E+00, 4.259E+00, 1.025E+01, 3.025E+01, 5.142E+01, 7.702E+01, 1.098E+02, 7.836E+02, 8.558E+01, 3.202E+01, 3.200E+01, 3.200E+01, 3.200E+01
 9.011E+00, 5.910E+00, 1.031E+01, 3.025E+01, 5.204E+01, 7.986E+01, 1.098E+02, 7.931E+02, 1.712E+02, 3.211E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.003E+01, 7.321E+00, 1.033E+01, 3.025E+01, 5.111E+01, 8.265E+01, 1.097E+02, 7.905E+02, 2.714E+02, 3.240E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.103E+01, 9.146E+00, 1.025E+01, 3.025E+01, 5.025E+01, 7.530E+01, 1.095E+02, 7.720E+02, 6.425E+02, 3.278E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.203E+01, 9.625E+00, 1.038E+01, 3.025E+01, 5.025E+01, 7.301E+01, 1.098E+02, 7.405E+02, 7.546E+02, 3.341E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.304E+01, 9.750E+00, 1.138E+01, 3.025E+01, 5.025E+01, 7.106E+01, 1.098E+02, 5.867E+02, 7.478E+02, 3.364E+01, 3.201E+01, 3.200E+01, 3.200E+01
 1.402E+01, 9.750E+00, 1.252E+01, 3.025E+01, 5.025E+01, 7.243E+01, 1.097E+02, 3.341E+02, 7.799E+02, 3.453E+01, 3.203E+01, 3.200E+01, 3.200E+01
 1.501E+01, 9.750E+00, 1.376E+01, 3.039E+01, 5.025E+01, 7.130E+01, 1.098E+02, 1.910E+02, 7.630E+02, 4.669E+01, 3.214E+01, 3.200E+01, 3.200E+01
 1.603E+01, 9.750E+00, 1.493E+01, 3.051E+01, 5.025E+01, 7.154E+01, 1.097E+02, 1.408E+02, 7.770E+02, 4.671E+01, 3.239E+01, 3.200E+01, 3.200E+01
 1.701E+01, 9.750E+00, 1.533E+01, 3.025E+01, 5.029E+01, 7.084E+01, 1.097E+02, 1.058E+02, 7.337E+02, 5.362E+01, 3.247E+01, 3.200E+01, 3.200E+01
 1.801E+01, 9.750E+00, 1.681E+01, 3.050E+01, 5.025E+01, 7.025E+01, 1.098E+02, 8.973E+01, 7.365E+02, 5.691E+01, 3.258E+01, 3.201E+01, 3.200E+01
 1.900E+01, 9.750E+00, 1.797E+01, 3.025E+01, 5.078E+01, 7.025E+01, 1.098E+02, 7.891E+01, 7.747E+02, 6.698E+01, 3.266E+01, 3.202E+01, 3.200E+01
 2.002E+01, 9.750E+00, 1.986E+01, 3.025E+01, 5.129E+01, 7.025E+01, 1.098E+02, 7.173E+01, 7.344E+02, 7.525E+01, 3.265E+01, 3.207E+01, 3.200E+01
 2.103E+01, 9.750E+00, 2.128E+01, 3.098E+01, 5.115E+01, 7.025E+01, 1.097E+02, 6.568E+01, 7.532E+02, 8.997E+01, 3.281E+01, 3.228E+01, 3.200E+01
 2.202E+01, 9.750E+00, 2.213E+01, 3.069E+01, 5.025E+01, 7.025E+01, 1.096E+02, 6.061E+01, 7.577E+02, 8.272E+01, 3.886E+01, 3.243E+01, 3.200E+01
 2.302E+01, 9.750E+00, 2.358E+01, 3.038E+01, 5.092E+01, 7.130E+01, 9.467E+01, 5.629E+01, 7.330E+02, 1.215E+02, 4.679E+01, 3.245E+01, 3.201E+01
 2.401E+01, 9.750E+00, 2.454E+01, 3.144E+01, 5.248E+01, 7.032E+01, 9.025E+01, 5.291E+01, 7.065E+02, 1.126E+02, 4.386E+01, 3.248E+01, 3.202E+01
 2.502E+01, 9.750E+00, 2.657E+01, 3.042E+01, 5.272E+01, 7.116E+01, 9.025E+01, 5.029E+01, 7.340E+02, 1.986E+02, 3.956E+01, 3.254E+01, 3.210E+01
 2.601E+01, 8.811E+00, 2.762E+01, 3.032E+01, 5.175E+01, 7.161E+01, 9.025E+01, 4.802E+01, 7.381E+02, 3.502E+02, 3.747E+01, 3.264E+01, 3.226E+01
 2.701E+01, 2.750E+00, 2.929E+01, 3.025E+01, 5.138E+01, 7.185E+01, 9.025E+01, 4.678E+01, 7.928E+02, 6.175E+02, 3.714E+01, 3.257E+01, 3.232E+01
 2.802E+01, 2.750E+00, 2.938E+01, 3.085E+01, 5.122E+01, 7.116E+01, 9.070E+01, 4.622E+01, 7.547E+02, 8.015E+02, 3.684E+01, 3.277E+01, 3.236E+01
 2.903E+01, 2.750E+00, 2.975E+01, 3.172E+01, 5.051E+01, 7.106E+01, 9.402E+01, 4.569E+01, 5.720E+02, 8.261E+02, 4.213E+01, 3.295E+01, 3.234E+01
 3.003E+01, 2.750E+00, 2.965E+01, 3.378E+01, 5.025E+01, 7.125E+01, 9.067E+01, 4.511E+01, 2.210E+02, 7.943E+02, 5.297E+01, 3.288E+01, 3.240E+01
 3.101E+01, 2.750E+00, 2.960E+01, 3.512E+01, 5.042E+01, 7.043E+01, 9.025E+01, 4.458E+01, 1.251E+02, 7.258E+02, 5.387E+01, 3.349E+01, 3.245E+01
 3.201E+01, 2.750E+00, 2.969E+01, 3.619E+01, 5.075E+01, 7.337E+01, 9.063E+01, 4.414E+01, 9.875E+01, 6.815E+02, 5.745E+01, 3.331E+01, 3.245E+01
 3.301E+01, 2.750E+00, 2.968E+01, 3.727E+01, 5.025E+01, 7.628E+01, 9.071E+01, 4.370E+01, 8.350E+01, 7.177E+02, 7.351E+01, 3.317E+01, 3.246E+01
 3.402E+01, 2.750E+00, 2.969E+01, 3.905E+01, 5.162E+01, 7.868E+01, 9.028E+01, 4.324E+01, 7.514E+01, 7.331E+02, 8.527E+01, 3.307E+01, 3.259E+01
 3.501E+01, 2.750E+00, 2.975E+01, 4.033E+01, 5.304E+01, 7.107E+01, 9.049E+01, 4.280E+01, 6.675E+01, 7.495E+02, 7.362E+01, 3.305E+01, 3.265E+01
 3.601E+01, 2.750E+00, 2.926E+01, 4.136E+01, 5.172E+01, 7.160E+01, 9.152E+01, 4.239E+01, 5.539E+01, 7.387E+02, 7.379E+01, 3.320E+01, 3.264E+01
 3.702E+01, 2.750E+00, 2.944E+01, 4.326E+01, 5.071E+01, 7.103E+01, 9.534E+01, 4.206E+01, 5.487E+01, 7.755E+02, 1.179E+02, 3.395E+01, 3.259E+01
 3.801E+01, 2.750E+00, 2.975E+01, 4.450E+01, 5.032E+01, 7.049E+01, 1.014E+02, 4.181E+01, 5.279E+01, 7.867E+02, 1.185E+02, 3.554E+01, 3.254E+01
 3.903E+01, 2.750E+00, 2.959E+01, 4.606E+01, 5.048E+01, 7.177E+01, 1.047E+02, 4.159E+01, 5.047E+01, 8.035E+02, 1.606E+02, 3.548E+01, 3.255E+01
 4.001E+01, 2.750E+00, 2.975E+01, 4.749E+01, 5.061E+01, 7.050E+01, 9.066E+01, 4.138E+01, 4.939E+01, 7.459E+02, 2.367E+02, 3.616E+01, 3.258E+01
 4.101E+01, 2.750E+00, 2.975E+01, 4.870E+01, 5.025E+01, 7.033E+01, 1.020E+02, 4.118E+01, 4.802E+01, 7.355E+02, 4.504E+02, 4.372E+01, 3.299E+01
 4.201E+01, 2.750E+00, 2.962E+01, 4.920E+01, 5.034E+01, 7.059E+01, 1.040E+02, 4.100E+01, 4.681E+01, 6.682E+02, 6.599E+02, 5.184E+01, 3.338E+01
 4.302E+01, 2.750E+00, 2.933E+01, 4.975E+01, 5.128E+01, 7.377E+01, 9.057E+01, 4.084E+01, 4.586E+01, 3.992E+02, 7.433E+02, 4.893E+01, 3.393E+01
 4.401E+01, 2.750E+00, 2.925E+01, 4.975E+01, 5.249E+01, 7.029E+01, 9.038E+01, 4.070E+01, 4.517E+01, 1.570E+02, 7.313E+02, 5.039E+01, 3.396E+01
 4.502E+01, 2.750E+00, 2.925E+01, 4.975E+01, 5.389E+01, 7.054E+01, 9.025E+01, 4.056E+01, 4.451E+01, 1.016E+02, 7.275E+02, 5.440E+01, 3.429E+01
 4.602E+01, 2.750E+00, 2.925E+01, 4.975E+01, 5.560E+01, 7.066E+01, 9.045E+01, 4.044E+01, 4.391E+01, 7.471E+01, 7.306E+02, 6.527E+01, 3.454E+01
 4.703E+01, 2.750E+00, 2.925E+01, 4.942E+01, 5.727E+01, 7.237E+01, 9.066E+01, 4.033E+01, 4.330E+01, 6.023E+01, 7.458E+02, 5.827E+01, 3.471E+01
 4.802E+01, 2.672E+00, 2.955E+01, 4.975E+01, 5.840E+01, 7.073E+01, 9.391E+01, 4.023E+01, 4.270E+01, 5.629E+01, 7.464E+02, 8.553E+01, 3.466E+01
 4.900E+01, 2.250E+00, 2.939E+01, 4.957E+01, 6.008E+01, 7.219E+01, 9.387E+01, 4.016E+01, 4.210E+01, 5.277E+01, 7.377E+02, 8.095E+01, 3.470E+01
 5.002E+01, 2.250E+00, 2.925E+01, 4.877E+01, 6.158E+01, 7.027E+01, 9.025E+01, 4.010E+01, 4.156E+01, 5.111E+01, 7.272E+02, 8.305E+01, 3.522E+01
 5.104E+01, 2.250E+00, 2.925E+01, 4.841E+01, 6.292E+01, 7.025E+01, 9.025E+01, 4.004E+01, 4.105E+01, 4.951E+01, 7.354E+02, 1.233E+02, 3.559E+01
 5.201E+01, 2.250E+00, 2.925E+01, 4.875E+01, 6.477E+01, 7.038E+01, 9.025E+01, 3.998E+01, 4.063E+01, 4.806E+01, 7.273E+02, 1.306E+02, 3.922E+01
 5.302E+01, 2.250E+00, 2.925E+01, 4.870E+01, 6.605E+01, 7.042E+01, 9.025E+01, 3.993E+01, 4.025E+01, 4.758E+01, 7.590E+02, 1.962E+02, 4.548E+01
 5.401E+01, 2.250E+00, 2.925E+01, 4.971E+01, 6.757E+01, 7.084E+01, 9.100E+01, 3.989E+01, 3.992E+01, 4.676E+01, 7.492E+02, 2.201E+02, 4.777E+01
 5.502E+01, 2.250E+00, 2.925E+01, 4.975E+01, 6.935E+01, 7.044E+01, 9.235E+01, 3.984E+01, 3.963E+01, 4.552E+01, 7.363E+02, 6.004E+02, 4.508E+01
 5.602E+01, 2.250E+00, 2.925E+01, 4.975E+01, 6.963E+01, 7.063E+01, 9.097E+01, 3.981E+01, 3.936E+01, 4.408E+01, 6.723E+02, 7.235E+02, 4.595E+01
 5.701E+01, 2.250E+00, 2.925E+01, 4.975E+01, 6.975E+01, 7.147E+01, 9.025E+01, 3.977E+01, 3.913E+01, 4.324E+01, 3.887E+02, 7.108E+02, 5.599E+01
 5.801E+01, 2.250E+00, 2.925E+01, 4.975E+01, 6.975E+01, 7.348E+01, 9.090E+01, 3.973E+01, 3.891E+01, 4.247E+01, 2.161E+02, 7.132E+02, 4.794E+01
 5.900E+01, 2.250E+00, 2.925E+01, 4.975E+01, 6.975E+01, 7.466E+01, 9.033E+01, 3.969E+01, 3.868E+01, 4.143E+01, 1.204E+02, 7.427E+02, 4.954E+01
 6.002E+01, 2.250E+00, 2.972E+01, 4.903E+01, 6.975E+01, 7.649E+01, 9.106E+01, 3.966E+01, 3.846E+01, 4.059E+01, 8.358E+01, 7.547E+02, 5.105E+01
