s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.875E+00, 1.012E+01, 3.012E+01, 5.012E+01, 7.012E+01, 9.012E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.041E+00, 1.394E+00, 2.617E+01, 3.715E+01, 5.835E+01, 8.191E+01, 1.016E+02, 1.538E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.012E+00, 5.875E-01, 2.330E+01, 3.888E+01, 5.602E+01, 8.169E+01, 1.032E+02, 6.623E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 3.020E+00, 8.773E-01, 1.012E+01, 3.845E+01, 5.330E+01, 8.207E+01, 1.057E+02, 7.746E+02, 3.201E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 4.007E+00, 9.213E-01, 1.012E+01, 4.086E+01, 5.561E+01, 8.722E+01, 1.084E+02, 8.722E+02, 3.210E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 5.004E+00, 8.345E-01, 1.017E+01, 4.196E+01, 6.024E+01, 8.426E+01, 1.099E+02, 9.755E+02, 3.281E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 6.019E+00, 1.030E+00, 1.022E+01, 3.988E+01, 5.655E+01, 7.835E+01, 1.098E+02, 1.037E+03, 3.674E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 7.003E+00, 1.227E+00, 1.027E+01, 3.013E+01, 5.773E+01, 7.976E+01, 1.094E+02, 1.063E+03, 3.543E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.009E+00, 1.849E+00, 1.013E+01, 3.013E+01, 6.148E+01, 8.463E+01, 1.096E+02, 1.034E+03, 3.837E+01, 3.201E+01, 3.200E+01, 3.200E+01, 3.200E+01
 9.007E+00, 3.715E+00, 1.013E+01, 3.013E+01, 6.418E+01, 8.334E+01, 1.093E+02, 1.029E+03, 4.187E+01, 3.203E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.002E+01, 5.024E+00, 1.012E+01, 3.013E+01, 5.080E+01, 8.720E+01, 1.096E+02, 1.041E+03, 5.833E+01, 3.206E+01, 3.200E+01, 3.200E+01, 3.200E+01
