s,m,m,m,m,m,m,C,C,C,C,C,C
Time,"x1","x2","x3","x4","x5","x6","T1","T2","T3","T4","T5","T6"
 0.000E+00,-9.875E+00, 1.012E+01, 3.012E+01, 5.012E+01, 7.012E+01, 9.012E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 1.027E+00, 2.013E+00, 2.540E+01, 3.733E+01, 5.810E+01, 8.277E+01, 1.025E+02, 1.373E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 2.003E+00, 5.877E-01, 2.260E+01, 3.838E+01, 5.827E+01, 8.320E+01, 1.072E+02, 6.406E+02, 3.201E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 3.013E+00, 9.344E-01, 1.014E+01, 4.188E+01, 5.716E+01, 8.326E+01, 1.096E+02, 8.255E+02, 4.692E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 4.013E+00, 9.918E-01, 1.015E+01, 3.828E+01, 5.949E+01, 8.364E+01, 1.095E+02, 9.214E+02, 9.635E+01, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 5.003E+00, 1.161E+00, 1.020E+01, 3.391E+01, 5.761E+01, 8.564E+01, 1.091E+02, 1.015E+03, 1.873E+02, 3.200E+01, 3.200E+01, 3.200E+01, 3.200E+01
 6.012E+00, 1.494E+00, 1.108E+01, 3.024E+01, 6.072E+01, 8.613E+01, 1.092E+02, 1.040E+03, 2.286E+02, 3.234E+01, 3.200E+01, 3.200E+01, 3.200E+01
 7.011E+00, 1.652E+00, 1.075E+01, 3.082E+01, 5.935E+01, 8.499E+01, 1.092E+02, 1.045E+03, 2.302E+02, 3.313E+01, 3.200E+01, 3.200E+01, 3.200E+01
 8.007E+00, 2.650E+00, 1.020E+01, 3.095E+01, 5.136E+01, 8.420E+01, 1.089E+02, 1.041E+03, 3.305E+02, 3.339E+01, 3.200E+01, 3.200E+01, 3.200E+01
 9.010E+00, 3.513E+00, 1.034E+01, 3.040E+01, 5.022E+01, 8.722E+01, 1.091E+02, 1.026E+03, 5.310E+02, 3.379E+01, 3.201E+01, 3.200E+01, 3.200E+01
 1.001E+01, 4.652E+00, 1.032E+01, 3.102E+01, 5.089E+01, 8.656E+01, 1.082E+02, 9.973E+02, 7.167E+02, 3.452E+01, 3.214E+01, 3.200E+01, 3.200E+01
