m,C,m/s
 2.2375000E+000, 7.1130104E+001, 2.3710646E+000
 2.2625000E+000, 6.9714837E+001, 2.3631101E+000
 2.2875000E+000, 6.9714837E+001, 2.3631101E+000
 2.3125000E+000, 6.8326388E+001, 2.3562952E+000
 2.3375000E+000, 6.8326388E+001, 2.3562952E+000
 2.3625000E+000, 6.6981201E+001, 2.3499880E+000
 2.3875000E+000, 6.6981201E+001, 2.3499880E+000
 2.4125000E+000, 6.5750021E+001, 2.3400968E+000
 2.4375000E+000, 6.5750021E+001, 2.3400968E+000
 2.4625000E+000, 6.4481212E+001, 2.3256183E+000
 2.4875000E+000, 6.4481212E+001, 2.3256183E+000
 2.5125000E+000, 6.3218588E+001, 2.3077309E+000
 2.5375000E+000, 6.3218588E+001, 2.3077309E+000
 2.5625000E+000, 6.1943554E+001, 2.2852010E+000
 2.5875000E+000, 6.1943554E+001, 2.2852010E+000
 2.6125000E+000, 6.0682526E+001, 2.2637472E+000
 2.6375000E+000, 6.0682526E+001, 2.2637472E+000
 2.6625000E+000, 5.9455167E+001, 2.2440172E+000
 2.6875000E+000, 5.9455167E+001, 2.2440172E+000
 2.7125000E+000, 5.8230630E+001, 2.2271687E+000
 2.7375000E+000, 5.8230630E+001, 2.2271687E+000
 2.7625000E+000, 5.6985116E+001, 2.2110625E+000
 2.7875000E+000, 5.6985116E+001, 2.2110625E+000
 2.8125000E+000, 5.5775098E+001, 2.2048070E+000
 2.8375000E+000, 5.5775098E+001, 2.2048070E+000
 2.8625000E+000, 5.4560569E+001, 2.1955741E+000
 2.8875000E+000, 5.4560569E+001, 2.1955741E+000
 2.9125000E+000, 5.3350413E+001, 2.1816050E+000
 2.9375000E+000, 5.3350413E+001, 2.1816050E+000
 2.9625000E+000, 5.2105603E+001, 2.1540347E+000
 2.9875000E+000, 5.2105603E+001, 2.1540347E+000
 3.0125000E+000, 5.0894907E+001, 2.1209841E+000
 3.0375000E+000, 5.0894907E+001, 2.1209841E+000
 3.0625000E+000, 4.9785786E+001, 2.0892430E+000
 3.0875000E+000, 4.9785786E+001, 2.0892430E+000
 3.1125000E+000, 4.8744371E+001, 2.0622526E+000
 3.1375000E+000, 4.8744371E+001, 2.0622526E+000
 3.1625000E+000, 4.7840975E+001, 2.0467201E+000
 3.1875000E+000, 4.7840975E+001, 2.0467201E+000
 3.2125000E+000, 4.7096334E+001, 2.0365266E+000
 3.2375000E+000, 4.7096334E+001, 2.0365266E+000
 3.2625000E+000, 4.6403503E+001, 2.0316715E+000
 3.2875000E+000, 4.6403503E+001, 2.0316715E+000
 3.3125000E+000, 4.5743049E+001, 2.0281406E+000
 3.3375000E+000, 4.5743049E+001, 2.0281406E+000
 3.3625000E+000, 4.5118047E+001, 2.0274336E+000
 3.3875000E+000, 4.5118047E+001, 2.0274336E+000
 3.4125000E+000, 4.4574419E+001, 2.0240815E+000
 3.4375000E+000, 4.4574419E+001, 2.0240815E+000
 3.4625000E+000, 4.4064218E+001, 2.0156350E+000
 3.4875000E+000, 4.4064218E+001, 2.0156350E+000
 3.5125000E+000, 4.3577552E+001, 2.0079958E+000
 3.5375000E+000, 4.3577552E+001, 2.0079958E+000
 3.5625000E+000, 4.3113238E+001, 1.9981099E+000
 3.5875000E+000, 4.3113238E+001, 1.9981099E+000
 3.6125000E+000, 4.2560031E+001, 1.9857308E+000
 3.6375000E+000, 4.2560031E+001, 1.9857308E+000
 3.6625000E+000, 4.1966025E+001, 1.9702561E+000
 3.6875000E+000, 4.1966025E+001, 1.9702561E+000
 3.7125000E+000, 4.1308359E+001, 1.9561139E+000
 3.7375000E+000, 4.1308359E+001, 1.9561139E+000
 3.7625000E+000, 4.0641788E+001, 1.9404740E+000
 3.7875000E+000, 4.0641788E+001, 1.9404740E+000
 3.8125000E+000, 3.9992922E+001, 1.9194736E+000
 3.8375000E+000, 3.9992922E+001, 1.9194736E+000
 3.8625000E+000, 3.9421716E+001, 1.8990144E+000
 3.8875000E+000, 3.9421716E+001, 1.8990144E+000
 3.9125000E+000, 3.8901682E+001, 1.8781474E+000
 3.9375000E+000, 3.8901682E+001, 1.8781474E+000
 3.9625000E+000, 3.8440218E+001, 1.8584899E+000
 3.9875000E+000, 3.8440218E+001, 1.8584899E+000
 4.0125000E+000, 3.8087285E+001, 1.8466675E+000
 4.0375000E+000, 3.8087285E+001, 1.8466675E+000
 4.0625000E+000, 3.7865682E+001, 1.8494754E+000
 4.0875000E+000, 3.7865682E+001, 1.8494754E+000
 4.1125000E+000, 3.7704680E+001, 1.8588846E+000
 4.1375000E+000, 3.7704680E+001, 1.8588846E+000
 4.1625000E+000, 3.7528412E+001, 1.8639144E+000
 4.1875000E+000, 3.7528412E+001, 1.8639144E+000
 4.2125000E+000, 3.7348120E+001, 1.8638047E+000
 4.2375000E+000, 3.7348120E+001, 1.8638047E+000
 4.2625000E+000, 3.7130856E+001, 1.8581527E+000
 4.2875000E+000, 3.7130856E+001, 1.8581527E+000
 4.3125000E+000, 3.6903161E+001, 1.8533609E+000
 4.3375000E+000, 3.6903161E+001, 1.8533609E+000
 4.3625000E+000, 3.6673373E+001, 1.8464477E+000
 4.3875000E+000, 3.6673373E+001, 1.8464477E+000
 4.4125000E+000, 3.6426899E+001, 1.8454304E+000
 4.4375000E+000, 3.6426899E+001, 1.8454304E+000
 4.4625000E+000, 3.6208548E+001, 1.8253135E+000
 4.4875000E+000, 3.6208548E+001, 1.8253135E+000
 4.5125000E+000, 3.5993514E+001, 1.8215196E+000
 4.5375000E+000, 3.5993514E+001, 1.8215196E+000
 4.5625000E+000, 3.5748922E+001, 1.7940866E+000
 4.5875000E+000, 3.5748922E+001, 1.7940866E+000
 4.6125000E+000, 3.5536575E+001, 1.7746344E+000
 4.6375000E+000, 3.5536575E+001, 1.7746344E+000
 4.6625000E+000, 3.5287908E+001, 1.7403714E+000
 4.6875000E+000, 3.5287908E+001, 1.7403714E+000
 4.7125000E+000, 3.5166538E+001, 1.7178736E+000
 4.7375000E+000, 3.5166538E+001, 1.7178736E+000
