m,C,m/s
Height,tmp,vel
 1.3890000E-002, 8.4041010E+002, 5.9408535E-001
 4.1159817E-002, 9.1724329E+002, 1.1541235E+000
 6.8429633E-002, 9.1729368E+002, 1.6061666E+000
 9.5699450E-002, 8.7944952E+002, 1.9363716E+000
 1.2296927E-001, 8.2193662E+002, 2.1586981E+000
 1.5023908E-001, 7.5675036E+002, 2.2973204E+000
 1.7750890E-001, 6.9231874E+002, 2.3856990E+000
 2.0477872E-001, 6.3081174E+002, 2.4365345E+000
 2.3204853E-001, 5.7293226E+002, 2.4558257E+000
 2.5931835E-001, 5.1833562E+002, 2.4590316E+000
 2.8658817E-001, 4.6965388E+002, 2.4626289E+000
 3.1385798E-001, 4.2624054E+002, 2.4799963E+000
 3.4112780E-001, 3.8950669E+002, 2.4983479E+000
 3.6839761E-001, 3.5847626E+002, 2.5142900E+000
 3.9566743E-001, 3.3303891E+002, 2.5269681E+000
 4.2293725E-001, 3.1088524E+002, 2.5387470E+000
 4.5020706E-001, 2.9150095E+002, 2.5464286E+000
 4.7747688E-001, 2.7449030E+002, 2.5524493E+000
 5.0474670E-001, 2.5934766E+002, 2.5585804E+000
 5.3201651E-001, 2.4597569E+002, 2.5647332E+000
 5.5928633E-001, 2.3386544E+002, 2.5722851E+000
 5.8655615E-001, 2.2344641E+002, 2.5795197E+000
 6.1382596E-001, 2.1380008E+002, 2.5857644E+000
 6.4109578E-001, 2.0572086E+002, 2.5905168E+000
 6.6836560E-001, 1.9783017E+002, 2.5957330E+000
 6.9563541E-001, 1.9082041E+002, 2.6023230E+000
 7.2290523E-001, 1.8339170E+002, 2.6081031E+000
 7.5017505E-001, 1.7651166E+002, 2.6078727E+000
 7.7744486E-001, 1.6962855E+002, 2.6011249E+000
 8.0471468E-001, 1.6312939E+002, 2.5905189E+000
 8.3198450E-001, 1.5642816E+002, 2.5761226E+000
 8.5925431E-001, 1.5055185E+002, 2.5600654E+000
 8.8652413E-001, 1.4476588E+002, 2.5446362E+000
 9.1379394E-001, 1.3964829E+002, 2.5310221E+000
 9.4106376E-001, 1.3460030E+002, 2.5162743E+000
 9.6833358E-001, 1.2985050E+002, 2.4998623E+000
 9.9560339E-001, 1.2539110E+002, 2.4821355E+000
 1.0228732E+000, 1.2135049E+002, 2.4643286E+000
 1.0501430E+000, 1.1740417E+002, 2.4451803E+000
 1.0774128E+000, 1.1372329E+002, 2.4222266E+000
 1.1046827E+000, 1.0990705E+002, 2.3936788E+000
 1.1319525E+000, 1.0649502E+002, 2.3675683E+000
 1.1592223E+000, 1.0318047E+002, 2.3456355E+000
 1.1864921E+000, 1.0019127E+002, 2.3252483E+000
 1.2137619E+000, 9.7348248E+001, 2.3043451E+000
 1.2410317E+000, 9.4778372E+001, 2.2870821E+000
 1.2683016E+000, 9.2314795E+001, 2.2743064E+000
 1.2955714E+000, 9.0032129E+001, 2.2644491E+000
 1.3228412E+000, 8.7852052E+001, 2.2526982E+000
 1.3501110E+000, 8.5762369E+001, 2.2397578E+000
 1.3773808E+000, 8.3819590E+001, 2.2257096E+000
 1.4046506E+000, 8.1954330E+001, 2.2152950E+000
 1.4319205E+000, 8.0180263E+001, 2.2065295E+000
 1.4591903E+000, 7.8487722E+001, 2.1952823E+000
 1.4864601E+000, 7.6986879E+001, 2.1827114E+000
 1.5137299E+000, 7.5565039E+001, 2.1733707E+000
 1.5409997E+000, 7.4226788E+001, 2.1650211E+000
 1.5682695E+000, 7.2904885E+001, 2.1559904E+000
