m,C,m/s
Height,tmp,vel
 6.8460000E-003, 6.0503192E+002,-1.0367252E-001
 2.0481863E-002, 6.1819459E+002, 1.0910981E-001
 3.4117726E-002, 6.2916938E+002, 4.4359614E-001
 4.7753589E-002, 6.3685176E+002, 7.9122502E-001
 6.1389452E-002, 6.4493963E+002, 1.1303434E+000
 7.5025315E-002, 6.5352014E+002, 1.4419634E+000
 8.8661178E-002, 6.6265626E+002, 1.7173537E+000
 1.0229704E-001, 6.7255960E+002, 1.9591017E+000
 1.1593290E-001, 6.8346693E+002, 2.1736613E+000
 1.2956877E-001, 6.9611168E+002, 2.3684152E+000
 1.4320463E-001, 7.0971081E+002, 2.5479825E+000
 1.5684049E-001, 7.2506981E+002, 2.7160664E+000
 1.7047636E-001, 7.4029307E+002, 2.8730186E+000
 1.8411222E-001, 7.5542307E+002, 3.0175611E+000
 1.9774808E-001, 7.7023544E+002, 3.1488526E+000
 2.1138395E-001, 7.8408727E+002, 3.2655860E+000
 2.2501981E-001, 7.9648318E+002, 3.3682200E+000
 2.3865567E-001, 8.0572011E+002, 3.4575249E+000
 2.5229153E-001, 8.1181603E+002, 3.5294762E+000
 2.6592740E-001, 8.1721702E+002, 3.5889587E+000
 2.7956326E-001, 8.2104906E+002, 3.6397074E+000
 2.9319912E-001, 8.2267552E+002, 3.6847831E+000
 3.0683499E-001, 8.2273552E+002, 3.7224064E+000
 3.2047085E-001, 8.2296791E+002, 3.7569080E+000
 3.3410671E-001, 8.2183711E+002, 3.7873702E+000
 3.4774258E-001, 8.1964050E+002, 3.8169154E+000
 3.6137844E-001, 8.1612347E+002, 3.8442158E+000
 3.7501430E-001, 8.1075164E+002, 3.8684661E+000
 3.8865016E-001, 8.0449141E+002, 3.8897035E+000
 4.0228603E-001, 7.9785740E+002, 3.9077453E+000
 4.1592189E-001, 7.9139487E+002, 3.9268278E+000
 4.2955775E-001, 7.8543688E+002, 3.9463866E+000
 4.4319362E-001, 7.7799369E+002, 3.9606774E+000
 4.5682948E-001, 7.6846101E+002, 3.9666849E+000
 4.7046534E-001, 7.5786146E+002, 3.9685816E+000
 4.8410121E-001, 7.4745302E+002, 3.9717163E+000
 4.9773707E-001, 7.3699251E+002, 3.9756504E+000
 5.1137293E-001, 7.2621076E+002, 3.9815616E+000
 5.2500879E-001, 7.1374649E+002, 3.9872413E+000
 5.3864466E-001, 7.0081921E+002, 3.9936618E+000
 5.5228052E-001, 6.8902567E+002, 4.0031871E+000
 5.6591638E-001, 6.7772586E+002, 4.0100701E+000
 5.7955225E-001, 6.6558734E+002, 4.0145834E+000
 5.9318811E-001, 6.5309544E+002, 4.0171606E+000
 6.0682397E-001, 6.4138004E+002, 4.0207198E+000
 6.2045984E-001, 6.2965336E+002, 4.0257502E+000
 6.3409570E-001, 6.1736268E+002, 4.0298816E+000
 6.4773156E-001, 6.0576296E+002, 4.0316387E+000
 6.6136742E-001, 5.9393739E+002, 4.0303445E+000
 6.7500329E-001, 5.8202312E+002, 4.0287962E+000
 6.8863915E-001, 5.7055851E+002, 4.0283091E+000
 7.0227501E-001, 5.5986676E+002, 4.0280617E+000
 7.1591088E-001, 5.4994462E+002, 4.0234610E+000
 7.2954674E-001, 5.3991915E+002, 4.0161547E+000
 7.4318260E-001, 5.2905429E+002, 4.0061590E+000
 7.5681847E-001, 5.1689928E+002, 3.9939811E+000
 7.7045433E-001, 5.0488077E+002, 3.9794856E+000
 7.8409019E-001, 4.9331880E+002, 3.9650572E+000
 7.9772605E-001, 4.8347371E+002, 3.9554922E+000
 8.1136192E-001, 4.7498634E+002, 3.9497467E+000
 8.2499778E-001, 4.6705296E+002, 3.9445700E+000
 8.3863364E-001, 4.5829313E+002, 3.9397293E+000
 8.5226951E-001, 4.4833440E+002, 3.9319379E+000
 8.6590537E-001, 4.3830253E+002, 3.9216889E+000
 8.7954123E-001, 4.2877148E+002, 3.9121625E+000
 8.9317710E-001, 4.1941796E+002, 3.9011420E+000
 9.0681296E-001, 4.1080768E+002, 3.8879619E+000
 9.2044882E-001, 4.0164142E+002, 3.8742359E+000
 9.3408468E-001, 3.9238097E+002, 3.8608878E+000
 9.4772055E-001, 3.8202915E+002, 3.8491651E+000
 9.6135641E-001, 3.7304757E+002, 3.8349495E+000
 9.7499227E-001, 3.6505583E+002, 3.8197149E+000
 9.8862814E-001, 3.5753542E+002, 3.8042503E+000
 1.0022640E+000, 3.5016433E+002, 3.7920272E+000
 1.0158999E+000, 3.4267494E+002, 3.7775914E+000
 1.0295357E+000, 3.3437880E+002, 3.7610002E+000
 1.0431716E+000, 3.2612554E+002, 3.7433186E+000
 1.0568075E+000, 3.1789882E+002, 3.7260269E+000
 1.0704433E+000, 3.0977319E+002, 3.7077072E+000
 1.0840792E+000, 3.0176692E+002, 3.6833974E+000
 1.0977150E+000, 2.9448990E+002, 3.6557830E+000
 1.1113509E+000, 2.8854627E+002, 3.6273387E+000
 1.1249868E+000, 2.8285835E+002, 3.6037451E+000
 1.1386226E+000, 2.7702643E+002, 3.5812309E+000
 1.1522585E+000, 2.7127838E+002, 3.5647336E+000
 1.1658944E+000, 2.6602058E+002, 3.5469634E+000
 1.1795302E+000, 2.6111861E+002, 3.5260588E+000
 1.1931661E+000, 2.5662198E+002, 3.5042426E+000
 1.2068019E+000, 2.5008592E+002, 3.5216891E+000
 1.2204378E+000, 2.4462632E+002, 3.4808454E+000
 1.2340737E+000, 2.3275742E+002, 3.4700420E+000
 1.2477095E+000, 2.3275742E+002, 3.4700420E+000
 1.2613454E+000, 2.2628913E+002, 3.4596106E+000
 1.2749813E+000, 2.2026887E+002, 3.4493692E+000
 1.2886171E+000, 2.2026887E+002, 3.4493692E+000
 1.3022530E+000, 2.1443335E+002, 3.4386749E+000
 1.3158888E+000, 2.0893175E+002, 3.4268174E+000
 1.3295247E+000, 2.0893175E+002, 3.4268174E+000
 1.3431606E+000, 2.0386482E+002, 3.4141693E+000
 1.3567964E+000, 1.9917924E+002, 3.3992467E+000
 1.3704323E+000, 1.9917924E+002, 3.3992467E+000
 1.3840682E+000, 1.9468860E+002, 3.3818282E+000
 1.3977040E+000, 1.9021286E+002, 3.3618318E+000
 1.4113399E+000, 1.9021286E+002, 3.3618318E+000
 1.4249758E+000, 1.8575983E+002, 3.3408021E+000
 1.4386116E+000, 1.8144389E+002, 3.3196879E+000
 1.4522475E+000, 1.8144389E+002, 3.3196879E+000
 1.4658833E+000, 1.7741678E+002, 3.3008989E+000
 1.4795192E+000, 1.7364523E+002, 3.2842944E+000
 1.4931551E+000, 1.7364523E+002, 3.2842944E+000
 1.5067909E+000, 1.6994051E+002, 3.2683019E+000
 1.5204268E+000, 1.6628865E+002, 3.2509376E+000
 1.5340627E+000, 1.6628865E+002, 3.2509376E+000
 1.5476985E+000, 1.6268993E+002, 3.2345513E+000
 1.5613344E+000, 1.5914601E+002, 3.2173319E+000
 1.5749702E+000, 1.5914601E+002, 3.2173319E+000
 1.5886061E+000, 1.5564568E+002, 3.2021926E+000
 1.6022420E+000, 1.5564568E+002, 3.2021926E+000
 1.6158778E+000, 1.5222112E+002, 3.1872357E+000
 1.6295137E+000, 1.4890525E+002, 3.1725440E+000
 1.6431496E+000, 1.4890525E+002, 3.1725440E+000
 1.6567854E+000, 1.4575796E+002, 3.1537637E+000
 1.6704213E+000, 1.4283516E+002, 3.1335605E+000
 1.6840572E+000, 1.4283516E+002, 3.1335605E+000
 1.6976930E+000, 1.4002911E+002, 3.1173232E+000
 1.7113289E+000, 1.3728134E+002, 3.1031952E+000
 1.7249647E+000, 1.3728134E+002, 3.1031952E+000
 1.7386006E+000, 1.3460937E+002, 3.0890382E+000
 1.7522365E+000, 1.3201521E+002, 3.0755737E+000
 1.7658723E+000, 1.3201521E+002, 3.0755737E+000
 1.7795082E+000, 1.2950731E+002, 3.0616148E+000
 1.7931441E+000, 1.2713742E+002, 3.0473048E+000
 1.8067799E+000, 1.2713742E+002, 3.0473048E+000
 1.8204158E+000, 1.2492726E+002, 3.0321583E+000
 1.8340516E+000, 1.2287390E+002, 3.0173762E+000
 1.8476875E+000, 1.2287390E+002, 3.0173762E+000
 1.8613234E+000, 1.2098543E+002, 3.0039187E+000
 1.8749592E+000, 1.1928858E+002, 2.9911269E+000
 1.8885951E+000, 1.1928858E+002, 2.9911269E+000
 1.9022310E+000, 1.1768426E+002, 2.9801312E+000
 1.9158668E+000, 1.1608149E+002, 2.9695447E+000
 1.9295027E+000, 1.1608149E+002, 2.9695447E+000
 1.9431385E+000, 1.1448704E+002, 2.9599640E+000
 1.9567744E+000, 1.1448704E+002, 2.9599640E+000
 1.9704103E+000, 1.1294449E+002, 2.9524007E+000
 1.9840461E+000, 1.1146839E+002, 2.9456249E+000
 1.9976820E+000, 1.1146839E+002, 2.9456249E+000
 2.0113179E+000, 1.1006101E+002, 2.9420003E+000
 2.0249537E+000, 1.0868693E+002, 2.9384443E+000
 2.0385896E+000, 1.0868693E+002, 2.9384443E+000
 2.0522255E+000, 1.0735122E+002, 2.9346155E+000
 2.0658613E+000, 1.0609845E+002, 2.9302567E+000
 2.0794972E+000, 1.0609845E+002, 2.9302567E+000
 2.0931330E+000, 1.0494171E+002, 2.9269076E+000
 2.1067689E+000, 1.0382618E+002, 2.9240964E+000
 2.1204048E+000, 1.0382618E+002, 2.9240964E+000
 2.1340406E+000, 1.0270467E+002, 2.9223108E+000
 2.1476765E+000, 1.0155667E+002, 2.9217381E+000
 2.1613124E+000, 1.0155667E+002, 2.9217381E+000
 2.1749482E+000, 1.0037714E+002, 2.9205981E+000
 2.1885841E+000, 9.9177458E+001, 2.9185737E+000
 2.2022199E+000, 9.9177458E+001, 2.9185737E+000
 2.2158558E+000, 9.7990015E+001, 2.9159776E+000
 2.2294917E+000, 9.6822665E+001, 2.9115566E+000
 2.2431275E+000, 9.6822665E+001, 2.9115566E+000
 2.2567634E+000, 9.5670027E+001, 2.9069809E+000
 2.2703993E+000, 9.4573550E+001, 2.8978722E+000
 2.2840351E+000, 9.4573550E+001, 2.8978722E+000
 2.2976710E+000, 9.3508814E+001, 2.8895437E+000
 2.3113068E+000, 9.3508814E+001, 2.8895437E+000
 2.3249427E+000, 9.2423506E+001, 2.8804756E+000
 2.3385786E+000, 9.1320941E+001, 2.8709674E+000
 2.3522144E+000, 9.1320941E+001, 2.8709674E+000
 2.3658503E+000, 9.0200838E+001, 2.8593602E+000
 2.3794862E+000, 8.9076368E+001, 2.8469884E+000
 2.3931220E+000, 8.9076368E+001, 2.8469884E+000
 2.4067579E+000, 8.7967965E+001, 2.8334086E+000
 2.4203938E+000, 8.6871346E+001, 2.8186326E+000
 2.4340296E+000, 8.6871346E+001, 2.8186326E+000
 2.4476655E+000, 8.5775350E+001, 2.8039276E+000
 2.4613013E+000, 8.4644954E+001, 2.7896998E+000
 2.4749372E+000, 8.4644954E+001, 2.7896998E+000
 2.4885731E+000, 8.3545671E+001, 2.7744373E+000
 2.5022089E+000, 8.2447455E+001, 2.7570209E+000
 2.5158448E+000, 8.2447455E+001, 2.7570209E+000
 2.5294807E+000, 8.1354323E+001, 2.7402496E+000
 2.5431165E+000, 8.0344897E+001, 2.7230357E+000
 2.5567524E+000, 8.0344897E+001, 2.7230357E+000
 2.5703882E+000, 7.9361816E+001, 2.7102885E+000
 2.5840241E+000, 7.8405650E+001, 2.6992678E+000
 2.5976600E+000, 7.8405650E+001, 2.6992678E+000
 2.6112958E+000, 7.7435533E+001, 2.6860512E+000
 2.6249317E+000, 7.6503561E+001, 2.6743927E+000
 2.6385676E+000, 7.6503561E+001, 2.6743927E+000
 2.6522034E+000, 7.5596762E+001, 2.6616195E+000
 2.6658393E+000, 7.5596762E+001, 2.6616195E+000
 2.6794752E+000, 7.4690402E+001, 2.6487525E+000
 2.6931110E+000, 7.3734771E+001, 2.6320472E+000
 2.7067469E+000, 7.3734771E+001, 2.6320472E+000
 2.7203827E+000, 7.2796662E+001, 2.6177487E+000
 2.7340186E+000, 7.1856834E+001, 2.6009759E+000
 2.7476545E+000, 7.1856834E+001, 2.6009759E+000
 2.7612903E+000, 7.0975807E+001, 2.5850754E+000
 2.7749262E+000, 7.0147799E+001, 2.5670138E+000
 2.7885621E+000, 7.0147799E+001, 2.5670138E+000
 2.8021979E+000, 6.9327390E+001, 2.5532204E+000
 2.8158338E+000, 6.8537605E+001, 2.5358506E+000
 2.8294696E+000, 6.8537605E+001, 2.5358506E+000
 2.8431055E+000, 6.7761425E+001, 2.5210105E+000
 2.8567414E+000, 6.7028964E+001, 2.5000583E+000
 2.8703772E+000, 6.7028964E+001, 2.5000583E+000
 2.8840131E+000, 6.6318355E+001, 2.4833451E+000
 2.8976490E+000, 6.5744519E+001, 2.4669093E+000
 2.9112848E+000, 6.5744519E+001, 2.4669093E+000
 2.9249207E+000, 6.5134124E+001, 2.4502351E+000
 2.9385565E+000, 6.4577612E+001, 2.4357757E+000
 2.9521924E+000, 6.4577612E+001, 2.4357757E+000
 2.9658283E+000, 6.3873882E+001, 2.4153182E+000
 2.9794641E+000, 6.3254592E+001, 2.3974753E+000
 2.9931000E+000, 6.3254592E+001, 2.3974753E+000
