m,C,m/s
 9.9750000E-001, 1.5686219E+002, 2.7221129E+000
 1.0185000E+000, 1.5351195E+002, 2.7203607E+000
 1.0395000E+000, 1.4973596E+002, 2.7113950E+000
 1.0605000E+000, 1.4564263E+002, 2.6893061E+000
 1.0815000E+000, 1.3969233E+002, 2.6554405E+000
 1.1025000E+000, 1.3786809E+002, 2.6481727E+000
 1.1235000E+000, 1.3471752E+002, 2.6400157E+000
 1.1445000E+000, 1.3194429E+002, 2.6356691E+000
 1.1655000E+000, 1.2909960E+002, 2.6342606E+000
 1.1865000E+000, 1.2597681E+002, 2.6234255E+000
 1.2075000E+000, 1.2279540E+002, 2.6116438E+000
 1.2285000E+000, 1.2021873E+002, 2.6064441E+000
 1.2495000E+000, 1.1813523E+002, 2.6001880E+000
 1.2705000E+000, 1.1607423E+002, 2.5878807E+000
 1.2915000E+000, 1.1384151E+002, 2.5718704E+000
 1.3125000E+000, 1.1188487E+002, 2.5554141E+000
 1.3335000E+000, 1.1029796E+002, 2.5465367E+000
 1.3545000E+000, 1.0876514E+002, 2.5445775E+000
 1.3755000E+000, 1.0723918E+002, 2.5451731E+000
 1.3965000E+000, 1.0584085E+002, 2.5451651E+000
 1.4175000E+000, 1.0443878E+002, 2.5437008E+000
 1.4385000E+000, 1.0285756E+002, 2.5405394E+000
 1.4595000E+000, 1.0118647E+002, 2.5412487E+000
 1.4805000E+000, 9.9573582E+001, 2.5384486E+000
 1.5015000E+000, 9.7187581E+001, 2.5185958E+000
 1.5225000E+000, 9.5707788E+001, 2.4995634E+000
 1.5435000E+000, 9.5003597E+001, 2.4914764E+000
 1.5645000E+000, 9.3700740E+001, 2.4804698E+000
 1.5855000E+000, 9.2424047E+001, 2.4679702E+000
 1.6065000E+000, 9.1060020E+001, 2.4581953E+000
 1.6275000E+000, 8.9613127E+001, 2.4619209E+000
 1.6485000E+000, 8.8291588E+001, 2.4638830E+000
 1.6695000E+000, 8.7100481E+001, 2.4587549E+000
 1.6905000E+000, 8.5479933E+001, 2.4427897E+000
 1.7115000E+000, 8.4995557E+001, 2.4363512E+000
 1.7325000E+000, 8.4049377E+001, 2.4247355E+000
 1.7535000E+000, 8.3124600E+001, 2.4149587E+000
 1.7745000E+000, 8.2364431E+001, 2.4096520E+000
 1.7955000E+000, 8.0994089E+001, 2.4081624E+000
 1.8165000E+000, 8.0397360E+001, 2.4062871E+000
 1.8375000E+000, 7.9030813E+001, 2.4022588E+000
 1.8585000E+000, 7.7580827E+001, 2.3943972E+000
 1.8795000E+000, 7.6268128E+001, 2.3802904E+000
 1.9005000E+000, 7.5219294E+001, 2.3634530E+000
 1.9215000E+000, 7.3991824E+001, 2.3348943E+000
 1.9425000E+000, 7.3598288E+001, 2.3261684E+000
 1.9635000E+000, 7.2699711E+001, 2.3032089E+000
 1.9845000E+000, 7.1634495E+001, 2.2811203E+000
 2.0055000E+000, 7.0611157E+001, 2.2626537E+000
 2.0265000E+000, 6.9722254E+001, 2.2469169E+000
 2.0475000E+000, 6.8897464E+001, 2.2297380E+000
 2.0685000E+000, 6.8163793E+001, 2.2174840E+000
 2.0895000E+000, 6.7118861E+001, 2.1935077E+000
 2.1105000E+000, 6.6704115E+001, 2.1875994E+000
 2.1315000E+000, 6.5738372E+001, 2.1753689E+000
 2.1525000E+000, 6.4151518E+001, 2.1520056E+000
 2.1735000E+000, 6.3652486E+001, 2.1435116E+000
 2.1945000E+000, 6.2290842E+001, 2.1257142E+000
 2.2155000E+000, 6.1886499E+001, 2.1212493E+000
 2.2365000E+000, 6.1028675E+001, 2.1131075E+000
 2.2575000E+000, 5.9759945E+001, 2.1032363E+000
 2.2785000E+000, 5.9335127E+001, 2.1000209E+000
 2.2995000E+000, 5.8416207E+001, 2.0891672E+000
 2.3205000E+000, 5.7456751E+001, 2.0702043E+000
 2.3415000E+000, 5.6467588E+001, 2.0481834E+000
 2.3625000E+000, 5.5612261E+001, 2.0294410E+000
 2.3835000E+000, 5.4668685E+001, 2.0081874E+000
 2.4045000E+000, 5.4410066E+001, 2.0049517E+000
 2.4255000E+000, 5.4000634E+001, 2.0044552E+000
 2.4465000E+000, 5.3727309E+001, 2.0026373E+000
 2.4675000E+000, 5.3423076E+001, 1.9962156E+000
 2.4885000E+000, 5.2499151E+001, 1.9817503E+000
 2.5095000E+000, 5.2153753E+001, 1.9773802E+000
 2.5305000E+000, 5.1464593E+001, 1.9612394E+000
 2.5515000E+000, 5.0496408E+001, 1.9316859E+000
 2.5725000E+000, 5.0193566E+001, 1.9229763E+000
 2.5935000E+000, 4.9330385E+001, 1.9028025E+000
 2.6145000E+000, 4.9045778E+001, 1.8970363E+000
 2.6355000E+000, 4.8513640E+001, 1.8839228E+000
 2.6565000E+000, 4.8063641E+001, 1.8668797E+000
 2.6775000E+000, 4.7756761E+001, 1.8549961E+000
 2.6985000E+000, 4.7369316E+001, 1.8476515E+000
 2.7195000E+000, 4.7241722E+001, 1.8408044E+000
 2.7405000E+000, 4.6945082E+001, 1.8246517E+000
 2.7615000E+000, 4.6544402E+001, 1.8148090E+000
 2.7825000E+000, 4.5954952E+001, 1.7990051E+000
 2.8035000E+000, 4.5798933E+001, 1.7932256E+000
 2.8245000E+000, 4.5497872E+001, 1.7800552E+000
 2.8455000E+000, 4.5106992E+001, 1.7720082E+000
 2.8665000E+000, 4.4643477E+001, 1.7638527E+000
 2.8875000E+000, 4.4074868E+001, 1.7489749E+000
 2.9085000E+000, 4.3919503E+001, 1.7417851E+000
 2.9295000E+000, 4.3668499E+001, 1.7284234E+000
 2.9505000E+000, 4.3435161E+001, 1.7178829E+000
 2.9715000E+000, 4.3079683E+001, 1.7051358E+000
 2.9925000E+000, 4.2595667E+001, 1.6929542E+000
 3.0135000E+000, 4.2235014E+001, 1.6822408E+000
 3.0345000E+000, 4.2034469E+001, 1.6700190E+000
 3.0555000E+000, 4.1816815E+001, 1.6631806E+000
 3.0765000E+000, 4.1487690E+001, 1.6495257E+000
 3.0975000E+000, 4.1137140E+001, 1.6297503E+000
 3.1185000E+000, 4.0805669E+001, 1.6106397E+000
 3.1395000E+000, 4.0536468E+001, 1.5993854E+000
 3.1605000E+000, 4.0180483E+001, 1.5848644E+000
 3.1815000E+000, 3.9858585E+001, 1.5769816E+000
 3.2025000E+000, 3.9597969E+001, 1.5633293E+000
 3.2235000E+000, 3.9272404E+001, 1.5438846E+000
 3.2445000E+000, 3.8888150E+001, 1.5219904E+000
 3.2655000E+000, 3.8451756E+001, 1.4985015E+000
 3.2865000E+000, 3.8273981E+001, 1.4960766E+000
 3.3075000E+000, 3.8259961E+001, 1.4929337E+000
 3.3285000E+000, 3.8155036E+001, 1.4752281E+000
 3.3495000E+000, 3.7932637E+001, 1.4643385E+000
 3.3705000E+000, 3.7724235E+001, 1.4521153E+000
 3.3915000E+000, 3.7504811E+001, 1.4467954E+000
 3.4125000E+000, 3.7271328E+001, 1.4381124E+000
 3.4335000E+000, 3.7072608E+001, 1.4342100E+000
 3.4545000E+000, 3.6709454E+001, 1.4325510E+000
 3.4755000E+000, 3.6232454E+001, 1.4312617E+000
 3.4965000E+000, 3.5842481E+001, 1.4245179E+000
 3.5175000E+000, 3.5576383E+001, 1.4148656E+000
 3.5385000E+000, 3.5383935E+001, 1.3999886E+000
 3.5595000E+000, 3.5149214E+001, 1.3866682E+000
 3.5805000E+000, 3.4914564E+001, 1.3769126E+000
 3.6015000E+000, 3.4630965E+001, 1.3686422E+000
 3.6225000E+000, 3.4332048E+001, 1.3557251E+000
 3.6435000E+000, 3.3978777E+001, 1.3406237E+000
 3.6645000E+000, 3.3639436E+001, 1.3227501E+000
 3.6855000E+000, 3.3427182E+001, 1.3125579E+000
 3.7065000E+000, 3.3200889E+001, 1.2935827E+000
 3.7275000E+000, 3.2928726E+001, 1.2596988E+000
 3.7485000E+000, 3.2902504E+001, 1.2533346E+000
 3.7695000E+000, 3.2894070E+001, 1.2386346E+000
 3.7905000E+000, 3.2762385E+001, 1.2286354E+000
 3.8115000E+000, 3.2577531E+001, 1.2103706E+000
 3.8325000E+000, 3.2390120E+001, 1.1758285E+000
 3.8535000E+000, 3.2327071E+001, 1.1591956E+000
 3.8745000E+000, 3.2198493E+001, 1.1290301E+000
 3.8955000E+000, 3.2147136E+001, 1.0853234E+000
 3.9165000E+000, 3.2049759E+001, 1.0452589E+000
 3.9375000E+000, 3.1837379E+001, 1.0130203E+000
