m,C,m/s
Height,temp20,velo20
 1.5500000E-002, 2.0519472E+002, 3.1781889E-001
 4.6500000E-002, 3.3436491E+002, 8.2200554E-001
 7.7500000E-002, 4.7425284E+002, 1.3782013E+000
 1.0850000E-001, 5.9347715E+002, 1.8827448E+000
 1.3950000E-001, 6.4404756E+002, 2.1069421E+000
 1.7050000E-001, 7.6565394E+002, 2.6814128E+000
 2.0150000E-001, 7.9721918E+002, 2.8444934E+000
 2.3250000E-001, 8.7161910E+002, 3.2512964E+000
 2.6350000E-001, 9.0423287E+002, 3.4733464E+000
 2.9450000E-001, 9.2867323E+002, 3.6699856E+000
 3.2550000E-001, 9.3924547E+002, 3.7578651E+000
 3.5650000E-001, 9.6277705E+002, 3.9866925E+000
 3.8750000E-001, 9.7074119E+002, 4.1118741E+000
 4.1850000E-001, 9.7235545E+002, 4.1677526E+000
 4.4950000E-001, 9.7100917E+002, 4.3382056E+000
 4.8050000E-001, 9.6914056E+002, 4.3874504E+000
 5.1150000E-001, 9.5420650E+002, 4.5013397E+000
 5.4250000E-001, 9.4612700E+002, 4.5274044E+000
 5.7350000E-001, 9.2596526E+002, 4.5661304E+000
 6.0450000E-001, 9.0001653E+002, 4.5932238E+000
 6.3550000E-001, 8.6776456E+002, 4.6169522E+000
 6.6650000E-001, 8.3523497E+002, 4.6210525E+000
 6.9750000E-001, 7.8484422E+002, 4.6102181E+000
 7.2850000E-001, 7.6781993E+002, 4.6001814E+000
 7.5950000E-001, 7.3551423E+002, 4.5809306E+000
 7.9050000E-001, 6.8164848E+002, 4.5408255E+000
 8.2150000E-001, 6.6019285E+002, 4.5080841E+000
 8.5250000E-001, 6.1476090E+002, 4.4363090E+000
 8.8350000E-001, 5.5717475E+002, 4.3378089E+000
 9.1450000E-001, 5.4172438E+002, 4.3130676E+000
 9.4550000E-001, 5.1142564E+002, 4.2705841E+000
 9.7650000E-001, 4.6470641E+002, 4.2028466E+000
 1.0075000E+000, 4.5052254E+002, 4.1757303E+000
 1.0385000E+000, 4.1233433E+002, 4.0891497E+000
 1.0695000E+000, 4.0046531E+002, 4.0638079E+000
 1.1005000E+000, 3.6747623E+002, 4.0138309E+000
 1.1315000E+000, 3.4709124E+002, 3.9603028E+000
 1.1625000E+000, 3.3713399E+002, 3.9325800E+000
 1.1935000E+000, 3.1095110E+002, 3.8584535E+000
 1.2245000E+000, 2.9568951E+002, 3.8181113E+000
 1.2555000E+000, 2.8851572E+002, 3.7953266E+000
 1.2865000E+000, 2.6778595E+002, 3.7199684E+000
 1.3175000E+000, 2.6135172E+002, 3.6989928E+000
 1.3485000E+000, 2.4983399E+002, 3.6556005E+000
 1.3795000E+000, 2.3348305E+002, 3.6000490E+000
 1.4105000E+000, 2.2302266E+002, 3.5793115E+000
 1.4415000E+000, 2.1787460E+002, 3.5726315E+000
 1.4725000E+000, 2.0859552E+002, 3.5541142E+000
 1.5035000E+000, 2.0015762E+002, 3.5167090E+000
