m,C,m/s
Height,temp20,velo20
 9.0000000E-003, 5.1580139E+002, 1.0576381E-001
 2.7000000E-002, 8.4885077E+002, 5.4801216E-001
 4.5000000E-002, 9.0057297E+002, 7.2650991E-001
 6.3000000E-002, 9.6819364E+002, 1.2576163E+000
 8.1000000E-002, 9.9176328E+002, 1.5863843E+000
 9.9000000E-002, 9.9795045E+002, 1.7392934E+000
 1.1700000E-001, 1.0008678E+003, 2.0116564E+000
 1.3500000E-001, 9.8970592E+002, 2.3343118E+000
 1.5300000E-001, 9.7278144E+002, 2.5044271E+000
 1.7100000E-001, 9.4211284E+002, 2.6374377E+000
 1.8900000E-001, 9.2291678E+002, 2.6899462E+000
 2.0700000E-001, 8.6135068E+002, 2.8168606E+000
 2.2500000E-001, 8.4167477E+002, 2.8509859E+000
 2.4300000E-001, 8.0285041E+002, 2.9103105E+000
 2.6100000E-001, 7.5748382E+002, 2.9438501E+000
 2.7900000E-001, 6.7802542E+002, 2.9480618E+000
 2.9700000E-001, 6.2641219E+002, 2.9538451E+000
 3.1500000E-001, 6.0315059E+002, 2.9546944E+000
 3.3300000E-001, 5.5965348E+002, 2.9500947E+000
 3.5100000E-001, 5.1943000E+002, 2.9277406E+000
 3.6900000E-001, 4.8457161E+002, 2.9107170E+000
 3.8700000E-001, 4.3682993E+002, 2.8900500E+000
 4.0500000E-001, 4.0790712E+002, 2.8887455E+000
 4.2300000E-001, 3.8088880E+002, 2.8753484E+000
 4.4100000E-001, 3.5565261E+002, 2.8503008E+000
 4.5900000E-001, 3.3225233E+002, 2.8203850E+000
 4.7700000E-001, 3.2168432E+002, 2.8062825E+000
 4.9500000E-001, 3.0172379E+002, 2.7726089E+000
 5.1300000E-001, 2.7731450E+002, 2.7356472E+000
 5.3100000E-001, 2.6382314E+002, 2.7163735E+000
 5.4900000E-001, 2.5219753E+002, 2.7028422E+000
 5.6700000E-001, 2.4188558E+002, 2.6875480E+000
 5.8500000E-001, 2.3271886E+002, 2.6668626E+000
 6.0300000E-001, 2.2858095E+002, 2.6573157E+000
 6.2100000E-001, 2.2024273E+002, 2.6433267E+000
 6.3900000E-001, 2.1216340E+002, 2.6302089E+000
 6.5700000E-001, 2.0061189E+002, 2.6048682E+000
 6.7500000E-001, 1.9357347E+002, 2.5839091E+000
 6.9300000E-001, 1.8744466E+002, 2.5652447E+000
 7.1100000E-001, 1.8150817E+002, 2.5475785E+000
 7.2900000E-001, 1.7865893E+002, 2.5401093E+000
 7.4700000E-001, 1.7342304E+002, 2.5209750E+000
 7.6500000E-001, 1.6609951E+002, 2.4955706E+000
 7.8300000E-001, 1.6133938E+002, 2.4794980E+000
 8.0100000E-001, 1.5681662E+002, 2.4608433E+000
 8.1900000E-001, 1.5453944E+002, 2.4517789E+000
 8.3700000E-001, 1.4732819E+002, 2.4261694E+000
 8.5500000E-001, 1.4511467E+002, 2.4148228E+000
 8.7300000E-001, 1.4096386E+002, 2.3980937E+000
 8.9100000E-001, 1.3495422E+002, 2.3858767E+000
 9.0900000E-001, 1.3333189E+002, 2.3775064E+000
 9.2700000E-001, 1.2933143E+002, 2.3588274E+000
 9.4500000E-001, 1.2816085E+002, 2.3571073E+000
 9.6300000E-001, 1.2353629E+002, 2.3368930E+000
 9.8100000E-001, 1.2184620E+002, 2.3297209E+000
 9.9900000E-001, 1.1851142E+002, 2.3180186E+000
 1.0170000E+000, 1.1554259E+002, 2.3088235E+000
 1.0350000E+000, 1.1315674E+002, 2.2977236E+000
 1.0530000E+000, 1.1105575E+002, 2.2818361E+000
 1.0710000E+000, 1.0890076E+002, 2.2645653E+000
 1.0890000E+000, 1.0674028E+002, 2.2508921E+000
