m,C,m/s
Height,tmp,vel
 0.0000000E+000, 6.8006089E+002,-5.4982300E-002
 1.3698630E-002, 6.9898934E+002, 4.9019814E-002
 2.7397260E-002, 7.1713147E+002, 3.4903653E-001
 4.1095890E-002, 7.3183463E+002, 6.9534604E-001
 5.4794521E-002, 7.4590909E+002, 1.0463252E+000
 6.8493151E-002, 7.6039477E+002, 1.3731651E+000
 8.2191781E-002, 7.7079765E+002, 1.6599688E+000
 9.5890411E-002, 7.8038613E+002, 1.9071504E+000
 1.0958904E-001, 7.9019041E+002, 2.1222144E+000
 1.2328767E-001, 7.9847935E+002, 2.3122762E+000
 1.3698630E-001, 8.0602444E+002, 2.4841670E+000
 1.5068493E-001, 8.1190763E+002, 2.6391771E+000
 1.6438356E-001, 8.1661573E+002, 2.7789467E+000
 1.7808219E-001, 8.2077640E+002, 2.9024695E+000
 1.9178082E-001, 8.2381784E+002, 3.0097478E+000
 2.0547945E-001, 8.2364786E+002, 3.0978386E+000
 2.1917808E-001, 8.1997406E+002, 3.1677887E+000
 2.3287671E-001, 8.1375470E+002, 3.2225461E+000
 2.4657534E-001, 8.0590757E+002, 3.2633885E+000
 2.6027397E-001, 7.9788902E+002, 3.2945667E+000
 2.7397260E-001, 7.8750886E+002, 3.3172937E+000
 2.8767123E-001, 7.7454920E+002, 3.3297598E+000
 3.0136986E-001, 7.5934559E+002, 3.3349698E+000
 3.1506849E-001, 7.4170979E+002, 3.3367454E+000
 3.2876712E-001, 7.2266163E+002, 3.3310545E+000
 3.4246575E-001, 7.0287198E+002, 3.3210646E+000
 3.5616438E-001, 6.8178566E+002, 3.3089632E+000
 3.6986301E-001, 6.5902105E+002, 3.2995230E+000
 3.8356164E-001, 6.3609523E+002, 3.2903962E+000
 3.9726027E-001, 6.1351893E+002, 3.2789679E+000
 4.1095890E-001, 5.9155153E+002, 3.2640519E+000
 4.2465753E-001, 5.7027704E+002, 3.2472317E+000
 4.3835616E-001, 5.4904353E+002, 3.2283332E+000
 4.5205479E-001, 5.2806581E+002, 3.2070266E+000
 4.6575342E-001, 5.0785330E+002, 3.1846274E+000
 4.7945205E-001, 4.8901638E+002, 3.1648337E+000
