m,C,m/s
Height,temp5,velo5
 1.4000000E-002, 2.0000000E+001, 1.0665561E-002
 4.2000000E-002, 5.1618081E+002, 9.4645314E-001
 7.0000000E-002, 5.1618081E+002, 9.4645314E-001
 9.8000000E-002, 7.9141213E+002, 1.7181964E+000
 1.2600000E-001, 7.9141213E+002, 1.7181964E+000
 1.5400000E-001, 8.4355266E+002, 2.2894247E+000
 1.8200000E-001, 8.4355266E+002, 2.2894247E+000
 2.1000000E-001, 8.2397592E+002, 2.7053114E+000
 2.3800000E-001, 8.2397592E+002, 2.7053114E+000
 2.6600000E-001, 7.8310516E+002, 3.0108219E+000
 2.9400000E-001, 7.8310516E+002, 3.0108219E+000
 3.2200000E-001, 7.2615703E+002, 3.2204244E+000
 3.5000000E-001, 7.2615703E+002, 3.2204244E+000
 3.7800000E-001, 6.5711093E+002, 3.3297052E+000
 4.0600000E-001, 6.5711093E+002, 3.3297052E+000
 4.3400000E-001, 5.8404519E+002, 3.3763206E+000
 4.6200000E-001, 5.8404519E+002, 3.3763206E+000
 4.9000000E-001, 5.1419638E+002, 3.3821516E+000
 5.1800000E-001, 5.1419638E+002, 3.3821516E+000
 5.4600000E-001, 4.5190831E+002, 3.3537441E+000
 5.7400000E-001, 4.5190831E+002, 3.3537441E+000
 6.0200000E-001, 3.9897563E+002, 3.3051445E+000
 6.3000000E-001, 3.9897563E+002, 3.3051445E+000
 6.5800000E-001, 3.5512457E+002, 3.2604910E+000
 6.8600000E-001, 3.5512457E+002, 3.2604910E+000
 7.1400000E-001, 3.1936308E+002, 3.2257839E+000
 7.4200000E-001, 3.1936308E+002, 3.2257839E+000
 7.7000000E-001, 2.8822278E+002, 3.1953607E+000
 7.9800000E-001, 2.8822278E+002, 3.1953607E+000
 8.2600000E-001, 2.6091178E+002, 3.1651423E+000
 8.5400000E-001, 2.6091178E+002, 3.1651423E+000
 8.8200000E-001, 2.3783704E+002, 3.1306456E+000
 9.1000000E-001, 2.3783704E+002, 3.1306456E+000
 9.3800000E-001, 2.1922816E+002, 3.0976811E+000
 9.6600000E-001, 2.1922816E+002, 3.0976811E+000
 9.9400000E-001, 2.0378094E+002, 3.0843456E+000
 1.0220000E+000, 2.0378094E+002, 3.0843456E+000
 1.0500000E+000, 1.9117589E+002, 3.0819989E+000
 1.0780000E+000, 1.9117589E+002, 3.0819989E+000
 1.1060000E+000, 1.8055710E+002, 3.0783633E+000
 1.1340000E+000, 1.8055710E+002, 3.0783633E+000
 1.1620000E+000, 1.7037587E+002, 3.0646651E+000
 1.1900000E+000, 1.7037587E+002, 3.0646651E+000
 1.2180000E+000, 1.6135539E+002, 3.0370168E+000
 1.2460000E+000, 1.6135539E+002, 3.0370168E+000
 1.2740000E+000, 1.5195054E+002, 3.0040924E+000
 1.3020000E+000, 1.5195054E+002, 3.0040924E+000
 1.3300000E+000, 1.4402007E+002, 2.9692545E+000
 1.3580000E+000, 1.4402007E+002, 2.9692545E+000
 1.3860000E+000, 1.3649401E+002, 2.9372488E+000
 1.4140000E+000, 1.3649401E+002, 2.9372488E+000
 1.4420000E+000, 1.2996736E+002, 2.9094465E+000
 1.4700000E+000, 1.2996736E+002, 2.9094465E+000
 1.4980000E+000, 1.2453456E+002, 2.8855644E+000
 1.5260000E+000, 1.2453456E+002, 2.8855644E+000
 1.5540000E+000, 1.1983600E+002, 2.8563167E+000
 1.5820000E+000, 1.1983600E+002, 2.8563167E+000
 1.6100000E+000, 1.1526633E+002, 2.8299407E+000
 1.6380000E+000, 1.1526633E+002, 2.8299407E+000
 1.6660000E+000, 1.1094329E+002, 2.8088691E+000
 1.6940000E+000, 1.1094329E+002, 2.8088691E+000
 1.7220000E+000, 1.0716720E+002, 2.7911742E+000
 1.7500000E+000, 1.0716720E+002, 2.7911742E+000
 1.7780000E+000, 1.0378364E+002, 2.7670786E+000
 1.8060000E+000, 1.0378364E+002, 2.7670786E+000
 1.8340000E+000, 1.0048977E+002, 2.7451473E+000
 1.8620000E+000, 1.0048977E+002, 2.7451473E+000
 1.8900000E+000, 9.7104236E+001, 2.7276377E+000
 1.9180000E+000, 9.7104236E+001, 2.7276377E+000
 1.9460000E+000, 9.3771680E+001, 2.7090000E+000
 1.9740000E+000, 9.3771680E+001, 2.7090000E+000
 2.0020000E+000, 9.0716685E+001, 2.6892321E+000
 2.0300000E+000, 9.0716685E+001, 2.6892321E+000
 2.0580000E+000, 8.7962963E+001, 2.6715837E+000
 2.0860000E+000, 8.7962963E+001, 2.6715837E+000
 2.1140000E+000, 8.5453373E+001, 2.6600840E+000
 2.1420000E+000, 8.5453373E+001, 2.6600840E+000
 2.1700000E+000, 8.3213337E+001, 2.6440295E+000
 2.1980000E+000, 8.3213337E+001, 2.6440295E+000
 2.2260000E+000, 8.1061680E+001, 2.6298152E+000
 2.2540000E+000, 8.1061680E+001, 2.6298152E+000
 2.2820000E+000, 7.8825384E+001, 2.6191468E+000
 2.3100000E+000, 7.8825384E+001, 2.6191468E+000
 2.3380000E+000, 7.6535815E+001, 2.6064989E+000
 2.3660000E+000, 7.6535815E+001, 2.6064989E+000
 2.3940000E+000, 7.4237243E+001, 2.5887001E+000
 2.4220000E+000, 7.4237243E+001, 2.5887001E+000
 2.4500000E+000, 7.2045409E+001, 2.5637389E+000
 2.4780000E+000, 7.2045409E+001, 2.5637389E+000
 2.5060000E+000, 7.0033462E+001, 2.5395889E+000
 2.5340000E+000, 7.0033462E+001, 2.5395889E+000
 2.5620000E+000, 6.8068204E+001, 2.5180995E+000
 2.5900000E+000, 6.8068204E+001, 2.5180995E+000
 2.6180000E+000, 6.6214128E+001, 2.4913896E+000
 2.6460000E+000, 6.6214128E+001, 2.4913896E+000
 2.6740000E+000, 6.4505756E+001, 2.4639403E+000
