m,C,m/s
Height,temp5,velo5
 9.0000000E-003, 5.2704257E+002, 6.4968930E-001
 2.7000000E-002, 5.2704257E+002, 6.4968930E-001
 4.5000000E-002, 7.9142166E+002, 1.2529927E+000
 6.3000000E-002, 7.9142166E+002, 1.2529927E+000
 8.1000000E-002, 8.0104923E+002, 1.6842112E+000
 9.9000000E-002, 8.0104923E+002, 1.6842112E+000
 1.1700000E-001, 7.2949017E+002, 1.9503953E+000
 1.3500000E-001, 7.2949017E+002, 1.9503953E+000
 1.5300000E-001, 6.4109871E+002, 2.1153295E+000
 1.7100000E-001, 6.4109871E+002, 2.1153295E+000
 1.8900000E-001, 5.5435783E+002, 2.2141878E+000
 2.0700000E-001, 5.5435783E+002, 2.2141878E+000
 2.2500000E-001, 4.7772907E+002, 2.2648135E+000
 2.4300000E-001, 4.7772907E+002, 2.2648135E+000
 2.6100000E-001, 4.1135246E+002, 2.2817999E+000
 2.7900000E-001, 4.1135246E+002, 2.2817999E+000
 2.9700000E-001, 3.5617260E+002, 2.2770164E+000
 3.1500000E-001, 3.5617260E+002, 2.2770164E+000
 3.3300000E-001, 3.1099248E+002, 2.2591201E+000
 3.5100000E-001, 3.1099248E+002, 2.2591201E+000
 3.6900000E-001, 2.7445637E+002, 2.2324060E+000
 3.8700000E-001, 2.7445637E+002, 2.2324060E+000
 4.0500000E-001, 2.4573385E+002, 2.2076377E+000
 4.2300000E-001, 2.4573385E+002, 2.2076377E+000
 4.4100000E-001, 2.2286704E+002, 2.1882162E+000
 4.5900000E-001, 2.2286704E+002, 2.1882162E+000
 4.7700000E-001, 2.0502102E+002, 2.1779685E+000
 4.9500000E-001, 2.0502102E+002, 2.1779685E+000
 5.1300000E-001, 1.9053100E+002, 2.1828260E+000
 5.3100000E-001, 1.9053100E+002, 2.1828260E+000
 5.4900000E-001, 1.7880420E+002, 2.2013490E+000
 5.6700000E-001, 1.7880420E+002, 2.2013490E+000
 5.8500000E-001, 1.6893996E+002, 2.2176288E+000
 6.0300000E-001, 1.6893996E+002, 2.2176288E+000
 6.2100000E-001, 1.6072235E+002, 2.2322128E+000
 6.3900000E-001, 1.6072235E+002, 2.2322128E+000
 6.5700000E-001, 1.5293114E+002, 2.2337537E+000
 6.7500000E-001, 1.5293114E+002, 2.2337537E+000
 6.9300000E-001, 1.4619210E+002, 2.2314556E+000
 7.1100000E-001, 1.4619210E+002, 2.2314556E+000
 7.2900000E-001, 1.3940276E+002, 2.2291969E+000
 7.4700000E-001, 1.3940276E+002, 2.2291969E+000
 7.6500000E-001, 1.3345045E+002, 2.2184892E+000
 7.8300000E-001, 1.3345045E+002, 2.2184892E+000
 8.0100000E-001, 1.2750831E+002, 2.1966804E+000
 8.1900000E-001, 1.2750831E+002, 2.1966804E+000
 8.3700000E-001, 1.2173170E+002, 2.1690690E+000
 8.5500000E-001, 1.2173170E+002, 2.1690690E+000
 8.7300000E-001, 1.1620767E+002, 2.1357406E+000
 8.9100000E-001, 1.1620767E+002, 2.1357406E+000
 9.0900000E-001, 1.1064284E+002, 2.1029391E+000
 9.2700000E-001, 1.1064284E+002, 2.1029391E+000
 9.4500000E-001, 1.0556204E+002, 2.0705442E+000
 9.6300000E-001, 1.0556204E+002, 2.0705442E+000
 9.8100000E-001, 1.0060995E+002, 2.0390267E+000
 9.9900000E-001, 1.0060995E+002, 2.0390267E+000
 1.0170000E+000, 9.6353049E+001, 2.0123453E+000
 1.0350000E+000, 9.6353049E+001, 2.0123453E+000
 1.0530000E+000, 9.2409036E+001, 1.9882161E+000
 1.0710000E+000, 9.2409036E+001, 1.9882161E+000
